序号,日期,持股基金家数,持股市值,占该股流通市值比例
1,2017-12-31,6,"2,526.180",0.040
2,2017-09-30,7,"14,675.270",0.220
3,2017-06-30,191,"90,043.230",1.260
4,2017-03-31,25,"34,950.020",0.510
5,2016-12-31,147,"76,501.850",1.100
6,2016-09-30,16,"17,831.410",0.280
7,2016-06-30,150,"91,811.530",2.340
8,2016-03-31,22,"36,709.040",0.840
9,2015-12-31,99,"60,719.080",1.460
10,2015-09-30,18,"41,554.910",1.010
11,2015-06-30,78,"212,291.730",3.360
12,2015-03-31,8,"76,518.210",2.370
13,2014-12-31,66,"34,131.340",1.340
14,2014-09-30,2,"7,235.930",0.320
15,2014-06-30,56,"18,232.320",1.080
16,2014-03-31,10,"12,602.070",0.720
17,2013-12-31,55,"24,860.270",1.590
18,2013-06-30,14,"48,780.030",1.950
19,2013-03-31,4,"34,417.060",1.850
20,2012-12-31,20,"54,253.800",3.360
21,2012-09-30,4,"50,968.460",3.150
22,2012-06-30,12,"60,606.510",3.430
23,2012-03-31,5,"58,910.880",3.330
24,2011-12-31,19,"75,494.880",4.160
25,2011-09-30,7,"80,619.460",3.720
26,2011-06-30,40,"168,771.890",6.250
27,2011-03-31,7,"99,654.500",3.720
28,2010-12-31,24,"77,758.700",3.010
29,2010-09-30,6,"162,591.040",6.290
30,2010-06-30,40,"158,103.450",6.780
31,2010-03-31,6,"150,088.130",5.000
32,2009-12-31,36,"190,494.330",5.690
33,2009-09-30,9,"134,882.580",4.260
34,2009-06-30,33,"151,112.930",5.950
35,2009-03-31,6,"101,899.900",5.310
36,2008-12-31,19,"72,502.210",4.300
37,2008-09-30,5,"58,105.100",3.640
38,2008-06-30,16,"67,245.880",3.430
39,2008-03-31,5,"79,360.120",2.640
40,2007-12-31,27,"244,531.570",4.770
41,2007-09-30,8,"226,816.510",3.750
42,2007-06-30,21,"89,607.960",2.570
43,2007-03-31,6,"42,128.430",1.540
44,2006-12-31,16,"30,650.430",1.650
45,2006-09-30,6,"18,582.960",0.980
46,2006-06-30,25,"35,685.270",1.880
47,2006-03-31,9,"50,706.270",2.870
48,2005-12-31,46,"83,111.810",6.570
49,2005-09-30,5,"16,972.580",1.560
50,2005-06-30,16,"27,859.590",2.570
51,2005-03-31,7,"51,282.350",3.900
52,2004-12-31,40,"115,268.330",7.490
53,2004-09-30,10,"87,373.850",5.250
54,2004-06-30,51,"155,451.140",8.430
55,2004-03-31,21,"102,632.450",4.500
56,2003-12-31,47,"109,438.100",6.120
57,2003-09-30,2,"8,505.130",0.750
58,2003-06-30,21,"35,075.810",2.650
59,2003-03-31,5,"18,591.060",1.430
60,2002-12-31,12,"4,947.060",0.510
61,2002-06-30,9,"4,756.060",0.360
62,2001-06-30,2,"4,389.990",0.280
63,2000-12-31,1,345.310,0.020
64,2000-06-30,2,"5,557.530",0.370
65,1999-12-31,1,"3,453.070",0.320
66,1999-09-30,2,"4,471.160",0.340
67,1999-06-30,1,"4,892.670",0.320
68,1999-03-31,1,186.770,0.020
