序号,日期,持股基金家数,持股市值,占该股流通市值比例
1,2017-06-30,6,828.900,0.300
2,2017-03-31,1,"5,195.930",1.530
3,2016-12-31,13,"10,224.050",2.610
4,2016-09-30,2,"5,789.030",1.660
5,2016-06-30,7,"2,496.190",0.770
6,2015-12-31,10,"5,629.400",1.230
7,2015-09-30,1,138.230,0.050
8,2011-06-30,1,"2,223.540",1.490
9,2009-12-31,1,23.700,0.040
10,2002-12-31,2,308.130,0.840
11,2002-06-30,4,"1,330.160",2.310
12,2001-12-31,1,372.230,0.620
13,2001-06-30,3,"6,010.270",5.810
14,2001-03-31,1,"11,633.620",17.290
15,2000-12-31,1,"11,854.180",17.130
16,2000-09-30,1,"11,833.620",18.880
17,2000-06-30,2,"17,118.030",28.160
18,2000-03-31,1,"16,110.370",24.450
