序号,日期,持股基金家数,持股市值,占该股流通市值比例
1,2018-03-31,15,"34,565.530",3.660
2,2017-12-31,37,"33,323.450",3.520
3,2017-09-30,3,"24,530.610",3.810
4,2017-06-30,31,"49,242.590",7.970
5,2017-03-31,8,"18,291.630",2.590
6,2016-12-31,46,"55,236.960",8.670
7,2016-09-30,15,"40,270.140",7.660
8,2016-06-30,30,"40,156.970",7.740
9,2016-03-31,10,"26,704.270",5.710
10,2015-12-31,37,"42,441.800",7.520
11,2015-09-30,13,"42,926.520",10.890
12,2015-06-30,44,"113,256.230",18.040
13,2015-03-31,13,"55,431.670",11.310
14,2014-12-31,24,"37,177.810",11.960
15,2014-09-30,5,"12,885.840",3.430
16,2014-06-30,12,"9,919.480",3.660
17,2013-12-31,5,"1,909.670",1.040
18,2012-12-31,7,532.300,0.650
19,2012-09-30,1,254.420,0.370
20,2012-06-30,11,862.950,1.080
21,2012-03-31,1,318.890,0.360
22,2011-12-31,8,"5,848.160",6.040
23,2011-06-30,6,"1,331.080",1.170
24,2011-03-31,1,"3,467.260",2.680
25,2010-12-31,4,"6,103.670",3.880
26,2010-09-30,1,"4,226.670",2.680
27,2010-06-30,61,"13,266.950",11.410
28,2010-03-31,2,116.650,
