序号,日期,持股基金家数,持股市值,占该股流通市值比例
1,2018-09-30,1,"12,640.260",2.590
2,2018-06-30,15,"15,498.960",3.180
3,2018-03-31,4,"12,903.430",2.300
4,2017-12-31,29,"26,697.520",4.170
5,2017-09-30,6,"25,574.050",4.210
6,2017-06-30,61,"50,506.820",8.410
7,2017-03-31,5,"34,910.470",5.190
8,2016-12-31,46,"80,894.830",12.180
9,2016-09-30,8,"64,141.150",9.230
10,2016-06-30,58,"158,805.030",18.600
11,2016-03-31,12,"86,449.200",12.440
12,2015-12-31,52,"96,193.830",11.070
13,2015-09-30,5,"8,792.640",1.810
14,2015-06-30,35,"29,647.140",12.160
15,2014-12-31,4,"3,448.080",3.210
16,2013-12-31,3,"1,430.800",1.140
17,2013-09-30,5,"7,579.070",9.250
18,2013-06-30,2,531.410,1.200
