序号,日期,持股基金家数,持股市值,占该股流通市值比例
1,2017-12-31,2,6.130,0.000
2,2017-06-30,3,23.930,0.000
3,2016-12-31,1,6.370,0.000
4,2016-06-30,3,297.200,0.060
5,2012-06-30,1,360.400,0.180
6,2011-12-31,1,68.550,0.040
7,2011-06-30,1,204.160,0.070
8,2010-06-30,1,"1,528.420",0.860
9,2006-12-31,1,20.860,0.070
10,2006-06-30,1,41.610,0.130
11,2005-12-31,1,35.930,0.130
12,2005-06-30,1,42.480,0.130
13,2005-03-31,1,366.980,0.820
14,2004-12-31,2,691.230,1.430
15,2004-09-30,1,818.300,1.310
16,2004-06-30,5,"1,668.860",2.670
17,2003-06-30,1,891.480,1.320
18,2002-12-31,1,108.820,0.160
19,2002-06-30,7,879.720,0.870
