序号,日期,持股基金家数,持股市值,占该股流通市值比例
1,2017-09-30,1,"31,084.830",1.150
2,2017-06-30,107,"113,273.610",4.350
3,2017-03-31,5,"83,871.530",2.800
4,2016-12-31,83,"141,553.200",4.240
5,2016-09-30,9,"93,882.170",2.950
6,2016-06-30,99,"121,800.970",4.600
7,2016-03-31,16,"80,169.440",2.670
8,2015-12-31,91,"176,880.600",5.450
9,2015-09-30,1,496.050,0.020
10,2015-06-30,81,"287,927.750",6.740
11,2015-03-31,23,"77,864.440",2.270
12,2014-12-31,69,"218,632.970",6.200
13,2014-09-30,22,"33,428.120",2.060
14,2014-06-30,48,"25,030.540",2.380
15,2014-03-31,1,25.040,0.000
16,2013-12-31,55,"23,558.920",2.390
17,2013-06-30,43,"18,418.710",2.220
18,2012-12-31,38,"12,469.110",1.380
19,2012-06-30,35,"9,680.970",0.930
20,2011-12-31,26,"6,391.690",0.640
21,2011-06-30,18,"2,782.710",0.200
22,2010-12-31,24,"8,380.160",0.530
23,2010-09-30,1,"2,097.590",0.730
24,2010-06-30,19,"9,361.460",3.310
25,2010-03-31,1,"3,270.970",0.740
26,2009-12-31,11,"9,293.150",1.970
