序号,日期,持股基金家数,持股市值,占该股流通市值比例
1,2017-12-31,9,478.340,1.860
2,2017-09-30,1,"1,493.530",1.390
3,2017-06-30,5,"1,330.740",1.370
4,2017-03-31,4,"3,362.230",2.480
5,2016-12-31,4,58.410,0.040
6,2016-06-30,7,"2,189.200",2.380
7,2016-03-31,1,898.580,1.210
8,2015-12-31,4,210.830,0.230
9,2015-06-30,2,32.350,0.040
10,2014-12-31,2,19.150,0.030
