序号,日期,持股基金家数,持股市值,占该股流通市值比例
1,2018-03-31,3,50.640,0.000
2,2017-12-31,144,"84,831.620",1.970
3,2017-09-30,3,"29,938.800",0.550
4,2017-06-30,153,"123,649.760",2.480
5,2017-03-31,10,"53,008.670",1.040
6,2016-12-31,142,"145,179.510",2.500
7,2016-09-30,25,"127,666.770",1.930
8,2016-06-30,194,"260,591.500",3.600
9,2016-03-31,30,"24,057.800",0.320
10,2015-12-31,126,"188,385.940",2.490
11,2015-09-30,3,"1,987.990",0.050
12,2015-06-30,106,"237,449.930",3.640
13,2015-03-31,8,"45,914.850",1.490
14,2014-12-31,98,"142,267.170",5.520
15,2014-09-30,2,"4,324.450",0.430
16,2014-06-30,55,"10,466.630",1.410
17,2013-12-31,62,"12,616.090",2.970
18,2013-09-30,1,137.110,0.030
19,2013-06-30,52,"12,324.290",3.310
20,2013-03-31,3,"6,535.810",2.310
21,2012-12-31,29,"16,217.360",5.530
22,2012-09-30,4,"6,850.210",2.420
23,2012-06-30,25,"61,886.840",23.020
