序号,日期,持股基金家数,持股市值,占该股流通市值比例
1,2017-12-31,25,679.220,0.120
2,2017-09-30,2,"15,357.880",2.000
3,2017-06-30,35,"43,819.200",5.450
4,2017-03-31,14,"55,644.380",6.250
5,2016-12-31,39,"100,722.260",12.340
6,2016-09-30,15,"97,568.480",9.590
7,2016-06-30,61,"139,069.210",13.220
8,2016-03-31,12,"51,169.120",4.840
9,2015-12-31,86,"192,806.340",13.420
10,2015-06-30,4,"4,571.490",0.500
11,2015-03-31,2,"8,001.050",2.020
12,2014-12-31,4,"5,964.650",2.030
13,2014-09-30,2,"5,198.090",1.370
14,2014-06-30,1,"1,095.080",0.370
15,2012-12-31,4,403.900,0.160
16,2012-06-30,7,952.590,0.300
17,2011-12-31,11,"3,161.000",1.130
18,2011-09-30,1,"1,175.040",0.340
19,2011-06-30,8,"6,690.640",1.780
20,2011-03-31,3,"5,381.500",1.260
21,2010-12-31,8,"4,255.220",1.160
22,2010-09-30,2,"4,480.270",1.060
23,2010-06-30,3,"1,181.500",0.400
24,2010-03-31,2,"1,590.030",0.330
25,2009-12-31,2,"1,612.900",0.320
26,2009-03-31,1,"2,995.890",2.100
27,2007-06-30,1,830.000,0.660
28,2006-12-31,1,0.050,0.000
29,2006-06-30,1,0.030,0.000
30,2005-12-31,1,0.020,0.000
31,2005-06-30,1,0.020,0.000
32,2004-12-31,1,0.040,0.000
33,2003-12-31,1,69.750,0.130
34,2002-06-30,5,771.910,0.980
35,2000-03-31,1,365.030,0.430
36,1999-12-31,1,383.970,0.690
