序号,日期,持股基金家数,持股市值,占该股流通市值比例
1,2017-06-30,23,"3,008.460",0.870
2,2017-03-31,1,508.390,0.140
3,2016-12-31,14,"5,416.380",1.510
4,2016-09-30,3,"6,905.290",1.760
5,2016-06-30,63,"74,744.610",16.410
6,2016-03-31,12,"44,454.330",10.970
7,2015-12-31,78,"167,861.740",28.980
8,2015-09-30,16,"64,058.330",18.340
9,2015-06-30,38,"79,937.080",28.560
10,2015-03-31,9,"32,358.320",17.840
11,2014-12-31,51,"61,115.030",48.460
12,2014-09-30,9,"29,199.190",17.260
13,2014-06-30,2,378.690,0.750
14,2011-09-30,2,"2,660.530",12.180
