序号,日期,持股基金家数,持股市值,占该股流通市值比例
1,2019-03-31,18,"38,440.480",1.060
2,2018-12-31,174,"90,966.690",3.620
3,2018-09-30,32,"64,432.840",2.300
4,2018-06-30,163,"97,873.690",3.560
5,2018-03-31,14,"29,935.160",1.290
6,2017-12-31,133,"82,406.690",11.060
7,2017-09-30,20,"30,655.270",4.590
8,2017-06-30,141,"90,762.390",13.490
9,2017-03-31,10,"7,775.580",1.120
10,2016-12-31,96,"74,462.540",10.130
11,2016-09-30,24,"79,492.060",8.800
12,2016-06-30,140,"259,560.440",27.070
13,2016-03-31,30,"191,214.390",20.600
14,2015-12-31,155,"441,294.750",36.170
15,2015-09-30,54,"374,002.230",33.330
16,2015-06-30,101,"571,741.910",46.090
17,2015-03-31,24,"347,362.730",39.910
