序号,日期,持股基金家数,持股市值,占该股流通市值比例
1,2017-12-31,463,"639,083.050",7.740
2,2017-09-30,103,"265,948.180",3.750
3,2017-06-30,469,"584,137.150",8.760
4,2017-03-31,141,"289,439.470",4.550
5,2016-12-31,355,"406,794.980",7.080
6,2016-09-30,107,"150,823.220",2.790
7,2016-06-30,226,"189,115.620",3.710
8,2016-03-31,34,"28,997.200",0.620
9,2015-12-31,193,"182,624.820",3.410
10,2015-09-30,13,"17,617.200",0.450
11,2015-06-30,135,"161,673.320",2.660
12,2015-03-31,15,"74,287.540",1.450
13,2014-12-31,135,"173,637.240",3.840
14,2014-09-30,2,223.810,0.010
15,2014-06-30,95,"74,542.740",2.820
16,2014-03-31,3,"3,087.790",0.120
17,2013-12-31,109,"100,097.830",3.780
18,2013-09-30,3,185.970,0.010
19,2013-06-30,103,"139,771.370",6.630
20,2013-03-31,16,"51,205.690",1.950
21,2012-12-31,111,"265,122.110",10.010
22,2012-09-30,13,"40,317.790",1.790
23,2012-06-30,92,"168,849.020",6.810
24,2012-03-31,9,"64,503.910",2.840
25,2011-12-31,81,"165,314.500",7.280
26,2011-09-30,5,"53,174.410",2.310
27,2011-06-30,80,"229,629.700",8.510
28,2011-03-31,12,"53,635.260",1.630
29,2010-12-31,65,"220,789.640",7.200
30,2010-09-30,7,"83,529.550",2.820
31,2010-06-30,79,"306,027.150",26.210
32,2010-03-31,25,"364,839.560",21.640
33,2009-12-31,84,"683,208.660",37.080
34,2009-09-30,16,"217,014.920",15.390
35,2009-06-30,42,"294,621.180",21.740
36,2009-03-31,5,"56,039.600",5.460
37,2008-12-31,17,"42,156.020",5.880
38,2008-09-30,2,"15,773.120",2.010
39,2008-06-30,17,"29,542.620",6.080
40,2008-03-31,7,"31,176.310",4.800
41,2007-12-31,28,"64,830.620",6.570
42,2007-09-30,10,"35,102.370",5.240
