序号,日期,持股基金家数,持股市值,占该股流通市值比例
1,2017-12-31,6,126.600,0.030
2,2017-06-30,12,"3,246.110",0.780
3,2017-03-31,1,356.540,0.080
4,2016-12-31,27,"9,625.570",2.230
5,2016-09-30,5,"8,388.800",1.980
6,2016-06-30,10,"3,211.170",1.210
7,2016-03-31,1,156.090,0.060
8,2015-12-31,7,"1,713.150",0.600
9,2015-06-30,4,"7,448.690",2.420
10,2015-03-31,1,"4,047.170",1.410
11,2014-12-31,3,"4,392.330",2.140
12,2014-06-30,1,4.240,0.000
13,2013-12-31,4,905.770,0.590
14,2013-06-30,3,117.740,0.160
15,2011-03-31,2,"3,367.980",4.310
16,2010-12-31,4,"6,770.120",10.000
