序号,日期,持股基金家数,持股市值,占该股流通市值比例
1,2019-03-31,5,"19,087.510",4.350
2,2018-12-31,24,"17,199.390",5.360
3,2018-09-30,6,"19,365.930",4.580
4,2018-06-30,26,"29,578.440",5.710
5,2018-03-31,5,"16,008.720",2.640
6,2017-12-31,23,"16,334.230",2.570
7,2017-09-30,3,"3,255.450",0.580
8,2017-06-30,29,"5,896.920",1.020
9,2017-03-31,5,"1,185.610",0.160
10,2016-12-31,82,"60,866.090",11.880
11,2016-09-30,4,"12,511.470",2.600
12,2016-06-30,78,"96,408.090",15.990
13,2016-03-31,21,"47,633.650",8.060
14,2015-12-31,74,"151,595.120",20.180
15,2015-09-30,9,"24,264.360",5.430
16,2015-06-30,31,"65,555.350",9.350
17,2015-03-31,2,"3,947.720",0.790
18,2014-12-31,10,"5,166.260",3.600
19,2014-09-30,1,1.620,0.000
20,2014-06-30,6,725.440,0.580
21,2014-03-31,2,196.760,0.200
