序号,日期,持股基金家数,持股市值,占该股流通市值比例
1,2018-12-31,4,41.740,0.010
2,2018-06-30,1,65.740,0.020
3,2017-12-31,5,56.040,0.010
4,2017-06-30,7,"3,461.290",0.400
5,2016-12-31,6,193.480,0.020
6,2016-06-30,6,"2,951.570",0.410
7,2015-12-31,2,36.920,0.000
8,2015-06-30,5,985.090,0.140
9,2015-03-31,2,"3,579.560",0.520
10,2014-12-31,8,"1,924.550",0.450
11,2014-06-30,6,"1,140.990",0.350
12,2014-03-31,1,1.460,0.000
13,2013-12-31,4,75.640,0.020
14,2013-06-30,2,50.300,0.020
15,2012-12-31,1,142.400,0.090
16,2012-06-30,2,44.170,0.030
17,2011-12-31,2,94.650,0.060
18,2010-06-30,1,619.240,0.250
19,2009-12-31,1,399.700,0.150
20,2006-12-31,1,25.180,0.050
21,2006-06-30,1,35.280,0.100
22,2005-12-31,1,25.360,0.100
23,2005-06-30,1,23.230,0.100
24,2004-12-31,3,189.920,0.570
25,2004-09-30,1,113.470,0.260
26,2004-06-30,1,50.440,0.100
27,2003-12-31,1,228.470,0.350
28,2002-12-31,2,644.340,0.700
29,2002-09-30,1,945.000,0.860
30,2002-06-30,3,"1,893.310",1.730
31,2001-06-30,2,750.830,0.570
32,2000-12-31,1,596.760,0.540
