序号,日期,持股基金家数,持股市值,占该股流通市值比例
1,2018-03-31,39,"209,446.370",10.910
2,2017-12-31,128,"269,173.110",15.570
3,2017-09-30,8,"75,963.860",6.630
4,2017-06-30,57,"94,300.140",9.190
5,2017-03-31,9,"67,609.470",6.730
6,2016-12-31,40,"86,728.060",8.570
7,2016-09-30,6,"45,160.840",5.310
8,2016-06-30,12,"38,491.050",5.240
9,2016-03-31,6,"39,055.610",5.340
10,2015-12-31,12,"43,716.190",4.180
11,2015-09-30,3,"21,927.300",2.480
12,2015-06-30,16,"36,168.790",3.150
13,2015-03-31,4,"60,376.830",6.440
14,2014-12-31,27,"68,272.290",8.120
15,2014-09-30,6,"62,719.070",35.330
16,2014-06-30,35,"54,506.530",37.370
17,2014-03-31,7,"45,950.720",30.300
18,2013-12-31,52,"67,774.450",35.590
19,2013-09-30,4,"20,793.010",14.120
20,2013-06-30,48,"56,504.720",36.830
21,2013-03-31,10,"42,529.990",26.740
22,2012-12-31,66,"86,796.570",48.990
23,2012-09-30,10,"49,678.270",29.230
24,2012-06-30,44,"80,366.920",46.390
25,2012-03-31,12,"63,153.700",33.120
26,2011-12-31,47,"67,568.140",48.140
