序号,日期,持股基金家数,持股市值,占该股流通市值比例
1,2018-12-31,4,74.710,0.060
2,2018-06-30,3,15.260,0.010
3,2017-12-31,2,25.280,0.010
4,2017-09-30,1,954.190,0.390
5,2017-06-30,7,"1,150.410",0.450
6,2016-12-31,33,"29,680.610",11.650
7,2016-09-30,6,"18,727.880",6.340
8,2016-06-30,28,"27,991.410",9.000
9,2016-03-31,3,"10,510.590",4.190
10,2015-12-31,4,"1,996.360",0.640
11,2015-09-30,5,"13,776.430",6.390
12,2015-06-30,8,"21,578.060",6.620
13,2015-03-31,5,"26,270.490",11.760
14,2014-12-31,4,"2,309.070",1.780
15,2014-09-30,3,"7,770.060",5.070
16,2014-06-30,12,"10,701.790",8.340
17,2013-12-31,5,"4,768.240",5.690
18,2013-09-30,1,334.210,0.660
19,2012-06-30,1,16.690,0.040
20,2011-12-31,1,0.150,0.000
21,2011-03-31,1,1.590,0.000
