序号,日期,持股基金家数,持股市值,占该股流通市值比例
1,2018-12-31,1,"1,816.860",0.880
2,2018-09-30,2,"4,753.790",1.940
3,2018-06-30,27,"13,856.050",4.560
4,2018-03-31,3,"7,278.490",2.420
5,2017-12-31,65,"23,067.220",7.200
6,2017-09-30,5,"8,961.140",2.350
7,2017-06-30,46,"25,699.560",7.260
8,2017-03-31,3,"16,231.110",4.120
9,2016-12-31,16,"22,452.460",5.420
10,2016-06-30,12,"5,609.080",2.020
11,2016-03-31,1,"2,930.670",1.070
12,2015-12-31,7,"7,732.600",1.750
13,2015-09-30,1,289.380,0.080
14,2015-06-30,9,"3,544.870",0.620
15,2015-03-31,3,"5,786.310",2.780
16,2014-12-31,4,"4,531.010",3.290
17,2014-09-30,4,"6,633.540",3.570
18,2014-06-30,10,"7,933.220",5.090
19,2014-03-31,5,"6,441.490",4.980
20,2013-12-31,1,215.690,0.260
21,2013-06-30,2,190.280,0.400
22,2012-12-31,1,17.080,0.040
23,2012-06-30,1,15.470,0.030
24,2011-12-31,2,38.430,0.150
25,2011-09-30,1,"1,082.560",3.810
26,2011-03-31,1,"2,807.200",8.210
