序号,日期,持股基金家数,持股市值,占该股流通市值比例
1,2017-09-30,1,195.140,0.050
2,2017-06-30,1,404.920,0.120
3,2017-03-31,2,"1,890.560",0.460
4,2016-12-31,4,"1,203.230",0.250
5,2016-06-30,6,"1,810.550",0.420
6,2016-03-31,1,"1,680.000",0.390
7,2015-12-31,9,"1,947.490",0.340
8,2015-09-30,2,"2,259.510",0.520
9,2015-06-30,17,"14,798.650",1.870
10,2015-03-31,1,"7,459.310",0.860
11,2014-12-31,10,"14,075.030",2.190
12,2014-09-30,3,"23,470.170",3.410
13,2014-06-30,7,"13,409.450",2.420
14,2014-03-31,2,"13,642.250",2.340
15,2013-12-31,16,"31,867.910",5.470
16,2013-09-30,5,"30,240.470",4.870
17,2013-06-30,50,"81,428.000",43.110
18,2013-03-31,11,"37,005.370",22.930
19,2012-12-31,43,"61,087.770",39.010
20,2012-09-30,13,"33,043.340",23.090
21,2012-06-30,64,"88,896.180",45.700
22,2012-03-31,12,"45,921.090",28.760
23,2011-12-31,50,"109,663.400",53.990
24,2011-09-30,11,"64,170.720",32.650
25,2011-06-30,29,"86,760.760",46.340
26,2011-03-31,12,"72,990.190",33.560
27,2010-12-31,61,"133,299.940",49.710
28,2010-09-30,24,"35,777.430",25.100
