序号,日期,持股基金家数,持股市值,占该股流通市值比例
1,2017-06-30,5,"1,503.010",1.260
2,2017-03-31,2,"3,484.750",2.510
3,2016-12-31,4,"4,802.290",3.270
4,2016-09-30,3,"3,697.930",2.520
5,2016-06-30,2,"6,521.290",3.450
6,2016-03-31,5,"28,875.710",18.470
7,2015-12-31,13,"25,235.250",15.270
8,2015-06-30,6,976.580,0.390
