序号,日期,持股基金家数,持股市值,占该股流通市值比例
1,2017-06-30,36,"7,579.440",1.240
2,2017-03-31,3,"2,493.650",0.340
3,2016-12-31,31,"9,068.170",1.320
4,2016-09-30,4,"13,159.350",1.580
5,2016-06-30,23,"29,172.300",5.450
6,2016-03-31,13,"49,916.410",8.220
7,2015-12-31,33,"74,164.600",10.450
8,2015-09-30,27,"97,958.450",14.570
9,2015-06-30,30,"98,992.420",12.270
10,2015-03-31,12,"73,735.580",12.850
11,2014-12-31,1,"1,410.000",0.600
12,2014-09-30,1,"1,410.000",0.600
13,2014-06-30,1,"1,351.270",0.850
14,2014-03-31,3,"3,502.340",2.200
15,2012-06-30,2,38.930,0.020
16,2011-12-31,1,3.660,0.000
17,2011-06-30,1,"2,014.030",0.820
18,2011-03-31,1,"2,357.660",0.780
19,2010-12-31,1,487.560,0.160
20,2010-03-31,3,"4,740.350",1.690
21,2009-12-31,1,526.620,0.200
22,2009-09-30,1,127.470,0.060
23,2009-06-30,2,"6,029.570",2.660
24,2009-03-31,5,"12,895.300",8.990
25,2008-12-31,1,"2,151.160",2.790
26,2008-09-30,1,870.900,1.230
27,2006-12-31,1,15.710,0.070
28,2006-06-30,1,30.000,0.120
29,2005-12-31,1,22.890,0.120
30,2005-06-30,1,25.520,0.120
31,2004-12-31,1,17.590,0.060
32,2004-06-30,4,124.100,0.330
