科目,2008-12-31,2009-12-31,2010-12-31,2011-03-31,2011-06-30,2011-09-30,2011-12-31,2012-03-31,2012-06-30,2012-09-30,2012-12-31,2013-03-31,2013-06-30,2013-09-30,2013-12-31,2014-03-31,2014-06-30,2014-09-30,2014-12-31,2015-03-31,2015-06-30,2015-09-30,2015-12-31,2016-03-31,2016-06-30,2016-09-30,2016-12-31,2017-03-31,2017-06-30,2017-09-30,2017-12-31
货币资金,"118,295,540.83","152,894,859.65","213,596,489.00","126,982,406.32","1,380,895,030.46","1,023,618,307.89","866,610,642.91","727,882,766.67","492,997,946.15","489,377,263.01","469,092,117.50","391,455,753.66","262,091,280.61","271,827,035.41","513,030,678.00","323,252,836.87","288,021,447.70","267,175,366.95","475,353,427.38","353,552,464.48","240,838,535.44","302,008,420.10","532,647,060.60","216,621,490.82","306,862,451.43","317,420,917.84","504,378,693.25","416,163,060.16","511,486,151.41","561,255,679.15","1,591,894,104.85"
短期借款,"79,380,290.65","170,418,450.85","205,295,606.42","220,062,135.63","268,528,575.45","91,443,942.01","77,186,660.54","163,150,603.58","141,869,276.20","205,186,886.34","155,663,096.30","276,916,828.30","294,352,468.32","427,381,772.73","576,225,852.93","362,787,487.73","433,319,218.73","302,294,180.63","464,174,723.13","545,158,527.37","458,955,350.73","583,627,405.42","730,948,797.26","913,814,802.42","1,281,212,274.42","320,662,333.20","235,846,337.31","691,826,575.07","1,914,980,587.34","2,389,336,474.81","2,506,158,606.90"
交易性金融资产,,,,,,,,,,,,,,"11,000,000.00",,,,,,,,,,,,,,,,,
交易性金融负债,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
应收票据,"2,713,000.00","626,754.45","150,000.00",,"516,787.25","18,800.00",,,,"100,000.00","4,447,600.47","1,358,000.00","4,644,463.46","4,330,435.70","13,914,346.37","3,762,640.12","13,902,495.05","9,122,112.02","13,295,346.59","9,261,643.56","22,258,428.84","10,183,211.59","22,065,708.56","7,742,747.08","10,831,494.95","10,713,113.95","20,687,215.00","4,525,732.00","12,082,668.56","22,048,100.05","90,760,868.87"
应付票据,"18,773,852.28","41,028,635.79","85,658,190.99","99,852,179.69","87,523,222.64","73,469,285.12","76,800,701.83","78,820,685.59","95,276,015.31","135,720,574.51","104,661,274.93","36,056,030.82","44,756,433.29","29,047,219.25","25,953,720.06","34,576,239.24","125,921,702.02","151,328,364.44","39,136,984.29","44,333,670.38","52,026,734.82","62,912,444.39","136,806,620.96","180,716,374.41","131,358,251.52","149,896,654.66","192,487,159.88","200,001,812.25","170,288,681.42","238,561,193.39","258,598,533.80"
应收账款,"176,258,579.26","255,027,360.49","372,514,499.57","399,657,216.72","467,359,099.43","526,136,316.68","631,998,016.04","667,275,009.99","693,914,005.84","668,013,097.65","726,079,248.90","680,495,803.71","734,936,932.42","764,594,238.97","954,239,645.87","837,919,945.08","892,266,869.85","830,904,690.64","1,040,580,608.47","917,205,271.82","981,976,142.17","1,034,398,022.96","1,396,197,949.33","1,341,063,388.94","1,775,925,799.55","2,103,596,001.93","2,265,680,462.54","2,043,845,699.84","2,432,443,904.70","2,840,894,208.42","3,218,687,711.44"
应付账款,"95,363,485.90","102,083,229.24","187,340,940.08","177,032,312.84","183,587,231.16","207,549,772.38","203,252,422.39","193,231,775.76","208,638,915.65","184,192,490.41","184,353,660.05","129,049,791.55","235,712,628.95","336,073,723.98","354,143,358.28","250,801,236.78","242,596,585.73","253,756,298.58","442,596,380.72","218,308,424.53","245,838,528.59","397,942,679.99","590,053,652.16","432,995,732.21","467,453,123.35","649,248,472.10","625,271,295.89","541,315,393.06","778,509,423.58","1,875,238,293.84","1,328,704,616.73"
预付款项,"15,786,649.41","26,044,817.80","26,870,800.32","31,824,501.41","39,379,699.49","92,349,502.57","183,558,291.19","92,581,323.24","95,275,141.91","123,785,631.50","67,337,626.40","107,172,033.16","129,219,026.76","211,663,090.47","60,128,559.68","94,472,152.29","81,641,528.93","65,103,295.75","59,018,395.01","66,756,588.26","55,743,390.40","125,649,121.03","76,834,199.41","89,562,219.74","94,065,580.41","177,998,417.56","93,330,379.77","101,640,938.88","149,558,834.41","202,331,229.05","135,104,630.29"
预收款项,"34,106,371.65","72,658,374.08","102,237,944.95","87,947,080.81","26,191,631.96","24,789,526.14","10,847,083.90","35,248,145.00","57,571,793.04","58,048,730.17","44,405,062.15","47,134,166.21","40,649,859.10","70,670,242.69","83,717,993.51","109,370,595.72","144,311,752.60","126,271,069.46","59,777,901.47","78,913,926.83","82,095,517.05","85,922,815.38","108,678,791.88","92,579,108.67","171,758,186.07","132,919,824.47","147,051,140.84","150,179,113.47","515,729,152.38","498,364,599.17","381,621,292.35"
