科目,2008年度,2009年度,2010年度,2011年1-3月,2011年1-6月,2011年1-9月,2011年度,2012年1-3月,2012年1-6月,2012年1-9月,2012年度,2013年1-3月,2013年1-6月,2013年1-9月,2013年度,2014年1-3月,2014年1-6月,2014年1-9月,2014年度,2015年1-3月,2015年1-6月,2015年1-9月,2015年度,2016年1-3月,2016年1-6月,2016年1-9月,2016年度,2017年1-3月,2017年1-6月,2017年1-9月,2017年度,2018年1-3月,2018年1-6月
销售商品、提供劳务收到的现金,"98,391,834.51","137,966,509.84","175,892,865.73","42,770,144.59","76,185,279.25","130,643,796.37","213,450,776.64","54,813,321.04","116,915,380.85","174,387,525.72","322,618,519.00","63,290,836.60","141,161,157.21","210,092,524.14","321,052,927.95","52,931,724.35","163,590,426.49","255,926,180.41","417,154,814.92","67,766,779.97","154,887,651.31","263,888,453.89","419,672,037.28","54,331,740.35","143,004,896.45","215,264,079.07","390,782,780.86","69,212,995.78","171,808,125.70","247,566,578.08","404,355,607.53","61,863,483.38","140,008,119.03"
取得子公司及其他营业单位支付的现金净额,,,,,,,,,,,,,,,"4,280,000.00",,,"4,280,000.00","4,280,000.00",,,,,,,,,,,,,,
收到的税费返还,,,"106,250.00",,,,,,,,"107,681.19",,"89,592.70","124,513.02",,,,,,,,,,,"1,831,241.65","1,831,241.65",,,,,,,
支付其他与投资活动有关的现金,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
收到其他与经营活动有关的现金,"10,375,724.99","6,166,221.74","8,067,365.99","1,965,926.47","6,917,739.50","10,131,208.59","6,293,623.53","2,517,407.19","14,585,443.44","22,961,939.72","17,470,027.59","6,808,360.28","13,831,233.28","19,819,637.47","19,964,185.48","2,661,262.67","12,087,278.93","21,241,744.29","18,844,609.46","2,653,528.72","8,936,111.96","27,527,456.91","15,129,171.32","19,529,108.72","9,290,246.35","23,277,270.30","25,843,222.92","7,103,531.16","16,752,623.11","14,584,938.19","14,841,018.29","4,664,992.84","9,123,314.37"
投资活动现金流出小计,"17,015,770.16","6,594,688.82","24,687,994.45","657,897.66","1,803,132.06","16,095,876.10","14,397,355.60","34,833,035.58","55,975,658.07","64,145,728.89","79,659,704.78","73,303.41","736,396.45","96,145,762.35","98,266,818.26","133,144.00","483,432.00","6,248,177.00","9,129,947.24","8,530,742.97","6,509,637.48","13,146,125.85","95,987,630.57","322,564.12","114,523,639.92","120,549,559.27","229,973,993.21","12,166,272.90","11,898,668.36","11,922,561.36","13,630,825.90","240,631,363.72","850,016,529.68"
经营活动现金流入小计,"108,767,559.50","144,132,731.58","184,066,481.72","44,736,071.06","83,103,018.75","140,775,004.96","219,744,400.17","57,330,728.23","131,500,824.29","197,349,465.44","340,196,227.78","70,099,196.88","155,081,983.19","230,036,674.63","341,017,113.43","55,592,987.02","175,677,705.42","277,167,924.70","435,999,424.38","70,420,308.69","163,823,763.27","291,415,910.80","434,801,208.60","73,860,849.07","154,126,384.45","240,372,591.02","416,626,003.78","76,316,526.94","188,560,748.81","262,151,516.27","419,196,625.82","66,528,476.22","149,131,433.40"
投资活动产生的现金流量净额,"-13,634,639.79","-6,594,688.82","-23,985,448.50","-657,897.66","-1,803,132.06","-16,095,876.10","-14,397,355.60","-34,833,035.58","-55,975,658.07","-64,145,728.89","-61,463,795.62","-73,303.41","-735,696.45","-44,885,506.16","-6,522,894.95","-133,144.00","8,319,168.00","2,555,423.00","-295,597.24","-8,530,742.97","-6,509,637.48","-13,141,515.85","-95,952,340.57","-322,564.12","-77,323,639.92","-83,295,155.32","-196,260,094.72","-13,651,956.84","-12,639,123.67","21,688,447.86","29,158,074.46","-240,608,463.72","-608,217,984.45"
购买商品、接受劳务支付的现金,"33,453,627.98","48,708,138.69","66,935,867.88","22,983,974.43","45,612,120.93","64,391,089.10","92,381,189.37","34,417,720.34","56,151,019.56","91,894,341.05","116,336,540.50","44,494,117.66","65,096,417.92","101,334,301.04","116,847,946.77","44,623,590.54","77,484,810.91","123,301,520.94","169,160,553.43","36,558,938.11","74,004,892.18","103,694,422.65","147,814,789.56","52,127,427.33","78,898,291.51","114,829,762.56","147,158,893.50","52,159,514.37","98,347,749.41","143,157,063.68","176,815,228.21","53,433,813.22","88,447,056.35"
吸收投资收到的现金,,,,,,"340,183,488.83","323,000,000.00",,,,,,,"25,637,300.00","26,599,300.00",,"-649,350.00","9,121,750.00","13,281,202.00","200,000.00","-720,400.00","-220,400.00","700,000.00","6,650,000.00","84,244,700.00","86,085,800.00","86,085,800.00","-11,951,793.60",,,"591,810,761.02",,"1,000,000.00"
支付给职工以及为职工支付的现金,"21,789,011.77","28,992,164.35","41,033,157.25","18,096,710.03","28,801,723.73","44,512,757.52","56,925,702.59","22,602,819.04","47,036,294.05","78,473,039.23","107,289,319.94","35,472,490.02","72,884,216.45","103,653,107.72","129,004,853.99","42,495,803.84","78,406,085.60","121,477,105.85","154,402,515.10","52,765,803.41","96,709,401.48","146,638,764.65","188,102,018.57","65,749,006.88","100,720,756.80","135,526,701.67","162,676,220.48","32,165,167.16","79,127,587.71","108,338,282.42","139,422,175.84","29,828,243.74","72,722,196.45"
取得借款收到的现金,"7,500,000.00","9,900,000.00","10,000,000.00",,,,,,,,,,,,,"2,050,000.00","4,050,000.00","4,050,000.00","4,050,000.00",,"1,500,000.00","1,500,000.00","5,000,000.00",,,,"9,500,000.00",,,,,,
支付的各项税费,"11,301,414.31","9,592,774.65","20,443,753.08","5,187,734.80","9,599,514.35","15,489,539.37","16,773,488.46","12,548,968.74","19,449,032.50","23,149,978.86","30,370,178.42","10,378,788.74","16,070,447.68","23,807,529.38","29,025,539.24","7,694,386.38","15,465,013.35","20,875,511.44","29,317,385.51","7,759,222.42","17,177,618.29","24,668,162.25","32,470,521.55","6,197,947.71","10,779,495.66","16,140,094.21","15,968,714.61","8,164,887.51","21,532,439.50","27,074,544.67","29,606,177.34","6,031,411.10","10,010,757.57"
收到其他与筹资活动有关的现金,,,"7,408,459.20",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
支付其他与经营活动有关的现金,"24,157,863.59","19,279,115.25","22,190,057.00","6,304,507.11","11,770,107.69","21,602,951.60","24,028,134.66","13,904,850.43","28,382,747.45","43,546,399.16","33,539,894.23","11,961,200.40","14,480,127.87","23,544,180.77","21,451,490.95","9,087,692.90","19,864,302.81","35,787,165.07","29,168,595.52","11,860,356.83","26,848,130.85","42,316,656.99","32,442,153.17","20,640,355.90","23,003,990.15","39,015,584.56","35,308,365.89","8,370,402.25","15,987,191.00","26,288,233.14","27,341,699.51","4,110,334.65","17,442,351.48"
筹资活动现金流入小计,"7,500,000.00","9,900,000.00","17,408,459.20",,,"340,183,488.83","323,000,000.00",,,,,,,"25,637,300.00","26,599,300.00","2,050,000.00","3,400,650.00","13,171,750.00","17,331,202.00","200,000.00","779,600.00","1,279,600.00","5,700,000.00","6,650,000.00","84,244,700.00","86,085,800.00","95,585,800.00","-11,951,793.60",,,"591,810,761.02",,"1,000,000.00"
经营活动现金流出小计,"90,701,917.65","106,572,192.94","150,602,835.21","52,572,926.37","95,783,466.70","145,996,337.59","190,108,515.08","83,474,358.55","151,019,093.56","237,063,758.30","287,535,933.09","102,306,596.82","168,531,209.92","252,339,118.91","296,329,830.95","103,901,473.66","191,220,212.67","301,441,303.30","382,049,049.56","108,944,320.77","214,740,042.80","317,318,006.54","400,829,482.85","144,714,737.82","213,402,534.12","305,512,143.00","361,112,194.48","100,859,971.29","214,994,967.62","304,858,123.91","373,185,280.90","93,403,802.71","188,622,361.85"
偿还债务支付的现金,,"7,500,000.00","9,900,000.00",,"10,000,000.00","10,000,000.00","10,000,000.00",,,,,,,,,,,"2,000,000.00","2,000,000.00","2,050,000.00","2,050,000.00","2,050,000.00","2,050,000.00",,"5,000,000.00","5,000,000.00","5,000,000.00","9,500,000.00","9,500,000.00","9,500,000.00","9,500,000.00",,
经营活动产生的现金流量净额,"18,065,641.85","37,560,538.64","33,463,646.51","-7,836,855.31","-12,680,447.95","-5,221,332.63","29,635,885.09","-26,143,630.32","-19,518,269.27","-39,714,292.86","52,660,294.69","-32,207,399.94","-13,449,226.73","-22,302,444.28","44,687,282.48","-48,308,486.64","-15,542,507.25","-24,273,378.60","53,950,374.82","-38,524,012.08","-50,916,279.53","-25,902,095.74","33,971,725.75","-70,853,888.75","-59,276,149.67","-65,139,551.98","55,513,809.30","-24,543,444.35","-26,434,218.81","-42,706,607.64","46,011,344.92","-26,875,326.49","-39,490,928.45"
分配股利、利润或偿还利息支付的现金,"2,384,333.31","6,622,487.51","536,700.83","140,666.67","275,333.34","275,333.34","275,334.54",,,"13,400,000.00","14,100,000.00",,,"13,400,000.00","13,400,000.00",,"13,436,556.66","13,643,472.21","13,670,593.05","12,402.50","17,660,811.00","18,052,043.00","18,125,028.89","75,820.69","10,009,799.54","10,009,799.54","10,063,751.62","58,543.75","13,639,913.50","13,639,913.50","13,639,913.50",,"21,942,024.51"
收回投资收到的现金,"3,000,000.00",,,,,,,,,,,,,"51,000,000.00","91,000,000.00",,,,,,,,,,,,,"1,950,000.00",,"191,318.07","160,411.00",,"186,100,000.00"
支付其他与筹资活动有关的现金,,,,,,"18,881,000.00","6,981,000.00",,,,,,,"14,165.80",,,"62,499.98","63,344.98",,,"215,163.75","215,163.75","1,206,422.34","1,177,871.37","13,755,346.09","13,755,346.09","14,567,288.59",,"38,523,161.36","45,706,376.30","46,168,652.81","300,000.00","32,789,756.70"
取得投资收益收到的现金,"299,700.00",,,,,,,,,,,,,"259,556.19","740,323.31",,,,,,,,,,,,,,,"9,721.46","9,215,504.67",,"1,933,767.41"
筹资活动现金流出小计,"2,384,333.31","14,122,487.51","10,436,700.83","140,666.67","10,275,333.34","29,156,333.34","17,256,334.54",,,"13,400,000.00","14,100,000.00",,,"13,414,165.80","13,400,000.00",,"13,499,056.64","15,706,817.19","15,670,593.05","2,062,402.50","19,925,974.75","20,317,206.75","21,381,451.23","1,253,692.06","28,765,145.63","28,765,145.63","29,631,040.21","9,558,543.75","61,663,074.86","68,846,289.80","69,308,566.31","300,000.00","54,731,781.21"
处置固定资产、无形资产和其他长期资产收回的现金净额,"81,430.37",,"702,545.95",,,,,,,,"7,429.32",,700.00,700.00,"3,600.00",,"8,802,600.00","8,803,600.00","8,834,350.00",,,"4,610.00","35,290.00",,,"54,403.95","64,017.37","2,700.00","5,300.00","11,300.00","14,315.00","22,900.00","24,472.82"
