科目,2007年度,2008年度,2009年度,2010年1-3月,2010年1-6月,2010年1-9月,2010年度,2011年1-3月,2011年1-6月,2011年1-9月,2011年度,2012年1-3月,2012年1-6月,2012年1-9月,2012年度,2013年1-3月,2013年1-6月,2013年1-9月,2013年度,2014年1-3月,2014年1-6月,2014年1-9月,2014年度,2015年1-3月,2015年1-6月,2015年1-9月,2015年度,2016年1-3月,2016年1-6月,2016年1-9月,2016年度,2017年1-3月,2017年1-6月,2017年1-9月,2017年度,2018年1-3月,2018年1-6月,2018年1-9月,2018年度,2019年1-3月
销售商品、提供劳务收到的现金,"1,177,662,456.10","1,088,978,492.39","1,185,169,387.16","266,771,025.04","501,624,367.21","768,602,795.85","1,120,699,003.21","160,256,730.14","355,290,592.65","640,407,742.28","1,022,512,858.60","214,795,153.97","630,906,071.27","957,034,113.09","1,273,967,579.10","278,740,683.18","550,058,881.95","811,688,891.66","1,076,906,179.37","220,546,062.22","412,261,134.91","563,413,209.59","780,126,147.55","152,633,216.52","289,551,136.93","389,763,779.48","528,109,483.59","96,297,419.19","195,335,702.67","267,550,932.18","458,807,823.19","86,202,417.26","195,997,954.60","263,775,047.23","417,351,191.80","135,382,322.46","294,836,129.15","392,567,742.96","708,751,660.74","96,251,028.90"
取得子公司及其他营业单位支付的现金净额,"9,759,955.61",,,,,,,,,,,,,,,,"32,000,000.00","32,000,000.00","32,419,999.98",,,,,,,,,,,,"62,106,006.17",,"178,696.08","178,696.08","185,696.08","165,740,824.62","244,248,524.62","244,248,524.62","247,553,004.49",
收到的税费返还,"20,000.00","566,521.72","2,066,742.72","571,965.78","571,965.78","571,965.78","571,965.78","927,589.41","927,589.41","4,131,737.58","4,051,279.86","746,012.74","746,012.74","1,178,758.67","2,062,883.20","866,025.64","866,025.64","1,692,671.78","3,675,767.40","1,889,855.89","1,889,855.89","3,281,721.87","4,273,292.21","83,760.68","1,063,840.42","1,657,251.81","2,113,287.16","928,546.82","935,726.31","935,726.31","1,722,645.84","641,196.54","1,654,103.78","2,070,128.21","1,740,042.40","45,949.96","2,154,477.25","8,671,816.75","19,618,870.09","421,469.47"
支付其他与投资活动有关的现金,,,,,,,,,,,,,,,"94,000,000.00",,"30,000,000.00","30,000,000.00","30,000,000.00",,,,,"120,000,000.00","125,000,000.00","183,600,000.00",,,,,,,"21,633.59","21,633.59","300,000.00",,"3,367,794.97","3,193,380.76","3,193,380.76",
收到其他与经营活动有关的现金,"9,558,819.10","39,813,617.53","27,376,940.83","49,341,455.24","48,911,201.41","66,852,224.25","23,531,735.67","13,774,016.78","41,222,457.45","61,347,221.89","104,149,442.22","79,284,982.23","56,507,694.63","72,337,322.56","74,458,977.18","30,585,130.89","82,103,303.05","121,149,773.77","170,606,782.48","79,096,305.88","86,819,455.17","165,189,199.54","178,028,043.65","173,798,847.28","225,984,543.72","280,980,660.09","364,722,765.29","124,310,953.44","229,021,245.32","314,655,649.37","171,534,605.41","53,135,621.16","140,595,911.00","335,181,936.89","34,971,379.99","64,900,412.07","116,502,625.68","184,740,228.19","119,449,964.31","32,151,084.91"
投资活动现金流出小计,"13,716,369.04","17,737,556.66","17,407,405.48","3,692,731.67","15,148,303.94","29,138,033.68","21,610,238.63","9,428,171.76","28,952,389.02","37,653,498.68","104,351,230.12","314,727,687.02","332,723,502.28","385,582,929.39","483,296,960.50","40,923,118.57","85,488,042.99","98,449,302.34","127,111,412.57","10,100,717.24","13,936,070.57","23,775,351.26","37,191,550.65","124,556,308.49","298,501,291.75","431,045,261.50","192,448,993.98","100,413,473.88","162,982,664.15","297,865,392.51","904,987,953.43","38,686,533.31","65,390,391.63","122,260,708.10","723,804,048.00","644,137,051.73","922,165,385.04","1,282,513,464.66","1,746,192,825.70","89,662,542.54"
经营活动现金流入小计,"1,187,241,275.20","1,129,358,631.64","1,214,613,070.71","316,684,446.06","551,107,534.40","836,026,985.88","1,144,802,704.66","174,958,336.33","397,440,639.51","705,886,701.75","1,130,713,580.68","294,826,148.94","688,159,778.64","1,030,550,194.32","1,350,489,439.48","310,191,839.71","633,028,210.64","934,531,337.21","1,251,188,729.25","301,532,223.99","500,970,445.97","731,884,131.00","962,427,483.41","326,515,824.48","516,599,521.07","672,401,691.38","894,945,536.04","221,536,919.45","425,292,674.30","583,142,307.86","635,064,683.95","139,979,234.96","344,003,658.99","611,762,876.45","469,561,268.70","204,974,800.62","422,983,675.36","602,709,163.55","869,587,610.62","134,202,312.08"
投资活动产生的现金流量净额,"-13,506,173.04","-17,706,513.49","-17,396,005.48","-3,681,784.60","-15,128,640.04","-29,099,431.48","-21,609,268.63","-9,428,171.76","-28,952,389.02","-37,653,498.68","-104,349,180.55","-284,233,785.40","-303,116,172.00","-355,963,904.62","-315,920,127.25","-40,913,118.57","-85,384,288.49","-98,339,629.57","35,510,668.47","31,902,382.76","105,566,698.90","95,753,988.21","110,268,792.43","-124,321,158.55","-196,965,903.01","-228,449,318.89","-172,983,120.30","-61,893,170.81","-124,363,992.88","-259,066,696.31","-285,003,409.02","-6,560,457.53","1,668,804.56","-61,204,072.45","-56,743,468.54","-296,135,815.24","-435,665,918.33","-565,518,911.41","-794,854,031.41","-81,656,690.95"
购买商品、接受劳务支付的现金,"1,024,655,323.04","866,229,663.42","958,984,462.03","235,021,866.70","522,871,398.26","789,273,726.17","908,803,750.08","174,145,573.61","371,299,603.22","648,180,164.77","924,562,812.17","290,241,280.81","565,028,127.08","809,422,840.84","1,063,823,575.14","222,225,947.06","406,405,461.78","667,164,680.10","784,027,067.52","154,514,968.81","323,414,690.12","438,642,750.89","494,883,744.66","124,972,329.61","204,293,721.57","292,349,117.03","348,871,527.63","40,685,208.56","98,014,508.49","163,857,158.97","267,484,031.97","64,690,081.65","126,820,762.61","208,745,280.83","294,735,164.81","166,963,063.22","263,996,288.72","402,361,312.06","630,502,190.54","59,476,962.69"
吸收投资收到的现金,"21,420,000.00",,,,"613,030,000.00","613,030,000.00","625,297,000.00",,,,"1,000,000.00","8,820,000.00","22,720,000.00","22,720,000.00","22,900,000.00",,,,,,,,,,"3,000,000.00","6,500,000.00","24,500,000.00",,,,"149,500,000.00","976,619,998.37","976,619,998.37","981,519,998.37","1,086,351,998.37",,"1,960,000.00","2,835,085.00","3,665,150.00","2,499,510.00"
