科目,2007-12-31,2008-12-31,2009-06-30,2009-09-30,2009-12-31,2010-03-31,2010-06-30,2010-09-30,2010-12-31,2011-03-31,2011-06-30,2011-09-30,2011-12-31,2012-03-31,2012-06-30,2012-09-30,2012-12-31,2013-03-31,2013-06-30,2013-09-30,2013-12-31,2014-03-31,2014-06-30,2014-09-30,2014-12-31,2015-03-31,2015-06-30,2015-09-30,2015-12-31,2016-03-31,2016-06-30,2016-09-30,2016-12-31,2017-03-31,2017-06-30,2017-09-30
货币资金,"71,797,810.50","99,933,197.56","89,573,498.53","38,616,461.61","846,676,274.51","628,444,905.08","614,982,884.35","575,942,297.17","623,061,954.74","469,670,851.09","416,439,702.93","363,082,077.51","366,733,150.95","274,447,731.77","224,874,090.81","184,735,121.91","178,927,176.14","166,903,820.23","121,878,816.67","98,500,746.74","233,896,301.80","123,889,763.95","80,553,107.37","130,360,031.14","298,330,921.71","124,929,033.19","123,235,213.78","103,699,252.53","144,678,540.92","131,170,008.59","149,310,221.07","70,971,466.01","126,879,014.65","112,807,680.64","135,623,378.26","78,773,436.76"
短期借款,"45,000,000.00","41,200,000.00","25,000,000.00","30,000,000.00","50,000,000.00",,,,"6,707,867.92","3,597,890.06",,"14,926,523.50","49,577,584.64","55,973,036.65","76,038,641.69","55,656,856.93","111,734,794.49","219,261,198.83","252,706,668.67","269,482,670.09","297,147,059.70","284,539,149.11","229,506,403.84","180,351,803.14","258,578,745.43","471,898,897.81","433,744,673.52","319,304,787.84","268,010,678.97","382,183,930.68","399,826,573.55","285,705,505.73","536,838,953.63","727,600,795.28","932,697,337.19","980,856,580.32"
交易性金融资产,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
交易性金融负债,,,,,,,,,"279,600.49","195,852.44",,,,,,,,,,,,,,,,,,,,,,,,,,
应收票据,"18,300,191.48","30,250,896.29","24,385,048.71","27,945,268.20","30,200,931.11","50,527,772.91","81,335,057.49","110,209,038.47","80,544,124.86","62,598,183.59","110,665,326.55","103,373,606.70","130,063,999.88","85,197,912.83","100,713,778.64","179,655,583.05","196,955,709.08","236,115,389.11","216,033,824.64","276,088,289.62","183,296,093.67","187,317,531.46","242,803,820.46","197,099,466.01","219,461,020.64","189,895,322.08","203,267,079.91","264,466,851.98","225,586,956.64","236,300,264.29","229,592,341.95","170,295,566.28","150,280,348.96","332,910,815.48","535,854,282.72","451,803,128.87"
应付票据,,,,"1,499,200.00",,,,,,,"144,000.00","2,060,700.00","4,904,600.00","8,945,010.90","7,076,563.00","4,491,995.60","2,763,557.60","1,117,362.00","232,500.00",,,,,,"15,148,721.00","15,148,721.00",,"30,027,269.12","20,063,779.60",,,,"53,289,975.03",,,
应收账款,"100,781,705.26","79,835,450.65","121,358,355.66","120,059,252.57","157,459,114.75","206,155,925.80","237,924,906.99","202,394,552.53","238,593,960.66","271,225,317.08","262,783,987.13","262,544,346.29","246,524,643.80","308,539,916.03","335,395,085.97","290,914,408.09","411,690,842.71","472,073,465.84","499,682,156.94","487,203,522.48","619,143,234.78","640,671,517.56","611,266,949.10","565,567,560.16","704,550,372.15","899,550,935.12","882,327,971.90","794,430,419.94","918,688,046.95","1,006,904,080.72","897,914,332.60","935,044,653.20","1,200,812,204.54","1,256,898,907.69","1,050,683,370.86","1,146,442,213.96"
应付账款,"53,247,105.04","38,570,478.21","58,893,718.10","26,193,923.51","91,785,526.71","34,757,560.90","53,154,280.01","41,356,730.19","94,430,528.78","31,373,133.27","35,926,007.99","38,204,365.07","110,772,740.12","80,001,676.42","58,626,019.70","90,021,409.84","72,996,851.08","91,976,609.63","96,942,264.32","121,720,536.84","161,857,851.35","161,357,670.11","179,077,932.18","215,671,962.61","278,736,266.49","280,884,144.05","247,132,215.55","209,786,255.92","287,215,885.36","220,432,563.83","176,553,130.88","208,112,304.02","284,140,848.45","232,289,283.70","210,429,070.96","250,955,317.91"
预付款项,"1,788,358.35","2,530,359.76","3,325,789.95","15,461,841.36","5,921,297.23","14,936,705.77","13,571,143.22","18,635,662.07","16,414,562.35","20,931,153.18","14,951,746.62","26,031,361.31","20,842,384.27","41,132,536.13","10,662,540.77","14,231,724.82","14,012,731.68","23,821,630.62","28,290,444.24","34,312,510.30","30,638,488.86","32,436,878.95","27,734,220.78","57,155,940.06","19,136,810.78","15,611,749.78","21,806,096.17","29,177,756.24","29,400,418.71","36,696,896.84","63,882,728.43","48,824,259.45","89,360,885.74","88,158,652.87","47,408,508.19","92,547,127.81"
预收款项,"1,894,471.03","2,297,099.74","1,848,528.29","2,785,748.74","3,678,421.09","4,344,657.69","2,275,073.06","2,971,765.27","3,746,463.32","2,923,244.53","3,136,951.10","4,022,179.07","3,534,944.39","3,733,084.39","4,045,162.49","4,603,569.71","4,714,087.52","3,582,324.93","5,158,437.71","9,442,218.80","9,945,154.83","5,269,594.43","6,111,434.47","6,615,939.71","10,786,733.52","11,304,595.27","12,331,904.36","10,103,752.07","14,264,627.84","11,252,996.99","7,074,952.08","14,429,184.52","15,474,491.27","14,988,214.13","9,347,969.26","15,269,992.63"
