科目,2007-12-31,2008-12-31,2009-06-30,2009-09-30,2009-12-31,2010-03-31,2010-06-30,2010-09-30,2010-12-31,2011-03-31,2011-06-30,2011-09-30,2011-12-31,2012-03-31,2012-06-30,2012-09-30,2012-12-31,2013-03-31,2013-06-30,2013-09-30,2013-12-31,2014-03-31,2014-06-30,2014-09-30,2014-12-31,2015-03-31,2015-06-30,2015-09-30,2015-12-31,2016-03-31,2016-06-30,2016-09-30,2016-12-31,2017-03-31,2017-06-30,2017-09-30,2017-12-31,2018-03-31,2018-06-30
货币资金,"640,865,544.05","1,148,820,695.83","1,419,670,558.92","1,086,423,247.27","1,805,761,869.62","1,934,340,646.57","1,756,249,022.53","2,008,397,355.79","1,283,719,345.93","2,598,828,351.55","1,993,628,924.14","1,947,137,552.56","1,788,939,592.66","1,320,136,851.81","2,485,459,770.49","1,848,610,917.85","1,898,326,997.80","2,122,701,877.56","2,398,208,364.03","2,349,689,259.52","1,930,425,410.63","2,844,734,458.67","3,334,190,578.55","4,016,732,609.20","3,752,077,040.68","3,294,035,226.60","2,748,150,271.68","2,385,949,151.48","3,202,799,158.55","2,659,494,034.71","3,487,865,129.52","3,489,799,420.49","3,961,342,906.95","3,235,362,512.88","4,505,643,150.51","4,315,579,759.84","2,801,146,683.18","3,403,637,363.54","2,644,449,039.64"
短期借款,"1,544,047,000.00","45,000,000.00","2,045,000,000.00","1,045,000,000.00","45,000,000.00","45,000,000.00","45,000,000.00","45,000,000.00","1,275,000,000.00","75,000,000.00","125,000,000.00","125,000,000.00","60,000,000.00","920,000,000.00","740,000,000.00","740,000,000.00","730,000,000.00","390,000,000.00","27,790,000.00","270,000,000.00","590,000,000.00","1,186,110,000.00","1,181,110,000.00","500,000,000.00","120,000,000.00","120,000,000.00","120,000,000.00","300,000,000.00","370,000,000.00","370,000,000.00","350,000,000.00",,"500,000,000.00","500,000,000.00","800,000,000.00","850,000,000.00","450,000,000.00","1,070,000,000.00","720,000,000.00"
交易性金融资产,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"85,954.16","5,780.36",,,,,
交易性金融负债,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
应收票据,,,,,,,,,,,,,,,,,,,,,,,"1,000,000.00","55,272,915.61",,"1,000,000.00","1,000,000.00",,,,,,,,,,,,
应付票据,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
应收账款,"9,997,958.48","9,837,403.87","2,537,700.35","2,448,164.29","4,445,786.32","3,757,607.67","16,353,296.98","15,384,645.98","16,638,130.10","18,914,840.95","261,473,694.05","409,931,771.56","77,812,834.96","63,484,705.16","92,014,163.86","89,137,425.40","113,607,210.77","70,730,539.65","520,368,292.45","529,356,811.33","398,482,517.93","276,141,370.81","777,557,144.55","193,668,392.99","561,975,068.07","245,084,037.96","300,269,165.27","214,448,179.07","369,724,526.57","238,833,161.92","392,781,215.72","452,890,907.07","669,116,089.83","463,941,284.74","417,870,663.17","479,114,845.31","205,247,254.00","192,019,657.35","192,258,903.71"
应付账款,"14,433,317.86","22,786,805.53","26,390,734.77","31,393,074.29","59,766,003.63","26,544,391.18","44,858,165.96","89,852,723.14","295,796,004.93","89,310,157.09","512,855,628.46","102,160,022.22","1,276,924,100.25","797,011,999.59","1,253,581,877.84","1,670,285,540.14","1,182,455,448.28","652,954,678.17","1,226,473,678.93","1,159,247,125.10","1,550,912,941.61","1,197,464,536.67","1,544,113,984.89","1,406,058,337.88","2,165,517,260.68","1,432,898,191.63","1,709,576,221.59","1,628,182,269.56","2,576,439,894.85","1,619,036,258.95","1,970,506,581.90","1,920,492,078.98","3,428,247,160.63","2,656,603,225.45","2,550,017,798.44","2,318,475,960.18","1,513,537,400.89","1,255,851,391.73","1,315,144,178.17"
预付款项,"111,890,202.92","112,253,736.18","11,495,404.25","188,772,923.00","402,028,347.51","478,967,461.98","377,475,413.44","414,111,402.62","418,387,547.80","563,512,950.03","445,012,701.92","572,372,858.03","500,569,413.12","635,089,903.63","545,424,921.99","520,151,538.05","13,992,087.45","877,887,571.38","95,275,543.54","200,907,751.16","769,821,966.69","1,050,325,214.07","1,033,732,345.85","1,059,079,261.06","762,698,624.20","1,036,814,371.09","1,010,598,658.24","1,072,839,639.99","925,004,295.01","975,325,372.96","331,385,973.78","425,315,293.66","232,890,360.10","293,346,072.26","315,025,884.06","407,497,933.19","232,510,604.97","309,149,488.98","286,496,643.49"
预收款项,"13,074,267.68","15,078,135.15","12,750,522.50","27,388,219.36","16,008,080.45","21,880,653.67","14,465,450.32","17,512,124.62","22,279,239.75","24,263,544.88","20,273,676.64","38,783,529.04","52,683,238.84","72,535,570.80","74,092,367.47","112,247,094.43","33,355,962.93","35,544,979.46","52,782,638.86","56,690,318.07","39,289,838.35","54,731,354.90","54,900,296.31","70,759,372.49","49,415,831.45","92,511,205.50","115,766,172.13","197,778,164.46","149,431,860.78","285,894,592.90","337,598,342.19","466,018,451.11","462,703,336.29","520,278,883.95","528,596,905.02","609,212,810.66","309,622,946.44","174,921,177.30",
