科目,2012-12-31,2013-12-31,2014-12-31,2015-03-31,2015-06-30,2015-09-30,2015-12-31,2016-03-31,2016-06-30,2016-09-30,2016-12-31,2017-03-31,2017-06-30,2017-09-30,2017-12-31,2018-03-31,2018-06-30,2018-09-30,2018-12-31,2019-03-31
货币资金,"418,594,191.73","637,205,710.99","785,126,836.37",,"1,204,299,145.31","1,371,536,954.72","1,361,234,382.04","1,314,698,886.96","1,120,167,015.66","1,709,224,022.12","1,431,999,622.38","1,243,480,038.38","1,152,831,275.05","1,080,686,525.29","1,312,505,421.52","1,225,558,982.51","1,275,011,512.22","1,349,410,101.42","1,345,345,764.84","1,391,496,879.87"
短期借款,,,,,,"34,254,781.91",,,,,,,,,,,,,,"57,234,750.00"
交易性金融资产,,,,,,,,,,,,,,,"270,000,000.00","275,000,000.00","275,000,000.00","270,000,000.00","235,000,000.00","180,602,136.99"
交易性金融负债,,,,,,,,,,,,,,,"600,000.00","600,000.00",,"194,750.00",,
应收票据,,,,,,"1,108,389.04",,,,"825,000.00","4,939,116.00","5,233,120.00","6,783,833.20","12,962,403.35","8,138,684.00","2,495,000.00","912,075.00","1,505,000.00","689,361.50","8,443,696.00"
应付票据,,,,,,,,,,,,,,,,,,,,
应收账款,"3,298,125.33","5,841,201.92","2,267,800.89",,"5,835,362.93","2,695,875.16","14,722,641.23","7,059,302.55","15,324,328.72","63,982,579.47","108,370,677.94","75,624,691.21","66,822,678.38","51,038,006.49","59,357,337.40","61,865,231.37","52,885,487.38","68,566,078.70","45,873,808.86","66,966,219.78"
应付账款,"44,340,474.49","72,356,071.14","95,245,188.26",,"100,821,242.48","145,888,833.03","134,870,902.32","121,420,439.61","101,411,612.53","158,921,204.89","163,047,613.21","162,077,265.93","128,138,212.01","56,955,786.72","129,965,001.94","125,612,840.49","165,965,829.29",,"134,775,104.53",
预付款项,"138,999,359.10","78,109,798.18","9,650,307.52",,"8,600,146.92","3,177,666.38","1,066,579.24","5,335,947.18","8,492,105.27","7,728,847.11","5,122,384.98","10,887,568.23","12,300,699.27","8,837,134.75","3,095,270.07","17,247,016.68","15,080,185.18","11,138,829.80","4,473,548.93","5,657,158.43"
预收款项,"12,394,761.67","32,103,424.14","9,817,440.70",,"12,062,719.09","22,795,593.75","15,351,751.78","18,531,504.18","10,633,030.38","8,711,831.42","7,731,549.34","14,622,388.23","11,767,786.13","16,499,414.47","17,395,040.08","13,474,717.71","14,407,831.27","29,549,311.29","10,422,381.54","13,219,151.97"
其他应收款,"34,374,705.41","1,238,948.78","2,753,179.90",,"14,943,606.67","2,340,425.74","10,385,587.63","5,237,587.91","10,368,297.03","5,605,585.04","9,812,069.92","6,252,810.24","6,378,425.13","4,369,084.12","4,781,906.04","6,757,212.08","4,941,802.13","6,429,021.44","2,265,804.71","901,403.76"
应付职工薪酬,"38,952,422.36","44,862,120.09","36,861,036.73",,"5,886,842.22","5,322,521.45","52,647,798.85","9,245,192.50","8,350,020.90","11,804,806.37","57,738,424.65","13,660,114.96","12,979,093.78","14,242,656.05","33,256,585.56","11,104,232.35","10,614,374.37","10,578,254.27","69,642,873.27","9,902,341.02"
应收关联公司款,,,,,,,,,,,,,,,,,,,,
应交税费,"5,547,478.01","-19,592,029.54","-16,504,396.21",,"-5,757,133.84","4,623,642.03","3,723,472.23","5,016,199.49","3,899,027.84","11,813,937.39","13,894,656.37","4,600,007.13","7,696,768.62","4,435,926.35","7,878,496.54","4,411,296.11","4,883,953.19","11,011,641.59","2,993,500.32","1,720,247.62"
应收利息,,,,,,,,,,,,,,,"269,095.89","269,095.89",,,,
应付利息,,,,,,,,,,,,,,,,,,,,
应收股利,,,,,,,,,,,,,,,,,,,,
应付股利,,,,,,,,,,,,,,,,,,,,
存货,"109,782,123.52","294,322,971.94","215,212,928.99",,"218,010,711.18","197,062,391.30","153,061,884.89","185,849,874.09","192,897,087.15","233,049,081.85","222,648,619.03","329,498,554.57","392,074,783.07","339,566,832.74","249,327,318.48","274,405,352.90","363,745,183.48","424,441,638.43","447,591,896.49","390,588,407.43"
其他应付款,"62,250,176.05","44,240,638.71","56,526,468.98",,"38,590,168.64","17,151,422.12","22,284,215.94","18,614,713.12","26,338,392.24","31,793,712.79","84,776,390.36","69,286,251.22","56,319,420.19","60,276,320.68","68,348,944.08","31,003,846.32","44,672,867.52","44,501,226.17","79,178,622.16","33,954,226.30"
其中:消耗性生物资产,,,,,,,,,,,,,,,,,,,,
应付关联公司款,,,,,,,,,,,,,,,,,,,,
一年内到期的非流动资产,,,,,,,,,,,,,,,,,,,,
一年内到期的非流动负债,,,,,,,,,,,,,,,,,,,,
其他流动资产,,,,,,,"8,857,696.94","13,292,038.10","5,691,788.70","98,111,405.81","385,514,116.90","402,273,223.79","307,228,021.82","369,542,331.78","114,012,882.59","93,418,765.29","66,805,746.16","22,230,083.50","32,424,604.52","30,750,630.89"
其他流动负债,,,,,,,,,,,,,,,,,,,,
流动资产合计,"705,048,505.09","1,016,718,631.81","1,015,011,053.67",,"1,451,688,973.01","1,577,921,702.34","1,549,328,771.97","1,531,473,636.79","1,352,940,622.53","2,118,526,521.40","2,168,406,607.15","2,073,250,006.42","1,944,419,715.92","1,867,002,318.52","2,021,487,915.99","1,957,016,656.72","2,054,381,991.55","2,153,720,753.29","2,113,664,789.85","2,075,406,533.15"
流动负债合计,"163,485,312.58","173,970,224.54","181,945,738.46",,"151,603,838.59","230,036,794.29","228,878,141.12","172,828,048.90","150,632,083.89","223,045,492.86","327,188,633.93","264,246,027.47","216,901,280.73","152,410,104.27","257,444,068.20","186,206,932.98","240,544,855.64","277,186,193.97","297,012,481.82","228,137,575.80"
可供出售金融资产,,,,,,,,,,,,"3,000,000.00","20,500,000.00","21,000,000.00","30,900,000.00","30,900,000.00","83,900,000.00","83,900,000.00","83,900,000.00",
长期借款,,,,,,,,,,,,,,,,,,,,
持有至到期投资,,,,,,,,,,,,,,,,,,,,
应付债券,,,,,,,,,,,,,,,,,,,,
长期应收款,,,,,,,,,,,,,,,,,,,,
长期应付款,,,,,,,,,,,,,,,,,,,,
长期股权投资,,,,,,,,,"168,000,000.00",,,,,,,,,,,
专项应付款,,,,,,,,,,,,,,,,,,,,
投资性房地产,,,,,,,,"9,237,670.77","9,127,973.43",,,,,,,,,,,
预计负债,,,,,,,,,,,,,,,,,,,,
固定资产,"11,376,435.32","19,284,155.52","75,365,598.74",,"78,359,149.05","80,299,502.08","80,788,947.11","128,203,646.82","129,288,543.47","142,295,549.58","144,597,776.40","143,080,675.89","140,812,188.55","145,122,159.97","171,891,434.07","166,689,627.98","161,412,001.64","156,182,595.87","152,277,205.67","148,584,133.14"
递延所得税负债,,,,,,,,,,,,,,,,,,,,
在建工程,,"14,533,077.75",,,,,"55,825,000.00",,,,"199,000.00","28,013,210.00","32,481,983.53","31,254,130.88",,,,,,
其他非流动负债,,,,,,,,,,,,,,,,,,,,
工程物资,,,,,,,,,,,,,,,,,,,,
非流动负债合计,"1,200,000.00","4,200,000.00","16,180,000.00",,"17,680,000.00","23,480,000.00","23,480,000.00","23,480,000.00","29,880,000.00","32,317,500.00","32,391,684.35","31,391,684.35","14,886,684.35","13,674,184.35","22,337,500.00","20,862,500.00","24,162,499.99","23,673,611.13","21,102,777.80","18,627,777.80"
固定资产清理,,,,,,,,,,,,,,,,,,,,
负债合计,"164,685,312.58","178,170,224.54","198,125,738.46",,"169,283,838.59","253,516,794.29","252,358,141.12","196,308,048.90","180,512,083.89","255,362,992.86","359,580,318.28","295,637,711.82","231,787,965.08","166,084,288.62","279,781,568.20","207,069,432.98","264,707,355.63","300,859,805.10","318,115,259.62","246,765,353.60"
生产性生物资产,,,,,,,,,,,,,,,,,,,,
实收资本(或股本),"120,000,000.00","120,000,000.00","120,000,000.00",,"160,000,000.00","160,000,000.00","160,000,000.00","160,000,000.00","160,000,000.00","166,627,888.00","166,627,888.00","166,627,888.00","332,675,160.00","332,675,160.00","332,675,160.00","331,402,584.00","331,402,584.00","331,402,584.00","331,402,584.00","330,610,757.00"
油气资产,,,,,,,,,,,,,,,,,,,,
资本公积,"14,768,860.14","14,768,860.14","14,768,860.14",,"404,147,597.35","404,147,597.35","404,147,597.35","404,147,597.35","404,147,597.35","850,717,531.92","856,983,162.90","856,983,162.90","669,865,916.90","669,865,916.90","671,970,956.90","650,388,067.94","650,388,067.94","650,388,067.94","643,170,787.94","629,761,197.69"
无形资产,"93,806,260.19","92,430,748.38","97,020,111.45",,"89,457,531.95","82,686,838.07","75,879,285.65","77,909,812.63","71,767,082.08","99,018,388.55","117,175,129.05","104,625,461.43","102,851,030.69","110,186,578.51","90,618,015.13","78,740,622.56","65,155,022.23","71,921,237.97","122,216,262.58","118,068,921.22"
盈余公积,"55,235,645.85","60,000,000.00","60,000,000.00",,"60,000,000.00","60,000,000.00","70,010,805.80","70,010,805.80","70,010,805.80","70,010,805.80","83,313,944.00","83,313,944.00","83,313,944.00","83,313,944.00","95,621,318.07","95,621,318.07","95,621,318.07","95,621,318.07","102,441,157.33","102,441,157.33"
开发支出,,,,,,,,,,"13,559,243.28",,"4,792,356.35","10,794,745.28","16,006,534.49",,,,,,
减:库存股,,,,,,,,,,,"58,463,190.00","58,463,190.00","37,393,216.00","37,393,216.00","37,083,016.00","14,227,551.04","14,227,551.04","14,227,551.04","14,201,417.25",
商誉,"520,708.83","520,708.83","469,600.09",,"469,600.09","469,600.09","469,600.09","469,600.09","469,600.09","36,633,527.41","36,864,896.68","36,864,896.68","36,864,896.68","36,864,896.68","24,166,421.93","24,166,421.93","24,166,421.93","24,166,421.93","469,600.09","469,600.09"
未分配利润,"459,944,992.74","778,112,241.02","804,449,860.88",,"843,096,065.19","878,269,515.25","898,414,438.75","937,405,859.89","932,518,688.89","1,004,524,632.63","1,001,814,653.53","994,418,182.95","953,516,228.78","957,404,208.47","956,849,465.81","943,951,027.44","1,024,016,633.76","1,093,265,466.49","1,059,872,006.31","1,084,107,914.24"
长期待摊费用,"978,170.21","2,176,836.96","1,492,150.01",,"1,278,909.34","1,169,288.47","1,059,667.60","950,046.73","933,752.79","811,958.85","699,555.49","576,104.41","429,456.42","658,119.63","1,254,395.43","1,263,037.04","1,584,351.28","1,418,545.14","1,410,440.11","1,410,549.85"
少数股东权益,,,,,,,,,,"76,553,007.20","73,045,675.99","71,159,164.91","69,772,072.91","67,937,422.57","53,974,166.04","54,948,128.88","51,213,697.57","49,857,086.10","43,591,491.22","42,296,590.90"
递延所得税资产,"2,794,311.41","5,352,747.86","7,940,018.94",,"15,254,591.77","13,367,462.05","21,705,832.18","19,685,538.64","15,057,870.91","13,467,106.93","14,196,307.83","14,906,782.53","11,425,990.81","10,297,614.69","9,304,838.17","7,442,774.88","8,752,353.72","10,582,135.72","10,350,735.32","8,430,090.00"
外币报表折算价差,,,,,,,,,,,,,,,,,,,,
其他非流动资产,,,,,,,,,,,"553,277.61","553,277.61","3,391,952.78","2,347,880.10","5,358,253.02","5,186,315.91","5,173,674.63","6,092,694.02",,"258,804.62"
非正常经营项目收益调整,,,,,,,,,,,,,,,,,,,,
非流动资产合计,"109,475,885.96","134,298,275.30","182,287,479.23",,"184,819,782.20","177,992,690.76","235,728,332.63","236,456,315.68","394,644,822.77","305,785,774.60","314,285,943.06","336,412,764.90","359,552,244.74","373,737,914.95","333,493,357.75","314,388,800.30","350,143,825.43","354,263,630.65","370,624,243.77","376,212,210.04"
所有者权益(或股东权益)合计,"649,839,078.47","972,846,682.57","999,172,794.44","1,013,079,700.00","1,467,224,916.62","1,502,397,598.81","1,532,698,963.48","1,571,621,903.57","1,567,073,361.41","2,168,949,303.14","2,123,112,231.93","2,114,025,059.50","2,072,183,995.58","2,074,655,944.85","2,075,199,705.54","2,064,336,024.04","2,139,818,461.35","2,207,124,578.84","2,166,173,774.00","2,204,853,389.59"
资产总计,"814,524,391.05","1,151,016,907.11","1,197,298,532.90","1,236,429,300.00","1,636,508,755.21","1,755,914,393.10","1,785,057,104.60","1,767,929,952.47","1,747,585,445.30","2,424,312,296.00","2,482,692,550.21","2,409,662,771.32","2,303,971,960.66","2,240,740,233.47","2,354,981,273.74","2,271,405,457.02","2,404,525,816.98","2,507,984,383.94","2,484,289,033.62","2,451,618,743.19"
负债和所有者(或股东权益)合计,"814,524,391.05","1,151,016,907.11","1,197,298,532.90","1,236,429,300.00","1,636,508,755.21","1,755,914,393.10","1,785,057,104.60","1,767,929,952.47","1,747,585,445.30","2,424,312,296.00","2,482,692,550.21","2,409,662,771.32","2,303,971,960.66","2,240,740,233.47","2,354,981,273.74","2,271,405,457.02","2,404,525,816.98","2,507,984,383.94","2,484,289,033.62","2,451,618,743.19"
