科目,2007年1-3月,2007年1-6月,2007年1-9月,2007年度,2008年1-3月,2008年1-6月,2008年1-9月,2008年度,2009年1-3月,2009年1-6月,2009年1-9月,2009年度,2010年1-3月,2010年1-6月,2010年1-9月,2010年度,2011年1-3月,2011年1-6月,2011年1-9月,2011年度,2012年1-3月,2012年1-6月,2012年1-9月,2012年度,2013年1-3月,2013年1-6月,2013年1-9月,2013年度,2014年1-3月,2014年1-6月,2014年1-9月,2014年度,2015年1-3月,2015年1-6月,2015年1-9月,2015年度,2016年1-3月,2016年1-6月,2016年1-9月,2016年度,2017年1-3月,2017年1-6月,2017年1-9月,2017年度,2018年1-3月,2018年1-6月
一、营业收入,"3,905,380,982.72","9,354,149,595.24","14,737,347,405.84","19,359,694,864.94","4,747,310,787.39","11,510,955,313.16","19,110,004,014.45","21,658,590,273.00","5,122,291,766.34","12,260,790,353.34","19,295,312,727.77","24,323,547,500.31","7,014,381,672.70","14,750,734,175.35","23,524,630,991.23","29,664,987,260.70","9,061,048,317.83","18,945,764,944.53","29,200,622,975.88","37,451,372,248.72","10,257,911,192.55","21,180,977,542.29","32,909,194,010.45","41,990,692,102.35","11,724,453,657.33","24,021,223,336.79","36,571,221,547.48","47,778,865,826.24","13,035,543,611.42","27,286,305,195.76","41,738,952,572.76","53,959,298,690.78","14,838,571,366.22","29,855,621,662.01","45,478,584,017.37","59,863,485,730.88","15,225,128,360.99","29,925,531,011.77","45,922,942,507.82","60,312,009,671.16","15,716,290,527.84","33,301,766,306.64","52,126,895,563.29","67,547,449,530.32","19,575,653,902.94","39,588,519,723.58"
二、营业利润,"143,474,455.51","288,135,300.74","449,421,298.92","84,682,307.69","63,663,690.88","152,030,413.18","-120,950,232.26","-2,050,011,862.52","135,287,302.63","320,835,260.38","568,632,200.51","665,413,561.81","112,085,794.87","362,975,464.44","593,183,523.72","605,687,911.38","145,212,939.34","789,911,908.90","1,437,155,926.24","1,746,006,246.41","459,954,965.99","666,560,616.56","1,348,698,981.13","1,615,658,493.37","539,174,770.62","1,313,027,932.02","2,046,990,946.76","2,659,011,340.66","1,174,266,825.70","2,503,392,211.56","3,882,363,362.14","4,389,686,692.85","1,479,848,822.75","3,076,500,244.31","4,044,015,246.14","4,894,321,969.38","1,663,939,831.25","3,265,672,662.01","4,528,789,570.72","5,520,412,211.84","1,951,880,114.92","4,053,301,454.76","5,915,016,290.82","7,115,911,174.52","2,502,332,314.18","4,185,799,370.96"
减:营业成本,"2,834,352,268.79","6,807,297,954.83","10,805,027,636.04","14,347,272,657.06","3,468,906,042.43","8,146,772,189.80","13,583,093,517.26","15,849,142,905.62","3,327,584,300.77","7,914,831,901.82","12,384,287,489.61","15,778,073,722.70","4,759,203,804.58","10,066,582,438.67","16,388,169,558.75","20,686,308,840.42","6,171,682,989.21","12,967,364,978.00","20,366,627,622.87","26,485,666,175.08","7,127,140,891.68","14,822,286,113.38","23,044,918,747.98","29,504,949,211.77","7,929,378,310.45","16,607,793,076.31","25,870,380,152.70","34,082,758,122.46","8,639,352,643.72","18,248,130,192.58","28,150,738,594.44","36,399,991,138.52","9,336,069,600.25","19,473,192,189.35","29,623,570,118.18","38,375,578,127.73","8,870,459,313.21","18,267,681,401.81","28,120,748,786.04","37,427,435,447.17","9,800,693,067.45","20,583,211,976.12","32,358,565,330.69","42,362,402,660.65","11,980,291,853.27","24,279,436,754.35"
加:补贴收入,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
营业税金及附加,"14,010,535.54","42,375,699.56","64,290,174.08","82,608,269.22","29,032,213.74","56,307,200.92","83,341,289.06","121,515,778.58","21,588,811.57","50,252,831.82","71,144,104.22","108,832,765.09","32,394,029.33","68,501,739.90","97,409,943.47","87,784,886.57","53,424,494.58","105,109,513.43","155,943,389.54","232,922,278.65","77,251,661.95","138,398,750.28","209,065,989.93","249,479,736.87","64,295,812.23","153,075,239.66","189,013,927.14","233,907,600.71","58,415,058.86","130,983,251.09","201,464,089.04","185,388,696.48","100,108,512.58","127,154,897.49","181,692,921.10","251,039,621.28","92,479,496.95","176,403,990.48","263,449,821.46","420,072,423.22","119,009,570.62","273,365,428.63","418,997,096.15","511,570,189.97","144,491,137.66","293,083,433.37"
营业外收入,"8,990,195.79","28,810,655.32","57,765,190.04","121,434,688.07","19,332,313.00","82,734,644.38","164,297,001.37","218,705,100.55","17,083,910.39","51,222,743.22","129,025,931.85","209,232,829.42","59,502,250.81","113,379,482.92","170,507,544.43","302,361,421.60","65,179,962.48","191,199,020.38","259,420,984.92","421,321,005.72","42,093,711.55","269,499,700.21","331,525,535.51","501,888,015.73","51,230,144.04","194,413,266.14","303,866,625.36","439,842,693.13","80,199,600.69","204,944,587.59","302,119,227.17","463,408,540.37","58,606,170.44","153,078,621.14","310,094,334.25","712,271,532.61","177,235,602.73","580,387,256.00","761,145,333.94","1,178,781,540.53","163,406,814.47","21,941,849.54","33,275,182.38","85,597,784.38","13,858,027.26","16,085,890.11"
销售费用,"772,454,808.64","1,948,765,258.23","3,017,175,520.95","3,911,268,086.50","921,788,948.33","2,587,832,310.37","4,560,015,914.49","5,532,389,959.26","1,417,940,178.03","3,456,407,202.17","5,406,035,319.57","6,496,091,518.77","1,800,703,804.74","3,607,625,634.63","5,383,767,351.60","6,807,067,269.38","2,320,982,866.96","4,488,682,046.83","6,190,589,901.98","7,290,955,387.27","2,113,248,830.51","4,172,811,448.09","6,300,118,404.29","7,777,712,827.63","2,578,748,921.16","4,805,520,430.44","6,703,715,128.85","8,546,072,726.90","2,721,402,322.84","5,221,888,517.69","7,609,286,207.08","10,074,550,860.62","3,183,353,367.31","6,014,893,311.81","9,668,704,398.45","13,258,334,249.39","3,881,570,879.24","7,076,155,897.59","10,763,430,015.53","14,114,316,499.65","3,359,030,160.88","7,647,855,923.56","11,812,041,928.04","15,521,862,502.34","4,496,593,866.43","10,169,908,423.61"
减:营业外支出,"749,686.95","10,666,906.06","63,575,678.73","99,724,812.21","14,514,092.07","17,901,314.73","34,776,180.47","124,336,597.68","7,979,662.44","19,734,275.90","33,165,618.12","62,769,541.27","16,558,952.93","38,861,203.72","81,011,514.38","54,425,773.10","3,140,458.95","7,727,840.44","14,729,166.58","30,911,032.14","6,867,436.62","8,075,547.58","13,179,439.73","30,784,747.40","2,642,896.15","11,996,255.35","26,214,877.44","38,476,634.76","6,328,332.32","23,855,121.02","36,190,907.19","67,209,778.97","4,716,787.17","41,462,353.69","51,447,845.99","83,060,037.72","6,665,856.25","38,999,038.52","53,747,600.87","67,121,748.46","66,758,215.95","76,497,893.69","92,149,826.04","127,535,613.09","14,717,665.77","92,808,575.21"
管理费用,"129,266,458.80","244,816,339.97","370,961,007.18","884,390,861.36","259,729,510.73","545,407,612.44","858,701,766.77","1,915,430,908.85","206,728,283.76","503,299,190.11","842,565,789.39","1,190,963,077.55","306,525,927.94","627,978,237.66","1,059,252,770.86","1,520,809,073.15","368,557,240.64","818,206,258.16","1,289,522,998.20","1,970,693,655.02","455,216,215.28","1,343,733,021.60","1,966,958,533.36","2,809,685,729.14","614,309,721.71","1,149,414,749.05","1,817,989,262.22","2,391,831,003.48","599,075,251.23","1,484,464,198.17","2,198,429,446.11","3,163,230,547.49","771,331,420.85","1,348,667,266.23","2,182,234,147.92","3,456,163,869.74","787,093,402.08","1,558,121,080.02","2,794,295,967.75","3,456,666,028.41","593,598,174.01","1,290,134,244.53","2,458,300,330.32","3,317,048,744.48","752,283,773.84","1,398,059,343.98"
其中:非流动资产处置净损失,"66,819.52","8,226,514.65","9,129,469.81","10,334,120.95","321,864.63","792,524.12","997,815.88","17,176,412.17","219,434.51","2,313,358.63","3,060,692.25","15,641,701.48","722,928.31","7,123,187.45","11,046,811.06","21,829,444.33","2,771,480.15","4,879,463.82","8,971,559.95","23,478,465.20","138,455.79","288,779.62","2,719,998.68","7,957,610.60","932,047.11","2,570,634.07","12,131,477.86","22,658,866.86","4,810,817.39","10,217,066.53","18,563,928.85","34,465,173.86","2,696,811.45","11,940,210.69","19,962,529.30","27,138,519.50","5,219,705.26","22,273,487.01","31,716,164.67","43,505,496.33","7,884,256.49","15,282,299.81","29,299,844.07",,,
堪探费用,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
加:影响利润总额的其他科目,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
财务费用,"12,152,152.28","18,677,092.73","23,923,857.79","29,153,007.50","4,222,421.20","-1,477,615.22","-4,548,053.16","14,454,502.28","14,162,892.19","22,139,389.41","26,533,742.29","22,402,705.89","5,970,288.64","1,642,411.05","-9,844,838.35","-20,707,549.05","-5,481,636.47","-25,330,680.02","-34,013,532.68","-49,159,439.17","15,091,214.22","35,253,186.14","42,909,831.11","49,156,330.88","-1,859,879.79","-7,344,018.03","-42,678,693.59","-33,093,470.24","-53,944,582.77","-51,961,379.55","99,329,318.57","154,886,533.97","105,145,843.29","213,679,783.06","301,556,281.50","297,162,787.03","17,130,682.54","18,345,751.39","17,259,727.31","23,879,679.28","-14,094,198.28","27,830,929.32","77,454,118.68","113,485,343.63","41,354,782.03","36,074,272.12"
三、利润总额,"151,714,964.35","306,279,050.00","443,610,810.23","106,392,183.55","68,481,911.81","216,863,742.83","8,570,588.64","-1,955,643,359.65","144,391,550.58","352,323,727.70","664,492,514.24","811,876,849.96","155,029,092.75","437,493,743.64","682,679,553.77","853,623,559.88","207,252,442.87","973,383,088.84","1,681,847,744.58","2,136,416,219.99","495,181,240.92","927,984,769.19","1,667,045,076.91","2,086,761,761.70","587,762,018.51","1,495,444,942.81","2,324,642,694.68","3,060,377,399.03","1,248,138,094.07","2,684,481,678.13","4,148,291,682.12","4,785,885,454.25","1,533,738,206.02","3,188,116,511.76","4,302,661,734.40","5,523,533,464.27","1,834,509,577.73","3,807,060,879.49","5,236,187,303.79","6,632,072,003.91","2,048,528,713.44","3,998,745,410.61","5,856,141,647.16","7,073,973,345.81","2,501,472,675.67","4,109,076,685.86"
资产减值损失,"-308,111.68","4,687,091.77","4,474,496.54","17,439,149.70","-32,039.92","27,035,939.51","153,302,550.13","295,682,527.15","-17,032.14","5,472,097.80","8,298,424.75","76,895,264.14","-391,665.20","21,100,787.94","22,823,012.76","-10,195,676.52","6,510,130.89","20,223,498.22","17,187,657.68","28,112,646.07","8,716,527.14","17,359,314.87","15,491,330.80","10,573,828.49","364,340.33","9,579,381.38","15,714,425.95","29,763,959.91","1,996,484.96","10,313,014.07","22,468,526.50","176,432,072.84","17,088,492.94","27,536,017.77","23,673,882.75","13,620,769.43","25,270,577.12","42,058,358.99","46,534,405.48","45,700,243.62","26,579,268.29","37,018,943.48","47,838,150.87","50,623,372.02","18,025,765.82","39,531,352.34"
