科目,2007年度,2008年度,2009年度,2010年1-6月,2010年1-9月,2010年度,2011年1-3月,2011年1-6月,2011年1-9月,2011年度,2012年1-3月,2012年1-6月,2012年1-9月,2012年度,2013年1-3月,2013年1-6月,2013年1-9月,2013年度,2014年1-3月,2014年1-6月,2014年1-9月,2014年度,2015年1-3月,2015年1-6月,2015年1-9月,2015年度,2016年1-3月,2016年1-6月,2016年1-9月,2016年度,2017年1-3月,2017年1-6月,2017年1-9月
一、营业收入,"59,788,960.05","140,573,141.89","231,778,775.31","146,445,778.32","230,927,186.65","335,645,058.33","31,386,077.49","148,894,829.16","218,483,583.39","320,780,950.03","68,030,059.44","276,148,183.69","386,665,143.63","724,865,642.26","85,574,840.14","228,229,582.46","259,474,002.57","277,391,251.23","6,323,589.38","26,212,871.85","67,472,227.76","301,412,437.86","104,919,227.22","295,302,690.23","736,428,764.64","1,214,680,329.34","290,292,513.08","1,125,595,655.83","2,150,005,524.02","3,125,095,692.33","667,297,954.38","2,064,136,003.38","3,372,271,924.39"
二、营业利润,"27,057,797.32","45,553,020.80","79,883,398.99","57,814,777.24","80,924,168.29","100,538,416.87","12,215,681.24","49,645,809.98","74,291,751.63","88,344,829.60","16,060,437.07","81,682,655.15","103,036,347.10","101,276,671.63","14,283,347.25","35,451,959.37","13,014,976.13","-181,154,131.18","-19,968,075.22","1,562,476.98","6,456,216.79","18,722,261.26","4,676,695.82","22,697,162.22","136,040,714.64","199,576,098.80","103,338,127.28","270,385,285.27","500,426,545.91","784,863,814.86","127,201,047.26","480,221,671.67","802,840,409.87"
减:营业成本,"29,294,520.59","77,920,633.22","118,816,762.01","69,883,706.61","122,215,514.32","192,805,323.15","17,693,896.67","92,357,746.21","130,859,371.26","192,593,218.19","48,501,214.99","180,398,551.80","251,834,346.74","519,642,842.80","59,892,645.09","151,164,436.39","171,903,819.93","206,887,568.36","5,237,356.18","19,292,217.18","37,551,036.51","226,324,548.03","77,588,971.75","219,756,697.10","528,946,812.18","864,073,641.86","200,101,696.84","753,414,814.16","1,464,907,516.44","2,048,528,986.10","463,653,135.05","1,391,267,667.85","2,283,311,776.76"
加:补贴收入,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
营业税金及附加,"120,541.27","319,723.55","408,737.96","441,817.62","457,118.79","926,675.97","2,796.13","9,872.93","103,769.06","1,060,308.96","58,918.23","519,295.43","1,480,653.16","6,328,702.73","20,118.35","1,599,493.46","1,730,760.35","1,964,082.58","28,426.29","30,530.91","207,850.03","1,682,408.81","86,210.22","215,281.76","1,166,281.24","2,580,141.30","188,806.70","1,081,091.66","1,276,280.61","4,512,637.78","317,438.20","3,688,388.85","4,681,286.74"
营业外收入,"64,846.15","270,001.96","815,006.00","1,037,838.38","2,257,057.58","3,278,968.23","28,419.19","13,544,154.66","13,564,393.85","1,946,314.29","518,919.19","613,931.45","3,942,234.36","804,367.11","908,919.19","3,111,326.16","3,581,065.25","5,064,054.77","718,925.60","1,163,096.37","1,250,270.98","2,263,235.52","19,259.19","117,331.51","213,003.25","276,590.17","530,242.22","10,683,481.92","11,767,244.39","14,145,503.90","682,715.19","1,478,082.45","2,622,373.41"
销售费用,"569,653.92","1,005,966.55","3,681,220.26","1,724,324.98","2,858,920.67","3,811,493.14","815,016.51","1,805,614.89","2,565,425.02","3,867,352.94","585,571.36","1,824,028.83","3,387,013.13","6,563,216.58","1,003,590.69","2,292,304.80","3,179,619.69","3,966,347.85","672,785.91","888,798.39","2,050,919.18","3,879,816.44","1,239,169.32","3,394,437.23","5,660,381.80","7,171,482.27","1,156,826.82","2,617,161.20","9,699,571.55","9,466,337.67","1,380,728.80","7,221,020.87","11,209,492.34"
减:营业外支出,"2,700.00","302,795.00",300.00,,,708.40,,"105,245.04","212,585.47","367,047.37","2,569.01","2,769.01","52,769.01","64,439.66","9,624.17","217,600.37","232,861.03","1,524,540.85","26,760.50","21,640.61","328,464.44","809,639.87","3,809.12","17,494.76","978,336.37","990,553.90","2,000.00","2,000.00","215,539.00","274,331.30",,"1,716,425.05","1,716,556.71"
管理费用,"1,258,633.85","13,509,356.13","23,641,936.13","10,814,214.40","17,657,610.85","27,953,142.79","4,867,368.23","10,962,654.58","19,542,012.69","44,744,223.36","6,372,549.43","19,415,073.32","37,387,003.53","64,822,616.27","17,168,864.10","33,101,109.86","53,226,439.30","83,135,663.33","10,535,476.86","25,955,006.91","33,812,972.92","50,486,120.72","15,644,234.17","32,044,961.58","86,060,450.06","107,180,305.75","23,970,595.44","66,246,660.64","120,032,799.75","180,887,836.25","34,582,020.49","82,344,730.07","120,611,929.49"
其中:非流动资产处置净损失,,,,,,,,,,,,,,"13,491.33","9,624.17","36,654.27","51,914.93","259,860.85","1,161.28","18,140.61","18,465.61","77,603.62","3,809.12","12,918.15","971,394.51","971,911.82",,,"213,539.00","271,231.30",,,
