科目,2007年度,2008年度,2009年度,2010年1-3月,2010年1-6月,2010年1-9月,2010年度,2011年1-3月,2011年1-6月,2011年1-9月,2011年度,2012年1-3月,2012年1-6月,2012年1-9月,2012年度,2013年1-3月,2013年1-6月,2013年1-9月,2013年度,2014年1-3月,2014年1-6月,2014年1-9月,2014年度,2015年1-3月,2015年1-6月,2015年1-9月,2015年度,2016年1-3月,2016年1-6月,2016年1-9月,2016年度,2017年1-3月,2017年1-6月,2017年1-9月,2017年度,2018年1-3月,2018年1-6月
销售商品、提供劳务收到的现金,"486,273,781.20","528,009,311.59","429,193,675.48","96,235,578.50","200,975,316.97","309,282,529.11","453,589,130.95","79,004,191.80","170,869,151.97","262,455,659.12","386,279,652.65","80,885,825.23","185,809,558.36","287,984,308.98","460,783,202.66","74,113,440.53","179,474,460.17","381,573,880.39","620,616,381.02","106,307,990.73","222,928,182.67","386,042,403.77","603,937,963.03","116,775,098.20","278,612,954.87","378,838,301.73","708,802,149.98","126,237,048.57","324,883,680.98","519,209,614.95","1,008,955,017.78","396,181,343.79","763,402,688.57","1,594,823,483.71","1,932,260,778.64","1,115,414,943.91","2,271,488,090.08"
取得子公司及其他营业单位支付的现金净额,,,,,,,,,,,,,,,,,,,,,,,,,"-42,000,917.68","-42,000,917.68","112,681,341.64",,,"205,771,977.33","348,922,359.88",,,,,,"2,956,473.70"
收到的税费返还,"4,081,815.57","5,111,569.85","6,016,565.60","1,883,643.29","3,419,842.61","4,751,025.71","7,968,322.35","396,295.41","799,460.67","1,778,447.45","2,790,325.31","75,098.18","2,080,693.30","6,633,802.24","7,752,702.03","2,220,472.68","2,901,603.44","3,723,634.16","4,262,838.75","6,070,068.53","8,210,147.98","9,624,441.29","11,487,189.04","4,739,130.22","9,529,708.92","11,350,994.16","19,836,706.46","3,734,434.72","10,271,555.33","10,297,604.57","16,992,379.53","8,491,305.11","15,984,042.13","23,543,856.74","30,677,174.97","8,147,302.65","15,145,429.25"
支付其他与投资活动有关的现金,"233,212.48","2,075,985.27",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"330,330,631.69",,"3,500,000.00","290,151,745.14","440,000,000.00",,
收到其他与经营活动有关的现金,"28,377,650.01","13,856,998.53","16,756,199.79","5,037,097.11","11,285,626.87","11,675,258.07","20,408,016.84","17,880,290.87","36,628,888.02","41,857,553.47","40,979,657.82","15,619,348.60","34,972,714.84","48,395,073.15","75,277,367.63","13,553,780.07","28,754,349.06","34,122,661.14","70,657,605.89","3,793,028.02","20,923,924.33","24,206,920.80","37,274,207.48","3,119,668.47","10,185,775.05","19,439,434.51","44,636,125.97","13,878,312.86","7,518,466.04","35,594,120.19","76,709,554.81","12,011,971.65","38,603,663.22","41,838,303.15","146,758,599.58","12,541,189.28","78,515,032.38"
投资活动现金流出小计,"34,917,584.21","18,792,636.03","18,438,109.91","1,032,922.79","11,767,547.20","60,152,206.70","130,716,282.36","11,273,077.92","43,828,784.26","59,838,498.98","167,092,432.68","46,575,378.81","78,093,937.83","98,974,514.94","153,215,370.43","19,018,432.47","42,941,011.69","298,684,834.00","386,101,403.05","86,330,905.39","106,626,776.69","140,458,603.10","170,671,660.61","23,649,480.61","131,028,669.79","164,371,685.10","296,001,141.29","36,088,219.64","102,289,357.40","301,957,628.35","1,024,631,848.32","103,547,370.38","96,338,220.10","558,409,156.25","887,112,944.57","264,765,594.63","434,645,428.21"
经营活动现金流入小计,"518,733,246.78","546,977,879.97","451,966,440.87","103,156,318.90","215,680,786.45","325,708,812.89","481,965,470.14","97,280,778.08","208,297,500.66","306,091,660.04","430,049,635.78","96,580,272.01","222,862,966.50","343,013,184.37","543,813,272.32","89,887,693.28","211,130,412.67","419,420,175.69","695,536,825.66","116,171,087.28","252,062,254.98","419,873,765.86","652,699,359.55","124,633,896.89","298,328,438.84","409,628,730.40","773,274,982.41","143,849,796.15","342,673,702.35","565,101,339.71","1,102,656,952.12","416,684,620.55","817,990,393.92","1,660,205,643.60","2,109,696,553.19","1,136,103,435.84","2,365,148,551.71"
投资活动产生的现金流量净额,"18,452,454.97","-12,367,213.04","-18,115,638.80","-930,004.33","-11,664,614.64","-59,904,351.04","-130,378,325.40","-11,266,147.92","-43,807,619.26","-59,786,133.98","-161,615,430.44","-46,546,548.81","-78,026,498.77","-98,800,257.33","-144,026,864.11","-19,017,882.47","-42,889,442.43","-298,631,151.36","-346,372,543.84","-85,408,405.39","-81,961,258.73","-114,392,665.14","-26,042,783.16","-22,494,031.54","-125,346,275.27","-157,180,948.79","-171,393,769.78","-35,178,219.64","-101,358,357.40","-270,514,565.58","-915,872,110.53","-71,281,957.04","-91,168,096.62","-157,357,112.52","-172,818,869.31","-65,267,450.89","-373,997,906.31"
购买商品、接受劳务支付的现金,"362,409,288.73","310,758,706.30","260,433,861.30","70,625,259.97","186,962,713.06","276,909,193.46","354,553,083.62","53,799,645.50","127,736,872.45","199,889,926.28","255,415,629.88","50,075,205.24","121,278,534.23","202,939,114.78","279,206,902.26","64,241,107.39","164,238,862.84","299,673,673.61","384,239,780.71","97,500,301.14","197,569,120.77","285,267,875.25","402,221,092.52","85,672,801.05","191,733,228.23","252,667,145.24","481,744,019.36","111,506,421.85","244,550,196.79","369,264,900.56","557,572,045.95","173,605,913.60","913,973,654.21","1,907,246,578.11","1,400,496,601.73","978,102,343.05","2,147,198,793.01"
吸收投资收到的现金,"1,250,000.00",,,"1,068,565,000.00","1,068,565,000.00","1,068,565,000.00","1,071,015,000.00",,,"2,250,000.00","2,250,000.00",,,,,,,,,,,,,,"102,666,659.34","102,666,659.34","102,666,659.34",,,"948,475,405.50","950,075,405.50",,,,"78,585,900.00",,
