科目,2007-03-31,2007-06-30,2007-09-30,2007-12-31,2008-03-31,2008-06-30,2008-09-30,2008-12-31,2009-03-31,2009-06-30,2009-09-30,2009-12-31,2010-03-31,2010-06-30,2010-09-30,2010-12-31,2011-03-31,2011-06-30,2011-09-30,2011-12-31,2012-03-31,2012-06-30,2012-09-30,2012-12-31,2013-03-31,2013-06-30,2013-09-30,2013-12-31,2014-03-31,2014-06-30,2014-09-30,2014-12-31,2015-03-31,2015-06-30,2015-09-30,2015-12-31,2016-03-31,2016-06-30,2016-09-30,2016-12-31,2017-03-31,2017-06-30,2017-09-30,2017-12-31,2018-03-31,2018-06-30
货币资金,"52,572,612.43","53,084,897.01","42,482,413.77","49,347,828.98","31,208,917.12","27,967,387.16","17,011,263.83","30,573,451.11","59,914,033.60","122,413,830.78","101,180,050.53","62,063,730.11","70,689,530.20","87,975,713.75","80,517,527.68","50,283,246.89","68,048,071.95","66,347,178.27","82,641,438.42","30,162,584.76","74,811,184.72","82,471,672.00","64,873,983.71","112,581,512.74","123,173,336.36","151,005,847.23","115,729,856.04","1,052,373,551.04","1,006,268,881.90","858,659,607.39","595,961,872.84","591,540,323.15","351,355,856.85","290,809,351.43","324,113,163.87","316,469,700.72","232,020,817.81","305,164,983.29","399,080,813.91","495,125,344.53","212,781,117.86","826,090,790.84","555,501,064.69","320,297,815.65","422,478,901.95","201,090,582.61"
短期借款,"90,267,000.00","90,967,000.00","79,967,000.00","78,267,000.00","88,267,000.00","87,600,000.00","91,100,000.00","96,830,000.00","98,350,000.00","94,950,000.00","91,120,000.00","104,080,000.00","108,415,977.22","37,888,000.00","12,000,000.00",,,,,"93,000,000.00","146,000,000.00","136,950,000.00","132,450,000.00","128,950,000.00","148,000,000.00","158,000,000.00","144,500,000.00","185,598,802.92","170,322,447.78","196,646,078.21","108,622,921.04","134,563,908.15","130,739,696.43","81,910,741.29","88,078,083.92","88,707,123.43","88,958,250.31","176,838,764.63","275,993,919.61","273,273,800.00","243,802,350.00","327,715,747.96","374,100,762.21","377,379,893.05","380,896,460.17","229,685,538.45"
交易性金融资产,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
交易性金融负债,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
应收票据,"24,138,173.14","30,252,845.89","6,800,000.00","32,496,722.00","16,554,135.28","25,157,947.86","35,655,461.25","33,822,606.19","12,476,794.00","48,737,803.82","45,433,320.93","91,663,223.76","86,691,912.53","47,083,498.45","34,887,197.80","71,607,252.38","8,926,400.00","47,016,424.56","19,071,407.75","109,626,768.39","74,403,692.15","71,927,082.27","81,389,198.14","63,342,795.71","75,797,569.71","68,374,051.21","73,630,107.75","66,272,688.98","61,011,529.43","44,144,510.89","29,657,472.00","41,278,838.50","35,219,015.46",,,,,,,,,"2,900,000.00",,,,
应付票据,"44,403,000.00","50,358,000.00","42,832,847.74","30,402,347.74","17,572,895.25","15,387,395.25","16,151,000.00","30,416,798.00","55,289,413.99","122,558,815.99","97,372,590.00","74,818,988.76","89,165,646.76","76,575,149.52","59,075,177.98","35,844,528.46","34,182,631.51","50,582,804.50","66,597,424.13","73,862,280.05","109,861,554.00","166,607,254.00","141,664,695.01","99,738,293.56","115,413,889.59","118,710,291.03","174,288,300.00","182,217,300.00","187,432,400.00","196,583,400.00","161,550,000.00","172,401,000.00","180,342,563.70",,,,,,,"40,000,000.00",,,,,,
应收账款,"116,626,625.21","129,025,642.10","117,642,422.06","112,750,570.97","114,898,484.96","117,133,712.49","116,020,006.26","120,038,342.54","163,251,007.31","149,305,831.33","147,624,706.52","145,455,979.81","182,280,291.50","146,402,616.65","132,738,625.99","112,684,584.30","138,737,705.43","109,230,504.13","120,767,719.29","144,708,590.15","182,462,240.58","159,200,328.73","147,140,831.97","166,168,855.50","197,392,629.17","203,132,291.22","176,778,000.51","237,672,744.17","187,526,243.28","207,768,889.33","283,731,517.24","215,554,923.83","211,781,220.65","68,071,392.81","68,189,814.49","59,761,102.61","50,843,904.83","53,199,376.94","39,193,279.28","96,791,287.97","101,058,274.92","29,638,082.77","62,471,451.35","36,351,062.01","59,851,200.43","49,506,784.24"
应付账款,"150,536,778.53","156,905,834.50","128,587,286.92","141,768,445.80","133,615,171.77","160,745,170.27","166,185,237.89","132,529,790.65","144,397,526.67","155,515,679.85","145,270,395.16","169,707,084.77","192,148,569.04","134,547,422.11","127,446,871.91","151,743,643.80","151,370,934.72","109,171,817.87","134,707,200.14","193,111,267.82","221,050,280.40","208,455,210.04","227,794,984.28","250,370,357.16","249,311,464.41","252,582,196.40","178,347,025.04","224,631,314.31","248,281,919.79","267,134,492.05","276,258,477.39","260,219,724.04","263,534,668.87","42,815,822.38","41,893,774.85","40,779,911.34","27,660,532.45","42,865,259.13","89,944,709.30","158,463,556.55","147,981,485.85","53,522,959.05","65,478,504.51","82,395,330.20","81,178,635.45","90,397,550.51"
预付款项,"31,549,803.00","31,549,803.00","39,549,803.00","14,018,579.76","14,687,042.24","10,922,959.85","12,120,357.56","18,703,816.16","18,361,456.09","15,854,597.69","12,371,468.31","19,479,061.20","17,321,270.15","24,960,101.12","23,366,083.98","7,162,724.97","4,228,108.22","2,343,572.43","-557,607.74","7,298,915.89","5,660,230.74","5,264,769.04","8,900,315.82","13,705,866.52","10,102,570.33","13,127,446.21","13,801,791.22","29,438,045.46","39,026,143.61","118,960,588.95","196,819,811.94","253,486,062.64","311,041,717.00","226,046,117.12","231,257,402.43","64,760,306.43","42,153,629.10","41,269,445.42","46,840,960.95","34,374,817.43","35,130,206.59","28,184,262.54","23,718,879.10","19,886,666.20","16,114,303.70","36,922,922.71"
预收款项,"2,283,261.35","2,283,261.35","2,283,261.35","2,881,809.39","2,881,809.39","2,283,261.35","2,283,261.35","3,825,343.49","3,825,343.49","2,394,356.35","2,283,261.35","3,206,283.13","3,206,283.13","2,283,261.35","2,283,261.35","3,497,623.36","2,283,261.35","1,091,843.82",,"1,334,169.76","100,260.00","100,260.00","836,253.81","1,108,905.68","3,231,102.45","2,707,845.42","3,318,503.03","15,005,844.25","2,725,804.55","26,045,295.86","40,001,528.15","58,914,131.77","53,034,638.19","10,877,731.83","4,591,453.58","4,804,259.61","2,051,807.06","1,781,084.75","2,979,517.82","24,142,935.09","26,262,296.65","33,777,866.40","36,538,504.90","22,124,827.05","27,355,885.46","31,638,785.26"
