科目,2007-12-31,2008-12-31,2009-12-31,2010-03-31,2010-06-30,2010-09-30,2010-12-31,2011-03-31,2011-06-30,2011-09-30,2011-12-31,2012-03-31,2012-06-30,2012-09-30,2012-12-31,2013-03-31,2013-06-30,2013-09-30,2013-12-31,2014-03-31,2014-06-30,2014-09-30,2014-12-31,2015-03-31,2015-06-30,2015-09-30,2015-12-31,2016-03-31,2016-06-30,2016-09-30,2016-12-31,2017-03-31,2017-06-30,2017-09-30,2017-12-31,2018-03-31
货币资金,"65,536,273.64","33,646,856.66","62,835,310.40","633,420,833.35","566,082,589.10","493,565,931.78","493,574,552.23","479,588,237.58","451,632,962.31","422,021,562.86","433,148,060.40","417,164,278.06","414,314,940.09","401,931,665.03","400,185,158.47","377,411,911.44","366,210,833.75","376,683,767.29","386,243,395.83","353,185,578.40","351,641,889.96","355,229,626.25","346,400,933.80","298,112,799.96","292,881,086.56","267,500,074.22","275,247,686.18","1,136,308,466.61","935,406,869.94","737,221,988.29","827,407,781.58","825,837,153.93","568,776,755.51","607,261,988.28","553,791,696.36","410,244,965.41"
短期借款,"12,000,000.00","20,000,000.00","33,000,000.00","30,000,000.00",,"1,000,000.00",,,,,,,,,,,,,,"800,000.00","800,000.00","800,000.00",,,,,,,,,,,,,,
交易性金融资产,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
交易性金融负债,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
应收票据,"11,899,451.44","11,875,020.00","15,393,000.00","11,050,000.00","21,942,240.00","41,961,495.86","37,674,833.56","25,515,720.00","17,053,531.00","17,322,661.97","29,652,952.34","28,298,053.50","8,667,991.54","16,034,486.36","25,131,030.00","27,331,717.00","20,084,000.00","19,335,831.13","34,317,005.90","39,058,221.14","18,560,000.00","20,700,547.00","40,113,410.60","34,572,368.41","35,922,669.58","42,352,635.38","67,474,643.67","59,502,502.42","60,204,547.03","57,811,202.44","58,315,802.40","49,622,541.14","63,954,436.31","70,907,665.98","67,353,505.78","62,759,137.78"
应付票据,,,,,,,"1,132,636.10","1,541,636.10","1,766,412.00","2,743,337.80","5,411,983.60","6,033,940.30","8,547,336.30","5,209,458.20","3,233,942.00","3,092,617.00","3,767,549.00","8,334,439.00","7,149,144.60","1,660,544.60","5,539,656.39","16,676,075.83","16,589,267.08","13,912,152.88","15,484,866.76","17,559,176.52","18,467,333.72","22,181,951.50","28,568,440.44","13,645,860.08","8,026,172.00","6,516,811.91","7,542,505.59","8,333,328.53","5,719,466.99","3,846,822.15"
应收账款,"70,470,533.57","97,492,230.47","93,929,504.97","114,396,008.38","173,432,404.46","150,858,605.08","160,540,230.83","160,213,781.57","174,549,012.77","190,658,118.83","197,528,336.72","205,861,470.54","220,322,168.10","230,125,213.09","203,931,680.94","202,636,953.60","254,054,868.02","253,426,475.86","206,402,646.83","220,796,206.54","238,290,923.94","254,233,978.57","248,313,159.36","304,040,631.43","280,050,897.69","312,880,212.55","303,776,364.86","316,785,686.19","349,846,178.66","352,556,012.96","415,625,575.31","386,752,195.56","413,646,060.89","390,292,364.37","457,982,949.69","462,804,339.20"
应付账款,"29,439,468.40","29,677,915.65","35,502,189.04","35,481,389.81","58,694,920.49","75,749,197.71","71,125,841.64","65,711,562.09","59,701,475.47","54,588,714.63","47,555,807.34","56,215,022.48","61,800,845.09","73,365,066.91","62,612,276.71","64,963,618.12","90,157,496.90","86,386,245.00","92,763,340.15","119,622,711.43","106,099,956.38","111,020,663.66","81,035,173.17","122,649,012.80","116,775,667.39","173,188,427.13","151,807,215.65","151,511,149.22","133,530,445.44","147,323,436.40","147,138,996.56","154,164,370.48","180,713,992.97","181,836,702.79","194,762,842.56","195,195,419.21"
预付款项,"5,627,215.18","25,996,732.49","13,876,480.63","32,728,081.74","41,562,260.43","68,318,844.56","35,711,258.34","50,068,829.58","48,789,538.34","50,439,394.12","35,409,881.89","51,524,440.01","57,230,491.37","63,514,511.73","63,126,966.44","70,274,436.13","72,523,849.82","77,175,809.15","23,148,834.96","22,992,361.68","23,019,953.91","27,589,824.45","10,894,080.06","15,658,614.68","19,298,428.97","27,000,383.11","23,184,187.85","27,023,792.05","21,527,588.11","27,738,079.08","10,947,281.38","18,872,672.51","18,595,859.16","23,301,788.80","14,234,731.56","25,098,410.79"
预收款项,"17,018,530.72","16,371,722.31","13,300,600.68","8,895,883.20","17,416,546.68","17,289,017.60","10,232,479.27","14,049,244.19","16,451,670.10","23,104,991.60","16,203,413.07","27,244,474.11","34,184,986.78","44,354,259.12","27,935,002.06","32,404,879.84","50,080,541.79","52,788,204.82","38,681,566.62","46,672,584.52","53,724,741.92","60,635,008.15","39,365,861.32","48,485,872.78","50,946,001.10","55,110,301.55","33,895,433.40","31,299,577.33","38,631,025.78","55,864,371.92","46,419,624.62","42,251,719.93","42,552,242.79","43,288,248.17","53,691,750.78","69,602,938.37"
其他应收款,"2,807,239.65","2,407,878.93","1,791,742.25","2,146,246.54","3,420,055.18","4,199,296.25","4,772,459.70","5,709,258.45","7,336,933.45","6,856,612.29","3,114,675.13","7,970,070.16","6,405,045.87","4,405,588.07","2,946,160.27","8,593,101.57","9,471,356.87","9,389,453.12","8,455,757.59","10,934,026.92","11,915,746.22","12,673,860.61","10,482,352.62","13,320,851.55","14,862,138.81","27,032,829.75","13,387,306.13","15,161,664.58","16,174,467.24","19,029,719.20","15,347,027.70","16,101,246.76","18,166,193.42","17,543,197.09","14,459,034.90","16,976,810.87"
应付职工薪酬,"4,239,403.39","3,567,274.14","3,036,770.95","2,849,925.95","2,637,337.31","2,595,211.57","2,257,616.21","2,153,430.21","1,992,873.71","1,322,786.01","2,967,094.76","909,460.76","1,010,548.76","1,010,548.76","1,010,548.76","888,351.59","1,010,548.76","1,010,548.76","7,587,137.59","1,026,354.15","3,776,332.01","3,776,333.01","14,946,996.32","1,029,484.97","1,030,164.48","1,030,164.65","25,473,144.61","607,841.45","595,871.45","5,027,445.65","31,284,865.63","2,234,804.25","634,804.25","12,395,871.45","44,572,099.09","1,125,805.57"
应收关联公司款,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
应交税费,"4,686,578.85","3,172,927.59","8,368,318.62","2,557,001.80","9,986,912.97","5,795,019.18","6,253,679.67","2,090,945.23","2,190,297.43","1,473,705.98","4,125,284.33","4,168,634.68","4,323,034.89","6,022,650.27","753,290.49",,"2,901,742.88","4,414,458.76","4,992,523.85","-2,294,999.66","908,266.97","1,423,391.71","8,064,827.23","7,020,324.06","7,546,917.56","6,391,489.17","16,411,009.11","10,387,686.50","9,053,833.44","9,907,926.68","21,766,508.92","15,307,462.28","12,092,102.57","17,042,892.98","21,900,099.03","15,030,555.60"
应收利息,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
应付利息,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
应收股利,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
应付股利,"668,352.44","668,352.44","668,352.44",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
存货,"38,844,065.90","34,242,989.93","38,628,160.05","43,469,703.89","41,923,214.63","63,720,728.09","66,984,532.01","78,726,558.68","74,906,383.86","77,234,526.34","64,908,345.94","79,228,101.79","74,140,967.38","78,880,684.22","71,271,285.12","86,267,689.76","88,557,919.73","91,713,361.51","88,405,030.74","113,289,891.41","118,420,822.06","120,627,521.22","105,463,402.63","103,675,909.08","137,376,877.11","175,969,647.68","146,326,309.11","156,196,477.06","151,721,606.29","163,413,982.47","143,005,652.05","156,176,603.91","148,482,008.40","147,316,233.78","132,529,482.79","144,208,874.16"
其他应付款,"25,322,300.85","678,718.82","208,179.45","12,404,809.84","2,351,033.47","2,146,035.65","314,182.82","359,965.02","457,096.17","547,348.12","531,067.77","971,729.55","892,618.65","483,919.80","687,859.42","302,622.53","400,522.72","597,909.54","961,383.78","4,128,750.39","3,727,304.00","5,379,873.70","2,987,448.74","4,566,681.21","2,196,106.01","6,093,143.26","2,714,393.94","5,760,567.28","4,378,317.95","3,453,986.98","1,551,529.28","2,388,569.61","8,557,330.31","8,072,555.48","5,368,395.74","8,485,476.89"
其中:消耗性生物资产,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
应付关联公司款,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
一年内到期的非流动资产,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
一年内到期的非流动负债,,"7,000,000.00","15,000,000.00","5,000,000.00","5,000,000.00",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
其他流动资产,,,,,,,,,,,,,,,,,,,,,,,"1,097,693.77","996,618.54","2,116,569.43","1,704,792.64","2,033,825.51","2,402,371.60","192,801,612.30","403,124,070.16","345,138,654.42","334,919,019.33","595,627,516.44","605,315,283.06","700,127,532.17","781,906,416.44"
其他流动负债,,,,,,,,,,,,,,,,"1,010,548.76",,,,,,,,,,,,,,,,,"944,243.93",,"381,581.31","381,581.31"
流动资产合计,"195,184,779.38","205,661,708.48","226,454,198.30","837,210,873.90","848,362,763.80","822,624,901.62","799,257,866.67","799,822,385.86","774,268,361.73","764,532,876.41","763,762,252.42","790,046,414.06","781,081,604.35","794,892,148.50","766,592,281.24","772,515,809.50","810,902,828.19","827,724,698.06","746,972,671.85","760,256,286.09","761,849,336.09","791,055,358.10","762,765,032.84","770,377,793.65","782,508,668.15","854,440,575.33","831,430,323.31","1,713,380,960.51","1,727,682,869.57","1,760,895,054.60","1,815,787,774.84","1,788,281,433.14","1,827,248,830.13","1,861,938,521.36","1,940,478,933.25","1,903,998,954.65"
流动负债合计,"93,374,634.65","81,136,910.95","109,084,411.18","97,189,010.60","96,086,750.92","104,574,481.71","91,316,435.71","85,906,782.84","82,559,824.88","83,780,884.14","76,794,650.87","95,543,261.88","110,759,370.47","130,445,903.06","96,232,919.44","102,662,637.84","148,318,402.05","153,531,805.88","152,135,096.59","171,615,945.43","174,576,257.67","199,711,346.06","162,989,573.86","197,663,528.70","193,979,723.30","259,372,702.28","248,768,530.43","221,748,773.28","214,757,934.50","235,223,027.71","256,187,697.01","222,863,738.46","253,037,222.41","270,969,599.40","326,396,235.50","293,668,599.10"
可供出售金融资产,,,,,,,,,,,,,,,,,,,,,,"4,500,000.00","4,500,000.00","4,500,000.00","4,500,000.00","4,500,000.00","4,500,000.00","4,500,000.00","5,500,000.00","5,500,000.00","5,500,000.00","5,500,000.00","5,500,000.00","5,500,000.00","1,000,000.00","1,000,000.00"
长期借款,,"15,000,000.00",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
持有至到期投资,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
应付债券,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
长期应收款,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
长期应付款,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
长期股权投资,,,,,,,,,,,"1,000,000.00","1,000,000.00","2,000,000.00","2,000,000.00","2,000,000.00","2,000,000.00","4,500,000.00","4,500,000.00","4,500,000.00","4,500,000.00","4,500,000.00",,,,,,,"1,000,000.00",,,"1,845,328.50","1,642,382.08","1,470,429.24","1,367,954.45","342,733.03","341,876.77"
专项应付款,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
投资性房地产,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"3,287,400.31","3,248,853.13"
预计负债,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
固定资产,"18,047,110.38","18,131,536.75","22,933,845.14","22,934,445.05","24,438,092.26","25,096,817.58","32,025,762.54","34,336,894.35","37,354,558.12","38,295,662.53","91,239,513.67","89,540,629.93","87,509,741.16","93,970,058.57","92,950,300.29","90,934,656.72","93,839,185.73","91,485,686.30","202,434,886.57","201,339,003.08","200,378,513.54","199,079,612.20","199,577,038.80","199,019,099.55","197,581,811.35","196,213,401.95","336,505,692.96","332,291,468.42","339,288,957.53","338,523,055.38","335,579,518.70","333,519,712.57","329,979,732.33","325,854,808.77","374,318,988.76","371,475,717.52"
递延所得税负债,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
在建工程,,"2,389,674.69","18,796,421.46","20,153,404.18","20,281,104.18","23,399,389.15","19,984,114.04","21,201,791.66","32,723,364.36","47,112,204.56","15,138,194.63","16,501,352.28","37,531,488.07","42,552,795.91","49,558,959.58","57,685,893.99","60,569,669.78","63,825,117.94","42,295,486.76","56,302,486.76","62,272,839.87","68,040,948.93","70,379,229.78","83,569,984.82","94,104,438.28","105,471,651.14","492,882.46","10,784,957.71","1,925,797.75","1,688,421.25","4,704,725.82","5,960,764.99","15,442,364.88","24,577,156.71","2,378,702.84","11,883,179.22"
其他非流动负债,,"5,275,000.00","9,200,000.00","6,700,000.00","6,700,000.00","6,700,000.00",,,,,,,,,"3,000,000.00","3,000,000.00","3,000,000.00","5,000,000.00","4,348,738.90","8,848,738.90","8,848,738.90","9,848,738.90","9,185,191.96",,,,,,,,,,,,,
工程物资,,,,,,,"9,840,171.04","9,840,171.04","9,840,171.04","9,840,171.04",,,,,,,,,,,,,,,,,,,,,,,,,,
非流动负债合计,,"20,275,000.00","9,200,000.00","6,700,000.00","6,700,000.00","6,700,000.00",,,,,,,,,"3,000,000.00","3,000,000.00","3,000,000.00","5,000,000.00","4,348,738.90","8,848,738.90","8,848,738.90","9,848,738.90","9,185,191.96","8,670,947.10","4,300,000.00","6,064,500.00","16,900,000.00","16,900,000.00","9,519,752.34","12,319,752.34","15,786,554.45","15,786,554.45","12,110,000.00","17,563,493.93","18,565,000.00","18,420,100.00"
固定资产清理,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
