科目,2007年度,2008年度,2009年1-6月,2009年1-9月,2009年度,2010年1-3月,2010年1-6月,2010年1-9月,2010年度,2011年1-3月,2011年1-6月,2011年1-9月,2011年度,2012年1-3月,2012年1-6月,2012年1-9月,2012年度,2013年1-3月,2013年1-6月,2013年1-9月,2013年度,2014年1-3月,2014年1-6月,2014年1-9月,2014年度,2015年1-3月,2015年1-6月,2015年1-9月,2015年度,2016年1-3月,2016年1-6月,2016年1-9月,2016年度,2017年1-3月,2017年1-6月,2017年1-9月,2017年度,2018年1-3月,2018年1-6月,2018年1-9月,2018年度,2019年1-3月
一、营业收入,"1,762,014,975.70","2,682,203,715.00","1,804,563,004.45","2,892,240,127.88","4,002,048,450.63","1,933,433,793.76","3,487,100,334.32","5,554,300,159.79","7,619,092,696.22","3,633,800,730.28","6,171,743,874.03","9,697,320,356.40","12,740,921,687.60","5,961,705,523.68","9,309,772,422.09","13,996,989,330.97","17,270,481,272.53","6,322,817,289.74","9,410,318,067.08","13,053,173,028.81","15,023,624,944.56","5,669,736,627.54","8,653,096,950.30","12,305,346,980.52","14,672,214,730.18","6,259,682,602.64","9,571,451,211.53","13,661,026,388.95","16,052,444,099.28","6,843,010,210.81","10,193,599,291.72","14,667,079,390.71","17,183,109,620.08","7,588,577,705.68","11,530,491,074.18","16,878,326,032.28","19,917,942,238.16","9,537,587,047.10","14,542,579,775.61","20,965,660,630.72","24,159,801,994.68","10,889,633,584.07"
二、营业利润,"589,718,247.66","998,346,807.31","775,986,598.42","1,202,384,148.29","1,665,688,795.07","961,949,527.90","1,435,088,979.48","2,104,463,773.56","3,079,869,112.86","1,722,540,705.09","2,579,350,993.41","4,042,367,672.35","5,524,600,710.80","2,951,072,981.79","4,205,349,183.54","6,408,159,905.71","8,188,760,899.97","3,139,599,940.81","4,414,276,417.91","6,018,240,704.84","6,705,585,987.49","2,669,917,547.46","3,805,899,809.27","5,348,597,674.16","6,009,511,515.91","2,971,545,607.14","4,243,818,274.59","5,974,534,472.41","7,140,086,741.76","3,277,794,131.73","4,548,502,036.87","6,428,489,456.89","7,727,284,641.51","3,654,395,553.19","5,200,871,219.22","7,424,522,824.31","8,836,473,045.87","4,673,864,457.60","6,682,806,904.02","9,387,755,653.15","10,813,651,816.95","5,369,652,837.16"
减:营业成本,"907,809,836.18","1,278,070,327.74","791,357,602.74","1,321,088,352.45","1,662,247,601.28","771,553,443.76","1,474,286,329.62","2,486,297,155.07","3,328,594,724.65","1,488,205,484.82","2,646,977,151.57","4,243,870,858.54","5,329,366,249.67","2,268,096,763.39","3,565,644,194.13","5,362,408,567.20","6,294,198,672.67","2,480,071,114.24","3,676,170,197.57","5,060,171,546.00","5,945,715,709.35","2,285,892,093.93","3,407,825,525.97","4,780,680,539.96","5,777,412,894.21","2,502,938,317.26","3,762,356,327.94","5,330,693,261.55","6,115,069,097.67","2,695,932,516.53","4,009,582,190.79","5,735,804,449.80","6,202,978,828.59","2,941,911,478.63","4,623,801,493.88","6,371,076,317.86","6,681,148,562.16","2,404,885,243.10","4,144,543,172.78","5,653,402,852.96","6,353,242,198.27","3,017,455,466.07"
加:补贴收入,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
营业税金及附加,"16,223,457.61","26,599,811.09","21,251,992.15","30,938,622.04","41,855,343.65","21,653,777.68","35,841,173.98","65,500,015.95","87,331,062.62","54,177,037.42","92,742,323.69","153,600,718.29","179,166,033.71","110,973,224.54","153,197,788.87","211,949,283.69","241,145,252.06","95,368,804.19","124,954,795.28","168,927,868.75","187,286,764.95","84,225,286.92","111,746,738.23","170,909,870.32","190,351,431.49","105,768,103.95","147,865,321.60","209,895,890.25","229,394,196.11","116,281,807.27","162,047,048.76","234,477,497.29","309,567,399.64","146,365,847.37","223,477,296.55","557,558,898.83","1,151,869,831.30","1,545,971,948.01","2,118,329,322.46","3,371,234,585.87","3,769,929,974.08","1,551,684,225.68"
营业外收入,"3,022,118.19","6,841,545.37","10,489,054.04","11,642,359.89","20,866,451.98","1,573,519.48","7,671,080.25","18,024,532.17","32,153,297.74","8,103,332.57","23,019,368.70","33,252,003.96","37,099,378.07","2,882,569.91","37,110,717.82","42,664,193.07","48,670,786.76","3,964,196.13","8,814,223.37","28,908,165.83","18,594,495.17","3,806,266.35","9,402,656.06","13,162,928.49","45,335,683.99","5,491,560.82","11,054,103.66","16,176,501.95","36,262,587.96","3,788,185.32","12,742,512.53","21,957,881.08","45,877,768.15","11,028,453.72","30,480,521.91","43,234,269.47","19,822,054.76","4,376,827.14","11,191,029.74","20,723,569.18","37,931,006.18","5,826,916.96"
销售费用,"138,369,838.58","226,590,907.89","136,525,207.43","188,877,321.56","405,179,923.46","120,573,527.72","373,069,561.04","617,878,841.20","736,996,355.32","228,639,250.64","583,856,963.39","844,730,263.96","1,209,425,993.53","457,004,563.63","993,502,306.52","1,424,196,421.20","1,774,903,604.85","424,133,141.61","805,624,430.53","1,222,197,916.29","1,387,705,065.64","356,644,134.68","791,721,429.95","1,178,737,803.99","1,679,836,848.12","383,676,382.59","829,625,855.69","1,266,410,064.13","1,882,406,796.81","439,268,461.73","834,496,994.51","1,330,198,551.51","1,869,001,821.53","506,874,763.47","956,290,842.81","1,605,461,834.93","2,387,447,107.05","602,024,945.00","1,173,283,871.19","1,982,390,789.18","2,561,401,628.22","697,211,738.23"
减:营业外支出,"13,171,941.69","12,350,476.03","1,911,530.58","8,369,945.60","13,247,084.39","552,250.65","11,965,205.02","15,160,823.02","35,805,705.96","13,205,799.93","16,108,310.23","19,397,827.97","30,982,575.38","1,703,698.58","3,526,111.75","5,771,789.96","21,969,236.00","177,167.82","11,193,955.20","22,279,315.64","38,327,529.46","2,272,536.01","7,598,843.35","8,742,269.42","24,137,916.85","4,138,192.16","6,921,980.41","8,891,755.04","11,030,365.76","668,896.04","5,934,926.59","9,921,344.89","12,196,845.92","6,527,421.75","9,566,691.38","14,673,441.99","8,340,532.81","378,543.22","1,984,748.50","5,766,487.81","12,397,034.29","1,811,548.11"
管理费用,"112,967,512.48","169,726,508.33","86,099,648.17","159,181,465.30","245,981,991.56","62,238,783.89","190,543,824.46","306,440,546.39","441,167,599.15","148,002,404.24","291,176,762.43","481,812,387.28","660,981,057.29","230,967,029.05","494,908,878.68","770,700,532.25","1,020,217,375.22","263,428,676.83","498,391,058.22","746,339,694.56","1,037,405,567.90","341,738,108.44","661,741,154.04","997,616,631.75","1,267,056,865.29","345,671,905.21","699,310,538.66","1,084,789,772.11","1,447,878,278.72","420,191,874.14","818,347,509.16","1,209,259,128.70","1,582,435,251.45","458,519,929.57","799,994,253.11","1,299,488,069.32","1,532,148,106.93","471,919,433.86","879,927,101.13","1,303,560,226.02","1,704,265,102.61","534,182,547.07"
其中:非流动资产处置净损失,"3,710,200.40","502,432.46","756,863.47","2,007,723.13","4,633,028.98","469,693.40","505,878.40","1,616,884.93","2,915,509.35","843,650.26","1,632,864.66","2,256,949.16","4,364,756.48","96,067.44","396,862.46","426,546.15","5,154,999.84","28,043.18","400,571.63","3,015,923.09","6,766,923.97","947,952.79","3,275,129.91","3,663,346.79","4,357,554.34","209,723.57","539,571.28","673,510.42","764,862.54","612,323.60","5,232,600.53","6,095,887.48","6,551,591.02","4,600,571.98","6,650,363.41","7,680,531.26",,,,,,
堪探费用,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
加:影响利润总额的其他科目,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
财务费用,"321,927.76","-16,955,747.06","-6,850,258.16","-11,119,706.40","-20,653,462.70","-4,042,375.85","-18,299,585.21","-22,995,597.14","-51,764,454.65","-10,391,462.67","-25,022,774.26","-70,188,073.79","-156,539,345.55","-37,306,277.08","-50,218,001.37","-75,890,811.54","-120,712,322.16","-52,664,744.92","-68,179,398.14","-112,318,239.90","-196,472,477.19","-68,187,144.49","-117,911,465.68","-159,748,683.79","-236,686,300.28","-32,200,792.40","-26,817,544.03","-52,202,946.21","-196,359,141.05","-28,723,228.75","-28,737,363.73","-25,445,046.18","-8,947,212.14","-19,138,230.58","-34,091,176.13","-34,014,641.21","-33,912,331.47","19,849,905.67","-22,259,642.06","-35,607,490.66","-65,138,636.76","-17,161,315.41"
三、利润总额,"579,568,424.16","992,837,876.65","784,564,121.88","1,205,656,562.58","1,673,308,162.66","962,970,796.73","1,430,794,854.71","2,107,327,482.71","3,076,216,704.64","1,717,438,237.73","2,586,262,051.88","4,056,221,848.34","5,530,717,513.49","2,952,251,853.12","4,238,933,789.61","6,445,052,308.82","8,215,462,450.73","3,143,386,969.12","4,411,896,686.08","6,024,869,555.03","6,685,852,953.20","2,671,451,277.80","3,807,703,621.98","5,353,018,333.23","6,030,709,283.05","2,972,898,975.80","4,247,950,397.84","5,981,819,219.32","7,165,318,963.96","3,280,913,421.01","4,555,309,622.81","6,440,525,993.08","7,760,965,563.74","3,658,896,585.16","5,221,785,049.75","7,453,083,651.79","8,847,954,567.82","4,677,862,741.52","6,692,013,185.26","9,402,712,734.52","10,839,185,788.84","5,373,668,206.01"
