科目,2007-12-31,2008-06-30,2008-12-31,2009-03-31,2009-06-30,2009-09-30,2009-12-31,2010-03-31,2010-06-30,2010-09-30,2010-12-31,2011-03-31,2011-06-30,2011-09-30,2011-12-31,2012-03-31,2012-06-30,2012-09-30,2012-12-31,2013-03-31,2013-06-30,2013-09-30,2013-12-31,2014-03-31,2014-06-30,2014-09-30,2014-12-31,2015-03-31,2015-06-30,2015-09-30,2015-12-31,2016-03-31,2016-06-30,2016-09-30,2016-12-31,2017-03-31,2017-06-30,2017-09-30,2017-12-31
货币资金,"15,575,042,000.00","13,992,206,000.00","15,330,609,000.00","14,419,989,000.00","18,096,906,000.00","16,791,449,000.00","17,479,824,000.00","16,527,338,000.00","22,186,227,000.00","23,163,312,000.00","22,209,370,000.00","18,188,509,000.00","18,876,907,000.00","17,911,719,000.00","22,668,664,000.00","16,886,592,000.00","20,231,674,000.00","17,978,758,000.00","25,346,523,000.00","21,998,467,000.00","25,982,872,000.00","24,780,579,000.00","26,110,962,000.00","23,689,548,000.00","26,325,325,000.00","25,974,110,000.00","29,986,445,000.00","31,584,769,000.00","31,131,269,000.00","37,452,883,000.00","40,247,806,000.00","34,079,044,000.00","30,798,406,000.00","38,169,222,000.00","43,418,176,000.00","37,328,791,000.00","34,155,564,000.00","32,535,787,000.00","37,224,092,000.00"
短期借款,"1,380,289,000.00","865,758,000.00","564,827,000.00","490,335,000.00","356,604,000.00","767,054,000.00","744,098,000.00","681,864,000.00","196,500,000.00","241,302,000.00","245,333,000.00","240,108,000.00","335,042,000.00","381,539,000.00","442,583,000.00","706,135,000.00","1,431,372,000.00","1,666,810,000.00","1,818,444,000.00","1,630,207,000.00","1,909,510,000.00","1,943,256,000.00","2,139,180,000.00","2,050,841,000.00","2,050,573,000.00","1,981,392,000.00","4,892,929,000.00","4,402,896,000.00","1,949,590,000.00","2,126,166,000.00","1,092,242,000.00","1,302,196,000.00","1,954,109,000.00","1,624,838,000.00","2,146,310,000.00","2,216,045,000.00","2,055,708,000.00","2,892,073,000.00","2,553,508,000.00"
交易性金融资产,"447,613,000.00","309,435,000.00","91,860,000.00","61,868,000.00","51,353,000.00","53,709,000.00","86,745,000.00","69,254,000.00","180,080,000.00","184,839,000.00","121,872,000.00","184,042,000.00","201,353,000.00","285,910,000.00","212,269,000.00","145,847,000.00","103,226,000.00","55,614,000.00","106,973,000.00","201,390,000.00","145,486,000.00","42,011,000.00",,"200,299,000.00","231,452,000.00","243,440,000.00","908,100,000.00","838,346,000.00","777,545,000.00","684,944,000.00","754,044,000.00","788,277,000.00","820,860,000.00","874,401,000.00","898,093,000.00","933,176,000.00","865,018,000.00","644,211,000.00","518,550,000.00"
交易性金融负债,,"4,820,000.00","21,731,000.00","18,550,000.00","12,645,000.00","12,645,000.00","9,443,000.00","9,443,000.00","34,752,000.00","4,477,000.00",,,,,"2,243,000.00","1,589,000.00","20,153,000.00","87,481,000.00","76,155,000.00","75,056,000.00","48,766,000.00","31,971,000.00",,"37,773,000.00","32,800,000.00","3,571,000.00",,,,,,,,,,,,,
应收票据,"2,120,699,000.00","2,225,023,000.00","866,368,000.00","1,187,844,000.00","1,460,225,000.00","1,823,810,000.00","2,041,120,000.00","1,632,674,000.00","2,209,035,000.00","1,757,703,000.00","2,374,707,000.00","1,769,811,000.00","2,892,213,000.00","3,040,944,000.00","4,450,924,000.00","3,327,724,000.00","4,065,422,000.00","4,131,733,000.00","5,090,174,000.00","4,770,521,000.00","3,833,776,000.00","4,847,145,000.00","4,868,920,000.00","4,072,711,000.00","5,199,080,000.00","5,100,770,000.00","6,390,123,000.00","5,987,537,000.00","6,107,444,000.00","6,467,710,000.00","6,721,052,000.00","5,771,630,000.00","5,607,804,000.00","5,242,055,000.00","6,653,165,000.00","6,710,733,000.00","6,114,472,000.00","8,257,706,000.00","10,106,004,000.00"
应付票据,"1,850,728,000.00","1,929,769,000.00","2,046,475,000.00","1,973,727,000.00","1,723,683,000.00","1,892,363,000.00","1,580,267,000.00","944,404,000.00","1,174,140,000.00","1,465,017,000.00","1,539,233,000.00","1,214,738,000.00","1,572,707,000.00","1,790,482,000.00","1,993,882,000.00","1,618,876,000.00","1,799,167,000.00","2,365,049,000.00","2,456,807,000.00","2,411,444,000.00","3,080,978,000.00","3,588,947,000.00","4,144,473,000.00","3,745,250,000.00","4,023,513,000.00","5,027,624,000.00","4,898,054,000.00","4,080,463,000.00","4,131,307,000.00","3,787,332,000.00","3,276,107,000.00","3,133,564,000.00","4,524,869,000.00","5,301,241,000.00","5,913,034,000.00","5,579,987,000.00","5,435,486,000.00","6,551,968,000.00","7,144,728,000.00"
应收账款,"9,936,957,000.00","11,605,155,000.00","11,417,512,000.00","13,585,394,000.00","13,430,148,000.00","14,486,176,000.00","13,613,954,000.00","15,971,285,000.00","16,478,460,000.00","17,349,802,000.00","15,977,396,000.00","18,833,745,000.00","19,958,680,000.00","21,911,969,000.00","18,364,867,000.00","21,186,173,000.00","22,407,538,000.00","23,961,776,000.00","20,605,697,000.00","22,484,342,000.00","25,900,852,000.00","24,252,945,000.00","25,268,380,000.00","25,104,700,000.00","27,129,249,000.00","28,684,774,000.00","26,055,777,000.00","29,185,574,000.00","28,399,478,000.00","28,762,736,000.00","25,522,785,000.00","26,859,523,000.00","28,250,214,000.00","29,478,765,000.00","27,138,909,000.00","27,163,620,000.00","31,060,547,000.00","32,274,777,000.00","27,905,847,000.00"
应付账款,"9,442,498,000.00","9,486,996,000.00","9,979,819,000.00","11,001,617,000.00","13,786,804,000.00","15,288,175,000.00","12,818,416,000.00","14,237,641,000.00","15,506,016,000.00","15,809,432,000.00","15,967,932,000.00","18,587,766,000.00","20,524,211,000.00","21,046,008,000.00","20,656,571,000.00","22,106,485,000.00","22,019,210,000.00","24,126,544,000.00","24,031,249,000.00","22,275,831,000.00","26,075,862,000.00","25,466,214,000.00","25,098,974,000.00","24,514,610,000.00","28,169,923,000.00","28,506,502,000.00","26,937,592,000.00","27,796,845,000.00","28,466,117,000.00","31,033,585,000.00","28,207,094,000.00","28,618,910,000.00","31,443,647,000.00","32,853,249,000.00","30,699,455,000.00","32,724,563,000.00","35,424,982,000.00","38,670,778,000.00","33,740,212,000.00"
预付款项,"7,455,639,000.00","9,717,368,000.00","7,555,702,000.00","8,653,325,000.00","9,407,032,000.00","10,306,257,000.00","8,885,959,000.00","9,171,586,000.00","9,099,286,000.00","8,993,675,000.00","7,577,159,000.00","7,584,893,000.00","8,117,705,000.00","7,426,095,000.00","8,909,180,000.00","10,304,280,000.00","9,701,468,000.00","11,203,448,000.00","9,229,457,000.00","8,995,818,000.00","10,124,207,000.00","11,270,158,000.00","9,012,103,000.00","10,024,183,000.00","10,131,218,000.00","9,965,940,000.00","8,194,169,000.00","9,544,599,000.00","9,794,184,000.00","9,370,930,000.00","8,609,905,000.00","10,368,289,000.00","9,920,067,000.00","10,044,264,000.00","8,428,186,000.00","10,756,598,000.00","10,207,443,000.00","10,515,626,000.00","9,551,236,000.00"
预收款项,"24,437,223,000.00","28,266,179,000.00","29,317,526,000.00","29,624,427,000.00","30,746,709,000.00","30,678,461,000.00","31,720,710,000.00","30,306,672,000.00","29,967,080,000.00","31,390,145,000.00","30,861,254,000.00","27,656,662,000.00","27,235,438,000.00","26,038,493,000.00","28,235,416,000.00","26,155,863,000.00","25,094,252,000.00","25,910,480,000.00","28,007,230,000.00","27,221,232,000.00","28,079,834,000.00","32,083,489,000.00","31,906,727,000.00","32,638,957,000.00","33,273,340,000.00","33,859,572,000.00","36,109,438,000.00","37,475,447,000.00","36,977,322,000.00","37,441,816,000.00","38,928,148,000.00","38,219,362,000.00","38,517,242,000.00","39,738,056,000.00","43,651,680,000.00","44,170,594,000.00","41,831,300,000.00","43,853,045,000.00","44,100,234,000.00"
