科目,2007-03-31,2007-06-30,2007-09-30,2007-12-31,2008-03-31,2008-06-30,2008-09-30,2008-12-31,2009-03-31,2009-06-30,2009-09-30,2009-12-31,2010-03-31,2010-06-30,2010-09-30,2010-12-31,2011-03-31,2011-06-30,2011-09-30,2011-12-31,2012-03-31,2012-06-30,2012-09-30,2012-12-31,2013-03-31,2013-06-30,2013-09-30,2013-12-31,2014-03-31,2014-06-30,2014-09-30,2014-12-31,2015-03-31,2015-06-30,2015-09-30,2015-12-31,2016-03-31,2016-06-30,2016-09-30,2016-12-31,2017-03-31,2017-06-30,2017-09-30,2017-12-31,2018-03-31,2018-06-30
货币资金,"938,959,881.94","930,361,132.40","1,004,053,318.81","1,056,990,616.18","1,007,519,153.70","1,029,856,930.02","919,728,820.81","629,008,383.63","747,599,497.89","661,899,560.48","667,238,618.73","769,485,250.39","729,640,106.49","584,755,428.48","602,581,496.50","856,987,243.95","750,829,690.95","634,394,089.68","695,956,183.15","928,148,066.66","829,735,254.13","889,527,511.09","943,997,645.94","1,235,866,711.30","1,119,405,739.95","1,173,076,133.57","1,244,821,387.44","1,589,348,315.35","5,472,634,062.24","5,479,651,560.70","5,634,522,306.59","7,086,126,281.16","8,430,183,854.80","6,929,375,932.22","6,179,004,091.75","7,945,527,336.93","8,805,238,018.25","7,032,936,806.42","6,602,063,139.49","8,858,417,958.59","9,074,250,862.15","6,981,973,115.66","5,993,264,903.40","7,841,978,233.52","8,872,283,099.07","6,450,094,675.42"
短期借款,"420,000,000.00","382,000,000.00","442,000,000.00","352,000,000.00","332,000,000.00","322,000,000.00","215,000,000.00","200,000,000.00","200,000,000.00","140,000,000.00","90,000,000.00","40,000,000.00","40,000,000.00",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
交易性金融资产,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"5,092,346.00","22,226,163.72","33,687,409.56","70,716,554.19","53,054,421.36","49,543,764.11","30,809,687.95"
交易性金融负债,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
应收票据,"17,130,000.00","7,435,989.08","3,095,000.00","8,094,000.00","8,312,539.20","5,310,000.00","2,210,000.00","8,320,482.50","6,815,500.00","5,681,687.08","13,541,464.75","27,790,479.75","25,360,119.67","21,145,504.95","38,027,779.59","77,133,082.73","50,823,119.25","10,604,809.95","25,416,632.33","62,037,341.17","50,794,896.67","13,480,220.00","21,727,199.69","21,592,997.99","3,653,167.40","6,771,067.90","6,974,587.00","6,856,306.00","4,472,468.00","4,380,002.00","11,336,563.89","11,323,904.00","11,778,923.50","8,515,522.00","19,542,054.00","24,054,814.00","18,492,232.26","18,257,687.70","6,888,628.84","14,734,910.20","12,516,382.20","12,918,062.07","14,924,428.46","16,590,951.96","24,677,429.21","26,124,670.00"
应付票据,"71,916,870.35","61,458,787.69","39,613,820.99","52,384,234.25","34,599,162.71","47,810,307.40","49,787,162.32","25,930,256.24","27,249,374.97","17,893,700.99","21,000,000.00","12,800,000.00","5,000,000.00",,,,,,,,,,,,,,,,"363,725,000.00","1,205,185,000.00","1,665,400,000.00","1,683,595,000.00","1,814,995,000.00","1,817,198,000.00","1,642,508,000.00","1,759,580,000.00","1,955,700,000.00","1,919,100,000.00","1,658,952,887.00","1,867,780,000.00","2,317,610,000.00","2,161,290,000.00","1,681,450,000.00","1,758,830,000.00","2,278,820,000.00","2,319,014,640.00"
应收账款,"182,554,562.38","186,339,369.39","150,255,472.70","139,403,241.21","159,699,989.46","110,263,517.20","92,424,563.13","87,134,444.70","68,419,931.85","76,895,834.43","112,568,626.54","104,244,421.58","131,609,376.17","131,797,853.21","138,523,274.10","114,483,590.98","124,611,088.68","147,419,786.31","137,831,079.45","122,851,656.92","146,419,115.76","117,695,597.28","124,770,399.29","94,864,643.74","130,093,944.65","105,538,585.26","101,439,230.00","78,497,992.08","214,434,888.99","177,867,187.15","248,488,014.67","493,208,180.33","489,596,177.17","441,145,200.50","496,236,919.64","609,211,358.24","680,233,246.99","623,144,550.88","670,470,929.27","645,933,621.76","623,376,324.89","646,999,510.91","716,214,561.20","594,868,459.21","645,087,361.02","469,266,568.06"
应付账款,"67,645,504.65","114,673,389.87","61,339,365.67","58,936,852.98","52,757,059.22","56,948,721.96","51,147,593.08","49,125,686.77","46,929,772.01","53,757,343.57","60,461,794.84","71,886,780.46","66,787,423.55","78,395,213.21","75,831,831.71","73,235,235.40","78,497,879.30","77,988,663.34","122,223,587.70","117,334,882.50","108,613,080.38","112,898,321.83","119,734,869.72","135,474,045.19","99,256,721.35","87,112,739.09","96,940,671.47","99,133,364.05","4,331,565,616.43","3,460,548,729.41","5,578,041,641.20","4,737,467,813.61","5,928,833,304.59","4,779,176,974.18","6,769,088,171.33","7,913,778,936.13","8,022,095,814.52","6,964,003,732.38","7,736,713,055.85","7,507,506,995.95","7,637,814,323.77","6,771,260,400.49","7,007,775,052.04","6,711,195,042.62","8,257,654,651.58","6,332,818,158.18"
预付款项,"11,683,831.15","18,167,751.96","82,735,739.29","60,862,852.93","74,252,297.22","61,898,310.21","64,718,501.47","71,772,417.53","68,019,676.42","64,710,695.60","59,706,576.69","25,008,876.82","17,510,465.23","12,763,368.93","29,653,227.36","35,447,357.48","30,953,259.06","28,185,815.42","51,431,229.05","13,023,073.96","9,068,248.89","9,317,751.11","15,699,058.78","14,558,611.28","11,644,228.86","13,339,892.01","11,640,737.92","12,402,790.32","360,875,358.70","195,857,096.16","277,444,198.19","581,943,175.13","425,426,792.74","444,091,536.22","355,815,146.15","626,717,749.71","414,216,781.92","542,981,084.02","464,005,327.57","505,806,215.34","262,757,464.57","292,588,095.53","643,086,155.47","519,056,020.28","1,086,876,954.04","668,804,280.10"
预收款项,"33,975,380.59","41,268,322.26","53,634,329.35","56,305,860.02","58,465,037.32","62,577,336.42","40,992,892.17","71,708,766.04","30,651,896.57","82,245,636.45","60,379,311.21","111,146,047.36","68,797,329.22","85,946,235.13","79,251,409.19","217,433,324.33","146,702,276.94","166,598,301.36","131,825,926.88","325,871,549.57","242,553,763.45","256,791,784.30","245,507,648.30","480,367,362.63","457,511,990.09","420,656,847.30","400,124,154.29","715,613,004.01","1,307,825,591.03","938,822,336.48","897,000,133.45","1,081,600,341.39","1,175,758,792.79","1,190,896,932.10","421,764,121.12","867,920,251.40","868,515,505.47","861,505,049.42","444,752,262.91","955,404,338.29","941,853,601.25","1,013,799,996.97","793,768,248.42","1,661,095,431.89","1,455,400,580.68","2,151,658,026.84"
