科目,2012-12-31,2013-12-31,2014-12-31,2015-03-31,2015-06-30,2015-09-30,2015-12-31,2016-03-31,2016-06-30,2016-09-30,2016-12-31,2017-03-31,2017-06-30,2017-09-30,2017-12-31,2018-03-31,2018-06-30
应付债券,,,,,,,,,,,,,,,"497,342,644.05","497,564,857.56","497,789,540.11"
长期应收款,"118,816,089.68","162,162,669.76","349,688,445.52",,"435,006,478.14",,"599,991,628.02","709,027,383.03","843,885,069.42","934,746,835.45","1,056,653,690.79","1,090,950,717.36","1,050,993,998.34","1,071,770,990.91","1,147,117,390.60","1,234,314,606.25","1,404,656,502.88"
长期应付款,,,,,,,,,,,,,,,,,
长期股权投资,,,,,,,,,,,,,,,,,
专项应付款,,,,,,,,,,,,,,,,,
投资性房地产,,,,,,,,,,,"93,314.65","83,898.97","74,483.29","65,067.61","55,651.93","46,236.25","36,820.57"
预计负债,,,,,,,,,,,,,,,,,
固定资产,"29,377,853.73","28,424,344.43","27,141,283.84",,"26,253,808.47",,"26,731,234.51","28,205,195.10","32,164,544.84","38,507,268.99","61,945,914.06","60,494,301.93","61,309,697.74","64,031,413.32","67,378,393.40","68,202,648.45","72,049,658.88"
递延所得税负债,,,,,,,,,,,,,,,,,
在建工程,,,,,"560,000.00",,"583,333.00","1,085,716.70",,"4,062,015.57","569,076.67","2,328,803.34","2,569,415.73","3,256,172.16","3,840,818.80","4,439,688.99","9,992,844.37"
其他非流动负债,,,,,,,,,,,,,,,,,
工程物资,,,,,,,,,,,,,,,,,
非流动负债合计,,,"65,000,000.00","119,000,000.00","118,500,000.00","137,500,000.00","74,000,000.00","74,000,000.00","141,000,000.00","132,170,000.00","364,333,849.26","355,503,849.26","303,177,182.59","375,801,132.53","722,792,210.91","706,425,030.19","698,055,730.08"
固定资产清理,,,,,,,,,,,,,,,,,
负债合计,"318,079,319.68","444,811,549.85","542,700,419.35","570,536,900.00","623,495,865.21","622,641,700.00","711,869,311.63","667,291,306.04","735,672,740.55","880,930,471.80","2,236,684,513.95","2,174,816,842.98","2,698,400,425.13","2,746,877,932.82","4,019,679,511.31","3,828,042,701.58","4,149,804,627.89"
生产性生物资产,,,,,,,,,,,,,,,,,
实收资本(或股本),"50,000,000.00","50,000,000.00","50,000,000.00",,"50,000,000.00",,"66,700,000.00","66,700,000.00","203,771,000.00","203,771,000.00","240,490,601.00","240,490,601.00","601,207,498.00","601,207,498.00","600,857,480.00","600,796,977.00","600,796,977.00"
油气资产,,,,,,,,,,,,,,,,,
资本公积,"60,657,987.74","60,657,987.74","60,657,987.74",,"60,657,987.74",,"539,874,637.74","537,952,189.60","503,669,189.60","508,899,539.60","1,877,318,346.50","1,881,183,635.76","1,523,074,988.28","1,526,768,707.81","1,526,797,765.88","1,527,864,351.01","1,529,605,461.26"
无形资产,"263,155.52","293,880.59","219,545.06",,"221,989.67",,"227,413.99","215,867.82","283,889.65","450,892.23","514,235.41","487,812.98","695,108.03","608,109.89","537,075.09","448,738.44","347,753.29"
盈余公积,"9,791,614.36","19,797,116.53","30,415,121.69",,"30,415,121.69",,"33,350,000.00","33,350,000.00","33,350,000.00","33,350,000.00","46,863,662.32","46,863,662.32","46,863,662.32","46,863,662.32","54,343,734.83","54,343,734.83","54,343,734.83"
开发支出,,,,,,,,,,,,,,,,,
减:库存股,,,,,,,,,"102,788,000.00","102,788,000.00","102,788,000.00","102,788,000.00","102,256,000.00","72,780,400.00","68,885,748.42","68,208,175.32","68,208,175.32"
商誉,"2,810,165.42","2,810,165.42","2,810,165.42",,"2,810,165.42",,"2,810,165.42","2,810,165.42","2,810,165.42","60,189,069.34","793,217,393.67","793,217,393.67","793,217,393.67","793,217,393.67","793,217,393.67","793,217,393.67","793,217,393.67"
未分配利润,"89,987,053.94","181,251,941.32","278,197,083.26",,"342,882,198.34",,"385,664,982.29","401,474,138.66","417,510,963.42","443,174,034.35","542,454,187.98","535,044,057.53","617,122,697.88","658,195,584.50","783,017,543.52","794,833,825.40","898,355,183.59"
长期待摊费用,"352,680.84","170,550.60",,,,,,"1,531,552.00","1,405,708.00","1,313,760.00","1,223,760.00","1,133,760.00","3,638,099.63","3,630,129.51","9,760,138.02","8,045,207.40","6,971,786.54"
少数股东权益,"408,817.98","513,659.54","678,727.51",,"618,026.78",,"525,064.23",-377.68,-373.39,-368.01,"1,459,725.41","1,459,212.28","1,459,669.56","1,490,768.91","1,487,817.17","1,480,539.57","17,479,996.25"
递延所得税资产,"944,060.90","1,779,753.99","2,364,761.91",,"2,526,932.20",,"3,127,914.19","3,337,823.78","3,544,011.57","4,504,081.40","25,682,146.90","28,186,863.46","28,708,960.92","32,478,980.37","48,836,520.14","51,876,352.58","54,632,084.79"
外币报表折算价差,,,,,,,,,,,,,,,,,
其他非流动资产,,,,,,,"1,582,000.00","1,719,853.00","4,127,458.81","131,965.81","91,965.81","230,427.35","650,000.00","66,394,387.11","66,657,067.11","66,339,667.11","103,933,444.83"
非正常经营项目收益调整,,,,,,,,,,,,,,,,,
非流动资产合计,"152,564,006.09","195,641,364.79","382,224,201.75","399,917,100.00","467,379,373.90","528,035,200.00","635,053,689.13","747,933,556.85","888,220,847.71","1,043,905,888.79","1,939,991,497.96","1,977,113,979.06","1,951,857,157.35","2,045,452,644.55","2,147,400,448.76","2,236,930,539.14","2,455,838,289.82"
所有者权益(或股东权益)合计,"210,845,474.02","312,220,705.13","419,948,920.20","424,610,200.00","484,573,334.55","496,171,600.00","1,026,114,684.26","1,039,431,750.58","1,055,595,677.64","1,086,535,977.89","2,606,130,168.12","2,602,547,415.14","2,687,597,413.13","2,761,693,608.10","2,897,443,125.93","2,910,691,465.09","3,032,278,754.33"
资产总计,"528,924,793.70","757,032,254.98","962,649,339.55","995,147,100.00","1,108,069,199.76","1,118,813,200.00","1,737,983,995.89","1,706,723,056.62","1,791,268,418.19","1,967,466,449.69","4,842,814,682.07","4,777,364,258.12","5,385,997,838.26","5,508,571,540.92","6,917,122,637.24","6,738,734,166.67","7,182,083,382.22"
负债和所有者(或股东权益)合计,"528,924,793.70","757,032,254.98","962,649,339.55","995,147,100.00","1,108,069,199.76","1,118,813,200.00","1,737,983,995.89","1,706,723,056.62","1,791,268,418.19","1,967,466,449.69","4,842,814,682.07","4,777,364,258.12","5,385,997,838.26","5,508,571,540.92","6,917,122,637.24","6,738,734,166.67","7,182,083,382.22"
