科目,2013-12-31,2014-12-31,2015-12-31,2016-03-31,2016-06-30,2016-09-30,2016-12-31,2017-03-31,2017-06-30,2017-09-30,2017-12-31,2018-03-31,2018-06-30,2018-09-30,2018-12-31,2019-03-31
货币资金,"23,191,824.06","15,774,506.44","55,262,748.57","42,090,450.63","348,642,106.85","245,027,417.61","172,795,357.69","138,446,337.24","161,638,064.98","87,399,532.46","120,906,577.53","140,879,617.24","127,544,443.84","129,841,499.43","163,534,033.99","149,177,293.46"
短期借款,,"15,000,000.00",,,,,,"5,000,000.00","8,000,000.00","8,000,000.00","8,000,000.00","8,000,000.00",,,,
交易性金融资产,,,,,,,,,,,,,,,,"130,831,975.08"
交易性金融负债,,,,,,,,,,,,,,,,
应收票据,"41,231,943.69","52,995,548.23","65,726,517.97","34,020,122.03","16,860,398.85","26,396,993.72","72,138,621.09","29,393,197.97","23,948,314.69","42,517,845.45","68,169,811.29","39,236,054.89","34,169,703.28","56,425,826.59","86,658,164.04","66,998,401.63"
应付票据,,,,"2,890,000.00","3,296,730.00","406,730.00",,,,,,,"10,240,000.00",,"3,000,000.00",
应收账款,"11,272,787.42","21,016,627.47","18,039,493.35","56,592,228.26","82,056,222.62","96,877,613.79","29,970,701.35","68,418,813.26","83,527,885.42","85,861,092.51","24,370,579.50","76,993,304.57","98,139,541.98","103,350,470.10","40,475,785.61","83,764,429.61"
应付账款,"6,378,054.09","12,235,468.92","12,673,132.42","15,541,028.06","16,809,102.54","15,585,074.81","23,074,329.21","16,028,581.90","18,534,097.82","15,449,415.49","15,979,724.79","20,858,682.65","21,242,590.39",,"28,268,871.72",
预付款项,"6,771,004.57","5,047,629.51","5,190,977.97","7,883,037.03","1,188,738.02","1,616,919.64","2,748,825.16","12,932,334.97","9,800,297.53","6,774,121.27","6,465,628.95","14,023,721.43","16,741,097.58","8,721,441.73","10,700,420.96","10,582,168.39"
预收款项,"2,342,670.55","1,043,569.37","2,601,782.71","1,131,947.31","579,612.99","440,378.02","3,901,792.13","1,251,002.41","834,977.79","594,114.98","2,231,673.84","637,320.69","1,105,187.37","713,433.95","2,898,528.51","1,985,980.52"
其他应收款,"1,883,273.70","2,279,186.69","1,342,654.48","1,645,364.51","2,091,044.31","2,100,000.45","291,383.18","752,769.94","663,194.24","735,779.56","223,548.18","466,458.31","333,314.29","493,088.30","1,511,133.21","819,991.91"
应付职工薪酬,"5,584,766.47","7,736,502.46","8,356,504.21","2,319,422.28","5,154,053.79","6,603,893.29","9,919,721.77","2,759,000.19","6,492,490.36","7,624,956.00","10,972,756.31","3,926,618.33","6,101,349.51","7,245,400.60","10,959,145.00","3,366,036.14"
应收关联公司款,,,,,,,,,,,,,,,,
应交税费,"1,277,966.43","874,809.29","2,137,182.57","7,982,195.86","6,012,022.36","6,073,600.59","816,903.69","4,610,252.59","5,369,718.27","5,095,528.17","533,739.89","7,985,107.36","5,658,071.32","8,077,025.08","2,032,737.03","5,046,059.68"
应收利息,,,,,,"102,767.12",,,,,"1,679,968.96","867,924.53","505,182.22",,"814,163.85",
应付利息,,,,,,,,,,,,,,,,
应收股利,,,,,,,,,,,,,,,,
应付股利,,,,,,,,,"20,001,000.00",,,,,,,
存货,"19,179,645.93","30,825,254.61","25,507,639.26","28,683,827.75","32,304,744.13","31,840,332.35","33,053,963.41","41,192,974.30","48,497,215.45","49,466,747.26","56,082,000.48","53,562,044.65","50,782,770.02","52,186,401.47","54,130,731.44","49,683,519.21"
其他应付款,"103,928.44","538,126.77","1,501,622.57","1,418,005.53","6,953,075.70","4,478,439.83","3,220,249.91","2,486,402.03","4,622,054.06","6,040,989.08","2,730,352.33","3,874,903.69","12,571,252.27","12,816,845.23","13,240,298.35","11,335,851.43"
其中:消耗性生物资产,,,,,,,,,,,,,,,,
应付关联公司款,,,,,,,,,,,,,,,,
一年内到期的非流动资产,,,,,,,,,,,,,,,,
