科目,2007-03-31,2007-06-30,2007-09-30,2007-12-31,2008-03-31,2008-06-30,2008-09-30,2008-12-31,2009-03-31,2009-06-30,2009-09-30,2009-12-31,2010-03-31,2010-06-30,2010-09-30,2010-12-31,2011-03-31,2011-06-30,2011-09-30,2011-12-31,2012-03-31,2012-06-30,2012-09-30,2012-12-31,2013-03-31,2013-06-30,2013-09-30,2013-12-31,2014-03-31,2014-06-30,2014-09-30,2014-12-31,2015-03-31,2015-06-30,2015-09-30,2015-12-31,2016-03-31,2016-06-30,2016-09-30,2016-12-31,2017-03-31,2017-06-30,2017-09-30,2017-12-31,2018-03-31,2018-06-30,2018-09-30,2018-12-31,2019-03-31
货币资金,"320,152,798.99","172,584,946.92","158,835,184.23","177,640,252.11","577,196,260.74","314,115,573.73","364,809,690.65","437,576,407.37","330,812,807.06","369,291,865.90","458,017,817.17","602,800,870.40","588,138,353.58","503,695,804.00","419,113,105.62","433,722,542.84","347,130,992.20","449,215,023.96","281,241,085.00","539,517,665.54","343,295,242.30","555,464,390.85","471,375,052.50","606,505,474.32","534,862,275.46","522,955,247.88","638,435,762.95","598,040,495.85","673,687,078.20","382,490,604.87","326,256,195.46","639,258,485.16","389,417,110.15","337,730,153.82","471,131,016.85","633,251,726.57","720,633,111.18","744,392,406.81","2,157,430,845.11","2,122,394,939.02","1,384,434,664.83","1,260,884,277.69","1,346,208,306.65","2,033,398,884.01","1,799,872,362.47","1,585,710,599.95","1,520,954,211.53","2,236,296,733.58","1,399,246,413.07"
短期借款,"250,000,000.00","220,000,000.00","205,000,000.00","174,000,000.00","129,000,000.00",,"140,000,000.00","329,800,000.00","349,800,000.00","419,800,000.00","429,800,000.00","520,000,000.00","500,000,000.00","480,000,000.00","460,000,000.00","509,000,000.00","508,800,000.00","584,800,000.00","791,800,000.00","752,000,000.00","807,800,000.00","1,065,800,000.00","945,800,000.00","1,005,800,000.00","976,200,000.00","845,200,000.00","1,025,200,000.00","1,264,200,000.00","1,513,400,000.00","1,259,900,000.00","1,208,900,000.00","1,188,900,000.00","746,500,000.00","942,500,000.00","1,122,500,000.00","1,388,750,000.00","779,750,000.00","762,750,000.00","43,750,000.00",,,,,"722,750,000.00","872,750,000.00","1,002,000,000.00","775,000,000.00","650,000,000.00","920,000,000.00"
交易性金融资产,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"1,809,236,330.90","1,687,223,003.99","1,105,583,013.78","834,663,831.49","180,019,073.32","2,235,524,536.35"
交易性金融负债,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
应收票据,,,,,,,,,,,,"615,000.00","365,000.00",,,,"13,700,000.00","9,500,000.00",,"2,000,000.00",,"2,100,000.00","4,792,192.47","1,300,000.00","2,300,000.00","2,300,000.00",,,,"200,000.00","200,000.00","200,000.00",,,,,,,"400,000.00","700,000.00",,,"6,700,000.00","5,150,000.00","3,050,000.00","1,100,000.00","4,000,000.00","7,590,752.54","3,940,000.00"
应付票据,,,,,,,,,,,"3,170,000.00","35,300,000.00","39,220,000.00","7,090,000.00",,"4,950,000.00","4,950,000.00",,,,,"40,000,000.00","40,000,000.00",,,,,,,,,,,,,,,,,,,,,,,"50,000,000.00",,,
应收账款,"272,642,680.33","299,217,321.39","292,909,472.86","379,431,358.54","310,560,736.87","359,477,903.77","393,219,976.00","508,318,189.16","420,789,681.64","440,221,030.37","584,442,003.45","515,815,425.64","418,639,091.74","438,178,849.81","455,969,313.61","586,490,821.90","487,168,378.23","467,372,554.54","481,375,068.21","478,079,659.76","417,302,135.91","438,878,000.26","348,807,894.30","401,819,092.78","314,752,004.53","338,100,823.42","336,944,851.43","435,247,302.72","280,303,648.97","290,832,726.49","287,026,364.88","443,639,533.68","321,183,130.38","462,639,792.80","520,590,581.28","351,277,324.55","281,822,621.86","321,610,178.88","273,821,968.55","499,686,767.81","431,342,565.95","659,580,700.43","810,967,416.13","1,044,999,585.93","802,253,250.46","940,656,714.59","1,055,294,585.19","1,241,724,207.78","596,120,894.22"
应付账款,"180,631,719.55","200,125,400.83","195,369,428.40","237,949,652.04","217,265,449.38","245,619,154.42","268,948,644.36","400,139,559.14","340,957,200.88","339,151,336.83","433,461,810.54","439,845,967.43","303,034,851.11","305,475,947.70","330,249,510.77","437,939,693.68","304,893,990.00","306,667,019.63","315,261,746.90","382,187,446.17","367,380,518.98","409,890,781.84","254,330,051.27","274,802,525.67","252,164,164.22","261,984,184.43","219,450,799.03","333,696,863.47","270,482,430.66","289,265,876.69","274,757,983.43","743,808,569.11","457,823,797.03","503,905,164.48","555,520,605.63","699,953,470.13","538,058,883.21","695,698,366.44","651,020,987.01","967,885,254.54","809,112,987.23","949,167,899.15","1,115,938,138.44","1,505,348,151.59","1,090,716,226.63","1,178,809,481.40",,"1,400,737,027.08",
预付款项,"11,147,796.12","8,401,239.88","35,084,857.99","25,652,068.67","23,262,833.95","32,291,243.75","32,322,888.64","25,810,455.30","8,944,586.47","8,878,880.79","7,717,023.97","24,236,362.39","211,642,918.83","329,558,791.11","329,226,298.80","19,533,322.63","33,352,093.07","41,879,253.49","59,497,505.83","66,109,299.94","34,321,494.46","34,259,227.84","18,648,324.82","20,034,337.40","27,108,735.89","36,330,442.40","44,182,860.60","15,467,898.97","71,524,295.37","104,258,683.43","83,981,303.16","29,350,696.26","67,271,220.43","92,059,095.93","75,855,791.16","32,122,160.20","63,645,610.10","48,078,674.46","34,729,231.28","41,338,616.32","54,388,454.26","135,584,758.95","31,089,897.63","34,389,974.60","54,070,450.71","49,864,134.96","46,601,736.45","39,314,853.71","47,476,672.67"
预收款项,"116,405,105.21","77,142,405.71","48,779,007.36","135,661,758.56","213,164,963.71","203,358,090.79","248,807,293.39","187,037,010.20","210,508,550.19","193,543,193.33","163,030,501.56","127,243,609.31","174,589,147.61","200,195,928.76","177,962,246.89","138,865,519.25","246,240,369.90","181,422,063.93","141,924,694.14","208,204,275.46","233,358,313.08","217,590,719.03","249,806,077.33","452,119,393.46","590,853,185.29","652,675,830.21","871,694,104.33","995,794,720.66","946,759,984.49","1,000,488,788.63","1,035,546,069.31","738,029,353.25","554,892,402.42","561,715,759.92","468,052,672.35","376,472,017.52","582,222,392.75","454,395,335.74","370,130,174.78","373,411,791.29","388,843,252.52","431,123,363.97","480,481,295.52","324,746,666.61","547,061,149.34","349,354,074.10","433,320,352.87","757,080,754.77","964,875,600.96"
