科目,2007-12-31,2008-12-31,2009-12-31,2010-06-30,2010-09-30,2010-12-31,2011-03-31,2011-06-30,2011-09-30,2011-12-31,2012-03-31,2012-06-30,2012-09-30,2012-12-31,2013-03-31,2013-06-30,2013-09-30,2013-12-31,2014-03-31,2014-06-30,2014-09-30,2014-12-31,2015-03-31,2015-06-30,2015-09-30,2015-12-31,2016-03-31,2016-06-30,2016-09-30,2016-12-31,2017-03-31,2017-06-30,2017-09-30,2017-12-31,2018-03-31,2018-06-30
货币资金,"40,790,543.30","62,212,499.85","77,921,541.65","68,396,441.81","612,737,649.36","497,951,067.39","369,381,782.17","386,401,846.10","387,801,010.50","370,810,228.60","352,653,710.25","276,976,657.72","304,932,507.53","288,206,771.66","265,368,276.24","308,621,799.97","352,471,338.93","307,608,061.80","600,454,233.69","474,577,999.68","409,127,706.68","287,317,662.81","208,903,894.25","202,185,926.18","208,181,058.16","134,410,849.85","93,729,545.65","130,805,841.56","87,107,422.54","163,550,868.65","60,933,696.92","63,659,556.38","98,321,979.32","524,932,331.14","69,618,636.40","39,758,144.61"
短期借款,"117,500,000.00","113,300,000.00","84,600,000.00","77,100,000.00","77,100,000.00",,,"65,000,000.00","35,000,000.00","91,000,000.00","91,000,000.00","56,000,000.00","56,000,000.00","58,701,444.86","74,460,730.99","125,156,493.80","130,171,167.85","112,543,394.13","122,506,347.93","102,451,280.92","140,744,948.09","185,650,973.27","152,868,793.27","187,815,253.27","163,047,920.00","124,638,240.42","115,281,520.42","210,033,215.00","182,784,700.00","102,216,500.00","77,000,000.00","68,000,000.00","41,781,798.13",,,
交易性金融资产,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
交易性金融负债,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
应收票据,,,,,,,,,,,,,,,,,,,,,,,,,,,,"925,869.56","858,397.55","4,472,086.86","4,536,446.69","1,479,919.87","750,565.09","2,971,514.33","1,192,116.21","1,653,369.08"
应付票据,"2,000,000.00",,"1,227,373.00","12,483,584.50","6,506,476.69",,,,,,,,,,,,,,,,,,,,,,,,,"391,269.47",,,,,,
应收账款,"29,425,507.56","38,934,217.78","63,104,013.75","67,654,509.41","71,747,027.75","67,844,645.64","64,217,910.63","92,511,201.61","94,660,889.12","55,382,319.63","42,176,606.65","91,901,503.09","75,628,941.22","66,689,272.65","62,873,762.10","109,902,201.22","122,099,169.21","96,308,982.93","95,413,143.43","117,221,751.44","138,192,103.28","131,579,732.14","97,059,393.46","118,594,371.34","120,270,897.10","130,087,622.01","104,328,743.36","113,524,246.42","139,490,133.85","124,993,216.28","94,786,221.32","133,389,549.27","137,996,174.58","102,133,009.25","102,935,649.45","99,626,599.04"
应付账款,"37,760,278.42","41,561,743.65","56,801,992.60","71,893,183.86","80,431,004.15","66,700,155.46","69,542,609.74","81,510,348.86","74,075,589.94","75,796,253.69","74,395,447.68","79,616,548.39","62,882,490.84","64,495,574.96","58,914,065.57","74,205,180.88","85,827,453.71","53,093,408.07","66,379,351.02","58,842,762.22","37,506,211.80","57,628,966.59","52,985,827.47","71,354,059.77","88,136,805.94","67,914,051.31","53,693,497.59","109,225,159.57","104,404,594.77","72,706,694.18","63,340,557.84","106,169,682.55","130,927,419.96","90,942,175.97","101,756,954.64","82,414,562.07"
预付款项,"8,950,481.47","4,699,986.26","13,190,622.17","11,881,857.01","49,205,753.88","31,413,293.12","113,010,691.53","40,466,516.56","32,157,082.89","30,863,056.85","57,376,149.39","15,443,789.14","20,712,205.25","15,931,802.32","60,333,004.74","28,210,630.87","45,163,450.10","37,098,540.73","20,504,213.48","39,391,764.76","53,308,445.77","52,440,732.11","70,112,894.54","57,315,580.03","56,364,489.50","23,300,398.59","32,389,675.42","27,922,321.25","29,386,607.41","23,161,822.48","38,334,954.60","33,913,195.87","49,673,849.42","19,286,076.01","24,793,562.48","28,134,973.25"
预收款项,"661,056.68","361,640.11","322,153.85","885,298.51","2,240,072.29","13,167,275.39","11,667,422.28","6,874,865.60","9,014,101.58","26,564,313.85","31,139,593.31","19,797,097.80","17,726,448.92","6,557,240.65","6,851,994.24","6,892,105.35","4,699,058.71","2,377,488.63","1,618,999.29","5,424,450.30","3,037,129.62","1,975,627.19","1,060,778.99","2,909,701.66","1,815,522.05","1,851,930.58","2,171,988.11","1,452,792.44","2,416,539.05","1,346,926.28","3,498,451.66","19,345,781.53","19,722,704.30","4,129,850.20","2,359,296.55","4,616,179.31"
其他应收款,"1,729,422.14","2,208,363.63","4,368,565.62","9,468,615.64","5,815,969.85","11,274,350.97","17,118,306.03","6,429,505.05","6,429,505.05","15,175,861.29","11,600,854.86","7,921,742.17","9,590,894.38","9,011,113.71","10,333,407.97","13,835,906.27","10,639,565.95","20,324,882.54","16,896,412.63","38,504,669.24","19,239,575.58","13,287,899.97","19,311,867.39","35,996,804.52","19,203,017.13","14,787,783.11","15,871,999.17","13,444,874.91","11,477,974.32","4,699,536.62","6,920,983.20","4,067,875.02","4,608,046.05","3,868,489.27","2,111,121.61","2,249,080.82"
应付职工薪酬,"1,276,170.21","1,141,417.31","867,433.61","3,002,096.06","3,382,567.42","2,104,522.34","1,737,043.81","4,304,301.30","4,630,411.01","2,631,329.72","1,481,647.81","3,293,646.49","4,912,504.99","3,183,083.06","871,107.30","996,376.41","983,155.08","944,052.46","343,960.25","426,956.06","441,701.51","2,196,203.14","717,050.38","548,962.22","595,191.93","5,962,853.23","529,860.64","809,330.38","1,884,878.12","7,215,550.12","2,269,170.30","3,483,321.34","4,624,692.13","3,683,241.46","2,837,268.52","3,413,729.60"
应收关联公司款,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
应交税费,"-1,595,663.04","-815,388.95","-1,167,919.18","-1,877,247.59","3,092,505.36","-3,024,070.49","-7,435,264.67","-2,432,870.85","2,671,957.90","-5,174,206.47","-3,134,925.13","-3,427,681.53","4,058,958.39","-8,053,819.01","-5,518,041.52","-3,973,773.09","2,060,279.41","-857,716.42","-1,837,249.88","-4,628,173.01","-4,938,991.89","1,424,523.88","1,047,688.56","2,001,102.63","2,084,258.10","4,596,548.02","3,261,458.76","3,117,796.40","6,956,751.91","5,321,747.09","3,531,132.68","2,593,127.11","6,077,132.24","9,143,075.86","4,078,252.31","2,702,540.69"
应收利息,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
应付利息,,,,,,,,,,,,,,,,,,"31,166.67","11,666.66","5,897,833.33","11,273,333.34","17,647,023.62","399,473.61","5,625,000.00","11,250,000.00","17,878,249.36","26,611.11","5,662,083.32","11,250,000.00","17,296,371.62",,"4,664,488.33","9,179,531.24","13,479,018.75",,
应收股利,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"1,796,223.02","1,796,223.02","1,796,223.02"
应付股利,,,,,,,,,,,,"4,835,102.76","4,224,960.00",,"14,560,000.00",,,,"33,280,000.00",,,,,"8,320,000.00",,,,,,,,,,,,
