科目,2007年度,2008年度,2009年度,2010年1-6月,2010年1-9月,2010年度,2011年1-3月,2011年1-6月,2011年1-9月,2011年度,2012年1-3月,2012年1-6月,2012年1-9月,2012年度,2013年1-3月,2013年1-6月,2013年1-9月,2013年度,2014年1-3月,2014年1-6月,2014年1-9月,2014年度,2015年1-3月,2015年1-6月,2015年1-9月,2015年度,2016年1-3月,2016年1-6月,2016年1-9月,2016年度,2017年1-3月,2017年1-6月,2017年1-9月
销售商品、提供劳务收到的现金,"361,905,044.56","365,185,117.30","424,132,533.95","150,814,617.82","257,936,476.84","432,125,204.34","69,823,655.50","183,489,444.40","319,938,723.63","471,322,741.92","55,117,249.51","135,758,241.46","272,469,575.66","424,917,482.81","32,310,332.85","127,586,527.41","260,585,988.26","415,273,697.00","75,274,551.64","168,475,805.22","341,632,107.63","504,536,020.66","54,071,904.67","190,975,990.28","340,787,694.12","609,237,008.37","196,837,548.45","618,275,268.81","843,601,675.41","1,044,789,685.02","139,663,595.34","219,080,265.34","345,997,465.50"
取得子公司及其他营业单位支付的现金净额,,,,,,,,,,,,,,,,,,,,,,,,,,"499,447,207.94","4,999,331.10","29,191,331.10","4,999,331.10","29,191,331.10",,"78,807,112.00","78,807,112.00"
收到的税费返还,"25,992,222.35","19,262,963.27","29,662,395.41","12,162,764.53","21,856,472.01","30,553,354.53","7,604,778.41","19,437,621.22","27,613,732.85","35,082,903.42","6,099,077.69","7,488,494.57","16,279,070.04","28,722,606.65","6,022,398.74","7,185,803.68","15,541,066.87","25,398,687.82","9,746,823.57","15,145,195.84","22,885,242.70","31,877,088.78","7,257,207.55","9,806,710.17","18,200,764.18","20,897,997.86","1,131,816.25","2,150,808.80","9,097,836.96","10,893,573.25",,,
支付其他与投资活动有关的现金,,,,,,,,,,,,273.42,"98,625.33","98,625.33",,"295,443.49","295,443.49",,,,,,,"403,364.68","403,364.68","2,033,256.72","55,656.00","5,944,928.00",,"5,944,928.00","10,000,000.00","212,876.10","212,876.10"
收到其他与经营活动有关的现金,"1,297,989.42","1,925,120.18","10,950,755.28","5,247,367.33","3,932,371.17","5,925,146.86","8,319,954.63","8,835,859.74","9,273,685.09","12,134,802.31","1,920,576.26","8,670,556.07","12,592,095.75","21,309,950.00","3,445,999.05","8,117,867.07","9,447,863.17","15,934,778.09","2,040,478.66","6,432,090.33","7,282,583.83","22,557,424.29","4,639,021.02","6,691,615.04","9,164,184.02","20,213,411.39","5,741,363.67","8,288,405.03","175,025,681.59","36,772,028.57","70,366,728.93","19,179,399.18","27,799,512.58"
投资活动现金流出小计,"42,885,101.44","6,945,020.66","8,819,073.93","3,182,995.84","5,850,624.48","7,686,974.82","2,226,766.18","7,175,110.03","8,400,881.76","16,891,430.60","14,324,795.45","21,112,689.51","28,384,966.68","34,087,682.47","88,553,858.81","147,478,129.75","204,504,427.28","216,839,071.83","79,236,428.18","99,728,918.65","110,879,632.27","165,758,765.42","179,615,365.45","333,921,597.41","373,259,540.96","755,271,057.94","62,531,359.68","239,809,013.07","255,144,121.26","505,938,745.28","797,678,073.72","1,064,975,483.67","1,115,900,863.25"
经营活动现金流入小计,"389,195,256.33","386,373,200.75","464,745,684.64","168,224,749.68","283,725,320.02","468,603,705.73","85,748,388.54","211,762,925.36","356,826,141.57","518,540,447.65","63,136,903.46","151,917,292.10","301,340,741.45","474,950,039.46","41,778,730.64","142,890,198.16","285,574,918.30","456,607,162.91","87,061,853.87","190,053,091.39","371,799,934.16","558,970,533.73","65,968,133.24","207,474,315.49","368,152,642.32","650,348,417.62","203,710,728.37","628,714,482.64","1,027,725,193.96","1,092,455,286.84","210,030,324.27","238,259,664.52","373,796,978.08"
投资活动产生的现金流量净额,"-42,885,101.44","-6,572,400.76","-8,819,073.93","-2,991,795.84","-5,659,424.48","-7,495,774.82","-2,226,766.18","-7,069,926.06","-8,295,697.79","-16,615,361.97","-14,324,795.45","-20,885,689.51","-28,157,966.68","-33,838,047.86","-46,738,933.24","-72,433,607.77","-67,744,986.86","-72,395,871.28","-36,814,320.85","-57,306,811.32","-66,385,728.82","-121,264,861.97","-179,614,765.45","-333,601,634.23","-372,920,759.78","-747,020,443.15","40,342,444.78","-3,760,973.53","-11,087,604.52","-99,920,316.19","-230,653,402.15","-103,938,731.36","-80,607,286.70"
购买商品、接受劳务支付的现金,"306,630,618.32","306,614,127.46","368,436,049.86","124,329,136.85","224,182,379.36","336,378,273.19","90,545,004.80","172,454,845.24","290,699,858.12","380,070,985.98","59,921,926.59","129,173,364.42","254,854,507.34","350,677,741.20","42,701,358.59","105,531,473.56","239,065,961.41","330,497,905.47","59,628,135.16","123,636,922.40","239,398,805.07","338,537,183.02","51,084,779.56","103,901,870.34","151,740,033.99","257,269,330.36","124,912,317.89","268,869,203.69","308,548,182.25","500,860,919.31","72,470,614.85","116,031,332.48","163,693,694.70"
吸收投资收到的现金,"22,000,000.00",,,,,"618,750,000.00",,,,,,"2,500,000.00","2,500,000.00","2,500,000.00",,,,,,,"4,000,000.00","4,000,000.00","245,920,000.00","293,920,000.00","311,056,400.00","684,795,961.36",,,,"181,800.00",,"490,000.00",
支付给职工以及为职工支付的现金,"37,435,730.55","38,804,717.33","40,378,625.72","18,420,639.38","32,955,440.00","48,155,559.28","10,752,681.76","26,103,363.25","49,426,751.64","68,821,013.92","13,063,458.41","29,118,698.74","51,453,938.70","71,122,297.53","11,969,632.57","31,316,782.67","56,246,114.30","78,389,759.65","14,448,667.66","38,799,313.89","71,489,492.47","99,968,382.20","19,728,141.43","47,988,545.22","79,255,409.74","107,720,837.19","21,777,551.40","44,448,911.17","70,572,180.04","93,132,976.57","14,093,540.66","24,787,431.23","38,191,746.48"
取得借款收到的现金,"100,063,790.15","169,689,237.29","165,864,521.50","111,000,000.00","124,000,000.00","124,000,000.00",,,,,,,,,,,,,,,,,,"10,000,000.00","10,000,000.00","10,000,000.00","30,000,000.00","30,000,000.00","30,000,000.00","199,330,000.00",,,
支付的各项税费,"4,179,522.80","8,234,794.20","10,377,919.03","7,217,002.18","10,630,410.76","13,056,061.48","2,578,023.19","4,330,973.79","8,483,950.38","13,362,636.49","2,097,024.92","3,982,790.52","6,866,959.31","11,605,564.62","1,338,589.89","6,562,820.45","10,459,457.31","14,365,633.56","830,765.73","4,719,331.54","8,536,592.19","12,102,493.09","1,394,577.20","5,669,476.91","15,258,245.51","21,545,300.11","41,654,544.92","61,375,666.97","67,737,885.77","88,536,716.77","6,489,020.06","9,005,540.40","13,050,985.29"
收到其他与筹资活动有关的现金,,,,,,,,,,,,,,,,,,,,,,,,"20,000,000.00","20,000,000.00",,,,,,,,
支付其他与经营活动有关的现金,"14,471,462.07","25,109,120.26","17,153,290.36","8,581,252.95","12,089,024.58","20,275,159.11","7,771,267.02","11,230,800.42","16,645,804.23","21,236,375.54","2,462,651.75","6,385,323.38","17,617,393.95","28,395,988.35","4,522,690.87","10,270,071.11","17,863,650.49","26,465,570.52","10,477,060.44","22,179,060.58","43,286,551.45","58,922,664.04","21,625,985.17","38,438,431.18","63,228,863.90","79,047,885.64","89,715,687.73","64,180,468.29","281,361,088.07","113,855,126.17","122,222,346.29","54,739,522.12","77,608,297.22"
筹资活动现金流入小计,"122,063,790.15","169,689,237.29","165,864,521.50","111,000,000.00","124,000,000.00","742,750,000.00",,,,,,"2,500,000.00","2,500,000.00","2,500,000.00",,,,,,,"4,000,000.00","4,000,000.00","245,920,000.00","323,920,000.00","341,056,400.00","694,795,961.36","30,000,000.00","30,000,000.00","30,000,000.00","199,511,800.00",,"490,000.00",
经营活动现金流出小计,"362,717,333.74","378,762,759.25","436,345,884.97","158,548,031.36","279,857,254.70","417,865,053.06","111,646,976.77","214,119,982.70","365,256,364.37","483,491,011.93","77,545,061.67","168,660,177.06","330,792,799.30","461,801,591.70","60,532,271.92","153,681,147.79","323,635,183.51","449,718,869.20","85,384,628.99","189,334,628.41","362,711,441.18","509,530,722.35","93,833,483.36","195,998,323.65","309,482,553.14","465,583,353.30","278,060,101.94","438,874,250.12","728,219,336.13","796,385,738.82","215,275,521.86","204,563,826.23","292,544,723.69"
偿还债务支付的现金,"89,063,790.15","158,189,237.29","162,198,521.50","104,166,000.00","122,166,000.00","240,166,000.00",,,,"3,000,000.00",,,,,,,,,,,,,,,,"40,000,000.00",,,"800,000.00","30,000,000.00",,,
经营活动产生的现金流量净额,"26,477,922.59","7,610,441.50","28,399,799.67","9,676,718.32","3,868,065.32","50,738,652.67","-25,898,588.23","-2,357,057.34","-8,430,222.80","35,049,435.72","-14,408,158.21","-16,742,884.96","-29,452,057.85","13,148,447.76","-18,753,541.28","-10,790,949.63","-38,060,265.21","6,888,293.71","1,677,224.88","718,462.98","9,088,492.98","49,439,811.38","-27,865,350.12","11,475,991.84","58,670,089.18","184,765,064.32","-74,349,373.57","189,840,232.52","299,505,857.83","296,069,548.02","-5,245,197.59","33,695,838.29","81,252,254.39"
分配股利、利润或偿还利息支付的现金,"7,366,523.79","9,520,708.38","7,188,957.51","3,243,589.95","4,709,286.23","5,999,188.14",,"16,388,579.02","16,388,579.02","17,600,000.00",,"8,192,764.25","8,800,000.00","8,800,000.00",,,"14,080,000.00","14,080,000.00",,"14,080,000.00","14,080,000.00","14,080,000.00",,"13,464,450.44","13,614,844.89","14,471,425.41",,"580,000.00",,"1,123,750.00",,"34,435,808.98","34,435,808.98"
收回投资收到的现金,,,,,,,,,,,,,,,"41,400,000.00","74,300,000.00","135,800,000.00","143,300,000.00","42,375,075.00","42,000,000.00","42,000,000.00","42,000,000.00",,"319,363.18","319,363.18","7,900,218.31","103,100,000.00","227,870,000.00","243,514,344.00","325,570,000.00","566,300,000.00","957,619,360.00","920,130,000.00"
支付其他与筹资活动有关的现金,,,,,,"6,618,321.17","4,072,678.83","4,084,603.93","4,084,603.93","4,084,603.93",,"58,757.97","58,757.97","58,757.97",,,"17,818.12","17,818.12",,"163,461.81","163,461.81","163,461.81","67,186.99","1,267,186.99","10,267,186.99","3,663,183.71",,,,"429,914.43",,,
