科目,2007年1-3月,2007年1-6月,2007年度,2008年1-3月,2008年1-6月,2008年1-9月,2008年度,2009年1-3月,2009年1-6月,2009年1-9月,2009年度,2010年1-3月,2010年1-6月,2010年1-9月,2010年度,2011年1-3月,2011年1-6月,2011年1-9月,2011年度,2012年1-3月,2012年1-6月,2012年1-9月,2012年度,2013年1-3月,2013年1-6月,2013年1-9月,2013年度,2014年1-3月,2014年1-6月,2014年1-9月,2014年度,2015年1-3月,2015年1-6月,2015年1-9月,2015年度,2016年1-3月,2016年1-6月,2016年1-9月,2016年度,2017年1-3月,2017年1-6月,2017年1-9月
销售商品、提供劳务收到的现金,"146,469,245.33","370,832,111.85","1,099,596,016.10","161,577,281.00","424,394,793.04","642,277,348.25","1,067,234,238.52","223,707,511.24","548,598,888.41","795,847,938.08","1,389,968,494.31","246,889,347.91","646,509,508.27","948,740,364.40","1,538,859,619.61","203,453,775.52","541,116,784.17","903,968,604.00","1,525,441,334.25","216,458,458.81","495,187,162.95","1,030,672,846.36","1,527,770,582.09","146,309,040.86","439,328,061.37","744,979,271.65","1,286,959,944.94","191,924,111.47","589,276,027.73","974,590,406.52","1,657,356,180.12","197,552,717.81","500,821,637.26","951,368,454.70","1,537,473,785.76","232,602,861.24","546,344,867.47","927,105,990.92","1,413,700,589.83","200,101,403.76","591,476,909.87","906,751,789.95"
取得子公司及其他营业单位支付的现金净额,,,,,,,"10,864,462.05",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
收到的税费返还,"1,778,816.54","6,072,528.50","19,528,317.67","46,493.49","2,287,986.79","2,287,986.79","12,393,016.29","28,322.61","1,584,641.49","1,584,641.49","2,330,128.16","1,703.57","10,445,795.72","10,944,561.12","10,942,627.87","582,106.34","7,758,788.30","8,027,457.18","9,096,847.28","520,155.55","9,205,366.23","9,205,366.23","17,011,694.89",,"1,901,357.21","2,640,412.49","6,510,093.75",,"181,539.76","280,635.49","4,143,482.03","413,360.42","1,123,598.88","2,137,361.04","11,429,515.44","55,460.79","2,427,075.46","2,481,105.17","12,146,908.75","507,222.87","1,086,921.45","1,112,111.45"
支付其他与投资活动有关的现金,"410,220.75","410,220.75","410,220.75",,"17,197,306.28","17,197,306.28","17,052,941.11",,,,"1,538,917.73",,,"2,761.54",,,,,,,,,,,,,,,,,,,,,"85,531.00",,,,,,,
收到其他与经营活动有关的现金,"172,670,052.95","183,857,908.81","205,119,918.71","49,219,914.32","12,181,439.21","25,325,088.71","40,888,955.74","16,032,039.84","51,758,947.28","72,722,864.82","63,951,857.16","69,131,988.16","31,898,242.79","58,830,504.04","87,972,550.67","37,891,392.46","14,269,288.93","33,654,008.33","62,462,786.15","19,713,499.62","16,634,091.02","38,513,192.19","102,715,309.95","10,743,288.50","15,942,155.33","127,106,074.98","69,700,932.98","6,639,512.82","17,578,734.90","19,955,733.17","70,207,711.34","4,945,354.23","11,677,902.29","19,720,487.79","37,610,717.82","5,179,940.66","9,915,122.78","41,848,551.64","47,965,490.04","4,537,493.13","61,968,931.90","88,498,356.82"
投资活动现金流出小计,"2,704,848.46","6,171,716.67","11,264,579.62","1,866,865.22","52,762,649.58","66,430,725.50","53,459,064.67","2,027,281.10","4,065,580.72","208,373,143.61","216,140,435.39","13,486,590.24","22,025,566.79","28,906,520.62","45,986,041.35","7,586,479.77","8,025,047.24","9,664,227.29","15,127,322.54","4,079,999.96","4,875,963.26","5,536,199.93","10,172,541.91","9,919,162.31","13,480,138.45","14,822,380.12","463,113,972.31","74,952,403.79","160,914,079.98","283,823,546.80","1,422,481,597.42","666,952,436.62","897,584,533.40","1,542,520,097.78","2,161,996,470.86","891,061,484.73","1,810,257,236.01","2,495,038,270.75","3,476,022,122.99","187,097,428.32","653,028,168.41","1,074,112,481.38"
经营活动现金流入小计,"320,918,114.82","560,762,549.16","1,324,244,252.48","210,843,688.81","438,864,219.04","669,890,423.75","1,120,516,210.55","239,767,873.69","601,942,477.18","870,155,444.39","1,456,250,479.63","316,023,039.64","688,853,546.78","1,018,515,429.56","1,637,774,798.15","241,927,274.32","563,144,861.40","945,650,069.51","1,597,000,967.68","236,692,113.98","521,026,620.20","1,078,391,404.78","1,647,497,586.93","157,052,329.36","457,171,573.91","874,725,759.12","1,363,170,971.67","198,563,624.29","607,036,302.39","994,826,775.18","1,731,707,373.49","202,911,432.46","513,623,138.43","973,226,303.53","1,586,514,019.02","237,838,262.69","558,687,065.71","971,435,647.73","1,473,812,988.62","205,146,119.76","654,532,763.22","996,362,258.22"
投资活动产生的现金流量净额,"-2,684,848.46","-6,149,224.67","-10,119,152.40","-1,866,865.22","-31,436,113.18","-44,776,351.87","-45,832,511.50","-995,482.44","-2,136,182.11","-202,467,513.48","-207,401,509.23","28,104,938.63","27,382,983.43","23,010,407.47","21,019,367.40","-7,387,940.70","-7,769,752.07","-9,327,090.06","3,338,681.39","-4,078,099.96","-4,373,811.26","-4,829,205.33","8,467,092.69","5,580,837.69","4,555,561.07","3,871,537.79","-430,463,376.70","-28,738,704.99","-72,496,117.56","-137,073,651.56","207,959,343.20","-373,340,276.44","3,092,323.86","-440,017,365.85","-52,931,619.36","-490,542,290.79","-389,869,953.65","-370,839,390.41","-494,886,017.18","99,655,457.77","-106,447,595.07","-144,488,675.06"
购买商品、接受劳务支付的现金,"105,256,076.96","296,011,087.06","858,116,016.87","200,522,393.44","428,652,994.52","601,506,374.26","867,631,998.71","139,747,180.07","368,618,437.65","578,886,980.37","978,679,200.22","199,113,789.74","522,441,759.53","774,542,722.87","1,219,558,992.16","151,751,983.32","452,093,093.40","762,667,778.91","1,167,474,259.94","176,954,625.50","379,505,713.49","813,950,153.09","1,156,957,375.00","150,016,362.79","378,943,749.96","637,344,757.52","1,038,370,250.93","191,609,793.02","456,876,109.84","721,770,212.31","1,138,594,964.80","231,439,538.49","501,097,318.43","751,475,257.15","1,179,674,063.92","202,141,719.76","365,330,359.60","661,987,336.52","889,527,249.59","224,880,187.76","443,161,157.98","639,888,530.56"
吸收投资收到的现金,,"7,401,403.10","657,001,403.10",,,"19,800,000.00","490,000.00",,"490,000.00","490,000.00","490,000.00",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
