科目,2007年度,2008年度,2009年1-6月,2009年1-9月,2009年度,2010年1-3月,2010年1-6月,2010年1-9月,2010年度,2011年1-3月,2011年1-6月,2011年1-9月,2011年度,2012年1-3月,2012年1-6月,2012年1-9月,2012年度,2013年1-3月,2013年1-6月,2013年1-9月,2013年度,2014年1-3月,2014年1-6月,2014年1-9月,2014年度,2015年1-3月,2015年1-6月,2015年1-9月,2015年度,2016年1-3月,2016年1-6月,2016年1-9月,2016年度,2017年1-3月,2017年1-6月,2017年1-9月,2017年度
经营活动产生的现金流量净额,"15,126,039.12","62,683,832.40","76,038,607.53","45,483,769.33","68,107,426.50","-31,084,673.31","17,577,371.93","-15,624,555.99","-3,125,324.65","-29,186,415.17","-24,246,354.50","-40,788,065.11","-7,669,324.50","51,301,383.60","20,543,539.41","42,725,878.93","99,803,863.26","-57,557,620.30","-9,105,952.32","12,840,568.57","22,253,631.09","93,367,464.11","96,747,008.85","130,224,752.40","166,637,109.98","38,344,529.96","11,028,770.22","145,616,543.34","66,258,151.20","84,151,680.23","38,243,494.78","106,018,904.12","84,232,459.78","-53,111,037.63","-202,152,071.45","-152,838,276.95","19,570,675.69"
分配股利、利润或偿还利息支付的现金,"7,171,077.13","9,409,394.35","5,392,183.87","8,565,366.29","11,544,707.17","1,744,504.75","3,564,961.92","45,701,576.06","50,417,840.28","3,071,008.60","6,032,164.65","10,484,373.66","14,817,287.38","6,129,053.13","12,663,108.81","20,387,972.32","26,428,875.94","7,011,857.77","13,225,221.25","45,764,310.72","52,330,288.80","14,991,950.95","23,235,559.67","32,461,273.64","41,013,110.95","3,745,616.39","40,685,311.52","57,792,996.51","68,904,341.55","11,962,442.75","71,317,539.36","85,839,364.30","102,360,617.91","11,309,255.03","35,256,652.12","53,602,362.98","79,984,614.93"
收回投资收到的现金,,"1,500,000.00",,,,"16,500.00","16,500.00","16,500.00",,"1,772,221.12",,,,,,,,,,,,"46,220,800.00","46,220,800.00","46,220,800.00","46,220,800.00",,,,"39,360,455.64",,,,"312,735,662.40","144,810,180.41","144,810,180.41","186,649,485.09","256,700,988.90"
支付其他与筹资活动有关的现金,,"111,226,407.33","41,832,080.80","41,804,360.80","45,263,935.80","15,400,000.00","15,400,000.00","15,400,000.00",,,,,,,,,,,,,,,,,,,,,"3,094,329.92",,,,"104,736,086.21",,,,"43,671,795.00"
取得投资收益收到的现金,"11,000.00","18,263.53","16,500.00","16,500.00","16,500.00",,,,"16,500.00",,"16,500.00","16,500.00","16,500.00",,"24,750.00","24,750.00","448,781.60",,"1,755,000.00","4,058,300.00","6,200,435.00","1,930,500.00","1,930,500.00","1,930,500.00","6,881,190.00","1,698,840.00","7,002,840.00","7,002,840.00","7,002,840.00","1,432,728.85","8,229,751.42","8,229,751.42","8,229,751.42",,"2,747,556.00","8,792,556.00","8,792,556.00"
筹资活动现金流出小计,"136,217,236.93","347,846,563.31","122,976,840.27","191,391,383.19","252,226,169.32","138,283,549.75","150,323,984.93","265,469,312.52","288,407,877.79","65,121,008.60","127,032,164.65","193,984,373.66","362,317,287.38","104,646,429.75","195,228,561.11","365,700,628.72","506,628,459.09","260,322,285.41","388,377,787.89","588,125,303.89","782,461,623.11","428,768,330.95","579,275,729.67","836,536,599.64","1,263,519,478.68","166,297,927.39","283,933,963.56","914,003,736.49","1,314,303,540.25","229,624,656.47","541,158,142.58","976,466,383.82","1,447,801,449.71","496,755,256.86","949,803,484.52","1,395,063,611.29","2,051,076,676.48"
处置固定资产、无形资产和其他长期资产收回的现金净额,"48,333.33","20,000.00",,,,,,"441,176.45","441,176.45",,"58,707.00","93,020.72","95,000.00","474,377.50","330,000.00","413,991.79","2,130,228.96","297,358.49","691,519.28","608,089.02","2,090,369.53",,"12,080.00","-25,184.79","2,647,692.04","354,579.32","354,579.32","378,941.77","1,953,046.98",,"121,674.56","198,708.28","2,548,804.14","49,029.13","64,529.13","68,802.63","2,011,018.79"
筹资活动产生的现金流量净额,"86,158,922.87","1,055,093.42","53,260,098.73","43,303,116.81","681,450,757.94","-118,383,549.75","-100,423,984.93","-143,069,312.52","-57,007,877.79","17,378,991.40","99,417,835.35","131,581,078.64","129,748,164.92","45,393,266.47","67,467,853.61","37,875,562.04","39,759,159.40","183,606,180.27","130,556,963.79","130,313,095.69","159,480,979.79","-24,283,775.95","1,630,762.33","-36,644,881.64","228,390,102.37","27,791,427.61","848,370,668.13","358,320,533.49","530,312,861.63","46,915,283.53","214,691,873.57","257,293,556.18","383,025,994.46","194,361,543.14","612,720,449.48","621,370,322.71","501,610,281.05"
处置子公司及其他营业单位收到的现金净额,,,,,,,"441,176.45",,,,,,,,,,,,,,,,,,"110,987.31","19,905,171.88","19,905,171.88","19,905,171.88",,,,,,,,,
四、汇率变动对现金的影响,,,,,,,,,,,"-219,903.37","-1,465,721.27","-1,622,563.71","-126,987.35","23,491.35","-5,712.14","2,937.50","-229,643.34","525,917.73","-1,601,178.36","-3,229,889.57","-464,663.72","311,566.17","112,036.65","-717,849.97","2,997,546.00","3,907,121.07","8,349,743.01","9,226,860.27","-612,920.72","168,599.66","-102,300.07","1,765,615.91","-829,238.43","-2,920,971.05","-9,332,229.52","-19,837,650.01"
收到其他与投资活动有关的现金,,,,,,,,,,,,,"10,000,000.00",,"11,140,000.00","13,140,000.00","15,140,000.00",,,,"6,270,000.00",,"3,000,000.00","5,720,000.00","5,720,000.00",,,"10,920,822.77","35,020,000.00","4,900,000.00","4,900,000.00","30,170,000.00","33,230,000.00","54,360,722.03","1,600,000.00","8,600,000.00","31,183,997.41"
四(2)、其他原因对现金的影响,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
投资活动现金流入小计,"59,333.33","1,538,263.53","16,500.00","16,500.00","16,500.00","16,500.00","457,676.45","457,676.45","457,676.45","1,772,221.12","75,207.00","109,520.72","10,111,500.00","474,377.50","11,494,750.00","13,578,741.79","17,719,010.56","297,358.49","2,446,519.28","4,666,389.02","14,560,804.53","48,151,300.00","51,163,380.00","53,846,115.21","61,580,669.35","21,958,591.20","27,262,591.20","38,207,776.42","83,336,342.62","6,332,728.85","13,251,425.98","38,598,459.70","356,744,217.96","199,219,931.57","149,222,265.54","204,110,843.72","298,688,561.10"
五、现金及现金等价物净增加额,"25,948,859.39","2,423,872.95","60,842,879.57","8,836,172.75","643,494,321.84","-199,950,437.24","-190,760,455.35","-330,043,652.97","-342,559,377.20","-86,735,302.08","-65,804,610.03","-190,681,493.07","-193,380,626.64","31,675,097.85","-61,396,826.75","-95,380,216.48","-90,663,978.43","66,662,798.81","14,174,643.23","-21,776,623.91","-52,696,607.40","78,112,110.34","50,438,586.38","33,310,646.12","199,810,907.25","49,948,594.47","467,823,619.20","42,172,172.06","78,041,339.42","5,781,589.65","-49,614,638.96","16,897,857.79","295,776,616.97","-51,423,232.24","3,205,360.44","-136,616,134.40","-190,563,459.58"
购建固定资产、无形资产和其他长期资产支付的现金,"75,295,435.93","61,353,316.40","68,472,326.69","79,967,213.39","106,080,362.60","50,498,714.18","108,371,518.80","171,807,460.91","231,013,851.21","74,944,378.31","140,831,394.51","202,268,011.69","226,098,108.99","40,366,942.37","97,884,789.12","109,163,615.10","167,557,877.15","59,453,476.31","110,248,805.25","167,995,498.83","218,392,391.82","25,658,214.10","48,746,493.65","63,559,739.18","151,408,976.25","41,143,500.30","111,245,531.42","196,814,524.20","283,383,699.07","68,951,384.48","190,346,127.95","239,896,247.58","451,434,273.27","190,003,745.08","311,833,365.98","502,945,848.26","600,504,395.09"
期初现金及现金等价物余额,"50,680,247.23","76,629,106.62","79,052,979.57","79,052,979.57","79,052,979.57","744,167,301.41","744,167,301.41","744,167,301.41","722,547,301.41","383,887,924.21","379,987,924.21","379,987,924.21","379,987,924.21","145,037,297.57","186,607,297.57","186,607,297.57","186,607,297.57","95,943,319.14","95,943,319.14","95,943,319.14","95,943,319.14","50,224,005.03","49,922,011.78","49,922,011.78","43,246,711.74","243,057,618.99","243,057,618.99","243,057,618.99","243,057,618.99","321,098,958.41","321,098,958.41","321,098,958.41","321,098,958.41","616,875,575.38","616,875,575.38","616,875,575.38","616,875,575.38"
投资支付的现金,"100,000.00","1,500,000.00",,,,,,,"51,870,000.00",,,"77,850,294.36","5,000,000.00","25,000,000.00","53,041,672.00","80,391,072.00","60,391,072.00",,,,,"13,000,000.00",,,"60,000,000.00",,"206,500,000.00","206,507,900.00","160,500,000.00","2,180,000.00","65,904,218.93","72,295,127.93","36,190,909.00","201,060,685.81",,"33,750,000.00","126,510,000.00"
期末现金及现金等价物余额,"76,629,106.62","79,052,979.57","139,895,859.14","87,889,152.32","722,547,301.41","544,216,864.17","553,406,846.06","414,123,648.44","379,987,924.21","297,152,622.13","314,183,314.18","189,306,431.14","186,607,297.57","176,712,395.42","125,210,470.82","91,227,081.09","95,943,319.14","162,606,117.95","110,117,962.37","74,166,695.23","43,246,711.74","128,336,115.37","100,360,598.16","83,232,657.90","243,057,618.99","293,006,213.46","710,881,238.19","285,229,791.05","321,098,958.41","326,880,548.06","271,484,319.45","337,996,816.20","616,875,575.38","565,452,343.14","620,080,935.82","480,259,440.98","426,312,115.80"
