科目,2007年度,2008年度,2009年1-6月,2009年1-9月,2009年度,2010年1-3月,2010年1-6月,2010年1-9月,2010年度,2011年1-3月,2011年1-6月,2011年1-9月,2011年度,2012年1-3月,2012年1-6月,2012年1-9月,2012年度,2013年1-3月,2013年1-6月,2013年1-9月,2013年度,2014年1-3月,2014年1-6月,2014年1-9月,2014年度,2015年1-3月,2015年1-6月,2015年1-9月,2015年度,2016年1-3月,2016年1-6月,2016年1-9月,2016年度,2017年1-3月,2017年1-6月,2017年1-9月,2017年度
销售商品、提供劳务收到的现金,"290,620,973.46","429,719,978.15","219,278,864.87","389,686,272.28","495,754,439.79","126,337,913.76","279,745,657.34","393,925,603.01","529,039,617.20","110,736,317.38","314,068,973.22","510,092,686.00","548,364,264.34","190,940,270.78","379,928,357.25","500,267,661.66","650,399,096.71","147,348,176.62","457,558,079.08","616,137,498.54","685,069,441.09","216,052,690.01","368,149,137.09","557,578,241.81","740,756,964.30","243,981,398.95","416,281,103.49","688,403,424.66","1,105,617,094.02","354,532,089.04","423,919,944.10","753,958,908.45","1,384,068,851.49","366,445,652.84","779,634,941.08","1,328,940,362.17","2,238,776,385.96"
取得子公司及其他营业单位支付的现金净额,,,,,,,,,,,,,"77,850,294.36",,,,,,,,"24,979,741.42",,"50,667,637.32","50,667,637.32","44,670,148.23",,,,"167,209,177.23",,"19,045,888.31","19,045,588.87","42,366,488.87",,"241,830,946.10","263,230,946.10","263,580,932.32"
收到的税费返还,"2,775,279.90","11,798,277.84","298,756.06","651,687.53","5,118,363.81","443,702.22","1,442,398.60","2,948,478.39","8,235,208.37","5,362,726.86","10,771,096.47","21,932,383.44","28,333,434.26","21,122,902.54","31,983,513.64","42,493,615.70","45,549,723.94","4,081,628.34","6,943,314.39","11,992,925.41","16,449,648.17","9,321,561.09","19,193,221.67","37,829,653.76","30,910,707.94","5,922,008.54","11,440,486.26","17,961,277.32","33,842,115.83","11,890,304.09","19,394,431.77","29,556,771.34","40,114,559.74","5,822,592.92","21,506,709.32","43,201,371.98","59,118,718.74"
支付其他与投资活动有关的现金,,,,,,,,,,"1,755,721.12",,,"15,000,000.00",,"10,000,000.00",,"20,000,000.00",,,,"2,390,000.00",,,,,,"105,000,000.00","105,000,000.00",,"59,873,797.76","40,673,797.76","53,673,797.76",,,,,
收到其他与经营活动有关的现金,"23,830,936.84","4,128,953.42","2,213,196.10","2,509,372.40","5,860,754.14","591,086.65","1,478,985.53","4,140,435.81","10,898,563.90","6,368,834.97","8,969,064.80","9,931,109.03","21,678,884.64","30,564,251.38","20,052,502.43","14,561,932.23","17,532,115.34","4,369,172.44","5,308,439.99","7,799,913.24","3,641,672.21","1,849,229.37","11,590,196.09","13,151,005.18","4,855,213.32","4,227,622.76","29,046,058.40","73,579,540.62","26,892,663.61","4,452,128.10","13,553,070.45","18,317,800.08","20,851,075.94","14,711,551.57","53,804,237.79","41,163,888.60","47,271,017.54"
投资活动现金流出小计,"75,395,435.93","62,853,316.40","68,472,326.69","79,967,213.39","106,080,362.60","50,498,714.18","108,371,518.80","171,807,460.91","282,883,851.21","76,700,099.43","140,831,394.51","280,118,306.05","323,948,403.35","65,366,942.37","160,926,461.12","189,554,687.10","247,948,949.15","59,453,476.31","110,248,805.25","167,995,498.83","245,762,133.24","38,658,214.10","99,414,130.97","114,227,376.50","256,079,124.48","41,143,500.30","422,745,531.42","508,322,424.20","611,092,876.30","131,005,182.24","315,970,032.95","384,910,762.14","529,991,671.14","391,064,430.89","553,664,312.08","799,926,794.36","990,595,327.41"
经营活动现金流入小计,"317,227,190.20","445,647,209.41","221,790,817.03","392,847,332.21","506,733,557.74","127,372,702.63","282,667,041.47","401,014,517.21","548,173,389.47","122,467,879.21","333,809,134.49","541,956,178.47","598,376,583.24","242,627,424.70","431,964,373.32","557,323,209.59","713,480,935.99","155,798,977.40","469,809,833.46","635,930,337.19","705,160,761.47","227,223,480.47","398,932,554.85","608,558,900.75","776,522,885.56","254,131,030.25","456,767,648.15","779,944,242.60","1,166,351,873.46","370,874,521.23","456,867,446.32","801,833,479.87","1,445,034,487.17","386,979,797.33","854,945,888.19","1,413,305,622.75","2,345,166,122.24"
投资活动产生的现金流量净额,"-75,336,102.60","-61,315,052.87","-68,455,826.69","-79,950,713.39","-106,063,862.60","-50,482,214.18","-107,913,842.35","-171,349,784.46","-282,426,174.76","-74,927,878.31","-140,756,187.51","-280,008,785.33","-313,836,903.35","-64,892,564.87","-149,431,711.12","-175,975,945.31","-230,229,938.59","-59,156,117.82","-107,802,285.97","-163,329,109.81","-231,201,328.71","9,493,085.90","-48,250,750.97","-60,381,261.29","-194,498,455.13","-19,184,909.10","-395,482,940.22","-470,114,647.78","-527,756,533.68","-124,672,453.39","-302,718,606.97","-346,312,302.44","-173,247,453.18","-191,844,499.32","-404,442,046.54","-595,815,950.64","-691,906,766.31"
购买商品、接受劳务支付的现金,"219,471,652.68","290,961,871.08","112,356,477.54","295,530,650.97","369,317,095.35","137,723,303.94","217,585,698.40","348,454,105.66","459,002,854.98","113,314,577.88","293,780,009.82","491,359,348.24","476,698,229.46","132,956,413.28","339,430,964.61","404,374,254.41","466,684,446.33","175,013,604.52","401,478,968.48","506,524,017.31","500,813,370.41","91,018,516.41","216,018,447.36","344,242,935.66","408,710,111.86","146,759,396.83","300,158,294.47","405,852,839.07","829,906,210.93","198,328,399.57","249,281,840.31","408,361,428.45","1,005,924,116.07","280,914,348.70","692,019,917.52","1,044,201,966.01","1,706,509,284.79"
吸收投资收到的现金,,,,,"636,500,000.00",,,,,,,,,,,,,,,,,,"23,014,320.00","25,918,920.00","621,896,360.29","2,370,600.00","2,370,600.00","2,370,600.00","3,050,400.00",,,"31,300,000.00","16,000,000.00","24,000,000.00","73,077,134.00","73,077,134.00","81,831,080.00"
支付给职工以及为职工支付的现金,"18,778,415.79","19,828,681.94","10,089,201.79","15,503,277.81","24,167,711.77","7,134,533.88","12,943,594.00","20,448,760.61","31,002,195.36","12,519,467.02","20,600,003.46","32,910,430.45","53,675,746.21","11,094,654.98","24,351,098.89","38,445,904.04","61,726,340.10","14,049,138.72","31,977,150.16","51,572,845.38","72,383,036.80","15,624,946.79","35,912,565.01","57,728,038.47","90,693,797.39","21,529,525.95","45,936,327.31","72,787,813.04","108,817,407.69","25,982,008.65","56,088,895.23","91,069,198.99","131,885,261.93","41,115,058.41","89,842,864.89","145,956,820.04","203,308,867.85"
取得借款收到的现金,"178,876,159.80","243,101,656.73","165,636,939.00","224,094,500.00","292,376,927.26","19,900,000.00","49,900,000.00","122,400,000.00","231,400,000.00","82,500,000.00","226,450,000.00","315,565,452.30","492,065,452.30","147,039,696.22","262,696,414.72","403,576,190.76","546,387,618.49","443,928,465.68","418,934,751.68","617,168,399.58","941,942,602.90","401,484,555.00","557,892,172.00","773,972,798.00","870,013,220.76","191,718,755.00","1,129,934,031.69","1,269,953,669.98","1,841,566,001.88","276,539,940.00","755,850,016.15","1,202,459,940.00","1,814,827,444.17","667,116,800.00","1,489,446,800.00","1,943,356,800.00","2,456,355,877.53"
支付的各项税费,"36,223,560.66","40,045,903.32","7,638,427.55","14,217,578.04","18,433,075.97","5,905,975.29","13,975,865.66","17,801,943.95","24,592,363.31","14,109,934.95","20,944,838.83","25,356,064.05","34,387,246.52","18,532,070.70","23,727,160.14","30,354,086.54","19,335,973.33","9,201,785.58","18,470,016.02","20,477,345.25","23,068,448.85","12,032,471.05","18,386,790.75","24,117,771.92","22,267,453.35","18,427,165.43","38,689,645.13","61,721,853.28","58,479,413.14","21,300,949.97","45,852,774.30","72,162,901.79","69,812,788.93","61,294,672.79","124,066,079.17","139,734,255.38","166,600,878.42"
收到其他与筹资活动有关的现金,"43,500,000.00","105,800,000.00","10,600,000.00","10,600,000.00","4,800,000.00",,,,,,,"10,000,000.00",,"3,000,000.00",,,,,"100,000,000.00","101,270,000.00",,"3,000,000.00",,,,,,,,,,,,,,,"14,500,000.00"
支付其他与经营活动有关的现金,"27,627,521.95","32,126,920.67","15,668,102.62","22,112,056.06","26,708,248.15","7,693,562.83","20,584,511.48","29,934,262.98","36,701,300.47","11,710,314.53","22,730,636.88","33,118,400.84","41,284,685.55","28,742,902.14","23,911,610.27","41,423,085.67","65,930,312.97","15,092,068.88","26,989,651.12","44,515,560.68","86,642,274.32","15,180,082.11","31,867,742.88","52,245,402.30","88,214,412.98","29,070,412.08","60,954,611.02","93,965,193.87","102,890,690.50","41,111,482.81","67,400,441.70","124,221,046.52","153,179,860.46","56,766,755.06","151,169,098.06","236,250,858.27","249,176,415.49"
筹资活动现金流入小计,"222,376,159.80","348,901,656.73","176,236,939.00","234,694,500.00","933,676,927.26","19,900,000.00","49,900,000.00","122,400,000.00","231,400,000.00","82,500,000.00","226,450,000.00","325,565,452.30","492,065,452.30","150,039,696.22","262,696,414.72","403,576,190.76","546,387,618.49","443,928,465.68","518,934,751.68","718,438,399.58","941,942,602.90","404,484,555.00","580,906,492.00","799,891,718.00","1,491,909,581.05","194,089,355.00","1,132,304,631.69","1,272,324,269.98","1,844,616,401.88","276,539,940.00","755,850,016.15","1,233,759,940.00","1,830,827,444.17","691,116,800.00","1,562,523,934.00","2,016,433,934.00","2,552,686,957.53"
经营活动现金流出小计,"302,101,151.08","382,963,377.01","145,752,209.50","347,363,562.88","438,626,131.24","158,457,375.94","265,089,669.54","416,639,073.20","551,298,714.12","151,654,294.38","358,055,488.99","582,744,243.58","606,045,907.74","191,326,041.10","411,420,833.91","514,597,330.66","613,677,072.73","213,356,597.70","478,915,785.78","623,089,768.62","682,907,130.38","133,856,016.36","302,185,546.00","478,334,148.35","609,885,775.58","215,786,500.29","445,738,877.93","634,327,699.26","1,100,093,722.26","286,722,841.00","418,623,951.54","695,814,575.75","1,360,802,027.39","440,090,834.96","1,057,097,959.64","1,566,143,899.70","2,325,595,446.55"
偿还债务支付的现金,"129,046,159.80","227,210,761.63","75,752,575.60","141,021,656.10","195,417,526.35","121,139,045.00","131,359,023.01","204,367,736.46","237,990,037.51","62,050,000.00","121,000,000.00","183,500,000.00","347,500,000.00","98,517,376.62","182,565,452.30","345,312,656.40","480,199,583.15","253,310,427.64","375,152,566.64","542,360,993.17","730,131,334.31","413,776,380.00","556,040,170.00","804,075,326.00","1,222,506,367.73","162,552,311.00","243,248,652.04","856,210,739.98","1,242,304,868.78","217,662,213.72","469,840,603.22","890,627,019.52","1,240,704,745.59","485,446,001.83","914,546,832.40","1,341,461,248.31","1,927,420,266.55"
