科目,2012年度,2013年度,2014年度,2015年1-3月,2015年1-6月,2015年1-9月,2015年度,2016年1-3月,2016年1-6月,2016年1-9月,2016年度,2017年1-3月,2017年1-6月,2017年1-9月,2017年度,2018年1-3月
支付给职工以及为职工支付的现金,"57,054,142.78","61,671,418.22","70,760,626.38","19,903,393.77","40,583,309.37","58,942,027.01","73,822,483.38","18,928,456.01","40,331,779.28","64,264,716.19","84,622,957.44","27,915,710.52","53,479,668.88","79,188,984.32","93,474,781.45","32,181,634.93"
取得借款收到的现金,"201,780,000.00","180,860,000.00","232,680,000.00","11,000,000.00","11,000,000.00","11,000,000.00","11,000,000.00",,,,,,"20,000,000.00","32,000,000.00","45,880,000.00","10,000,000.00"
支付的各项税费,"65,935,028.15","67,337,452.32","62,498,037.82","3,383,494.20","31,109,558.94","32,137,144.16","51,503,309.37","5,600,190.82","18,626,173.17","38,827,088.32","57,433,577.98","22,294,904.17","57,099,076.91","82,878,392.35","89,008,433.98","10,494,676.25"
收到其他与筹资活动有关的现金,,,"8,983,760.19",,,,"10,754,026.82","2,072,190.25","10,689,863.57",,,"2,764,632.76",,"3,721,122.53","12,870,733.08",
支付其他与经营活动有关的现金,"38,303,890.41","25,404,020.73","28,231,943.48","7,673,244.78","15,542,889.20","26,940,979.70","33,953,635.61","6,254,450.39","15,282,453.12","22,631,012.55","55,971,215.16","5,302,695.06","17,799,267.40","23,147,320.95","68,108,624.97","9,458,522.84"
筹资活动现金流入小计,"201,780,000.00","180,860,000.00","241,663,760.19","415,193,000.00","428,488,000.00","428,488,000.00","425,947,026.82","2,072,190.25","10,689,863.57",,,"2,764,632.76","20,000,000.00","35,721,122.53","58,750,733.08","10,000,000.00"
经营活动现金流出小计,"529,389,659.68","526,978,162.09","584,355,050.90","107,534,538.99","235,486,991.66","308,966,725.29","450,710,623.86","94,924,703.53","217,427,759.92","290,400,908.02","505,014,468.23","128,043,635.47","288,291,147.99","416,309,873.08","654,265,823.48","189,572,550.71"
偿还债务支付的现金,"202,280,000.00","173,780,000.00","220,540,000.00","14,000,000.00","154,000,000.00","204,000,000.00","204,000,000.00",,,,,,,,,
经营活动产生的现金流量净额,"41,506,098.69","78,420,820.52","100,809,812.11","-10,349,850.26","-24,084,854.62","12,530,874.32","11,094,558.23","13,381,730.73","25,729,107.35","52,310,389.37","54,111,589.91","34,796,411.20","42,747,958.91","102,336,062.94","122,892,978.93","-37,117,921.97"
分配股利、利润或偿还利息支付的现金,"13,303,237.14","27,245,018.83","54,694,280.47","2,728,975.83","4,363,446.55","23,333,271.68","23,621,052.29","187,951.38","9,902,500.50","9,902,500.50","9,762,740.21",,"36,000,000.00","36,203,010.00","36,685,791.68","550,200.00"
收回投资收到的现金,,,,,"34,000,000.00","228,500,000.00",,"121,000,000.00","126,000,000.00","226,000,000.00","134,262,273.79","100,000,000.00","150,000,000.00","200,000,000.00","100,000,000.00",
支付其他与筹资活动有关的现金,,"20,700,060.80","1,857,512.96","4,172,570.37","10,898,797.84","10,898,797.84",,,,"7,821,114.04","14,871,310.22",,"2,306,529.87",,,"3,559,288.14"
取得投资收益收到的现金,,,,,"157,413.66","3,057,326.03","3,919,705.75","1,748,629.18","1,762,218.22","2,565,615.48","3,349,067.53","728,109.59","1,156,602.74","1,651,397.26","2,137,561.64",
筹资活动现金流出小计,"215,583,237.14","221,725,079.63","277,091,793.43","20,901,546.20","169,262,244.39","238,232,069.52","227,621,052.29","187,951.38","9,902,500.50","17,723,614.54","24,634,050.43",,"38,306,529.87","36,203,010.00","36,685,791.68","4,109,488.14"
处置固定资产、无形资产和其他长期资产收回的现金净额,,"614,480.00","528,775.86",,"44,709.26","64,183.76","3,543,384.62",,"2,884,960.00","2,893,215.56","2,880,515.47","32,478.63","353,077.78","478,663.26","514,573.45","165,521.00"
筹资活动产生的现金流量净额,"-13,803,237.14","-40,865,079.63","-35,428,033.24","394,291,453.80","259,225,755.61","190,255,930.48","198,325,974.53","1,884,238.87","787,363.07","-17,723,614.54","-24,634,050.43","2,764,632.76","-18,306,529.87","-481,887.47","22,064,941.40","5,890,511.86"
处置子公司及其他营业单位收到的现金净额,,,,,,,,,,,,,,,,
四、汇率变动对现金的影响,"-681,853.81","-2,359,114.42","246,640.05","581,264.52","938,998.39","1,575,132.92","-1,930,320.00","-73,402.26","134,951.54","-78,280.87","-869,045.72","68,120.62","1,325,719.44","2,314,439.53","-2,943,741.37","-4,531,566.52"
收到其他与投资活动有关的现金,,,,,,,,,,,,,,,,
四(2)、其他原因对现金的影响,,,,,,,,,,,,,,,,
投资活动现金流入小计,,"614,480.00","528,775.86",,"34,202,122.92","231,621,509.79","7,463,090.37","122,748,629.18","130,647,178.22","231,458,831.04","140,491,856.79","100,760,588.22","151,509,680.52","202,130,060.52","102,652,135.09","165,521.00"
五、现金及现金等价物净增加额,"6,353,040.17","170,468.06","-2,661,617.00","380,478,351.16","13,735,800.87","29,050,035.56","34,496,850.98","118,990,731.24","10,522,571.08","16,236,589.01","10,615,241.52","60,423,831.99","17,312,858.08","45,426,586.14","124,207,276.49","-58,134,536.76"
购建固定资产、无形资产和其他长期资产支付的现金,"20,667,967.57","35,640,638.41","68,818,811.78","4,044,516.90","14,046,221.43","23,433,411.95","46,194,178.36","18,950,465.28","41,776,029.10","44,730,735.99","58,485,109.03","27,897,800.19","59,963,970.92","110,872,089.38","120,459,037.56","22,541,081.13"
期初现金及现金等价物余额,"32,161,380.98","38,514,421.15","38,684,889.21","36,023,272.21","36,023,272.21","36,023,272.21","36,023,272.21","70,520,123.19","70,520,123.19","70,520,123.19","70,520,123.19","81,135,364.71","81,135,364.71","81,135,364.71","81,135,364.71","205,342,641.20"
投资支付的现金,,,,,"242,500,000.00","383,500,000.00","134,262,273.79",,"105,000,000.00","205,000,000.00","100,000,000.00","50,000,000.00","100,000,000.00","150,000,000.00",,
期末现金及现金等价物余额,"38,514,421.15","38,684,889.21","36,023,272.21","416,501,623.37","49,759,073.08","65,073,307.77","70,520,123.19","189,510,854.43","81,042,694.27","86,756,712.20","81,135,364.71","141,559,196.70","98,448,222.79","126,561,950.85","205,342,641.20","147,208,104.44"
