科目,2007年度,2008年度,2009年1-3月,2009年度,2010年1-3月,2010年1-6月,2010年1-9月,2010年度,2011年1-3月,2011年1-6月,2011年1-9月,2011年度,2012年1-3月,2012年1-6月,2012年1-9月,2012年度,2013年1-3月,2013年1-6月,2013年1-9月,2013年度,2014年1-3月,2014年1-6月,2014年1-9月,2014年度,2015年1-3月,2015年1-6月,2015年1-9月,2015年度,2016年1-3月,2016年1-6月,2016年1-9月,2016年度,2017年1-3月,2017年1-6月,2017年1-9月,2017年度,2018年1-3月,2018年1-6月,2018年1-9月,2018年度,2019年1-3月
支付给职工以及为职工支付的现金,"66,473,277.03","87,200,256.63","16,781,751.25","95,815,636.26","30,507,411.82","59,816,958.42","88,108,063.08","120,274,786.19","34,015,578.87","66,243,599.52","101,904,607.10","141,295,336.40","49,211,837.02","95,104,081.62","140,776,252.27","192,583,642.47","50,365,225.59","112,496,598.63","156,812,136.11","228,981,907.25","60,512,321.97","141,477,632.99","197,626,702.56","310,291,645.74","81,885,045.21","149,256,461.82","220,534,542.21","296,626,306.95","71,494,148.60","129,661,046.46","185,912,980.43","308,861,342.09","89,302,229.69","162,165,570.81","278,445,328.69","411,417,240.08","121,509,345.75","233,488,045.59","333,397,534.73","442,521,267.95","135,743,931.13"
取得借款收到的现金,"931,339,187.33","1,260,539,165.96","99,999,002.05","754,616,476.00","120,000,000.00","321,000,000.00","361,941,344.44","87,000,000.00","249,242,953.25","428,519,503.40","523,265,074.20","833,644,277.98","125,037,344.41","517,202,961.22","559,816,414.83","815,875,863.18","155,124,394.84","481,113,832.51","859,610,923.85","920,760,375.46","255,000,000.00","612,965,935.92","603,014,510.77","711,970,454.26","90,000,000.00","492,795,200.00","551,795,200.00","686,403,994.88","9,000,000.00","108,509,895.69","108,555,295.69","107,557,373.36","9,000,000.00","310,000,000.00","359,000,000.00","608,000,000.00","259,000,000.00","304,000,000.00","304,000,000.00","304,000,000.00","241,000,000.00"
支付的各项税费,"125,349,889.35","164,849,784.87","28,846,247.75","148,513,101.82","35,557,248.47","75,264,559.94","140,935,802.56","159,144,608.41","59,710,127.47","105,959,446.52","200,949,938.69","217,720,131.65","80,791,602.50","160,921,949.62","249,659,886.58","292,311,172.47","61,737,410.59","166,226,284.94","290,379,002.63","433,832,158.22","86,363,010.70","438,256,330.36","553,813,248.74","655,343,807.03","159,126,968.67","336,508,514.15","431,873,730.07","499,171,650.59","78,847,248.72","224,918,196.87","294,202,856.16","390,373,006.83","157,784,087.22","349,616,897.05","503,031,755.52","540,126,424.68","173,677,043.37","393,888,642.71","572,050,714.37","853,475,683.87","143,058,988.96"
收到其他与筹资活动有关的现金,"31,830,000.00","154,625,253.74","17,430,000.00","183,231,085.00","69,637,803.42","35,238,000.00","72,803,196.14","69,637,803.42","751,707.11","2,095,242.57","214,391,242.57","300,000.00","1,298,000.00","21,900,992.29","41,884,992.29","50,784,414.75","11,947,151.72","28,573,710.63","59,594,819.82","25,973,021.25","193,958.66","39,802,499.63","165,042,904.56","25,242,681.09","88,024,863.64","99,023,214.07","231,222,031.06","53,740,082.32","218,907,182.61","63,278,178.17","66,955,694.67","111,865,106.48","11,762,700.01","5,254,604.90","10,571,691.00","52,970,241.50","6,063,684.20","11,916,971.51","36,147,402.50",,
支付其他与经营活动有关的现金,"121,204,945.13","122,337,195.22","106,911,251.13","95,990,515.83","52,431,200.72","76,340,440.93","90,025,021.51","139,554,411.45","83,490,338.84","107,903,881.43","122,200,630.42","195,951,995.49","73,450,030.69","140,275,712.52","204,752,330.44","200,034,678.44","68,947,735.26","135,049,458.41","190,807,658.63","224,126,083.53","46,979,992.98","335,490,009.91","291,089,225.37","289,171,126.41","48,526,050.43","137,253,684.47","131,840,946.01","280,094,387.54","87,062,576.59","153,164,249.52","170,157,270.72","286,638,783.41","67,732,717.24","186,201,933.97","247,311,005.98","324,650,771.06","87,839,620.27","180,842,947.22","249,139,120.20","337,153,393.90","86,794,102.68"
筹资活动现金流入小计,"963,169,187.33","1,415,164,419.70","117,429,002.05","937,847,561.00","189,637,803.42","2,522,522,000.00","2,601,028,540.58","2,310,210,103.42","283,223,460.36","463,843,545.97","770,885,116.77","878,944,277.98","126,335,344.41","539,103,953.51","601,734,742.65","866,660,277.93","167,071,546.56","509,687,543.14","919,205,743.67","946,733,396.71","255,193,958.66","652,768,435.55","768,057,415.33","737,213,135.35","178,024,863.64","591,818,414.07","783,017,231.06","740,144,077.20","273,405,362.61","171,788,073.86","175,510,990.36","219,422,479.84","69,762,700.01","364,254,604.90","418,571,691.00","709,970,241.50","289,563,684.20","340,416,971.51","389,147,402.50","353,000,000.00","241,000,000.00"
经营活动现金流出小计,"865,377,212.89","838,028,145.89","486,077,221.70","854,287,298.79","437,892,090.78","1,013,797,414.67","1,417,599,337.89","1,162,673,640.94","668,135,503.62","387,144,552.79","597,332,810.94","1,277,884,805.60","695,686,771.10","706,833,834.43","1,232,021,153.52","980,766,723.73","722,885,062.86","658,380,012.49","740,349,903.87","1,267,146,177.48","763,998,389.60","1,731,275,558.50","1,291,550,208.94","1,361,315,012.54","685,761,324.30","958,454,537.09","1,248,046,601.99","1,248,927,117.49","455,931,481.27","824,019,683.80","992,573,222.01","1,398,733,865.05","541,174,015.39","1,058,450,821.53","1,520,672,719.59","2,025,297,132.72","583,704,265.91","1,078,643,572.26","1,711,599,610.73","2,829,759,674.66","536,745,314.38"
偿还债务支付的现金,"837,718,044.54","1,295,281,489.12","70,334,990.99","876,706,836.14","132,809,924.22","351,765,530.00","733,687,231.94","468,471,547.25","3,000,000.00","52,000,000.00","285,242,953.25","629,944,220.85","136,162,241.08","670,109,852.00","809,135,483.87","1,038,335,941.04","82,803,600.00","387,880,719.57","1,032,075,044.40","706,342,276.82","235,000,000.00","544,292,575.00","712,865,215.84","853,601,509.97","48,426,600.00","312,165,945.04","582,322,725.04","805,499,361.93","91,499,740.00","205,036,594.88","227,346,100.54","252,999,674.69","48,557,373.36","108,557,373.36","98,557,373.36","355,376,344.55","149,000,000.00","194,000,000.00","302,000,000.00","302,000,000.00","260,000,000.00"
经营活动产生的现金流量净额,"156,834,518.30","295,636,995.31","-71,880,934.67","226,063,367.79","-21,385,224.49","52,720,009.49","91,753,753.14","-100,378,774.23","-5,897,701.23","170,313,160.19","271,478,436.59","107,178,573.44","75,006,028.64","199,076,213.70","380,795,852.23","582,788,358.78","47,111,506.34","254,750,960.00","490,184,050.43","306,904,026.11","-43,601,057.04","1,007,960,111.15","1,090,731,094.77","1,224,944,288.50","14,331,941.57","431,122,884.74","374,423,508.48","1,263,258,850.38","141,157,010.42","517,850,793.51","1,012,469,167.32","1,246,974,518.62","7,910,441.66","218,801,246.43","460,398,139.16","606,709,469.31","129,744,259.01","429,692,262.27","784,291,022.37","1,226,450,769.95","365,384,005.53"
分配股利、利润或偿还利息支付的现金,"75,179,461.61","45,786,440.43","93,778,657.48","133,143,870.90","4,954,074.00","11,232,820.83","12,576,260.56","13,245,574.39","1,700,378.25","153,724,437.03","167,273,794.65","156,362,988.00","5,716,089.09","14,035,200.18","172,694,070.08","157,135,794.40","1,731,082.70","37,281,878.68","192,527,213.62","188,878,694.15","6,093,990.33","87,353,762.81","355,583,499.56","349,278,691.96","3,013,074.83","430,648,051.01","410,434,014.52","479,239,935.48",,"311,364,084.50","313,281,258.20","308,577,612.86","2,582,521.14","275,030,238.08","273,243,348.99","275,691,940.94","4,513,277.40","354,151,784.58","361,240,160.91","356,514,840.17","2,533,902.79"
收回投资收到的现金,"32,440,251.89",,,"799,627.99",,,,"12,070,795.00",,,,"66,000,000.00","24,000,000.00","24,000,000.00","24,000,000.00","24,000,000.00",,"38,600,000.00","42,347,737.63","78,000,000.00","398,000,000.00","373,000,000.00","328,000,000.00","2,204,990,000.00","60,000,000.00","412,182,113.67","818,999,982.00","1,172,217,800.51","329,050,000.00","1,209,950,000.00","1,871,982,000.00","2,723,959,432.10","481,250,000.00","1,832,930,000.00","2,667,330,000.00","3,475,559,172.06","241,922,986.68","1,225,434,498.42","1,847,559,751.40","2,581,180,717.24","476,011,076.26"
支付其他与筹资活动有关的现金,"154,625,253.74","183,231,085.00","17,199,000.00","69,637,803.42","66,957,500.00","52,784,000.00","83,099,270.98","300,000.00","2,836,666.26","30,178,331.68","216,799,242.54","28,097,976.57","2,032,547.71","33,074,048.67","37,291,578.67","116,249,670.57","4,945,790.51","52,139,089.27","41,074,823.25","24,419,679.72","49,395,081.92","77,447,523.51","491,638,136.89","71,047,855.46",,"38,795,114.50","68,762,095.00","62,083,640.29",,"36,778,466.91","79,263,125.35","21,993,972.12","13,074,410.42","67,285,000.00","72,337,855.89","358,167,939.21","7,412,295.60","3,084,295.30","20,084,295.30","5,155,506.16",
取得投资收益收到的现金,"80,000.00","96,000.00",,"120,000.00",,"120,000.00","120,000.00","137,932.88","1,620,000.00","4,540,000.00","7,300,000.00","9,524,000.00","184,000.00","424,000.00","3,441,560.00","424,000.00",,"3,068,108.22","3,326,239.73","5,958,918.11","5,046,763.70","5,000,000.00","7,804,237.57","29,129,430.35","5,726,702.22","6,339,195.37","15,373,340.75","5,240,000.00","10,334,361.39","4,156,695.71","12,189,166.95","6,716,000.00","748,247.91","2,847,800.31","4,020,036.14","3,501,405.86","932,887.58","2,961,270.56","3,036,598.17","345,800.00","885,463.35"
筹资活动现金流出小计,"1,067,522,759.89","1,524,299,014.55","181,312,648.47","1,079,488,510.46","204,721,498.22","415,782,350.83","829,362,763.48","482,017,121.64","7,537,044.51","235,902,768.71","669,315,990.44","814,405,185.42","143,910,877.88","717,219,100.85","1,019,121,132.62","1,311,721,406.01","89,480,473.21","477,301,687.52","1,265,677,081.27","919,640,650.69","290,489,072.25","709,093,861.32","1,560,086,852.29","1,273,928,057.39","51,439,674.83","781,609,110.55","1,061,518,834.56","1,346,822,937.70","91,499,740.00","553,179,146.29","619,890,484.09","583,571,259.67","64,214,304.92","450,872,611.44","444,138,578.24","989,236,224.70","160,925,573.00","551,236,079.88","683,324,456.21","663,670,346.33","262,533,902.79"
处置固定资产、无形资产和其他长期资产收回的现金净额,,,,,,,,,,,,"558,299.12",,"733,000.00","993,000.00","1,382,711.05",,"48,654.81","79,658.12","1,132,305.40",,"5,364,953.53","19,018,380.64","429,166.66","8,487,827.32","8,487,827.32","8,487,827.32","10,095,759.28","361,800.00","604,475.00","604,475.00","17,985,618.57",,"108,226.41","108,226.41","1,584,086.99","34,455.40","191,974.73","644,470.95","2,613,647.31",
筹资活动产生的现金流量净额,"-104,353,572.56","-109,134,594.85","-63,883,646.42","-141,640,949.46","-15,083,694.80","2,106,739,649.17","1,771,665,777.10","1,828,192,981.78","275,686,415.85","227,940,777.26","101,569,126.33","64,539,092.56","-17,575,533.47","-178,115,147.34","-417,386,389.97","-445,061,128.08","77,591,073.35","32,385,855.62","-346,471,337.60","27,092,746.02","-35,295,113.59","-56,325,425.77","-792,029,436.96","-536,714,922.04","126,585,188.81","-189,790,696.48","-278,501,603.50","-606,678,860.50","181,905,622.61","-381,391,072.43","-444,379,493.73","-364,148,779.83","5,548,395.09","-86,618,006.54","-25,566,887.24","-279,265,983.20","128,638,111.20","-210,819,108.37","-294,177,053.71","-310,670,346.33","-21,533,902.79"
处置子公司及其他营业单位收到的现金净额,,,,,,,,,,,,"6,777,207.34",,,,,,,,,,,,,,,,,,,,,,,,,,,,,
四、汇率变动对现金的影响,"-818,507.58","-243,640.23","124,426.14","-7,103.79","-7,461.45","-154,012.17",,"-171,551.80","-17,629.73",,"-69,976.80","66,197.09","-64,974.51","97,878.26","89,518.49","2,390,778.07","205,904.25","-1,761,371.85","-595,199.73","-3,128,018.77","-2,422.75","-1,906,179.38","-3,162,298.47","319,156.52","4,069,641.33","962,491.56","2,797,552.80","5,847,190.43","-200,417.92","-2,243,836.94","-341,553.39","13,694,565.80","-207,420.65","-1,287,938.26","-8,117,715.16","-14,997,101.01","-9,916,484.44","-3,852,797.21","-3,948,821.75","2,111,881.84","-2,127,441.73"
收到其他与投资活动有关的现金,,,,,,,,"13,530,000.00",,,,"2,060,000.00",,"129,076.89","1,321,372.28","11,982,920.00","6,514,343.35","3,446,827.81","4,628,316.46","2,915,320.00",,"87,616.44","20,582,130.84","7,650,000.00",,,,"700,000.00",,,,"6,867,800.00",,,,"2,682,589.00","232,200.00","385,200.00","182,200.00","1,213,282.00",
四(2)、其他原因对现金的影响,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
投资活动现金流入小计,"32,520,251.89","96,000.00",,"919,627.99",,"120,000.00","120,000.00","25,738,727.88","1,620,000.00","4,540,000.00","7,300,000.00","84,919,506.46","24,184,000.00","25,286,076.89","29,755,932.28","37,789,631.05","6,514,343.35","45,163,590.84","50,381,951.94","88,006,543.51","403,046,763.70","383,452,569.97","375,404,749.05","2,242,198,597.01","74,214,529.54","427,009,136.36","842,861,150.07","1,188,253,559.79","339,746,161.39","1,214,711,170.71","1,884,775,641.95","2,755,528,850.67","481,998,247.91","1,835,886,026.72","2,671,458,262.55","3,483,327,253.91","243,122,529.66","1,228,972,943.71","1,851,423,020.52","2,585,353,446.55","476,896,539.61"
五、现金及现金等价物净增加额,"-97,707,165.01","70,478,312.20","-162,193,935.60","-3,676,852.59","-57,191,900.83","2,110,110,478.30","1,742,300,165.36","1,544,464,037.42","97,133,833.60","190,283,383.48","-57,510,048.16","-208,537,464.59","4,261,420.29","-48,022,171.73","-181,185,342.91","-240,723,941.33","-58,737,124.87","-145,541,195.14","-1,026,262,524.22","-1,091,520,235.70","292,550,884.16","389,468,146.29","168,568,006.12","117,121,155.16","83,637,279.71","136,622,889.57","138,801,380.57","-5,170,254.44","383,997,604.51","20,364,534.60","191,022,206.95","472,576,532.41","-144,497,603.58","-135,789,058.36","-129,527,314.38","-339,320,983.86","98,297,556.70","66,213,642.71","38,480,812.93","121,880,645.36","232,818,171.65"
购建固定资产、无形资产和其他长期资产支付的现金,"181,889,855.06","114,676,448.03","26,553,780.65","88,211,795.12","20,715,520.09","49,315,168.19","115,148,252.63","203,091,757.52","51,303,044.04","93,373,667.48","170,059,992.96","218,370,263.88","77,288,100.37","94,193,344.38","159,628,879.68","394,957,581.15","92,029,721.07","287,211,229.75","295,340,965.49","695,195,532.57","22,655,530.88","733,505,009.68","366,745,776.47","835,038,088.80","134,119,435.38","191,472,171.44","191,779,227.28","588,774,948.37","58,860,771.99","97,192,128.01","157,998,691.71","433,023,823.59","23,967,267.59","77,090,386.71","114,269,113.69","437,197,659.67","47,040,858.73","230,506,962.98","283,534,659.79","752,264,906.65","101,751,028.97"
期初现金及现金等价物余额,"160,065,568.93","62,358,403.92","316,067,801.12","132,836,716.12","129,159,863.53","129,159,863.53","129,159,863.53","129,159,863.53","1,673,623,900.95","1,673,623,900.95","1,673,623,900.95","1,673,623,900.95","1,465,086,436.36","1,465,086,436.36","1,465,086,436.36","1,465,086,436.36","1,224,362,495.03","1,224,362,495.03","1,224,362,495.03","1,224,431,566.11","132,911,330.41","134,131,928.44","146,984,026.57","134,131,928.44","425,462,214.57","251,253,083.60","251,253,083.60","251,253,083.60","246,082,829.16","246,082,829.16","246,082,829.16","246,082,829.16","718,659,361.57","718,659,361.57","718,659,361.57","718,659,361.57","379,338,377.71","379,338,377.71","379,338,377.71","379,338,377.71","501,219,023.07"
投资支付的现金,,"1,200,000.00",,"800,000.00",,,"6,090,000.00",,"122,954,207.25","119,136,886.49","271,286,775.99","98,443,101.90",,,"10,000,000.00","10,000,000.00","92,500,000.00","186,200,000.00","911,500,000.00","815,200,000.00",,"190,207,920.00","127,870,325.80","1,977,821,866.03",,"326,208,755.17","611,000,000.00","1,265,489,245.01","219,750,000.00","1,231,370,392.24","2,103,502,863.49","2,745,001,699.26","615,780,000.00","1,876,980,000.00","2,845,430,000.00","3,453,480,001.00","346,250,000.00","1,147,272,694.71","2,015,572,694.71","2,615,350,000.00","484,050,000.00"
期末现金及现金等价物余额,"62,358,403.92","132,836,716.12","153,873,865.52","129,159,863.53","71,967,962.70","2,239,270,341.83","1,871,460,028.89","1,673,623,900.95","1,770,757,734.55","1,863,907,284.43","1,616,113,852.79","1,465,086,436.36","1,469,347,856.65","1,417,064,264.63","1,283,901,093.45","1,224,362,495.03","1,165,625,370.16","1,078,821,299.89","198,099,970.81","132,911,330.41","425,462,214.57","523,600,074.73","315,552,032.69","251,253,083.60","509,099,494.28","387,875,973.17","390,054,464.17","246,082,829.16","630,080,433.67","266,447,363.76","437,105,036.11","718,659,361.57","574,161,757.99","582,870,303.21","589,132,047.19","379,338,377.71","477,635,934.41","445,552,020.42","417,819,190.64","501,219,023.07","734,037,194.72"
