科目,2013年度,2014年度,2015年度,2016年1-6月,2016年1-9月,2016年度,2017年1-3月,2017年1-6月,2017年1-9月,2017年度,2018年1-3月,2018年1-6月,2018年1-9月,2018年度,2019年1-3月
支付其他与筹资活动有关的现金,"10,101,300.00","3,211,000.00","26,800.00",,,"1,219,218.42","8,663,000.00","17,528,925.02","17,520,911.41","17,363,000.00",,"58,696.33","8,825,089.95","10,519,008.00","4,677,502.20"
取得投资收益收到的现金,"1,530,000.00","1,836,000.00","6,469,472.78","10,480,372.21",,"25,160,273.75","12,485,293.70","26,804,690.98","33,864,143.04","48,329,019.77","16,008,686.10","46,154,510.46","58,861,120.22","85,066,212.26","26,104,497.59"
筹资活动现金流出小计,"634,518,889.85","771,223,045.60","661,061,961.13","213,489,732.76",,"230,928,297.95","34,290,168.82","251,065,208.62","256,455,821.78","282,593,876.65","55,983,137.99","283,510,162.94","317,327,352.50","449,076,828.54","50,853,684.28"
处置固定资产、无形资产和其他长期资产收回的现金净额,"1,914,634.45","847,722.99","378,504.54","1,573,793.95",,"2,918,209.02","246,481.50","381,315.17","585,457.85","5,935,912.41","610,111.26","2,663,562.48","3,826,402.10","7,908,920.27","291,958.73"
筹资活动产生的现金流量净额,"-72,650,947.74","-301,830,479.70","-415,457,974.96","-184,384,024.55","-191,127,400.00","857,455,577.52","-27,912,369.39","-233,383,167.32","-213,486,570.74","-216,596,199.81","100,328,251.74","-90,698,634.93","-85,382,902.54","-199,313,085.70","-24,166,072.68"
处置子公司及其他营业单位收到的现金净额,"265,551.26",,,,,,,,,,,,"9,142,577.28","9,142,577.28",
四、汇率变动对现金的影响,"-5,863,791.61","9,841,112.00","15,235,054.52","2,205,809.65",,"11,616,842.29","-487,183.79","-3,515,775.82","-5,453,122.58","-6,551,577.75","-3,183,547.34","2,616,271.81","10,078,931.43","9,797,942.72","-3,846,483.22"
收到其他与投资活动有关的现金,"490,000.00","500,000.00","888,000.00","3,493,900.00",,"4,948,800.00",,,,"10,358,700.00","28,589,084.39","28,589,084.39","27,289,084.39","31,791,313.95",
四(2)、其他原因对现金的影响,,,,,,,,,,,,,,,
投资活动现金流入小计,"14,201,921.34","3,183,722.99","877,735,977.32","1,610,553,743.89",,"2,993,032,960.50","1,231,731,775.20","2,834,186,006.15","3,406,449,600.89","4,221,623,632.18","592,605,559.34","1,509,094,834.92","1,800,756,861.58","2,505,839,023.76","879,396,456.32"
五、现金及现金等价物净增加额,"159,458,344.35","171,491,538.55","-260,483,990.33","52,576,677.96","-355,883,300.00","966,114,489.46","-850,707,880.34","-737,208,806.06","-709,425,026.53","-727,804,316.49","38,004,218.53","99,762,737.39","-187,510,071.27","-73,212,298.67","70,287,739.81"
购建固定资产、无形资产和其他长期资产支付的现金,"133,318,637.48","52,573,097.54","84,134,528.43","65,002,408.17",,"101,397,161.44","42,835,146.45","89,327,936.61","128,277,245.19","181,793,694.36","284,139,240.77","368,190,942.74","506,576,797.72","646,830,537.39","147,971,632.04"
期初现金及现金等价物余额,"464,447,995.82","623,906,340.17","795,397,878.72","534,913,888.39",,"534,913,888.39","1,501,028,377.85","1,501,028,377.85","1,501,028,377.85","1,501,028,377.85","777,060,105.92","773,224,061.36","773,224,061.36","773,224,061.36","700,011,762.69"
投资支付的现金,"9,247,800.00","5,050,000.00","1,260,000,000.00","1,575,302,620.37",,"3,174,302,620.37","2,129,000,000.00","3,649,000,000.00","4,318,300,000.00","5,053,300,000.00","507,000,000.00","1,236,940,000.00","1,799,540,000.00","2,164,450,293.00","858,000,000.00"
期末现金及现金等价物余额,"623,906,340.17","795,397,878.72","534,913,888.39","587,490,566.35",,"1,501,028,377.85","650,320,497.51","763,819,571.79","791,603,351.32","773,224,061.36","815,064,324.45","872,986,798.75","585,713,990.09","700,011,762.69","770,299,502.50"
