科目,2007-12-31,2008-12-31,2009-12-31,2010-06-30,2010-09-30,2010-12-31,2011-03-31,2011-06-30,2011-09-30,2011-12-31,2012-03-31,2012-06-30,2012-09-30,2012-12-31,2013-03-31,2013-06-30,2013-09-30,2013-12-31,2014-03-31,2014-06-30,2014-09-30,2014-12-31,2015-03-31,2015-06-30,2015-09-30,2015-12-31,2016-03-31,2016-06-30,2016-09-30,2016-12-31,2017-03-31,2017-06-30,2017-09-30
货币资金,"40,946,251.27","66,893,191.00","89,509,748.10","110,926,256.79","124,697,845.90","661,135,054.84","597,324,536.59","573,820,314.76","458,104,643.41","400,607,721.95","331,059,279.26","238,841,523.86","311,602,905.02","247,958,716.52","242,132,969.11","280,138,634.94","504,959,029.95","458,589,537.68","591,411,744.57","620,510,592.74","489,447,101.41","1,067,485,554.66","1,000,120,019.59","1,132,103,699.57","1,005,031,889.74","1,083,680,857.72","955,108,668.52","861,644,867.69","730,772,214.74","775,481,973.98","862,700,223.57","3,050,382,791.76","2,971,308,684.99"
短期借款,"149,000,000.00","120,500,000.00","191,500,000.00","228,459,244.00","234,997,578.00","252,969,468.32","367,324,840.00","440,795,364.01","431,696,695.89","485,000,000.00","529,763,010.67","454,431,116.95","448,421,172.89","463,034,080.00","526,979,426.10","525,442,003.00","576,480,000.00","695,969,000.00","846,727,811.00","902,368,400.00","862,000,000.00","903,500,000.00","941,500,000.00","1,071,500,000.00","1,115,000,000.00","1,290,900,000.00","1,376,000,000.00","1,601,800,000.00","1,649,800,000.00","1,571,480,000.00","1,544,247,280.00","1,295,387,177.49","1,223,324,537.49"
交易性金融资产,,,,"103,150.00",,"1,558,650.00","1,505,500.00","828,283.00","1,645,800.50","626,361.00","577,167.00",,,"1,155,600.00","2,172,932.00","3,041,200.00","2,818,000.00","1,046,400.00","759,900.00","1,522,980.00","4,138,400.00",,,,,,,,,,,,
交易性金融负债,,,,,,,,,,,,"918,448.00","693,088.90",,,,,"41,994.44","169,560.00","284,970.00","26,400.00","191,090.10","1,209,420.00","1,323,000.00","180,400.00",,,,,,,,
应收票据,"690,000.00","1,300,000.00","6,736,800.00","17,068,288.40","9,945,443.08","12,058,790.50","26,348,883.42","15,476,976.17","18,630,579.36","13,572,051.00","15,945,777.84","25,337,414.94","27,356,964.81","30,419,359.93","24,751,599.61","69,062,885.84","22,938,464.53","33,051,012.30","27,826,949.05","29,638,456.76","10,100,744.89","24,717,097.32","13,863,809.78","44,214,662.85","38,962,644.95","23,604,827.44","19,017,021.55","29,039,286.11","38,897,994.05","26,363,302.42","17,348,892.50","45,887,191.61","35,876,621.51"
应付票据,,"60,000,000.00","54,000,000.00","30,000,000.00","57,000,000.00","60,000,000.00","30,000,000.00","91,000,000.00","65,000,000.00","69,550,000.00","156,850,000.00","204,930,721.00","231,897,853.00","310,967,853.00","350,403,140.00","510,095,010.00","582,861,357.00","497,720,000.00","466,230,000.00","460,120,000.00","517,656,400.00","578,571,400.00","530,205,000.00","453,847,000.00","370,776,000.00","347,229,000.00","420,261,000.00","497,314,000.00","474,258,719.00","468,669,000.00","536,740,000.00","703,891,000.00","805,934,093.37"
应收账款,"26,708,586.43","41,741,392.28","80,651,061.76","105,123,532.08","115,495,021.99","97,820,165.34","114,049,177.40","134,789,857.84","115,792,244.00","122,237,134.42","133,695,518.27","152,712,554.54","153,223,463.76","158,490,097.32","163,538,165.99","185,456,446.55","166,943,173.89","185,086,971.78","202,395,375.67","198,185,568.00","194,933,820.22","185,061,321.62","210,774,003.48","228,042,165.96","208,435,463.70","236,368,780.20","178,518,617.75","268,398,006.42","210,538,624.52","225,415,326.04","260,280,375.25","284,402,437.53","364,719,392.82"
应付账款,"20,489,255.52","10,630,582.97","35,582,316.64","43,686,351.47","41,916,435.90","38,514,779.98","40,222,812.51","81,799,981.49","57,020,841.73","80,355,840.56","76,265,754.51","49,581,363.80","89,675,160.48","93,505,158.04","92,613,429.51","90,817,008.84","81,777,887.43","75,256,824.76","113,282,266.77","104,757,484.47","95,440,183.91","86,575,153.41","103,931,664.29","153,644,353.72","142,098,916.32","148,360,284.34","218,778,444.17","202,484,724.99","209,179,325.73","203,850,940.62","246,584,267.49","245,975,048.78","285,939,692.57"
预付款项,"21,789,938.55","23,220,043.08","57,095,592.60","16,824,165.18","25,505,288.58","81,561,092.11","134,613,576.25","214,608,247.07","275,196,426.32","159,896,496.21","266,006,334.34","288,870,721.11","294,695,120.31","95,003,317.54","127,916,809.80","181,864,177.94","209,402,324.14","175,257,427.44","142,667,694.80","172,068,021.45","49,418,781.09","26,585,537.88","98,413,239.21","83,820,265.22","64,383,033.34","74,689,862.63","199,159,915.86","173,437,036.69","252,697,065.35","176,570,434.62","212,129,179.48","229,997,831.71","261,244,646.48"
预收款项,"5,025,987.21","1,082,044.11","1,785,332.25","3,748,707.49","5,154,579.29","2,845,160.47","7,853,685.15","18,462,429.85","7,253,601.32","3,731,032.13","5,345,830.40","9,602,472.81","6,644,090.49","9,454,984.91","10,960,623.10","37,750,162.21","20,467,294.44","7,878,551.76","39,307,836.82","30,763,487.29","14,797,995.48","7,398,208.48","10,116,049.16","10,494,941.11","17,817,195.42","11,411,729.05","14,818,862.03","67,834,416.39","73,273,604.51","115,661,179.74","100,906,752.31","61,856,426.21","81,110,301.85"
其他应收款,"4,020,019.12","8,636,589.15","9,068,367.44","8,729,888.95","16,096,142.10","17,002,000.54","23,483,855.85","12,814,054.01","15,284,755.17","16,333,971.46","12,804,084.13","13,190,149.52","14,258,024.14","5,265,876.64","4,558,170.02","13,045,571.80","13,263,789.22","14,509,570.20","15,701,709.14","34,311,552.34","36,954,451.77","46,969,576.48","52,110,128.19","35,601,741.11","35,286,377.21","39,737,534.82","54,792,876.73","37,384,148.76","39,892,014.07","59,713,934.26","72,628,019.81","19,966,684.63","12,555,064.39"
应付职工薪酬,"3,499,177.75","3,463,178.73","3,984,941.47","2,087,577.31","2,931,196.45","7,885,478.70","1,731,728.18","2,308,909.02","2,468,128.18","9,554,936.55","3,516,325.00","3,030,198.81","3,464,429.27","11,423,821.55","3,500,309.08","5,798,808.82","3,840,857.74","15,885,202.64","4,917,653.30","6,511,170.76","6,195,259.13","19,694,258.38","4,229,753.92","7,160,980.04","4,034,401.86","29,120,868.73","6,668,714.63","4,148,225.35","3,815,576.64","52,263,594.05","16,379,940.65","12,089,141.16","6,830,089.44"
应收关联公司款,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
应交税费,"-7,847,855.01","-1,930,222.64","1,040,409.77","-190,388.22","-1,503,966.32","818,963.75","-5,272,451.02","-10,496,194.09","-6,937,905.46","-3,635,409.02","-19,265,840.02","-19,882,237.46","-15,582,045.76","3,079,396.40","-10,547,491.56","5,082,700.87","5,338,560.57","4,651,639.96","3,158,958.42","5,982,089.10","8,156,614.91","3,731,727.93","7,474,945.60","9,777,560.80","8,061,899.68","8,464,248.38","5,132,334.39","7,757,858.93","9,122,679.08","6,362,353.92","5,903,285.81","5,695,304.10","15,733,393.16"
应收利息,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
应付利息,"302,136.51","366,618.13","456,975.13","406,180.58","552,697.40","509,560.88","676,051.24","721,727.20","1,436,645.45","831,099.48","1,277,575.42","865,199.13","1,536,140.48","1,052,453.74","1,416,682.77","1,061,063.47","927,024.42","1,513,817.40","352,882.91","1,633,155.25","1,679,415.41","1,636,257.73","1,542,921.62","1,726,887.71","1,711,755.16","2,130,599.08","2,179,666.76","1,653,272.59","1,681,070.41","2,023,849.28","1,909,472.42","1,681,064.23","1,506,366.22"
应收股利,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
应付股利,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
存货,"48,606,198.84","76,547,012.57","105,312,662.50","122,394,798.00","158,742,145.13","181,575,935.45","249,538,211.24","282,779,323.76","251,194,412.81","293,756,302.00","365,880,040.48","379,201,543.94","397,034,564.36","366,625,992.56","450,516,150.32","495,477,441.07","524,520,240.65","469,341,602.09","567,999,755.32","545,331,358.53","593,929,122.37","586,594,838.19","586,746,782.49","598,267,056.44","622,646,323.42","572,066,262.29","612,820,248.91","651,762,267.30","650,331,751.29","641,500,647.37","661,905,800.98","713,417,905.46","825,871,718.93"
其他应付款,"1,088,815.88","198,299.05","2,274,937.78","3,212,396.95","3,246,569.91","1,793,802.13","2,410,785.64","23,724,235.81","2,844,771.48","4,836,932.80","2,833,163.02","3,428,488.21","7,492,523.84","3,657,566.94","3,238,454.95","3,907,183.04","3,045,761.28","4,418,808.00","1,610,073.45","6,373,813.02","2,596,497.58","2,599,331.76","2,763,684.08","83,216,643.07","81,200,471.18","9,263,722.65","10,062,017.35","78,149,745.14","69,438,088.28","31,150,741.55","27,454,426.49","43,197,821.40","9,563,437.18"
其中:消耗性生物资产,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
应付关联公司款,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
一年内到期的非流动资产,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
一年内到期的非流动负债,"15,000,000.00","10,000,000.00","72,000,000.00","33,000,000.00","33,000,000.00","10,000,000.00","10,000,000.00","10,000,000.00","10,000,000.00",,,,,,,,,"106,828,528.00","106,828,528.00","33,244,752.00","8,244,752.00","9,545,640.00","9,581,832.00","10,148,576.00","117,381,120.00","124,677,120.00","124,055,040.00","127,319,040.00","1,554,450.80","30,302,856.00","20,134,577.42",,
其他流动资产,,,,,,,,,,"1,180,237.43",,,,"39,624,477.39","27,535,105.94","26,693,453.74","41,228,707.71","27,606,652.17","31,136,626.69","29,124,727.92","22,298,429.29","51,513,785.62","20,424,486.05","35,755,599.79","57,868,753.17","27,520,307.64","232,613,589.75","236,453,337.29","234,656,368.44","241,881,380.20","37,783,107.29","56,591,460.46","87,107,176.14"
其他流动负债,,,,,,,,,"432,200.00",,"263,630.00",,,,,,"1,327,544.00",,"1,722,575.63",,,,,,,,,,,,"2,957,154.63","16,593,115.03","27,163,154.20"
流动资产合计,"142,760,994.21","218,338,228.08","348,374,232.40","381,170,079.40","450,481,886.78","1,052,711,688.78","1,146,863,740.75","1,235,117,056.61","1,135,848,861.57","1,008,210,275.47","1,125,968,201.32","1,098,153,907.91","1,198,171,042.40","944,543,437.90","1,043,121,902.79","1,254,779,811.88","1,486,073,730.09","1,364,489,173.66","1,579,899,755.24","1,630,693,257.74","1,401,220,851.04","1,988,927,711.77","1,982,452,468.79","2,157,805,190.94","2,032,614,485.53","2,057,668,432.74","2,252,030,939.07","2,258,118,950.26","2,157,786,032.46","2,146,926,998.89","2,124,775,598.88","4,400,646,303.16","4,558,683,305.26"
流动负债合计,"186,557,517.86","204,310,500.35","362,624,913.04","344,410,069.58","377,295,090.63","375,337,214.23","454,947,451.70","658,316,453.29","571,214,978.59","650,224,432.50","756,849,449.00","706,905,771.25","774,242,413.59","896,175,314.58","978,564,573.95","1,179,953,940.25","1,276,066,286.88","1,410,164,366.96","1,584,308,146.30","1,552,039,321.89","1,516,793,518.42","1,613,443,067.79","1,612,555,270.67","1,802,839,942.45","1,858,262,159.62","1,971,557,572.23","2,177,956,079.33","2,588,461,283.39","2,492,123,514.45","2,481,764,515.16","2,503,217,157.22","2,386,366,098.40","2,457,105,065.48"
可供出售金融资产,,,,,,,,,,,,,,,,,,,,,,,,"25,000,000.00","25,000,000.00","45,000,000.00","45,000,000.00","55,000,000.00","55,000,000.00","58,000,000.00","58,000,000.00","58,000,000.00","41,090,000.00"
长期借款,"10,000,000.00","72,000,000.00","10,000,000.00","62,000,000.00","70,000,000.00","60,000,000.00","60,000,000.00",,,,,"74,000,000.00","141,216,500.00","134,821,670.00","140,747,850.00","137,195,774.00","242,756,560.00","131,814,978.00","131,814,978.00","140,529,952.00","140,522,698.00","134,985,140.00","135,496,932.00","129,486,048.00",,,,,"100,000,000.00","100,000,000.00","100,000,000.00","114,000,000.00","141,814,904.85"
持有至到期投资,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
应付债券,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
长期应收款,,,,,,,,,,,,,,,,,,,,,,,,,,,,"2,222,824.42","36,862,093.56","79,500,876.82","104,682,393.26","208,602,991.05","328,355,153.84"
长期应付款,,,"11,685,711.81",,"31,000,000.00","28,959,210.64","26,125,434.22","23,680,577.44","21,549,499.31","19,153,670.05","16,292,156.75","13,698,920.45","11,067,844.87",,,"34,000,000.00","30,966,707.72","28,825,083.47","25,692,987.77","133,476,439.71","130,735,155.13","120,258,271.18","108,568,105.19","97,074,145.81","84,548,013.13","73,210,359.26","57,925,925.89","48,329,762.62","38,882,679.06","176,250,400.00","176,250,400.00","95,290,400.00","208,621,899.88"
长期股权投资,"24,805,982.54","29,751,493.65",,,,"20,000,000.00","20,000,000.00",,,,,,,,,,,,,,"101,846,676.52","101,879,010.82","103,164,097.74","102,379,915.63","122,094,667.63","101,634,927.64","101,686,763.02","429,495,369.61","432,743,849.18","302,473,397.64","301,449,996.22","301,465,985.25","319,630,361.60"
专项应付款,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
投资性房地产,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
预计负债,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
固定资产,"121,572,893.38","130,279,053.34","183,863,460.88","195,766,096.13","204,564,697.60","226,709,423.39","222,468,612.09","273,223,022.35","279,764,337.48","296,588,112.42","297,449,124.53","301,481,312.05","333,928,237.67","613,214,777.81","637,979,848.79","624,283,965.24","713,088,754.01","753,066,994.84","729,100,930.69","929,371,674.80","907,406,768.69","907,586,608.76","895,243,576.65","869,563,810.93","895,917,800.16","1,069,228,362.39","1,044,334,574.51","1,036,550,749.50","1,013,542,562.24","1,138,691,138.51","1,112,710,197.13","1,101,806,460.52","1,068,169,343.95"
递延所得税负债,,,"306,866.15","232,357.60","231,231.90","1,011,927.17","1,018,773.97","800,518.16","744,748.54","562,065.80","553,561.01","322,426.40","321,300.70","378,968.08","530,442.18","659,556.69","624,950.99","358,085.27","313,984.57","263,021.37","197,748.17","196,622.46","195,496.76","194,371.06","193,245.36","192,119.65","190,993.95","189,868.24","188,742.54","187,616.84","186,491.14","185,365.44","184,239.74"
