科目,2007-12-31,2008-12-31,2009-12-31,2010-03-31,2010-06-30,2010-09-30,2010-12-31,2011-03-31,2011-06-30,2011-09-30,2011-12-31,2012-03-31,2012-06-30,2012-09-30,2012-12-31,2013-03-31,2013-06-30,2013-09-30,2013-12-31,2014-03-31,2014-06-30,2014-09-30,2014-12-31,2015-03-31,2015-06-30,2015-09-30,2015-12-31,2016-03-31,2016-06-30,2016-09-30,2016-12-31,2017-03-31,2017-06-30,2017-09-30,2017-12-31,2018-03-31,2018-06-30,2018-09-30,2018-12-31,2019-03-31
货币资金,"45,733,881.53","102,578,889.75","129,282,092.10","131,231,725.88","88,887,912.24","891,536,985.06","921,302,027.77","955,625,567.82","964,515,664.95","884,928,580.61","924,651,063.75","944,023,047.72","732,727,654.44","794,876,240.97","664,324,861.89","728,561,822.07","682,927,523.26","229,803,141.05","264,234,640.26","315,242,005.54","268,632,619.57","176,312,566.95","420,424,884.59","483,243,064.83","240,008,586.38","340,117,322.19","411,122,595.50","288,546,464.45","409,434,312.81","297,308,554.41","479,684,096.89","357,603,553.33","322,278,005.05","391,600,073.72","466,551,058.02","380,590,505.74","401,165,947.63","297,353,606.39","495,485,422.76","431,999,705.06"
短期借款,"172,000,000.00","161,800,000.00","234,917,414.98","240,870,308.93","210,870,308.93","35,150,000.00","40,000,000.00","40,000,000.00","113,265,372.79","111,835,516.60","226,422,329.57","221,416,162.60",,"50,000,000.00","100,000,000.00","100,000,000.00",,"40,000,000.00",,"50,000,000.00","50,000,000.00","100,000,000.00","100,000,000.00","80,000,000.00","80,000,000.00","80,000,000.00",,,,,,,"103,000,000.00","200,000,000.00","200,000,000.00","200,000,000.00","153,825,750.00","106,008,325.00","60,000,000.00","30,000,000.00"
交易性金融资产,,,,,,,,,,,,,,,,,,,,,,,,,,,"37,023,500.00",,,,,,,,,,,,,
交易性金融负债,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
应收票据,"97,663,068.43","105,805,702.47","140,610,510.72","172,580,916.15","211,852,598.01","301,346,845.43","358,847,415.04","274,277,286.07","302,361,238.72","356,923,112.11","546,323,081.61","456,269,286.45","432,140,286.29","497,832,242.54","612,073,167.18","518,615,486.39","511,277,238.81","791,564,186.48","909,837,522.86","803,615,636.24","785,718,449.21","969,035,101.73","968,291,933.83","830,129,781.50","790,941,266.66","849,778,570.37","1,056,474,324.75","1,178,277,455.85","1,180,806,945.33","1,119,003,341.35","1,015,749,226.26","1,051,730,312.65","1,351,733,089.72","1,245,220,924.36","1,719,319,630.30","1,770,603,439.77","1,313,792,156.44","1,307,494,404.50","1,288,301,213.67","1,310,640,484.45"
应付票据,"31,052,895.80","66,231,314.24","99,822,331.63","90,652,627.34","84,608,116.72","121,591,678.21","127,074,763.49","134,806,971.42","154,573,210.63","169,833,706.14","119,206,304.72","149,017,392.57","214,856,563.32","245,461,409.97","257,510,427.19","256,733,694.09","253,560,017.03","383,726,002.30","387,351,987.40","364,136,975.68","373,718,125.15","450,320,594.22","446,184,717.25","378,075,345.00","370,452,017.92","464,067,377.50","571,959,140.21","624,132,008.80","476,386,077.88","536,633,089.08","581,375,982.19","566,119,272.41","625,162,300.20","574,652,231.53","790,667,025.93","933,829,431.84","651,903,928.27",,"886,537,425.84",
应收账款,"262,283,197.44","304,060,006.74","351,035,457.11","385,733,148.83","404,178,165.08","387,086,020.80","329,328,873.68","441,308,509.30","456,642,545.69","480,764,678.74","381,635,008.47","481,535,606.41","587,164,929.56","573,759,644.99","567,399,979.08","624,394,527.70","692,050,257.38","748,943,032.03","723,336,298.08","792,664,515.64","885,730,221.38","816,242,276.08","768,599,797.45","883,477,728.41","888,974,305.40","807,442,513.54","1,005,915,497.94","959,919,310.99","951,818,023.92","929,703,542.28","1,063,488,506.18","1,188,821,289.02","1,093,240,903.27","1,206,579,660.79","1,337,259,964.31","1,281,563,659.85","1,234,872,339.08","1,158,396,960.18","1,163,157,420.34","1,387,361,801.09"
应付账款,"107,892,925.69","115,277,797.58","175,497,584.36","229,850,325.18","208,821,183.09","218,232,585.94","236,180,398.01","251,442,747.17","247,250,036.53","201,687,241.25","241,239,747.19","215,881,386.06","244,109,628.10","246,810,409.34","258,573,362.10","308,041,625.87","310,676,248.21","391,343,354.36","479,025,804.51","466,429,650.12","515,741,963.20","440,395,438.85","517,860,516.14","518,793,132.56","550,232,080.61","532,132,316.15","753,127,376.89","678,970,861.76","757,235,260.49","702,155,461.64","933,648,649.25","820,098,657.83","879,464,445.54","1,066,192,319.40","1,230,677,954.08","1,085,877,634.82","990,469,524.90",,"966,534,764.23",
预付款项,"14,285,367.07","11,048,606.80","76,854,997.14","74,719,293.20","74,808,661.74","96,916,764.47","84,885,137.23","79,184,494.63","89,067,197.98","96,041,055.40","80,642,495.16","83,730,428.76","78,693,497.35","76,148,538.18","71,406,844.73","71,730,985.18","69,881,912.87","67,000,706.16","38,871,110.68","16,207,736.22","49,427,611.08","37,029,734.31","61,003,369.21","49,834,836.77","126,174,789.76","127,553,312.37","58,632,975.18","80,457,286.96","66,375,626.88","61,023,660.16","17,450,015.70","33,630,752.21","45,014,203.00","97,924,872.29","27,006,824.95","29,845,691.75","42,060,909.77","48,938,115.67","23,552,317.78","59,630,993.32"
预收款项,"2,917,963.95","5,607,511.35","7,844,591.26","2,289,279.90","4,729,114.74","3,936,298.78","6,374,942.69","2,583,773.38","4,504,049.90","2,222,210.44","3,427,737.39","4,850,732.05","3,118,510.94","3,446,832.38","3,281,216.60","3,759,965.68","2,530,340.20","4,004,579.48","4,300,412.09","18,039,912.04","13,231,714.92","27,338,060.91","6,464,823.08","4,088,481.17","5,088,568.66","12,160,341.92","7,759,959.05","12,047,702.23","14,546,373.83","9,723,234.65","17,419,760.69","6,721,943.70","9,582,600.04","6,828,252.88","9,650,525.80","17,897,699.03","13,346,199.47","17,508,105.24","19,925,220.85","40,344,891.85"
