科目,2007年1-3月,2007年1-6月,2007年1-9月,2007年度,2008年1-3月,2008年1-6月,2008年1-9月,2008年度,2009年1-3月,2009年1-6月,2009年1-9月,2009年度,2010年1-3月,2010年1-6月,2010年1-9月,2010年度,2011年1-3月,2011年1-6月,2011年1-9月,2011年度,2012年1-3月,2012年1-6月,2012年1-9月,2012年度,2013年1-3月,2013年1-6月,2013年1-9月,2013年度,2014年1-3月,2014年1-6月,2014年1-9月,2014年度,2015年1-3月,2015年1-6月,2015年1-9月,2015年度,2016年1-3月,2016年1-6月,2016年1-9月,2016年度,2017年1-3月,2017年1-6月,2017年1-9月,2017年度,2018年1-3月
销售商品、提供劳务收到的现金,"531,078,525.58","1,182,314,708.12","1,970,706,372.61","2,649,911,974.18","364,714,541.14","820,887,145.06","1,234,134,487.35","1,505,848,599.28","316,071,810.61","653,290,642.77","1,066,489,325.21","1,535,577,071.17","348,084,358.57","889,922,852.45","1,312,140,233.11","3,165,930,529.78","719,643,298.60","1,736,233,064.93","2,730,521,353.12","4,625,212,243.24","1,608,676,241.16","2,578,777,583.12","3,974,605,465.99","7,697,638,058.65","2,339,100,166.78","4,549,889,432.40","6,361,876,298.41","9,360,702,717.17","762,718,009.20","3,359,455,343.03","4,440,724,755.40","7,021,584,591.14","1,680,007,718.78","3,399,424,107.80","5,555,762,176.83","7,294,141,206.89","1,444,777,614.19","3,093,526,129.64","4,621,666,901.51","8,076,994,389.13","2,084,988,861.50","4,205,541,396.72","5,939,290,866.48","9,477,833,275.16","2,483,647,078.61"
取得子公司及其他营业单位支付的现金净额,,,"63,000,000.00","112,264,700.06",,,,,,,,,,,,,,,,,,,,,,,,"471,969,009.19",,,,,,,,,,,,,,,,,
收到的税费返还,,"220,941.51","897,842.52","2,032,419.40",,"75,101.56","49,160.37","815,419.35","1,020,787.93","1,591,524.39","2,493,655.46","1,607,649.19",,"634,025.00","1,466,225.00",,,,,,"36,779.64",,,540.96,,,,,,,,,,,,,,,,"1,136,136.37","2,531,705.37","6,761,484.04","6,957,452.52","5,443,672.42",142.00
支付其他与投资活动有关的现金,,,,,,,,,,,,,,,"23,551,202.87","23,551,202.87",,"109,289,089.46","656,750,354.26","480,000,000.00",,,,"29,412,541.66",,,"211,739.82","1,229,455.88",,"5,300,924.14","5,310,894.14",,,,,,,"96,407,453.66",,"2,202,276,134.55","64,080.79",,,"44,802,812.92","46,200,000.00"
收到其他与经营活动有关的现金,"14,024,851.33","62,872,242.71","103,965,618.20","120,502,389.99","84,801,482.01","92,684,690.88","399,681,145.56","387,151,012.46","11,955,420.51","37,369,414.06","165,139,762.10","122,377,671.95","6,821,495.87","50,190,180.10","104,419,335.10","334,223,122.06","40,168,325.06","177,557,071.79","296,658,879.53","506,023,442.44","107,172,260.56","118,141,529.51","287,504,892.14","287,772,201.15","264,397,220.27","363,674,957.47","385,573,764.48","412,797,340.10","123,416,177.25","134,548,383.71","584,729,552.29","1,006,592,992.36","602,029,323.40","90,621,447.35","152,577,650.73","1,301,301,325.74","8,879,367.81","149,882,139.12","168,041,896.00","445,231,930.05","274,868,714.90","2,047,489,297.16","3,773,197,072.24","826,427,728.39","557,539,906.60"
投资活动现金流出小计,"11,397,850.84","16,499,864.70","86,064,191.98","363,177,885.57","1,009,200.04","21,609,060.58","93,747,820.71","327,162,421.71","6,940,976.73","11,950,190.40","22,408,404.90","429,162,241.06","31,581,817.06","50,824,895.69","103,378,382.16","238,414,576.50","16,031,290.07","171,251,234.73","841,099,784.09","2,032,230,918.06","17,907,985.41","30,245,112.74","56,270,139.19","865,026,077.16","805,270,718.36","855,242,562.90","905,908,606.19","3,510,966,658.68","323,794,873.13","346,142,628.34","446,509,659.36","5,083,672,275.53","357,186,808.97","8,616,818,493.05","18,477,061,975.00","23,544,756,344.81","20,309,949,835.74","30,814,718,938.69","73,775,033,530.89","104,529,789,086.98","21,468,871,043.71","28,707,382,815.14","46,291,865,104.10","125,529,575,491.39","9,762,450,463.81"
经营活动现金流入小计,"545,103,376.91","1,245,407,892.34","2,075,569,833.33","2,772,446,783.57","449,516,023.15","913,646,937.50","1,633,864,793.28","1,893,815,031.09","329,048,019.05","692,251,581.22","1,234,122,742.77","1,659,562,392.31","354,905,854.44","940,747,057.55","1,418,025,793.21","3,500,153,651.84","759,811,623.66","1,913,790,136.72","3,027,180,232.65","5,131,235,685.68","1,715,885,281.36","2,696,919,112.63","4,262,110,358.13","7,985,410,800.76","2,603,497,387.05","4,913,564,389.87","6,747,450,062.89","9,773,500,057.27","886,134,186.45","3,494,003,726.74","5,025,454,307.69","8,028,177,583.50","2,282,037,042.18","3,490,045,555.15","5,708,339,827.56","8,595,442,532.63","1,453,656,982.00","3,243,408,268.76","4,789,708,797.51","8,523,362,455.55","2,362,389,281.77","6,259,792,177.92","9,719,445,391.24","10,321,253,974.86","3,058,117,376.03"
投资活动产生的现金流量净额,"-11,387,350.84","-16,434,364.70","-85,998,691.98","208,331,613.95","-1,005,200.04","42,357,574.82","-29,781,185.31","773,219,393.47","-6,940,976.73","32,710,811.20","99,128,726.70","218,973,773.99","70,357,936.73","55,512,904.31","82,573,928.84","553,683,998.35","-16,031,290.07","-85,833,071.51","156,729,579.65","-692,819,063.10","-12,692,774.83","17,987,519.17","303,047,965.27","-85,479,856.92","-804,840,329.98","-761,656,011.84","239,872,976.13","-1,486,299,460.29","6,884,702.05","88,177,311.04","41,807,686.68","-99,375,477.53","-299,351,540.67","-140,330,405.59","-1,175,714,454.20","-1,606,724,482.49","128,115,147.72","3,636,228,711.50","3,972,622,119.38","-1,510,557,897.72","-315,274,480.85","2,618,023,840.10","1,887,169,072.70","-3,750,016,327.57","-96,009,101.32"
购买商品、接受劳务支付的现金,"488,393,845.92","1,036,492,969.05","1,511,763,520.64","2,092,398,636.14","310,568,583.86","830,789,123.18","1,363,806,181.44","1,853,239,113.49","274,985,538.72","455,228,513.93","995,771,463.90","1,553,371,273.67","364,776,925.21","879,207,156.26","1,253,430,660.62","3,780,377,342.87","1,146,927,853.53","1,866,956,614.39","2,411,132,760.03","4,345,670,410.98","1,445,372,468.18","2,343,744,138.89","3,771,342,601.58","8,217,277,648.71","2,296,181,675.35","4,302,426,966.22","5,627,429,682.24","7,738,392,472.44","497,945,109.74","2,707,092,123.04","4,068,754,487.66","5,825,750,804.55","1,539,239,651.79","2,342,437,800.83","4,060,183,108.31","6,528,659,356.75","1,724,748,079.43","3,048,309,591.34","5,322,255,480.86","8,592,689,041.51","1,997,823,029.79","6,652,545,639.61","10,612,597,781.46","10,292,626,376.46","2,390,202,128.86"
吸收投资收到的现金,,,,,,,,,,,,"74,568,000.00",,,,"6,100,000.00",,,,,,,,"2,500,000.00",,"2,450,000.00","12,495,880.06","10,000,000.00",,,,,,,,,,"8,614,969,996.29","8,612,969,996.29","8,614,969,996.29",,"19,000,000.00","30,820,000.00","30,820,000.00","55,001,000.00"
