科目,2007年1-3月,2007年1-6月,2007年1-9月,2007年度,2008年1-3月,2008年1-6月,2008年1-9月,2008年度,2009年1-3月,2009年1-6月,2009年1-9月,2009年度,2010年1-3月,2010年1-6月,2010年1-9月,2010年度,2011年1-3月,2011年1-6月,2011年1-9月,2011年度,2012年1-3月,2012年1-6月,2012年1-9月,2012年度,2013年1-3月,2013年1-6月,2013年1-9月,2013年度,2014年1-3月,2014年1-6月,2014年1-9月,2014年度,2015年1-3月,2015年1-6月,2015年1-9月,2015年度,2016年1-3月,2016年1-6月,2016年1-9月,2016年度,2017年1-3月,2017年1-6月,2017年1-9月,2017年度,2018年1-3月,2018年1-6月
销售商品、提供劳务收到的现金,"97,386,623.38","225,907,160.09","473,713,739.49","805,006,982.33","119,195,789.88","217,184,535.53","466,829,511.22","1,049,629,484.94","158,594,193.71","407,181,963.27","712,309,144.89","1,308,663,586.82","249,892,264.88","487,431,101.25","529,103,686.28","1,307,585,686.44","130,326,657.58","265,185,843.61","437,309,042.08","1,066,161,908.18","206,843,223.47","329,453,630.19","483,025,034.33","751,936,093.24","184,876,488.74","282,779,548.35","457,433,441.37","1,033,408,299.39","143,677,371.32","254,812,223.33","1,938,219,298.34","3,538,277,125.67","999,655,445.68","1,232,135,948.14","1,800,766,108.02","2,953,611,860.58","712,188,939.79","1,060,600,050.20","1,453,470,402.88","2,272,560,766.12","997,615,300.58","1,540,302,742.29","2,240,299,319.57","3,366,230,945.37","1,200,342,168.84","1,864,268,319.57"
取得子公司及其他营业单位支付的现金净额,,,,,,,,,,,,,,,,,,,,"747,665.17",,,,,,,,,,,,"314,357,665.57",,,,"308,388,035.02",,,,,,,,,,
收到的税费返还,,"6,267,400.00","6,315,325.00","6,315,325.00",,"7,335,878.14","7,335,878.14","6,927,287.23",,"8,620,088.89","10,075,034.89","9,572,615.07",,,,,,,,"1,047,174.81",,,"85,215.40","17,394.63",,,,,"1,091,418.48",,"1,161,088.86","1,058,140.79",,"3,329.86",,,,,,,,,,,,
支付其他与投资活动有关的现金,"2,682,092.28","44,304,100.27","181,072,615.46","1,522,362,268.01","829,236,741.68","2,501,328,732.06","3,311,029,272.25","4,606,761,630.91","566,719,317.68","1,191,333,875.38","1,519,855,426.38","2,328,320,827.37","669,770,322.91","892,939,388.31","996,022,557.41","1,916,538,251.63","386,183,667.92","556,621,542.75","765,394,686.51","1,514,596,721.29","408,577,004.67","534,998,053.39","1,053,212,601.04","1,692,821,193.81","303,116,845.22","554,259,974.15","803,336,729.15","1,349,537,699.15","440,992,950.21","765,468,969.95","1,320,214,730.79","1,442,823,276.61","288,473,305.45","459,921,405.80","778,616,137.30","1,148,442,133.75","280,890,113.64","342,570,395.36","395,989,660.76","617,235,148.04","318,489,486.21","514,749,797.84","788,259,538.32","1,046,121,456.74","389,427,764.10","534,435,438.94"
收到其他与经营活动有关的现金,"6,285,979.58","21,702,077.64","17,789,537.90","72,534,046.44","11,724,503.97","43,414,170.92","107,718,804.11","94,226,712.88","18,294,098.72","32,905,934.09","93,279,295.37","98,943,527.59","132,098,953.36","31,367,135.66","179,750,910.17","38,734,432.11","123,396,508.93","43,046,584.43","82,188,168.45","33,790,003.29","3,141,957.43","88,733,847.66","91,120,471.83","39,796,108.13","57,057,327.67","100,391,012.62","132,643,097.49","142,410,507.63","39,708,792.11","78,130,557.67","463,503,447.94","578,294,752.44","77,207,673.61","162,835,275.97","270,612,343.71","363,648,078.12","85,885,328.03","135,075,462.11","202,759,351.12","273,729,528.46","59,112,332.88","242,067,364.56","652,883,964.36","763,838,784.67","82,035,162.52","187,194,634.83"
投资活动现金流出小计,"4,232,494.01","47,069,594.30","245,775,005.15","1,533,715,664.91","830,450,635.26","2,503,571,344.94","3,323,454,147.13","4,774,865,202.65","576,247,230.68","1,211,599,170.08","1,543,694,819.88","2,357,144,066.34","670,359,815.91","893,934,612.60","997,990,194.96","1,926,065,036.65","523,332,766.07","697,361,162.50","913,114,522.91","1,695,494,413.78","452,875,483.91","627,174,666.41","1,145,803,977.76","1,784,503,560.21","304,818,109.22","556,771,025.18","807,262,457.18","1,355,219,232.39","441,311,180.21","1,535,418,581.01","3,454,062,672.76","4,317,015,685.80","1,083,857,670.45","2,468,104,470.80","3,126,096,320.58","3,875,458,208.90","491,040,745.36","1,093,191,060.62","2,755,103,355.68","6,010,535,563.10","2,897,456,621.62","6,075,170,059.58","9,293,919,107.07","13,778,487,373.42","2,876,209,797.93","6,246,001,874.82"
经营活动现金流入小计,"103,672,602.96","253,876,637.73","497,818,602.39","883,856,353.77","130,920,293.85","267,934,584.59","581,884,193.47","1,150,783,485.05","176,888,292.43","448,707,986.25","815,663,475.15","1,417,179,729.48","381,991,218.24","518,798,236.91","708,854,596.45","1,346,320,118.55","253,723,166.51","308,232,428.04","519,497,210.53","1,100,999,086.28","209,985,180.90","418,187,477.85","574,230,721.56","791,749,596.00","241,933,816.41","383,170,560.97","590,076,538.86","1,175,818,807.02","184,477,581.91","332,942,781.00","2,402,883,835.14","4,117,630,018.90","1,076,863,119.29","1,394,974,553.97","2,071,378,451.73","3,317,259,938.70","798,074,267.82","1,195,675,512.31","1,656,229,754.00","2,546,290,294.58","1,056,727,633.46","1,782,370,106.85","2,893,183,283.93","4,130,069,730.04","1,282,377,331.36","2,051,462,954.40"
投资活动产生的现金流量净额,"11,303,634.48","-15,338,699.53","-140,810,567.83","-1,404,506,840.04","-818,437,077.73","-2,455,989,325.65","-3,088,358,592.12","-4,391,514,063.97","-552,529,354.42","-1,173,501,640.52","-1,446,394,271.34","-2,053,041,918.81","-629,822,247.02","1,046,982,852.54","1,042,838,423.42","282,634,022.61","-460,058,792.24","1,205,075,548.07","1,075,566,414.59","458,203,162.75","-311,036,256.16","1,446,249,802.72","1,060,911,732.41","598,667,999.20","28,654,177.78","1,593,062,450.93","1,485,155,147.60","1,135,237,083.24","-300,279,937.53","935,345,916.93","409,156,358.59","843,886,888.98","-470,465,095.04","2,526,827,663.10","3,017,725,330.83","3,271,455,971.20","-171,393,862.83","1,091,042,680.27","3,964,788,678.43","3,398,543,691.18","-273,046,636.51","387,823,539.18","525,926,172.67","144,864,847.60","256,044,478.88","252,952,442.10"
购买商品、接受劳务支付的现金,"240,752,908.81","414,458,956.53","581,630,311.65","679,832,679.05","240,350,223.24","450,308,460.97","675,230,232.20","912,820,951.46","270,748,242.45","488,598,148.69","670,235,462.28","1,123,982,987.29","530,718,561.69","722,781,556.78","957,624,643.88","1,064,361,282.66","307,418,764.20","452,472,064.16","652,570,871.01","834,356,926.98","335,819,284.11","475,038,007.21","613,439,561.67","464,910,406.75","379,139,039.24","466,758,667.97","617,931,328.36","726,079,486.99","427,312,587.54","535,941,724.91","2,166,862,895.35","2,817,527,022.59","1,367,778,524.04","1,652,903,205.32","2,123,954,492.87","2,687,260,132.61","984,530,436.78","1,200,780,992.95","1,538,075,455.52","1,760,566,179.74","761,779,635.07","1,138,008,571.19","1,701,042,377.79","2,528,884,114.65","1,188,186,238.56","1,659,141,554.09"
吸收投资收到的现金,,,,"45,000,000.00",,"2,228,800,000.00","2,240,136,840.00","2,245,805,260.00",,"1,274,000.00","1,274,000.00","1,274,000.00","324,000,000.00","324,000,000.00","365,631,091.67","365,631,091.67",,,,,"38,322,168.00","38,322,168.00","38,322,168.00","38,322,168.00","1,341,701,230.00","1,341,701,230.00","1,341,701,230.00","1,341,701,230.00",,,,,,,,,,,,,"5,010,000.00","14,524,500.00","14,524,500.00","14,529,000.00","11,690,000.00","11,690,000.00"
支付给职工以及为职工支付的现金,"6,434,633.31","20,356,016.06","29,531,434.22","39,491,870.55","8,416,525.75","22,135,652.80","33,259,794.23","45,503,325.37","11,812,137.96","28,338,411.38","40,477,580.27","54,602,595.08","11,832,380.31","29,666,210.75","42,920,788.41","55,364,654.76","10,630,096.24","28,218,197.75","42,393,142.48","57,630,064.70","13,453,395.94","32,582,094.53","46,406,985.07","65,555,577.98","14,732,413.22","33,632,018.69","55,320,602.42","71,022,607.81","16,270,545.08","41,402,981.45","90,273,386.22","117,188,622.05","27,617,324.21","57,101,174.52","82,971,463.41","114,594,481.96","30,119,139.42","65,154,630.49","93,836,770.16","295,139,224.65","171,151,353.98","218,821,744.77","250,069,202.28","280,295,624.12","39,733,623.54","84,713,198.85"
取得借款收到的现金,"30,000,000.00","185,000,000.00","347,600,000.00","1,797,600,000.00","700,000,000.00","3,103,000,000.00","3,845,600,000.00","5,817,070,000.00","2,682,200,000.00","4,546,200,000.00","7,546,315,000.00","10,353,315,000.00","3,356,849,420.00","8,508,849,420.00","9,384,749,420.00","8,266,849,420.00","1,293,000,000.00","1,623,000,000.00","2,003,000,000.00","2,025,000,000.00","530,000,000.00","1,047,000,000.00","1,294,000,000.00","2,364,330,000.00","420,000,000.00","463,000,000.00","1,253,000,000.00","2,576,000,000.00","1,298,000,000.00","1,530,000,000.00","1,987,100,000.00","1,992,035,000.00","999,400,000.00","1,099,400,000.00","2,198,800,000.00","2,498,800,000.00","550,000,000.00","1,649,400,000.00","1,649,400,000.00","1,649,400,000.00","249,000,000.00","249,000,000.00","399,000,000.00","399,000,000.00","398,000,000.00","398,000,000.00"
支付的各项税费,"14,787,658.51","25,166,114.45","32,515,402.92","38,976,865.42","15,552,906.35","27,849,724.05","36,722,607.93","53,550,451.29","29,071,341.74","43,483,988.90","56,382,695.11","69,704,776.16","34,298,780.24","47,358,056.32","86,413,911.61","122,120,121.95","42,787,997.09","61,729,860.53","96,254,329.25","102,086,801.33","53,155,166.74","93,122,198.16","124,545,895.30","152,677,908.40","51,375,121.29","216,872,049.87","239,807,844.75","284,282,795.63","76,124,478.21","330,513,634.19","419,777,361.77","444,784,229.80","42,368,468.66","168,194,696.23","182,369,504.86","202,399,219.97","63,636,774.70","221,402,990.57","243,579,962.05","282,837,987.94","83,169,465.10","165,508,823.36","202,048,828.51","224,609,168.06","74,874,572.39","177,199,232.75"
收到其他与筹资活动有关的现金,,,,,"32,314.14",,,,,,,"8,000,000.00",,,,,,,,,,,,,,"1,545,986.00","1,545,986.00",,,,,,,,,,,,,,,,,,,
支付其他与经营活动有关的现金,"11,986,981.69","32,879,513.51","48,243,749.24","91,956,105.36","17,497,215.09","53,396,343.64","116,105,754.65","84,263,209.74","16,227,931.98","38,327,480.37","106,891,862.92","105,876,925.70","29,142,292.33","42,255,113.52","84,210,308.38","72,364,514.24","135,451,929.19","52,931,271.78","91,635,098.67","79,459,672.67","12,470,880.06","116,196,128.22","97,380,336.52","95,080,045.01","48,029,882.16","93,299,718.90","120,586,764.09","177,493,578.35","29,255,594.46","54,196,645.20","423,811,648.32","489,921,763.95","72,403,899.85","149,701,360.24","440,323,630.47","542,738,490.14","75,522,617.03","145,395,861.21","216,338,792.68","332,240,520.02","47,533,038.50","348,263,396.75","628,528,871.71","743,057,608.03","68,383,067.92","156,128,776.16"
筹资活动现金流入小计,"30,000,000.00","185,000,000.00","347,600,000.00","1,842,600,000.00","700,032,314.14","5,331,800,000.00","6,085,736,840.00","8,062,875,260.00","2,682,200,000.00","4,547,474,000.00","7,547,589,000.00","10,362,589,000.00","3,680,849,420.00","8,832,849,420.00","9,750,380,511.67","9,832,480,511.67","1,293,000,000.00","1,623,000,000.00","2,003,000,000.00","3,214,500,000.00","568,322,168.00","1,085,322,168.00","2,129,372,168.00","2,402,652,168.00","1,761,701,230.00","1,806,247,216.00","2,596,247,216.00","3,917,701,230.00","1,298,000,000.00","1,530,000,000.00","1,987,100,000.00","1,992,035,000.00","999,400,000.00","1,099,400,000.00","2,198,800,000.00","2,498,800,000.00","550,000,000.00","1,649,400,000.00","1,649,400,000.00","1,649,400,000.00","254,010,000.00","263,524,500.00","413,524,500.00","413,529,000.00","409,690,000.00","409,690,000.00"
经营活动现金流出小计,"273,962,182.32","492,860,600.55","691,920,898.03","850,257,520.38","281,816,870.43","553,690,181.46","861,318,389.01","1,096,137,937.86","327,859,654.13","598,748,029.34","873,987,600.58","1,354,167,284.23","605,992,014.57","842,060,937.37","1,171,169,652.28","1,314,210,573.61","496,288,786.72","595,351,394.22","882,853,441.41","1,073,533,465.68","414,898,726.85","716,938,428.12","881,772,778.56","778,223,938.14","493,276,455.91","810,562,455.43","1,033,646,539.62","1,258,878,468.78","548,963,205.29","962,054,985.75","3,100,725,291.66","3,869,421,638.39","1,510,168,216.76","2,027,900,436.31","2,829,619,091.61","3,546,992,324.68","1,153,808,967.93","1,632,734,475.22","2,091,830,980.41","2,670,783,912.35","1,063,633,492.65","1,870,602,536.07","2,781,689,280.29","3,776,846,514.86","1,371,177,502.41","2,077,182,761.85"
偿还债务支付的现金,,,"12,000,000.00","113,000,000.00","30,000,000.00","325,000,000.00","1,336,100,000.00","3,342,200,000.00","1,990,600,000.00","3,322,600,000.00","6,025,070,000.00","8,171,185,000.00","2,944,772,800.00","7,943,600,000.00","9,656,772,800.00","9,816,600,000.00","749,849,420.00","1,340,309,420.00","2,391,399,420.00","2,922,709,420.00","684,200,000.00","1,060,200,990.00","2,530,200,990.00","2,780,000,000.00",,"613,000,000.00","1,977,137,777.78","3,028,500,000.00","800,000,000.00","1,087,830,000.00","1,307,830,000.00","2,897,830,000.00","800,000,000.00","830,000,000.00","4,950,000,000.00","5,254,935,000.00","400,000,000.00","1,500,000,000.00","2,100,000,000.00","3,100,000,000.00","150,000,000.00","150,000,000.00","550,000,000.00","600,000,000.00",,
经营活动产生的现金流量净额,"-170,289,579.36","-238,983,962.82","-194,102,295.64","33,598,833.39","-150,896,576.58","-285,755,596.87","-279,434,195.54","54,645,547.19","-150,971,361.70","-150,040,043.09","-58,324,125.43","63,012,445.25","-224,000,796.33","-323,262,700.46","-462,315,055.83","32,109,544.94","-242,565,620.21","-287,118,966.18","-363,356,230.88","27,465,620.60","-204,913,545.95","-298,750,950.27","-307,542,057.00","13,525,657.86","-251,342,639.50","-427,391,894.46","-443,570,000.76","-83,059,661.76","-364,485,623.38","-629,112,204.75","-697,841,456.52","248,208,380.51","-433,305,097.47","-632,925,882.34","-758,240,639.88","-229,732,385.98","-355,734,700.11","-437,058,962.91","-435,601,226.41","-124,493,617.77","-6,905,859.19","-88,232,429.22","111,494,003.64","353,223,215.18","-88,800,171.05","-25,719,807.45"
分配股利、利润或偿还利息支付的现金,"1,922,172.30","4,295,170.30","41,957,988.18","55,286,274.99","38,582,776.50","161,431,874.40","227,429,538.06","306,264,519.05","60,604,297.94","144,261,804.88","225,259,179.47","290,164,907.21","74,095,461.24","172,534,214.63","216,543,850.59","274,335,587.26","47,858,114.61","56,833,064.68","151,184,648.24","355,812,372.13","27,716,954.82","81,852,208.67","323,244,192.30","605,651,777.31","16,661,953.74","421,104,181.03","497,983,189.86","737,400,490.76","19,351,085.21","469,204,833.52","503,630,558.48","789,432,605.59","30,881,364.33","144,682,218.07","285,213,179.87","337,819,592.29","91,445,534.47","305,058,344.07","329,263,523.49","386,621,551.83","876,525.00","109,651,937.49","129,607,766.78","130,641,012.62","9,452,875.00","195,570,153.13"
收回投资收到的现金,,"3,000,000.00","3,000,000.00","8,082,608.25",,,,,,,,,,,"240,000.00","240,000.00",,,,,,,,,,,,,,"255,000,000.00","1,499,000,000.00","2,320,000,000.00","505,000,000.00","1,877,000,000.00","2,254,000,000.00","2,534,000,000.00","200,000,000.00","628,000,000.00","1,268,000,000.00","3,822,000,000.00","2,550,000,000.00","4,930,000,000.00","6,850,000,000.00","10,740,000,000.00","3,095,000,000.00","6,400,000,000.00"
支付其他与筹资活动有关的现金,,,,,"1,000,330.00",,"12,709,312.20","12,009,276.20","3,271,791.96","3,236,510.00","3,544,330.00","3,600,930.00","33,150.40",,"206,650.40",,"275,827.50","275,827.50","373,900.50",,,,"2,144,600.00",,,"851,186.00","1,971,186.00",,,,,,,,,,,"918,059,453.49","920,804,538.08","1,325,804,538.08",,"103,500,000.00","103,500,000.00","103,500,000.00",,
取得投资收益收到的现金,"8,989,421.28","14,612,912.12","28,525,222.67","31,681,023.25","3,082,754.95","21,930,366.78","47,194,956.20","73,021,133.41","18,959,461.13","24,018,999.82","31,787,708.82","58,448,061.18","20,902,303.27","635,712,685.89","652,825,300.10","667,748,462.71","30,882,822.00","604,440,551.27","612,243,605.62","643,321,966.24","20,387,022.42","605,651,584.52","630,147,534.72","653,264,931.21","101,188,886.08","546,089,856.77","582,298,433.02","612,854,575.80","20,964,644.26","467,714,534.14","492,415,054.21","816,966,089.87","14,947,242.12","103,297,668.93","378,441,614.14","548,925,256.92","11,527,488.05","203,511,914.41","360,441,438.88","386,699,746.60","17,620,002.11","82,750,901.56","82,941,308.72","140,825,773.99","32,094,662.33","76,114,164.77"
