科目,2007年度,2008年度,2009年1-6月,2009年1-9月,2009年度,2010年1-3月,2010年1-6月,2010年1-9月,2010年度,2011年1-3月,2011年1-6月,2011年1-9月,2011年度,2012年1-3月,2012年1-6月,2012年1-9月,2012年度,2013年1-3月,2013年1-6月,2013年1-9月,2013年度,2014年1-3月,2014年1-6月,2014年1-9月,2014年度,2015年1-3月,2015年1-6月,2015年1-9月,2015年度,2016年1-3月,2016年1-6月,2016年1-9月,2016年度,2017年1-3月,2017年1-6月,2017年1-9月,2017年度,2018年1-3月,2018年1-6月
一、营业收入,"158,390,831.21","170,264,902.61","90,279,363.52","136,526,140.13","181,522,131.74","45,380,617.10","95,059,299.06","142,534,224.04","200,748,564.04","49,793,751.62","97,034,255.76","152,626,476.60","224,629,776.55","58,264,913.25","107,130,890.70","164,143,574.66","264,857,407.37","61,902,852.51","130,511,471.68","176,021,631.20","295,439,035.99","73,789,979.52","170,998,465.97","257,694,776.53","388,701,228.01","71,091,192.14","152,641,198.96","219,574,113.92","344,726,040.65","77,629,890.24","154,857,453.48","218,269,616.24","341,857,794.89","86,288,810.70","174,099,552.86","245,675,464.66","368,437,727.92","81,250,634.31","177,159,891.57"
二、营业利润,"34,180,229.61","42,933,830.64","23,760,000.74","36,162,904.18","47,641,131.24","9,690,167.25","23,828,791.23","38,023,674.13","52,820,789.74","12,926,450.83","27,351,537.37","41,567,485.91","58,650,806.27","13,626,439.08","22,453,946.86","33,877,007.31","50,293,266.81","13,163,956.93","32,220,187.75","41,724,358.46","55,264,336.38","14,423,394.24","35,216,191.40","47,518,069.45","60,652,940.32","13,981,616.56","17,767,762.17","19,209,291.67","21,385,158.64","15,030,895.82","27,721,739.77","54,522,383.89","54,151,474.31","19,486,693.51","23,138,749.28","39,940,775.17","57,474,551.39","11,439,383.69","27,126,942.26"
减:营业成本,"99,363,772.70","99,435,815.54","48,423,585.10","75,864,052.84","100,819,417.30","23,250,647.26","52,958,894.23","78,416,186.17","108,295,433.54","26,480,482.76","54,025,112.79","85,643,517.01","128,362,090.83","30,405,903.31","60,868,828.88","97,508,402.13","161,899,702.35","32,393,325.87","73,052,496.76","96,645,578.68","175,426,602.50","37,290,167.58","89,363,260.55","138,218,758.33","219,209,696.48","33,057,240.63","79,488,261.15","119,209,630.93","206,015,750.13","37,117,597.20","79,154,516.19","122,064,714.21","209,225,570.34","40,990,673.59","89,905,180.54","127,652,280.19","215,713,287.60","49,733,890.69","107,245,068.64"
加:补贴收入,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
营业税金及附加,"1,972,030.14","1,983,512.98","1,086,191.01","1,441,060.97","1,567,261.01","532,918.08","1,158,605.58","1,691,156.64","2,254,676.65",,"858,800.83","1,349,476.56","1,870,704.24","738,591.53","1,547,208.66","1,975,594.69","3,342,347.09","705,179.09","1,157,988.03","1,569,524.79","3,051,674.02","690,733.06","1,564,402.19","2,226,706.58","4,216,249.48","744,975.65","1,411,381.82","1,706,846.11","3,686,427.07","435,932.93","1,226,972.27","1,505,820.76","4,465,748.52","1,059,234.77","2,134,356.35","3,075,564.96","5,422,930.78","1,031,384.26","2,317,433.23"
营业外收入,"253,091.32","468,006.51","80,000.00","80,000.00","471,669.67","2,180,000.00","2,180,000.00","2,180,000.00","3,692,595.67",,"1,047,126.00","2,247,500.00","4,618,800.00","500,000.00","13,406,674.42","14,468,631.42","16,718,878.35","113,817.68","2,169,979.67","3,484,799.66","32,987,834.51","2,143,086.67","6,953,220.49","9,160,930.55","20,567,446.64","2,417,120.00","22,517,094.70","26,362,789.74","34,135,259.39","2,334,817.25","5,394,990.03","7,237,864.03","15,358,710.26","3,223,527.50","15,265,908.29","11,881,971.25","426,698.92","4,795.00","7,304.87"
销售费用,"1,315,940.71","1,469,324.17","1,347,931.37","2,403,721.12","2,811,422.32","1,044,811.53","1,348,573.54","1,695,027.31","2,930,249.50","925,312.85","1,347,886.18","1,774,055.65","3,122,412.72","1,376,951.78","2,212,544.94","2,773,121.19","3,921,929.00","1,776,442.51","2,632,890.68","3,347,901.79","6,517,660.62","3,878,540.74","6,280,120.73","9,766,318.37","13,124,435.61","4,545,659.51","7,572,440.52","10,764,380.49","15,521,200.90","4,870,019.57","8,068,985.21","12,271,404.80","17,740,132.06","4,161,527.05","8,132,082.46","12,338,015.34","18,467,228.98","4,483,048.70","8,550,934.38"
减:营业外支出,"131,506.28","426,040.11","156,420.96","340,132.02","395,968.49",,"4,898.77","88,935.25","270,457.38",,"102,327.95","315,717.37","330,929.89",,"2,287,174.08","2,670,328.66","383,224.27","1,002.27","260,757.45","500,154.60","705,794.60","76,083.90","289,664.31","867,633.85","1,068,922.96",,,"271,011.17","603,044.07","12,511.38","23,473.65","301,821.85","1,304,726.05","64,995.79","255,714.03","512,148.48","1,167,514.12","7,145.64","124,734.72"
管理费用,"20,673,559.54","21,856,359.39","13,246,752.05","16,725,862.77","25,395,188.52","9,656,910.62","13,781,147.61","20,610,374.96","34,054,267.80","10,164,679.38","16,224,896.43","26,619,599.75","38,633,001.69","13,361,827.16","21,107,403.36","30,819,036.15","51,332,670.19","13,423,105.69","24,283,080.36","35,429,683.15","59,683,148.73","18,060,685.44","37,508,414.81","59,812,340.80","84,625,029.49","18,307,034.10","45,761,519.09","66,939,766.89","97,501,489.96","19,471,766.93","40,198,588.77","63,759,560.66","90,370,293.99","18,625,667.27","49,678,473.46","68,628,600.59","98,720,311.62","18,059,288.21","37,600,946.28"
其中:非流动资产处置净损失,,,,,,,,,,,,,,,,,"35,835.65",,,,,,,,"228,834.15",,,,"45,036.60",,,,,,,,,,
