科目,2007年度,2008年度,2009年度,2010年1-3月,2010年1-6月,2010年1-9月,2010年度,2011年1-3月,2011年1-6月,2011年1-9月,2011年度,2012年1-3月,2012年1-6月,2012年1-9月,2012年度,2013年1-3月,2013年1-6月,2013年1-9月,2013年度,2014年1-3月,2014年1-6月,2014年1-9月,2014年度,2015年1-3月,2015年1-6月,2015年1-9月,2015年度,2016年1-3月,2016年1-6月,2016年1-9月,2016年度,2017年1-3月,2017年1-6月,2017年1-9月,2017年度,2018年1-3月,2018年1-6月
分配股利、利润或偿还利息支付的现金,"124,817,050.00","183,337,687.07","180,219,022.50","371,925.00","863,510.05","251,623,890.05","251,999,949.55","427,039.50","300,834,869.44","301,221,807.07","301,480,542.45",,"311,600,000.00","400,000,000.00","400,000,000.00","75,130.97",,"600,910,107.43","602,247,274.08","1,688,567.15","16,689,396.63","1,022,557,030.32","1,029,796,867.17","2,303,039.46","1,613,594,534.86","1,624,279,986.22","1,652,404,056.80","31,423,195.35","2,873,234,849.22","2,893,051,375.91","2,930,913,722.75","55,318,063.07","3,755,681,574.80","3,793,627,103.59","3,800,451,724.80","91,048,231.17","4,687,814,879.75"
收回投资收到的现金,,,"4,500,000.00",,,,,,,,,,,,,,"844,000,000.00","1,144,000,000.00","300,000,000.00","732,000,000.00","2,844,550,000.00","4,230,550,000.00","4,992,499,865.00","1,313,000,000.00","2,008,000,000.00","3,033,000,000.00","2,928,000,000.00",,"1,200,212,000.00","1,447,812,000.00","4,989,550,266.43","3,370,000,000.00","5,173,000,000.00","5,173,000,000.00","10,300,303,620.25","150,000,000.00","3,590,000,000.00"
支付其他与筹资活动有关的现金,"27,000,000.00","1,300,000.00","27,377,200.00","1,086,909.30","650,586.35","650,586.35","5,978,950.00",,,,,,"137,500.00","137,500.00","199,500.00",,"1,320,379.74","80,848.60","199,500.00","1,250,904.69","97,214,240.00","106,658,685.81","5,552,605.56",,"111,928,175.18","146,402,374.95","2,093,991.15","861,804,662.29","1,524,787,045.31","1,524,787,045.31","1,602,804.35","718,984,242.74","1,630,518,738.29","1,630,518,738.29","38,451,500.00","6,555,746.33","6,555,746.33"
取得投资收益收到的现金,,,,,,,,,,,,,,,,"4,900,933.34","13,330,871.72","19,148,690.27","39,128,924.43","2,373,479.45","62,133,023.08","97,458,189.46","151,428,106.04","48,240,063.82","77,179,814.15","91,192,970.31","148,673,437.25","10,107,425.33","26,870,969.07","42,709,086.27","48,773,447.48","26,573,562.79","53,398,372.17","54,914,031.53","31,290,097.01","21,561,926.58","75,731,655.76"
筹资活动现金流出小计,"151,817,050.00","229,637,687.07","207,596,222.50","1,458,834.30","28,888,096.40","279,648,476.40","285,352,899.55","427,039.50","300,901,065.17","301,839,473.26","331,126,906.57",,"311,737,500.00","400,137,500.00","400,199,500.00","75,130.97","87,737,465.67","758,320,872.73","1,016,538,385.10","305,152,134.61","1,170,644,528.92","3,055,371,310.72","3,984,155,899.36","164,197,971.33","2,470,871,911.33","3,532,771,490.90","2,913,002,779.73","3,475,200,138.63","8,142,701,659.90","9,094,724,690.44","8,037,387,072.16","2,474,690,158.52","8,110,067,501.80","9,984,056,091.41","7,044,435,588.93","401,685,708.61","6,420,605,160.39"
处置固定资产、无形资产和其他长期资产收回的现金净额,"119,796.93","46,367.71","137,474.00","50,578.32","175,846.96","150,424.60","1,093,139.10","41,855.80","544,865.19","496,138.39","1,869,644.39","39,374.00","118,384.00","957,764.69","316,036.92","28,791.78","936,635.86","1,390,847.76","1,284,827.77","1,948,912.06","928,430.92","1,377,510.14","5,877,980.44","1,183,018.64","2,223,659.10","3,438,516.44","13,030,975.34","241,199.88","368,676.75","335,458.22","19,404,765.15","2,082,829.96","11,061,674.71","16,707,465.48","23,086,294.46","8,085,072.84","6,667,459.97"
筹资活动产生的现金流量净额,"-106,817,050.00","-174,808,371.47","-150,073,959.30","-1,011,066.15","3,336,457,921.75","3,085,699,118.80","3,090,024,300.45","116,579.30","-300,357,446.37","-298,915,854.66","-325,676,906.57",,"-311,737,500.00","-308,423,842.85","-308,485,842.85","85,929,778.28","40,430,784.93","-487,695,892.45","-419,196,975.88","440,208,611.63","571,143,041.03","-328,587,451.39","-119,653,023.32","521,753,899.70","509,011,096.12","56,378,282.71","-118,790,781.04","2,010,293,010.41","-1,288,518,254.29","-864,916,664.30","442,795,551.21","2,324,978,732.03","-2,109,983,475.35","-2,992,526,336.30","-3,401,746,652.87","1,018,223,066.41","-2,425,626,823.45"
处置子公司及其他营业单位收到的现金净额,,"1,057,598.29",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
四、汇率变动对现金的影响,"124,831.80","-1,265,340.49","125,472.48","-481,183.59","-3,111,177.69","-3,645,337.84","-6,859,674.93","-1,313,311.87","-2,322,911.06","-9,825,932.56","-20,618,914.30","-305,151.84","-864,426.43","-1,855,359.68","-2,418,367.77","-3,733,268.65","-13,178,558.82","-17,613,352.00","-23,774,137.35","5,143,317.69","-711,804.38","-4,362,689.12","-19,013,010.87","10,411,217.90","-9,586,766.68","32,675,360.39","-100,952,230.26","-20,261,073.95","31,559,689.64","177,992,604.06","212,875,294.92","-52,019,627.61","-132,118,698.33","-337,914,494.84","-255,868,357.23","-332,933,205.11","-1,968,297.26"
收到其他与投资活动有关的现金,"33,338,767.79","7,180,239.44","11,605,392.70","2,064,922.40","8,345,912.29","11,047,900.71","30,888,773.91","16,951,099.58","40,843,740.27","64,780,223.38","104,549,495.51","10,632,913.61","39,448,184.05","54,998,056.50","4,531,670.00",,,,"2,938,613.00",,,,"21,135,387.80",,"19,709,640.57","9,000,000.00","35,996,686.98",,"1,595,000.00","21,068,035.05","13,398,940.46",,"13,100,745.41","3,146,041.25","63,364,669.30","5,502,905.57","1,190,562.94"
四(2)、其他原因对现金的影响,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
投资活动现金流入小计,"33,458,564.72","8,284,205.44","16,242,866.70","2,115,500.72","8,521,759.25","11,198,325.31","31,981,913.01","16,992,955.38","41,388,605.46","65,276,361.77","106,419,139.90","10,672,287.61","39,566,568.05","55,955,821.19","4,847,706.92","4,929,725.12","858,267,507.58","1,164,539,538.03","343,352,365.20","736,322,391.51","2,907,611,454.00","4,329,385,699.60","5,170,941,339.28","1,362,423,082.46","2,107,113,113.82","3,136,631,486.75","3,125,701,099.57","10,348,625.21","1,229,046,645.82","1,511,924,579.54","5,071,127,419.52","3,398,656,392.75","5,250,560,792.29","5,247,767,538.26","10,418,044,681.02","185,149,904.99","3,673,589,678.67"
五、现金及现金等价物净增加额,"242,709,832.03","422,646,121.12","276,376,304.87","-386,790,492.70","3,022,507,449.00","2,692,500,542.68","3,528,327,514.15","-268,925,671.07","-458,325,685.38","-521,437,157.48","595,076,587.04","-544,342,342.50","-652,290,752.60","-601,561,116.95","289,521,213.61","-1,173,436,870.89","-903,247,995.02","-915,794,458.07","-949,529,918.29","-830,675,541.76","-594,112,526.11","-1,076,306,463.71","2,527,121,906.39","-1,033,153,586.78","-854,360,307.11","-133,663,717.35","2,921,778,750.70","-914,298,821.96","-155,068,526.61","2,004,845,310.04","3,486,219,235.60","2,292,590,143.38","-995,983,078.72","-577,320,410.12","2,506,847,571.89","-4,914,810,737.80","-3,062,665,051.63"
购建固定资产、无形资产和其他长期资产支付的现金,"25,707,501.98","45,606,438.98","223,375,989.71","67,490,125.14","114,188,046.38","181,103,774.33","250,745,057.12","32,173,837.96","86,128,129.53","149,038,646.09","228,403,056.66","33,888,040.26","174,337,968.31","402,014,562.05","479,038,302.32","45,030,251.97","120,579,336.25","209,740,058.03","390,907,928.59","153,518,294.29","375,222,357.49","455,391,362.51","610,826,390.46","187,261,618.89","557,738,624.17","955,163,382.78","1,330,084,112.50","224,745,614.88","352,490,075.77","601,694,744.68","911,376,475.87","299,372,863.43","510,640,894.91","985,865,888.00","1,692,193,203.99","822,308,036.28","1,573,966,251.59"
期初现金及现金等价物余额,"179,005,164.68","421,714,996.71","844,361,117.83","1,120,737,422.70","1,120,737,422.70","1,120,737,422.70","1,120,737,422.70","4,649,064,936.85","4,649,064,936.85","4,649,064,936.85","4,649,064,936.85","5,244,838,368.89","5,244,141,523.89","5,244,141,523.89","5,244,141,523.89","5,533,662,737.50","5,533,662,737.50","5,533,662,737.50","5,533,662,737.50","4,584,132,819.21","4,584,132,819.21","4,584,132,819.21","4,584,132,819.21","7,111,254,725.60","7,111,254,725.60","7,111,254,725.60","7,111,254,725.60","10,033,033,476.30","10,033,033,476.30","10,033,033,476.30","10,033,033,476.30","13,519,252,711.90","13,522,337,697.28","13,522,337,697.28","13,522,337,697.28","16,029,010,345.59","16,029,185,269.17"
投资支付的现金,,"11,000,000.00",,,,,,,,,"19,539,560.26",,,,"300,000,000.00","516,500,000.00","1,439,000,000.00","1,439,000,000.00","2,252,949,865.00","887,000,000.00","3,454,411,111.11","4,949,411,111.11","5,600,747,790.28","130,000,000.00","984,000,000.00","1,719,000,000.00","1,870,817,394.24","1,257,822,000.00",,,"7,335,420,926.25",,"1,453,000,000.00","1,506,630,800.00","9,921,049,145.72","1,100,000,000.00","1,100,000,000.00"
期末现金及现金等价物余额,"421,714,996.71","844,361,117.83","1,120,737,422.70","733,946,930.00","4,143,244,871.70","3,813,237,965.38","4,649,064,936.85","4,380,139,265.78","4,190,739,251.47","4,127,627,779.37","5,244,141,523.89","4,700,496,026.39","4,591,850,771.29","4,642,580,406.94","5,533,662,737.50","4,360,225,866.61","4,630,414,742.48","4,617,868,279.43","4,584,132,819.21","3,753,457,277.45","3,990,020,293.10","3,507,826,355.50","7,111,254,725.60","6,078,101,138.82","6,256,894,418.49","6,977,591,008.25","10,033,033,476.30","9,118,734,654.34","9,877,964,949.69","12,037,878,786.34","13,519,252,711.90","15,811,842,855.28","12,526,354,618.56","12,945,017,287.16","16,029,185,269.17","11,114,199,607.79","12,966,520,217.54"
