科目,2007年1-3月,2007年1-6月,2007年1-9月,2007年度,2008年1-3月,2008年1-6月,2008年1-9月,2008年度,2009年1-3月,2009年1-6月,2009年1-9月,2009年度,2010年1-3月,2010年1-6月,2010年1-9月,2010年度,2011年1-3月,2011年1-6月,2011年1-9月,2011年度,2012年1-3月,2012年1-6月,2012年1-9月,2012年度,2013年1-3月,2013年1-6月,2013年1-9月,2013年度,2014年1-3月,2014年1-6月,2014年1-9月,2014年度,2015年1-3月,2015年1-6月,2015年1-9月,2015年度,2016年1-3月,2016年1-6月,2016年1-9月,2016年度,2017年1-3月,2017年1-6月,2017年1-9月
一、营业收入,"17,476,633.44","33,116,217.49","49,157,587.05","119,748,975.51","102,433,912.92","134,197,031.83","167,966,725.56","207,969,988.88","44,985,412.84","76,961,710.68","149,800,568.57","227,482,613.88","61,505,387.26","125,612,436.64","292,156,992.82","314,706,311.81","145,562,867.74","560,949,775.67","629,157,696.46","720,647,512.68","51,203,757.25","142,415,801.95","211,632,614.27","308,085,851.16","71,979,972.99","130,250,636.22","227,182,417.88","346,431,493.31","57,272,634.40","186,897,981.01","287,495,404.39","444,092,933.79","36,592,205.31","116,443,113.38","241,145,370.69","988,448,031.81","83,962,579.78","164,014,826.52","250,374,825.57","357,993,318.71","63,965,936.25","148,381,197.50","244,465,205.49"
二、营业利润,"6,121,518.99","14,806,263.26","21,463,973.48","26,734,676.14","7,651,937.91","13,306,009.21","19,349,125.99","26,984,287.13","7,710,085.66","19,465,748.22","27,879,271.86","35,571,471.47","8,241,738.56","23,766,143.59","51,097,145.35","49,506,541.86","17,139,820.32","89,509,982.02","95,579,717.70","96,959,014.03","15,006,349.77","29,993,330.58","32,733,137.18","37,169,321.86","2,991,373.55","15,203,328.18","17,216,153.26","18,491,724.68","1,437,454.07","13,131,357.11","15,179,975.81","17,447,767.70","2,296,034.51","11,782,585.31","11,987,939.41","145,862,732.70","29,460,304.10","67,049,837.72","103,678,844.67","130,790,863.84","18,808,739.95","53,065,304.10","98,084,099.35"
减:营业成本,"10,341,244.19","19,378,272.95","28,331,000.13","84,597,789.14","83,477,070.00","107,813,829.52","130,237,067.10","160,359,801.04","35,191,248.39","57,108,469.14","117,976,793.94","184,556,534.15","48,458,555.22","97,596,612.57","229,203,355.32","246,488,498.55","118,118,325.01","441,309,724.66","497,134,411.62","580,593,791.55","32,153,589.16","115,310,963.87","175,758,133.69","259,971,500.42","61,455,973.90","111,218,368.00","199,377,801.85","306,744,415.30","48,217,254.58","168,103,319.37","260,182,137.02","406,033,765.12","27,962,426.25","97,015,869.78","208,641,922.41","707,294,208.35","37,304,815.91","72,009,821.27","108,430,836.05","166,566,473.75","33,313,785.27","75,966,991.78","115,354,616.07"
加:补贴收入,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
营业税金及附加,"451,356.33","709,940.93","958,758.21","3,962,760.51","4,325,746.02","4,807,245.81","5,557,669.98","5,694,702.37","1,155,461.55","2,831,709.57","4,272,140.23","5,004,726.26","1,472,082.84","2,927,050.22","4,222,311.88","11,399,891.29","6,961,927.31","33,565,743.79","35,841,023.91","36,015,796.23","1,798,579.97","1,747,138.61","3,065,406.63","4,503,065.17","1,284,863.27","2,565,706.36","3,579,651.21","4,672,044.75","1,124,632.83","2,297,361.71","3,524,275.72","3,040,898.41","1,074,608.92","2,221,503.52","3,385,257.59","44,432,717.65","4,571,560.66","7,380,465.56","9,010,389.90","11,134,941.69","1,440,929.53","2,615,677.95","4,231,150.04"
营业外收入,,,,,"3,893.79","63,376.72","193,376.72","946,885.77",,"15,000.00","38,000.00","4,160,715.00",,"45,000.00","45,000.00","29,342,207.46","20,000.00","6,026,315.96","6,026,315.96","309,683.16",,"4,969,167.55","5,007,150.39","913,196.39","4,144,580.00","4,144,580.00","5,320,486.49","5,611,454.49",,"26,612.00","186,612.00","1,631,721.63",39.00,"79,709.00","50,612.24","326,780.28","12,282.40","58,268.38","624,539.78","689,595.50","243,169.25","353,286.98","574,807.64"
销售费用,"434,015.46","1,077,079.08","2,027,672.65","4,380,786.51","1,253,935.70","3,065,428.51","4,188,928.63","5,496,811.93","1,058,579.08","2,085,928.57","3,219,017.88","4,657,860.60","1,707,897.64","3,572,103.37","5,201,901.32","6,507,440.36","1,584,559.05","2,089,329.50","3,400,543.43","5,243,243.24","955,914.74","2,815,898.15","4,357,057.58","7,753,689.40","2,771,418.95","4,513,866.20","7,543,243.90","11,452,072.48","3,557,091.54","6,467,502.79","8,767,521.57","12,336,353.16","2,391,707.87","8,490,193.53","14,647,244.85","30,519,646.01","2,532,354.25","4,760,583.09","7,156,218.90","11,023,059.34","1,925,958.29","4,416,437.87","7,159,360.84"
减:营业外支出,"10,843.60","107,293.76","120,644.40","291,454.05","97,960.59","131,988.06","166,853.30","223,569.54","45,111.00","84,564.06","180,613.41","208,607.56","82,419.62","177,793.99","415,282.73","608,345.41","153,551.80","655,583.53","1,118,453.03","1,111,710.02","51,382.84","142,595.15","216,811.96","429,670.38","-77,527.69","-51,897.84","543,318.95","692,735.86","69,924.13","219,668.08","1,167,465.50","1,157,909.52","82,487.77","173,014.93","498,230.31","2,148,650.12","101,585.32","188,626.62","253,725.81","295,202.67","11,621.10","234,143.03","245,658.22"
管理费用,"2,323,020.23","6,447,962.93","9,482,352.70","16,506,104.17","2,631,271.44","6,688,385.54","9,287,410.57","9,810,594.83","1,656,453.42","4,261,977.80","6,986,572.34","9,597,969.60","2,369,407.59","5,410,974.27","9,338,191.33","11,626,445.58","2,573,468.48","6,111,897.40","10,106,531.78","16,512,220.51","1,816,512.51","4,497,382.75","7,723,087.65","11,581,859.38","3,112,294.23","6,083,115.27","9,050,344.63","14,260,509.81","2,763,645.16","6,411,474.85","9,992,828.01","15,598,210.80","3,342,009.91","7,927,681.47","12,098,515.22","46,971,918.76","5,634,178.24","11,174,282.29","18,671,408.09","28,362,382.50","5,905,598.19","15,264,250.54","21,489,986.26"
其中:非流动资产处置净损失,,,,,,,,,,,,"17,365.69",,,,"9,546.91",,,,"318,914.83",,,,,,,,,,"3,845.97","3,845.97","3,845.97",,,"147,601.38","284,991.84",,123.32,123.32,123.32,110.00,110.00,"3,531.29"
堪探费用,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
加:影响利润总额的其他科目,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
财务费用,"-289,199.45","-564,557.83","-502,406.11","-366,014.73","33,274.50","-640,170.62","-974,560.55","-1,141,144.45","65,720.22","-260,251.04","-325,964.91","-713,162.70","-322,513.70","-1,170,930.36","-1,854,899.50","-3,693,535.14","-701,393.42","-1,934,312.13","-3,064,045.57","-4,849,820.27","-163,279.30","-146,587.23","19,796.14","-384,024.08","362,260.15","56,206.05","-88,980.10","-46,339.96","407,703.57","689,497.91","137,826.10","-154,203.61","-265,145.17","-1,194,510.22","186,720.43","22,471,731.83","4,423,489.35","8,621,963.11","10,543,370.62","13,324,211.63","2,703,796.54","4,848,734.99","6,140,394.21"
