科目,2013-12-31,2014-12-31,2015-12-31,2016-06-30,2016-09-30,2016-12-31,2017-03-31,2017-06-30,2017-09-30,2017-12-31,2018-03-31,2018-06-30,2018-09-30,2018-12-31,2019-03-31
实收资本(或股本),"60,000,000.00","60,000,000.00","60,000,000.00","60,000,000.00","60,000,000.00","60,000,000.00","80,000,000.00","80,000,000.00","80,000,000.00","80,000,000.00","80,000,000.00","80,000,000.00","80,000,000.00","80,000,000.00","80,000,000.00"
油气资产,,,,,,,,,,,,,,,
资本公积,"47,516,733.67","54,716,733.67","54,716,733.67","54,716,733.67","54,716,733.67","54,716,733.67","176,140,614.85","175,316,733.67","175,316,733.67","175,316,733.67","175,316,733.67","175,316,733.67","175,316,733.67","175,316,733.67","175,316,733.67"
无形资产,"949,814.02","16,988,901.03","16,837,781.27","16,803,334.69","18,166,076.61","20,237,220.71","20,040,095.48","19,802,795.39","20,395,017.46","20,314,798.01","20,254,840.30","20,230,313.37","21,674,618.82","21,642,264.74","22,190,355.19"
盈余公积,"1,708,017.85","5,305,731.32","12,012,540.79","12,012,540.79","12,012,540.79","16,025,871.87","16,025,871.87","16,025,871.87","16,025,871.87","19,391,890.55","19,391,890.55","19,391,890.55","19,391,890.55","20,978,463.57","20,978,463.57"
开发支出,,,,,,,,,,,,,,,
减:库存股,,,,,,,,,,,,,,,
商誉,,,,,,,,,,,,,"3,148,506.63","3,153,992.95","3,153,992.95"
未分配利润,"55,400,278.76","70,352,234.12","106,658,624.04","116,858,464.36","132,903,591.22","146,607,292.19","148,668,170.44","150,602,811.70","162,346,676.42","174,617,118.71","168,162,446.49","172,280,547.09","180,427,839.94","184,948,429.00","179,307,435.18"
长期待摊费用,"6,767,711.83","5,956,118.65","4,298,381.74","3,662,633.86","3,713,893.87","2,962,861.41","2,595,011.05","3,805,138.24","3,740,313.62","2,901,877.18","2,581,132.39","2,302,931.80","2,869,908.29","2,525,076.83","2,603,338.18"
少数股东权益,,"685,541.70","996,585.50","961,999.81","891,396.86","1,373,691.70","1,443,306.12","1,668,117.65","1,821,481.46","1,595,499.07","1,816,823.66","1,781,525.72","1,253,203.21","201,049.54","26,477.77"
递延所得税资产,"2,645,133.40","3,920,657.36","3,353,876.29","2,814,493.87","3,041,628.21","2,964,020.84","3,246,729.61","3,421,842.19","3,734,415.35","4,657,356.48","5,424,611.63","4,981,430.24","5,838,185.52","7,463,204.07","7,491,387.43"
外币报表折算价差,,,,,,,,,,,,,,,
其他非流动资产,"8,074,000.00","6,634,256.53","10,292,091.46","10,292,091.46","10,292,091.46","11,222,311.23","6,535,547.18","6,535,547.18","6,535,547.18","6,897,470.33","5,873,685.01","5,869,224.96","5,793,224.96","6,323,979.36","589,130.65"
非正常经营项目收益调整,,,,,,,,,,,,,,,
非流动资产合计,"22,148,837.12","40,044,350.30","52,870,632.55","63,468,520.59","72,457,403.11","76,139,729.43","77,721,985.70","82,120,431.85","88,093,712.15","89,326,245.25","100,420,623.84","104,904,543.56","119,420,536.67","137,866,199.54","149,188,432.73"
所有者权益(或股东权益)合计,"164,625,030.28","191,060,240.81","234,384,484.00","244,549,738.63","260,524,262.54","278,723,589.43","422,277,963.28","423,613,534.89","435,510,763.42","450,921,242.00","444,687,894.37","448,770,697.03","456,387,938.64","461,449,743.51","455,622,822.66"
资产总计,"203,236,640.96","251,461,777.09","305,889,498.46","315,097,517.57","312,767,715.11","361,489,432.15","512,345,423.63","522,413,757.79","502,914,218.13","538,508,745.09","532,210,281.13","557,342,612.13","566,245,806.98","596,218,433.47","603,165,432.76"
负债和所有者(或股东权益)合计,"203,236,640.96","251,461,777.09","305,889,498.46","315,097,517.57","312,767,715.11","361,489,432.15","512,345,423.63","522,413,757.79","502,914,218.13","538,508,745.09","532,210,281.13","557,342,612.13","566,245,806.98","596,218,433.47","603,165,432.76"
