科目,2011年度,2012年度,2013年度,2014年1-9月,2014年度,2015年1-3月,2015年1-6月,2015年1-9月,2015年度,2016年1-3月,2016年1-6月,2016年1-9月,2016年度,2017年1-3月,2017年1-6月,2017年1-9月,2017年度,2018年1-3月,2018年1-6月,2018年1-9月,2018年度,2019年1-3月
销售商品、提供劳务收到的现金,"463,184,105.81","369,315,779.19","388,308,445.23","303,779,383.86","429,198,739.12","77,273,430.94","197,948,834.85","284,330,632.85","408,596,874.05","93,101,905.39","197,089,884.50","326,206,349.22","436,471,407.48","116,964,239.96","285,047,368.08","449,178,293.00","608,900,499.65","187,245,492.45","365,845,115.42","619,515,810.82","726,581,898.85","131,370,111.08"
取得子公司及其他营业单位支付的现金净额,"74,414,672.93",,,,,,,,"3,744,006.45",,"53,586,202.64","53,586,202.64","56,903,672.98",,,,,,,,,
收到的税费返还,"5,664,723.99","5,680,923.01","9,087,016.88","9,979,025.31","13,519,881.58","2,509,135.14","5,999,578.34","9,322,380.74","11,686,722.68","1,904,656.38","6,602,267.37","10,353,940.59","14,026,448.20","3,879,008.13","8,115,844.45","16,457,198.50","21,391,275.72","2,240,196.62","6,595,641.32","10,299,475.61","19,297,355.75","1,490,513.50"
支付其他与投资活动有关的现金,,"8,079,151.00",,,,,,,,"10,545,729.23",,,,,"6,410,000.00","6,410,000.00",,"46,604.04",,,"150,000,000.00","38,171.74"
收到其他与经营活动有关的现金,"5,829,840.39","5,804,307.55","3,670,995.23","2,843,888.39","4,625,472.38","1,153,078.79","4,386,279.36","4,831,229.50","8,991,492.09","497,224.53","2,671,021.89","2,963,064.54","10,524,227.28","8,592,503.45","7,982,403.71","14,804,800.74","13,029,248.00","5,123,135.47","15,001,730.26","15,827,572.78","16,324,981.83","7,701,039.46"
投资活动现金流出小计,"314,688,156.99","44,124,930.96","36,790,371.17","16,664,625.43","24,576,444.13","312,615,222.76","671,015,801.09","1,019,039,199.40","1,111,106,872.96","372,370,092.70","482,935,857.11","700,144,908.99","1,003,560,746.45","230,308,962.80","472,676,393.56","610,993,339.67","795,041,670.66","80,285,125.66","250,001,614.94","420,974,472.36","453,761,054.76","313,390,717.66"
经营活动现金流入小计,"474,678,670.19","380,801,009.75","401,066,457.34","316,602,297.56","447,344,093.08","80,935,644.87","208,334,692.55","298,484,243.09","429,275,088.82","95,503,786.30","206,363,173.76","339,523,354.35","461,022,082.96","129,435,751.54","301,145,616.24","480,440,292.24","643,321,023.37","194,608,824.54","387,442,487.00","645,642,859.21","762,204,236.43","140,561,664.04"
投资活动产生的现金流量净额,"-91,139,564.59","-34,889,774.09","-34,932,491.43","-16,630,906.62","-24,541,105.66","-312,614,200.63","-365,409,903.46","-359,917,459.91","-70,191,153.10","-271,937,981.59","-321,831,765.41","-309,670,871.53","-311,402,508.56","1,023,263.78","11,298,533.86","19,435,570.80","265,535.25","40,479,090.76","27,648,214.73","-31,872,715.62","-54,595,632.67","-23,265,236.18"
购买商品、接受劳务支付的现金,"333,577,241.92","166,874,320.28","185,597,635.94","202,153,963.39","250,723,658.60","26,633,312.75","115,394,953.16","149,107,280.14","220,557,157.32","52,530,085.90","114,351,872.60","197,355,455.53","247,136,355.72","98,098,287.98","207,347,520.52","329,727,751.58","395,860,455.95","94,538,527.45","208,950,769.10","356,204,657.99","446,358,320.29","84,788,494.61"
吸收投资收到的现金,"206,636,861.69",,,,,"479,195,424.50","495,007,000.00","495,007,000.00","495,007,000.00","1,300,000.00","2,300,000.00","2,300,000.00","2,300,000.00","3,735,571.50","38,588,934.00","38,607,727.50","44,125,176.28","5,692,400.00","5,692,400.00","5,692,400.00","5,692,400.00",
支付给职工以及为职工支付的现金,"37,684,410.29","44,080,605.53","51,496,406.23","50,229,367.83","63,288,467.72","25,700,441.81","39,151,908.38","54,542,711.20","73,128,245.99","30,359,424.50","52,718,642.80","82,535,932.81","114,769,426.36","36,704,691.44","69,852,177.82","101,346,259.54","139,623,811.55","53,402,954.10","78,557,610.27","111,795,266.86","148,968,366.32","47,888,164.70"
取得借款收到的现金,"102,961,906.86","128,954,929.72","131,258,101.77","124,789,601.07","160,750,417.23","17,715,843.45","56,273,763.62","77,826,702.45","103,005,858.88","16,374,844.51","33,066,925.93","59,791,090.58","91,666,818.60","45,120,912.80","97,064,406.86","139,999,071.26","163,079,111.72","45,846,979.56","66,185,988.74","106,581,295.09","230,046,835.18","29,287,203.58"
支付的各项税费,"46,531,549.96","34,917,698.73","36,167,503.96","36,792,548.60","50,014,726.40","10,695,344.04","18,045,106.24","30,232,129.05","34,944,134.21","7,424,735.03","19,899,491.19","31,641,573.71","38,730,024.12","12,256,028.94","28,155,788.50","32,999,572.26","43,543,373.18","9,201,952.30","25,595,662.40","33,841,337.99","39,095,701.60","6,043,838.29"
收到其他与筹资活动有关的现金,,"4,447,765.03",,,,"36,701,718.29","18,060,936.36","24,750,000.00","37,176,449.28",,,,,,,,"1,507,950.00",,"19,436,748.11","19,730,651.77","19,329,159.63",
支付其他与经营活动有关的现金,"24,272,381.18","25,238,533.90","23,627,228.24","22,415,552.33","29,272,750.71","11,783,580.86","21,956,306.91","31,747,394.69","36,112,390.01","9,620,332.05","24,596,284.69","35,946,177.49","54,446,055.24","20,868,211.76","27,824,244.21","37,817,483.45","66,160,856.81","28,873,413.17","34,200,932.63","53,744,375.95","66,259,410.36","34,891,738.08"
筹资活动现金流入小计,"309,598,768.55","133,402,694.75","131,258,101.77","124,789,601.07","160,750,417.23","533,612,986.24","569,341,699.98","597,583,702.45","635,189,308.16","17,674,844.51","35,366,925.93","62,091,090.58","93,966,818.60","48,856,484.30","135,653,340.86","178,606,798.76","208,712,238.00","51,539,379.56","91,315,136.85","132,004,346.86","255,068,394.81","29,287,203.58"
经营活动现金流出小计,"442,065,583.35","271,111,158.44","296,888,774.37","311,591,432.15","393,299,603.43","74,812,679.46","194,548,274.69","265,629,515.08","364,741,927.53","99,934,577.48","211,566,291.28","347,479,139.54","455,081,861.44","167,927,220.12","333,179,731.05","501,891,066.83","645,188,497.49","186,016,847.02","347,304,974.40","555,585,638.79","700,681,798.57","173,612,235.68"
偿还债务支付的现金,"81,043,405.82","161,240,977.46","138,385,589.62","101,724,002.96","140,113,781.68","56,449,844.90","92,718,961.91","125,858,767.15","152,167,023.27","29,267,029.87","43,910,149.50","63,561,993.49","84,883,901.79","23,963,753.13","55,247,964.72","110,020,762.73","138,394,954.30","47,033,808.92","81,991,810.57","115,015,438.30","146,703,853.07","29,567,087.69"
经营活动产生的现金流量净额,"32,613,086.84","109,689,851.31","104,177,682.97","5,010,865.41","54,044,489.65","6,122,965.41","13,786,417.86","32,854,728.01","64,533,161.29","-4,430,791.18","-5,203,117.52","-7,955,785.19","5,940,221.52","-38,491,468.58","-32,034,114.81","-21,450,774.59","-1,867,474.12","8,591,977.52","40,137,512.60","90,057,220.42","61,522,437.86","-33,050,571.64"
分配股利、利润或偿还利息支付的现金,"131,597,392.18","4,162,930.99","17,289,286.62","61,390,767.75","62,020,589.13","597,539.59","21,046,820.71","21,641,703.35","21,882,448.09","218,120.62","20,416,247.07","20,573,438.36","20,948,077.37","230,915.82","20,529,163.04","28,470,383.45","21,610,926.49","275,086.08","73,812,955.76","74,649,291.12","74,996,706.19","1,249,928.08"
收回投资收到的现金,"220,000,000.00",,,,,,"300,000,000.00","650,000,000.00","1,030,000,000.00","95,000,000.00","155,000,000.00","381,639,788.07","681,000,000.00","230,000,000.00","479,244,876.96","624,212,275.37","779,214,541.73","119,220,394.36","275,112,690.00","385,580,170.00","395,344,480.00","288,527,438.47"
支付其他与筹资活动有关的现金,"3,373,853.77","990,000.00","18,739,589.70","16,972,016.46","19,746,158.37","10,817,001.30","10,967,001.30","10,967,001.30","11,016,001.30",,"154,430.26","182,000.00",,"36,000.00","16,650,827.02","16,686,827.02","16,226,698.18",,,"991,765.73",,
取得投资收益收到的现金,"569,492.40","78,009.75","6,320.57",,,,"3,940,300.00","7,580,750.00","10,754,208.33","432,111.11","1,079,611.11","3,809,768.80","5,650,199.08","1,448,611.11","3,024,475.89","4,286,464.89","5,425,141.79","1,543,822.06","2,537,139.67","3,521,586.74","3,729,157.11","1,510,555.56"
筹资活动现金流出小计,"216,014,651.77","166,393,908.45","174,414,465.94","180,086,787.17","221,880,529.18","67,864,385.79","124,732,783.92","158,467,471.80","185,065,472.66","29,485,150.49","64,480,826.83","84,317,431.85","105,831,979.16","24,230,668.95","92,427,954.78","155,177,973.20","176,232,578.97","47,308,895.00","155,804,766.33","190,656,495.15","221,700,559.26","30,817,015.77"
处置固定资产、无形资产和其他长期资产收回的现金净额,"2,099,100.00","9,157,147.12","74,183.67","33,718.81","35,338.47","1,022.13","1,022.13","1,413.99","36,511.53",,"24,480.59","24,480.59","508,038.81","1,540.00","202,894.57","420,120.21","660,252.39",,,,"91,784.98","87,487.45"
筹资活动产生的现金流量净额,"93,584,116.78","-32,991,213.70","-43,156,364.17","-55,297,186.10","-61,130,111.95","465,748,600.45","444,608,916.06","439,116,230.65","450,123,835.50","-11,810,305.98","-29,113,900.90","-22,226,341.27","-11,865,160.56","24,625,815.35","43,225,386.08","23,428,825.56","32,479,659.03","4,230,484.56","-64,489,629.48","-58,652,148.29","33,367,835.55","-1,529,812.19"
处置子公司及其他营业单位收到的现金净额,,,,,,,,,,,,,,,,,"10,007,270.00",,,,,
四、汇率变动对现金的影响,"-2,403,443.26","3,883,750.11","-1,493,736.18","-89,133.99","-1,021,678.09","-251,914.23","-982,946.93","914,300.51","1,932,328.93","3,901,390.95","6,458,647.63","9,873,026.29","8,616,153.99","-5,881,556.46","1,945,778.47","-6,666,687.60","-3,143,267.28","-10,958,963.30","301,022.82","2,327,545.57","6,993,341.11","3,343,850.94"
收到其他与投资活动有关的现金,"880,000.00",,"1,777,375.50",,,,"1,664,575.50","1,539,575.50","125,000.00","5,000,000.00","5,000,000.00","5,000,000.00","5,000,000.00","-117,924.53","1,502,680.00","1,510,050.00",,,,,,
四(2)、其他原因对现金的影响,,,,,,,,,,,,,,,,,,0.01,,,,
