科目,2013-12-31,2014-12-31,2015-12-31,2016-06-30,2016-09-30,2016-12-31,2017-03-31,2017-06-30,2017-09-30,2017-12-31,2018-03-31,2018-06-30,2018-09-30,2018-12-31,2019-03-31
货币资金,"65,568,946.73","16,209,158.16","44,284,663.11","34,444,107.45",,"472,422,370.16","208,800,303.97","206,804,917.80","142,704,596.34","62,493,292.57","146,470,362.50","78,666,152.94","65,769,679.54","71,185,131.91","33,669,076.98"
短期借款,"65,000,000.00",,"2,333,840.00","1,067,955.05",,,,,,,"20,000,000.00","70,000,000.00","70,000,000.00","70,000,000.00","50,000,000.00"
交易性金融资产,,,,,,,,,,,,,,,
交易性金融负债,,,,,,,,,,,,,,,
应收票据,"94,995,224.74","108,426,732.34","118,346,384.71","122,132,167.19",,"101,541,581.47","79,993,618.91","86,321,861.97","76,454,891.16","154,303,756.36","79,181,456.98","148,917,589.60","136,940,051.64","160,221,255.35","174,788,620.00"
应付票据,"11,000,000.00","10,000,000.00",,"10,000,000.00",,,"7,000,000.00","27,000,000.00","90,223,998.03","88,589,998.78","42,631,999.54","7,355,999.82",,"87,144,128.21",
应收账款,"293,194,001.34","307,062,803.83","272,044,395.40","298,042,830.73",,"314,565,984.29","375,806,673.47","393,366,170.45","501,578,829.83","489,090,572.45","596,977,552.29","565,514,926.75","579,307,229.15","546,152,312.36","537,073,139.00"
应付账款,"103,062,111.54","93,734,538.86","92,432,960.80","109,337,911.70",,"120,693,730.52","129,690,128.72","119,052,242.86","128,652,760.44","147,751,523.27","132,419,570.43","135,794,263.78",,"162,451,958.02",
预付款项,"2,442,082.35","3,417,973.23","3,450,363.10","4,219,287.96",,"4,314,561.49","5,574,341.14","6,433,463.25","6,174,178.66","8,594,342.59","5,588,282.63","7,830,636.85","8,584,812.91","6,398,178.73","8,569,416.57"
预收款项,"1,910,430.17","716,647.13","640,872.31","836,754.79",,"503,946.00","418,859.41","738,780.09","591,321.81","2,919,552.35","1,242,754.40","1,491,852.27","1,621,102.29","1,325,647.28","1,384,856.94"
其他应收款,"5,422,000.00","1,134,121.40","1,416,090.80","1,629,380.80",,"1,086,300.00","1,171,405.48","999,900.00","942,250.00","881,300.00","1,195,200.00","1,809,550.00","1,781,045.54","1,841,000.53","1,715,650.54"
应付职工薪酬,"13,224,656.95","17,405,758.48","18,505,671.81","12,183,580.18",,"17,481,930.51","10,957,591.33","13,606,398.78","16,564,767.03","19,583,627.01","12,338,771.18","15,457,851.24","18,894,143.63","21,839,130.15","14,793,695.41"
应收关联公司款,,,,,,,,,,,,,,,
应交税费,"1,431,484.02","3,517,341.41","3,792,159.97","7,373,859.57",,"1,713,923.58","5,019,397.49","15,762,190.79","11,132,812.37","6,325,861.22","9,221,589.81","11,251,271.92","11,356,511.37","7,529,951.44","13,794,893.14"
应收利息,,,,,,,,,,,,,,,
应付利息,"52,461.11",,,,,,,,,,,,,"101,902.78",
应收股利,,,,,,,,,,,,,,,
应付股利,,,,,,,,"1,067,634.00","1,067,634.00","1,067,634.00","1,067,634.00","2,188,649.70",,,
存货,"65,401,792.95","53,920,465.61","49,251,752.25","46,070,649.44",,"52,418,454.93","54,546,408.39","49,581,680.45","67,590,571.45","91,426,156.29","76,435,469.57","69,404,020.10","68,575,078.45","67,949,723.02","58,341,928.11"
其他应付款,"146,056.75","142,832.92","139,420.32","197,573.55",,"16,875.13","71,231.43","73,115.48","22,324.93","497,213.66","55,800.87","74,163.22","174,163.22","136,690.93","106,039.25"
其中:消耗性生物资产,,,,,,,,,,,,,,,
应付关联公司款,,,,,,,,,,,,,,,
一年内到期的非流动资产,,,,,,,,,,,,,,,
一年内到期的非流动负债,,,,,,,,,,,,,,,
其他流动资产,"721,299.84","21,801.80","47,389.49","131,788.07",,"3,001,460.48","238,135,996.64","218,582,495.51","263,852,444.89","296,179,005.96","146,317,146.06","76,488,422.27","80,839,098.21","132,494,159.88","140,744,348.70"
其他流动负债,"387,691.20","387,691.20","387,691.20","387,691.20",,"387,691.20","387,691.20","387,691.20","387,691.20",,,,,,
流动资产合计,"527,745,347.95","490,193,056.37","488,841,038.86","506,670,211.64","511,643,400.00","949,350,712.82","964,028,748.00","962,090,489.43","1,059,297,762.33","1,102,968,426.22","1,052,165,470.03","948,631,298.51","941,796,995.44","986,241,761.78","954,902,179.90"
流动负债合计,"196,214,891.74","125,904,810.00","118,232,616.41","141,385,326.04","137,899,300.00","140,798,096.94","153,544,899.58","177,688,053.20","248,643,309.81","266,735,410.29","218,978,120.23","243,614,051.95","268,491,389.02","350,427,506.03","309,493,591.98"
可供出售金融资产,,,,,,,,,,,"26,775,000.00","107,100,000.00","110,100,000.00","110,100,000.00",
长期借款,,,,,,,,,,,,,,,
持有至到期投资,,,,,,,,,,,,,,,
应付债券,,,,,,,,,,,,,,,
长期应收款,,,,,,,,,,,,,,,
长期应付款,,,,,,,,,,,,,,,
长期股权投资,,,,,,,,,,,,,,,
专项应付款,,,,,,,,,,,,,,,
投资性房地产,,,,,,,,,,,,,,,
预计负债,,,,,,,,,,,,,,,
