科目,2013-12-31,2014-12-31,2015-12-31,2016-06-30,2016-09-30,2016-12-31,2017-03-31,2017-06-30,2017-09-30,2017-12-31,2018-03-31,2018-06-30,2018-09-30,2018-12-31,2019-03-31
货币资金,"20,444,142.93","27,513,536.17","40,363,889.91","37,057,029.67","16,354,106.88","307,700,399.52","253,809,080.37","118,536,856.15","110,959,536.47","114,345,586.15","106,651,694.11","106,197,493.01","121,601,121.23","193,848,960.35","107,202,621.99"
短期借款,"18,000,000.00",,,"10,000,000.00","10,000,000.00","10,000,000.00",,,,,,,,,
交易性金融资产,,,,,,,,,,,,,,,
交易性金融负债,,,,,,,,,,,,,,,
应收票据,"15,415,783.08","14,997,400.00","23,846,508.99","2,416,410.08","5,054,200.00","50,929,680.31","48,544,980.00","48,161,600.00","25,535,228.63","68,688,925.03","78,683,519.00","48,526,353.56","17,833,000.00","67,109,380.64","67,928,217.04"
应付票据,,,,,,"10,366,023.67","11,819,746.67","9,765,925.20","17,762,002.20","21,395,593.07","19,733,293.07","23,088,984.80",,"26,299,044.16",
应收账款,"51,357,524.24","54,102,280.89","87,450,671.25","116,513,636.72","137,214,656.16","119,884,405.03","141,197,238.27","164,188,570.73","182,602,336.62","165,790,994.98","133,722,243.54","160,004,000.88","185,069,617.08","177,576,095.44","159,814,685.32"
应付账款,"55,836,529.24","95,494,357.36","92,492,401.84","80,672,397.12","82,674,850.52","75,544,073.36","83,054,204.53","81,613,798.65","79,449,474.15","77,009,613.95","84,139,943.52","72,979,195.66",,"66,096,298.24",
预付款项,"2,419,585.58","1,967,124.92","4,203,421.45","5,305,482.79","4,839,678.93","5,384,560.09","16,514,816.84","16,264,241.05","19,875,946.53","3,787,890.20","12,926,235.41","6,467,175.47","16,545,716.67","7,303,530.25","15,920,932.06"
预收款项,"11,006,000.00","23,923,541.00","7,669,200.00","12,209,200.00","12,559,200.00","22,426,400.00","21,586,400.00","13,999,200.00","13,819,755.55","13,283,745.71","19,695,957.25","19,796,357.25","19,695,957.25","11,565,957.25","11,425,957.25"
其他应收款,"571,647.08","327,903.22","682,621.69","506,090.20","912,120.30","601,110.10","1,905,228.65","1,246,734.95","1,106,192.04","614,970.66","1,549,163.17","1,365,802.70","2,507,341.63","504,990.64","2,544,705.36"
应付职工薪酬,"5,296,354.29","6,056,865.52","7,410,496.55","5,642,153.65","5,968,732.54","7,822,816.89","2,831,495.66","4,894,921.49","5,113,438.41","10,651,934.38","5,597,887.04","8,248,135.81","8,376,650.16","14,934,342.36","6,626,889.85"
应收关联公司款,,,,,,,,,,,,,,,
应交税费,"3,937,933.26","2,270,936.88","10,635,200.13","6,632,198.61","4,595,725.21","10,641,902.95","4,610,141.66","7,507,055.25","3,356,170.90","8,888,133.37","2,360,985.08","4,778,147.80","8,618,458.89","15,397,418.37","2,357,473.11"
应收利息,,,,,,,,,,,,,,,
应付利息,"203,657.78",,,"13,895.83",,"15,285.41","1,389.57","1,389.57","1,389.57",,,,,,
应收股利,,,,,,,,,,,,,,,
应付股利,,,,,,,,,,,,,,,
存货,"93,133,568.02","128,748,044.88","114,595,550.06","125,032,784.52","126,809,679.09","111,624,367.32","120,518,511.81","125,773,214.15","139,317,506.08","148,748,964.77","166,318,159.55","180,817,580.28","193,167,927.44","187,075,565.49","190,588,393.63"
其他应付款,"31,165,135.98","172,181.23","329,348.70","6,124.18","6,124.18","5,458,997.64","5,039,074.18","250,474.18","265,883.73","1,505,726.20","1,027,769.18","23,054.36",700.00,"607,035.66","13,219.63"
其中:消耗性生物资产,,,,,,,,,,,,,,,
应付关联公司款,,,,,,,,,,,,,,,
一年内到期的非流动资产,,,,,,,,,,,,,,,
一年内到期的非流动负债,,,,,,,,,,,,,,,
其他流动资产,,,,,,,,"100,000,000.00","100,000,000.00","100,000,000.00","100,000,000.00","100,000,000.00","100,000,000.00","30,091,034.48","100,091,034.48"
其他流动负债,,,,,,,,,,"386,268.58","273,280.07","497,218.43","350,500.02","697,218.43","522,913.75"
流动资产合计,"183,342,250.93","227,656,290.08","271,142,663.35","286,831,433.98","291,184,441.36","596,124,522.37","582,489,855.94","574,171,217.03","579,396,746.37","601,977,331.79","599,851,014.78","603,378,405.90","636,724,724.05","663,509,557.29","644,090,589.88"
流动负债合计,"125,445,610.55","127,917,881.99","118,536,647.22","115,175,969.39","115,804,632.45","142,275,499.92","128,942,452.27","118,032,764.34","119,768,114.51","133,121,015.26","132,829,115.21","129,411,094.11","135,061,176.83","135,597,314.47","115,699,166.64"
可供出售金融资产,"5,330,000.00","5,330,000.00","5,330,000.00","5,330,000.00","5,330,000.00","5,330,000.00","5,330,000.00","5,330,000.00","5,330,000.00","5,330,000.00","5,330,000.00","5,330,000.00",,"5,330,000.00",
长期借款,,,,,,,,,,,,,,,
持有至到期投资,,,,,,,,,,,,,,,
应付债券,,,,,,,,,,,,,,,
长期应收款,,,,,,,,,,,,,,,
长期应付款,,,,,,,,,,,,,,,
长期股权投资,,,,,,,,,,,,,,,
专项应付款,,,,,,,,,,,,,,,
投资性房地产,,,,,,,,,,,,,,,
预计负债,,,,,,,,,,,,,,,
