科目,2007-03-31,2007-06-30,2007-09-30,2007-12-31,2008-03-31,2008-06-30,2008-09-30,2008-12-31,2009-03-31,2009-06-30,2009-09-30,2009-12-31,2010-03-31,2010-06-30,2010-09-30,2010-12-31,2011-03-31,2011-06-30,2011-09-30,2011-12-31,2012-03-31,2012-06-30,2012-09-30,2012-12-31,2013-03-31,2013-06-30,2013-09-30,2013-12-31,2014-03-31,2014-06-30,2014-09-30,2014-12-31,2015-03-31,2015-06-30,2015-09-30,2015-12-31,2016-03-31,2016-06-30,2016-09-30,2016-12-31,2017-03-31,2017-06-30,2017-09-30
货币资金,"120,303,009.03","181,074,928.13","156,688,605.64","152,684,179.49","301,342,389.03","327,267,607.88","238,723,727.31","149,251,662.65","200,933,755.41","169,346,384.47","214,930,596.37","89,862,932.71","142,077,407.91","152,156,336.00","213,238,774.81","1,235,516,897.84","760,522,173.45","762,663,399.78","1,199,433,781.43","879,183,562.89","944,864,248.27","869,239,731.50","827,022,113.06","765,488,757.78","748,411,531.48","723,014,109.02","728,064,120.27","859,470,397.04","708,826,137.36","808,702,170.97","535,218,795.29","698,534,670.94","481,839,080.35","391,236,586.17","758,393,755.90","844,456,034.28","411,949,504.82","958,129,649.59","614,638,895.41","1,223,132,546.93","570,857,416.13","546,076,504.16","500,547,460.16"
短期借款,"380,000,000.00","390,000,000.00","440,000,000.00","130,000,000.00","346,000,000.00","688,500,000.00","656,000,000.00","269,000,000.00","709,000,000.00","843,000,000.00","933,000,000.00","625,000,000.00","930,000,000.00","1,275,000,000.00","1,345,000,000.00","1,545,000,000.00","1,950,500,000.00","2,050,500,000.00","2,671,600,000.00","1,602,500,000.00","2,182,500,000.00","2,297,200,000.00","2,506,700,000.00","2,173,000,000.00","2,594,029,000.00","2,766,800,000.00","2,614,100,000.00","2,272,100,000.00","2,749,500,000.00","2,347,980,000.00","2,090,980,000.00","1,705,700,000.00","2,072,400,000.00","2,538,100,000.00","2,380,100,000.00","1,973,600,000.00","2,158,600,000.00","2,758,000,000.00","2,905,700,000.00","2,410,671,232.73","2,260,071,232.73","2,131,571,232.73","2,585,371,232.73"
交易性金融资产,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
交易性金融负债,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
应收票据,"20,692,595.29","17,327,659.84","19,440,763.45","4,207,619.79","18,353,373.81","39,665,712.26","43,739,994.71","8,154,048.00","14,142,358.00","17,142,144.00","27,978,931.00","1,672,500.00","5,942,627.93","10,082,119.91","16,500,566.19","6,371,266.90","16,248,046.12","21,284,461.04","59,685,373.52","14,396,698.00","37,322,041.00","45,340,889.19","48,358,235.40","36,452,795.40","67,470,997.60","90,358,724.05","59,901,299.69","154,032,047.84","95,377,717.70","89,298,657.02","119,724,169.01","184,065,731.30","138,230,849.94","99,683,211.29","139,024,215.49","248,977,828.36","102,088,726.36","120,950,434.98","90,247,706.69","383,709,945.53","365,382,634.99","155,756,613.27","129,982,483.30"
应付票据,"176,209,262.50","219,452,023.26","164,406,585.61","161,044,180.66","222,352,789.81","128,035,586.90","141,461,386.90","314,022,110.15","282,797,213.17","210,045,423.02","261,538,177.06","202,111,725.60","216,972,179.06","249,398,183.22","227,826,705.60","411,240,906.64","374,362,795.21","475,727,720.17","644,078,434.04","635,448,451.49","657,389,372.15","735,836,747.68","675,929,741.61","523,991,874.78","552,972,390.28","683,463,345.87","989,629,040.09","1,021,721,199.50","848,909,131.10","885,579,748.50","1,053,837,514.49","1,075,738,215.77","980,310,525.67","1,181,334,699.65","1,375,240,837.90","1,425,118,157.01","1,360,330,717.92","1,419,367,144.11","1,676,424,960.24","1,683,448,269.68","1,747,782,655.64","1,317,511,686.87","1,329,865,535.71"
应收账款,"796,557,035.73","915,864,846.68","1,047,499,741.19","872,726,394.95","1,024,058,471.21","1,098,681,513.81","1,225,171,612.27","1,259,141,832.24","1,375,939,285.70","1,457,211,848.26","1,489,023,517.62","1,398,833,769.08","1,510,009,290.86","1,642,811,076.78","1,756,551,132.01","1,925,997,410.75","2,003,592,885.38","2,292,339,587.46","2,510,989,728.63","2,807,502,226.65","2,738,469,416.05","3,203,413,626.77","3,294,435,005.57","3,609,514,657.21","3,501,959,602.96","3,757,830,036.56","3,843,455,520.99","4,186,890,651.18","3,969,821,858.65","4,352,579,307.62","4,285,844,901.36","4,214,223,199.19","4,096,989,826.71","4,162,845,025.18","4,169,180,307.21","4,705,655,863.10","4,663,347,317.18","4,939,390,390.70","4,850,908,080.54","4,685,917,115.74","4,567,932,432.41","4,518,517,545.49","4,439,292,403.68"
应付账款,"208,415,514.65","252,486,675.55","291,199,858.36","341,076,535.79","413,785,601.21","468,527,246.70","512,328,748.69","479,550,437.36","476,642,413.74","572,993,232.47","566,604,158.49","641,667,239.59","609,014,131.67","596,803,375.22","635,225,348.59","800,702,425.69","698,546,220.20","928,546,812.95","1,051,686,053.60","1,320,121,640.65","1,229,807,960.67","1,407,457,677.95","1,497,095,516.94","1,809,748,299.23","1,651,225,691.56","1,900,085,525.01","2,044,186,099.02","2,431,762,393.79","2,025,217,484.40","2,472,959,641.52","2,298,829,580.88","2,691,262,079.89","2,427,144,066.54","2,454,499,383.49","2,283,121,792.49","3,223,847,207.91","2,936,281,818.00","3,297,047,507.17","2,993,041,532.23","3,092,272,012.47","2,768,260,773.79","2,775,603,416.67","2,744,536,156.28"
预付款项,"67,177,278.10","59,574,645.58","76,193,307.66","48,150,104.86","63,141,052.30","90,578,134.79","85,868,968.97","88,457,493.16","86,054,778.51","96,204,341.31","105,479,359.48","98,607,506.29","90,139,545.23","93,882,685.78","101,436,553.39","239,865,979.70","620,113,671.02","926,413,686.44","995,109,403.59","917,628,783.37","944,984,241.43","930,356,153.31","930,223,096.79","917,557,460.44","966,287,106.57","1,008,389,042.19","1,027,081,441.52","1,076,443,509.16","1,060,264,931.88","1,077,069,802.90","1,027,082,826.32","346,568,618.45","384,423,818.39","390,424,117.55","404,406,347.17","345,157,439.67","385,645,408.31","322,689,501.89","385,251,134.80","323,652,909.25","508,123,065.65","518,757,652.69","421,650,472.69"
预收款项,"71,802,946.18","81,356,967.60","111,299,825.70","80,861,455.79","99,550,792.57","127,234,112.86","152,067,421.18","151,893,527.39","172,480,285.82","140,469,811.78","155,199,108.75","160,224,364.40","142,647,350.58","146,978,373.04","144,717,729.85","157,123,981.60","198,581,347.80","311,799,547.78","440,557,660.84","214,930,739.42","243,093,255.94","319,013,391.52","263,989,661.40","219,934,617.42","299,488,822.35","380,229,296.80","350,308,225.45","281,434,023.90","381,879,053.68","327,067,503.92","291,537,457.98","292,087,137.04","337,582,381.09","298,705,658.60","393,572,367.80","265,663,447.15","342,504,737.06","217,757,922.08","297,635,316.06","230,834,189.78","621,173,548.14","507,072,200.48","324,037,041.39"
其他应收款,"78,490,305.30","87,682,176.86","90,545,291.45","75,167,543.64","105,726,260.33","122,121,769.00","120,994,069.22","92,139,931.78","97,544,985.92","103,316,008.83","108,791,921.85","117,390,345.46","122,691,741.04","149,634,245.96","158,047,580.43","136,947,472.07","338,939,975.37","264,737,662.52","275,369,810.30","182,865,152.55","236,516,147.90","245,176,754.53","236,995,808.18","179,443,938.16","224,058,247.11","224,626,499.19","253,797,310.84","206,953,877.64","229,515,145.57","337,023,733.10","286,088,469.53","204,775,007.97","264,800,292.54","239,266,381.96","263,453,329.35","203,913,518.58","264,768,944.25","233,796,575.89","244,796,912.97","224,778,412.91","280,201,176.31","282,302,223.79","283,556,603.42"
应付职工薪酬,"6,560,397.58","7,619,770.01","7,162,963.55","1,839,504.64","1,792,008.45","1,873,013.09","1,938,527.60","2,554,730.44","2,759,488.59","2,478,623.11","2,783,196.28","2,902,555.17","1,856,415.61","1,817,198.49","1,865,370.96","4,050,180.66","3,117,343.48","3,487,932.58","3,904,141.11","2,227,878.62","2,641,491.87","2,717,075.03","2,186,323.00","1,017,777.92","1,552,547.86","2,148,249.01","929,491.33","784,054.71","1,524,988.39","1,591,125.07","764,456.76","3,443,368.02","1,550,931.01","1,527,223.91","798,859.66","740,647.34","854,638.57","897,664.30","865,706.35","511,240.30","510,420.30","514,886.08","13,653.05"
应收关联公司款,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
