科目,2008-12-31,2009-12-31,2010-12-31,2011-06-30,2011-12-31,2012-03-31,2012-06-30,2012-09-30,2012-12-31,2013-03-31,2013-06-30,2013-09-30,2013-12-31,2014-03-31,2014-06-30,2014-09-30,2014-12-31,2015-03-31,2015-06-30,2015-09-30,2015-12-31,2016-03-31,2016-06-30,2016-09-30,2016-12-31,2017-03-31,2017-06-30,2017-09-30,2017-12-31,2018-03-31,2018-06-30
货币资金,"231,438,670.14","253,627,455.19","209,520,512.38","312,638,625.09","176,946,213.74","941,866,682.69","807,609,035.40","782,855,667.57","618,245,941.76","706,587,049.33","730,017,297.25","704,407,719.91","506,191,657.42","469,982,405.76","310,524,256.76","332,332,775.04","442,767,923.24","365,631,960.13","405,958,182.46","443,926,648.33","867,631,314.76","1,011,525,923.51","1,012,586,565.14","494,174,488.26","879,552,792.10","832,555,219.39","658,614,981.64","480,834,182.58","879,843,095.34","642,483,403.27","756,515,530.81"
短期借款,"172,400,000.00","235,074,126.23","410,000,000.00","432,700,310.98","261,958,824.48","191,958,824.48","240,000,000.00","140,000,000.00","70,000,000.00","100,000,000.00","85,000,000.00","330,000,000.00","300,000,000.00","300,000,000.00","310,000,000.00","220,800,000.00","270,800,000.00","220,800,000.00","343,300,000.00","220,000,000.00","70,000,000.00","275,086,849.06","783,000,000.00","713,000,000.00","905,674,450.00","625,036,050.00","213,256,857.03","213,222,095.64","164,059,356.74","13,644,958.74","13,343,795.29"
交易性金融资产,"12,000,000.00","105,546,282.37",,"12,010,000.00","12,010,000.00","12,010,000.00",,,,,,,,,,,,,,,,,,,,,,,,,
交易性金融负债,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
应收票据,"15,280,000.00","30,000,000.00","25,350,000.00","134,758,400.00","136,800,000.00","81,800,000.00","178,786,598.00","221,704,255.10","190,299,464.00","183,936,240.92","125,908,272.04","159,463,620.72","242,149,111.64","225,915,383.81","208,576,850.45","160,983,463.41","215,580,744.18","250,511,083.76","184,685,945.28","218,357,434.78","286,276,697.95","384,944,086.14","438,656,639.61","516,724,896.08","436,723,844.77","276,770,567.51","407,610,031.46","485,821,358.78","332,013,724.52","307,741,245.59","446,998,780.31"
应付票据,"85,966,855.05","122,246,273.30","194,128,884.31","161,849,359.82","205,271,418.38","192,512,081.42","176,013,449.77","182,522,326.60","209,970,327.81","259,865,103.22","254,045,309.74","224,100,823.08","248,276,239.58","274,409,824.32","269,390,769.68","283,565,865.18","283,927,531.61","312,825,659.88","303,533,822.18","289,803,526.88","347,104,930.08","351,705,207.54","324,240,354.43","260,843,650.60","298,293,291.45","469,888,171.06","496,299,324.75","463,201,693.37","555,588,613.08","579,154,108.31","584,098,475.30"
应收账款,"172,375,174.85","144,395,929.00","258,069,396.50","281,343,340.72","303,260,529.97","373,611,626.91","317,197,426.67","303,516,738.41","279,921,961.88","417,804,435.60","446,135,888.66","574,866,072.50","400,915,227.38","658,930,077.11","688,495,279.07","614,082,185.07","532,836,785.56","823,653,533.05","906,467,908.79","872,094,647.45","748,855,965.38","978,674,130.71","964,547,071.00","890,289,979.41","860,494,751.32","1,018,990,719.63","901,446,510.65","727,499,349.50","611,381,281.33","962,370,073.33","900,229,755.42"
应付账款,"89,315,158.55","71,361,750.85","89,531,762.15","140,908,454.67","123,914,959.32","142,104,229.96","128,794,368.65","128,411,517.18","142,174,418.22","148,708,515.73","109,550,304.70","147,635,098.48","183,663,411.70","162,386,663.44","170,442,142.05","206,321,646.37","209,880,909.50","173,035,158.16","195,708,234.35","202,699,552.05","213,153,870.64","167,980,295.75","135,845,397.34","236,096,292.91","479,846,280.25","393,015,779.36","407,945,330.90","372,812,490.76","423,033,006.63","353,327,147.05","287,349,239.14"
预付款项,"13,459,651.46","41,032,002.98","86,955,053.27","31,003,802.13","29,204,187.51","33,901,037.36","82,359,373.40","56,289,096.57","51,449,548.13","78,809,227.46","126,523,053.61","190,159,019.77","34,418,395.39","34,322,452.73","59,325,805.57","101,782,934.15","66,720,896.49","55,142,966.81","49,773,494.71","68,485,658.82","51,944,476.37","34,417,547.28","42,182,655.95","52,245,447.97","7,247,587.88","12,161,229.88","13,478,402.21","14,364,300.27","12,534,947.93","15,388,428.30","18,194,289.25"
预收款项,,,,"479,803.28","30,000.00","90,000.00","2,041,939.68","77,497.90","28,806.21","158,258.57","298,512.38","243,175.98","61,562.79","4,516,196.39","1,763,928.76","18,496,682.50","1,285,990.12","2,245,025.86","2,207,360.13","1,626,906.75","794,836.85","4,018,900.78","3,414,130.70","6,660,151.25","3,270,207.59","5,260,094.54","1,559,228.89","5,238,209.92","4,305,762.60","4,192,942.47","4,708,975.99"
