科目,2009-12-31,2010-12-31,2011-12-31,2012-03-31,2012-06-30,2012-09-30,2012-12-31,2013-03-31,2013-06-30,2013-09-30,2013-12-31,2014-03-31,2014-06-30,2014-09-30,2014-12-31,2015-03-31,2015-06-30,2015-09-30,2015-12-31,2016-03-31,2016-06-30,2016-09-30,2016-12-31,2017-03-31,2017-06-30,2017-09-30,2017-12-31,2018-03-31,2018-06-30
货币资金,"17,639,905.74","24,391,591.34","8,432,311.51","32,185,448.20","14,518,884.99","353,213,561.34","348,916,720.60","324,231,883.88","330,591,891.36","270,426,647.70","290,426,831.68","288,256,813.06","299,114,644.15","283,725,844.25","223,275,068.95","205,885,983.13","174,179,166.39","169,268,896.51","142,181,133.36","66,265,106.88","26,393,893.40","18,279,476.18","29,910,081.05","29,771,156.35","21,237,010.65","10,001,410.30","59,266,598.42","39,445,391.59","13,755,041.91"
短期借款,"20,000,000.00","50,000,000.00","50,000,000.00","50,000,000.00","55,000,000.00","35,000,000.00","55,000,000.00","55,000,000.00","70,000,000.00","30,000,000.00","50,000,000.00","55,000,000.00","35,000,000.00","15,000,000.00","30,000,000.00","50,000,000.00","50,000,000.00","50,000,000.00","30,000,000.00",,,,,,,,,,
交易性金融资产,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
交易性金融负债,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
应收票据,"11,098,523.36","10,014,585.23","56,143,767.47","41,686,267.83","26,386,782.32","17,801,157.94","40,183,380.62","41,223,835.13","61,116,682.16","65,076,875.49","66,649,531.17","53,015,368.59","20,864,780.00","23,913,151.22","10,468,085.90","20,880,110.39","6,844,415.27","35,899,937.08","22,624,738.62","14,288,863.30","33,402,863.90","45,568,711.90","73,353,846.25","64,183,437.30","39,721,049.95","45,824,354.80","61,695,251.50","61,788,984.83","72,764,983.61"
应付票据,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"500,000.00"
应收账款,"69,686,144.88","88,694,098.93","125,789,688.82","126,099,356.31","164,248,562.25","198,953,858.75","196,006,892.79","188,241,022.89","181,756,158.43","172,118,763.20","183,054,309.12","194,230,608.48","192,096,507.62","216,109,612.76","196,583,365.66","209,500,167.40","231,351,885.83","223,749,438.32","278,380,752.57","289,508,608.37","299,465,951.84","294,501,075.03","236,808,140.79","234,533,142.13","261,552,378.35","266,499,621.95","270,085,942.28","304,035,650.81","285,797,669.95"
应付账款,"18,692,097.17","23,865,008.69","34,365,739.54","32,400,479.44","25,680,158.47","40,518,619.74","27,712,201.13","13,749,894.16","18,470,606.94","11,784,474.49","24,799,093.76","22,543,245.09","16,988,038.79","29,904,648.01","20,388,371.07","24,435,215.85","27,681,949.06","30,170,939.90","66,771,796.17","36,317,413.83","36,397,819.30","28,609,140.20","19,095,794.29","27,807,103.36","47,736,818.08","51,122,676.92","41,628,323.79","38,430,821.23","39,513,062.98"
预付款项,"6,147,873.02","7,103,314.51","2,955,861.67","4,418,549.43","7,083,522.40","8,480,722.55","3,465,179.94","14,918,860.76","15,852,318.15","19,123,874.83","15,517,009.89","20,048,279.48","21,535,606.68","11,206,948.39","13,075,666.85","14,284,456.95","57,257,341.00","25,140,971.61","9,128,067.72","10,884,469.80","10,833,732.16","7,851,429.95","11,442,233.63","17,050,721.06","18,436,292.71","15,220,792.15","12,114,518.54","6,701,140.65","7,747,595.28"
预收款项,"7,175,614.69","2,207,029.68","3,909,128.06","5,405,713.87","1,417,872.71","1,982,030.43","2,952,362.54","1,548,727.13","1,940,718.87","698,676.90","5,254,485.18","1,750,562.29","16,878,633.77","12,743,203.49","5,400,286.74","6,433,331.05","11,359,054.03","2,638,184.25","4,135,361.28","2,127,986.16","7,202,096.86","10,062,949.14","3,147,447.17","13,993,945.06","17,800,810.22","12,614,556.14","11,866,505.26","14,411,920.62","3,564,798.63"
其他应收款,"1,595,325.22","2,914,112.50","3,425,501.30","3,699,144.20","3,390,954.36","3,663,109.39","2,587,712.06","4,359,936.08","2,033,611.06","2,248,558.54","14,828,976.56","15,246,901.05","16,768,660.60","16,764,678.36","2,578,314.90","764,340.71","861,897.27","1,117,678.01","1,036,803.45","409,315.28","2,124,129.48","1,717,006.66","2,095,184.37","1,617,626.87","5,398,242.38","5,561,276.58","2,066,808.77","6,374,845.62","2,779,002.82"
应付职工薪酬,"6,274,286.14","6,155,017.39","9,150,055.22","4,157,804.92","4,431,758.20","4,708,105.18","6,987,547.94","4,983,739.61","5,477,220.31","5,936,634.22","10,926,796.35","6,418,027.21","6,562,735.17","7,527,365.49","8,791,491.17","9,007,427.82","7,996,867.79","7,421,786.90","10,252,338.12","9,395,294.37","9,160,714.23","10,096,325.83","10,261,123.46","11,134,936.96","11,395,827.93","11,446,666.52","13,495,455.96","12,116,738.71","13,188,451.86"
应收关联公司款,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
应交税费,"5,486,633.34","7,906,681.25","1,069,608.66","2,814,923.24","1,479,147.90","4,595,269.51","5,445,612.62","3,977,492.63","2,162,079.18","3,348,540.66","6,344,879.23","7,881,721.68","144,729.87","1,862,468.27","6,863,249.09","6,819,686.68","1,610,506.98","4,750,191.49","15,755,740.77","5,799,730.86","1,909,800.38","2,953,897.33","5,981,300.99","1,454,879.27","2,208,267.03","3,868,782.40","10,656,035.49","3,538,645.21","-2,638,357.56"
应收利息,,,,,,,"3,437,596.71","5,597,289.58","8,070,177.58","9,214,454.20","3,097,853.94","5,210,393.99","7,267,940.19","787,072.64","1,960,868.44","2,193,165.45","2,661,426.33","3,261,859.95","662,364.81",,,,,,,,,,
应付利息,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
应收股利,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
应付股利,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
存货,"91,677,001.76","103,145,701.41","139,544,878.21","147,973,263.92","150,410,582.30","152,527,873.97","160,313,140.53","167,593,210.11","180,405,108.47","198,670,870.30","222,394,377.27","227,212,782.70","232,623,556.09","238,873,848.69","257,885,530.52","261,468,024.13","281,055,169.24","274,152,924.04","264,410,203.25","265,508,506.79","281,001,711.25","287,770,081.72","286,038,287.50","309,776,259.17","338,116,352.59","346,727,059.97","288,200,321.36","275,098,068.83","298,971,312.20"
其他应付款,"21,316,331.82","1,789,931.52","1,859,260.65","920,544.62","835,382.69","893,719.64","3,161,642.29","786,502.64","321,746.32","980,762.38","1,446,519.94","3,148,082.17","3,131,398.49","3,591,279.70","4,526,944.10","1,379,295.24","1,409,545.10","1,396,598.71","2,973,681.29","548,419.45","488,014.94","1,175,296.65","1,002,274.05","439,355.15","211,402.73","1,295,028.39","1,970,818.58","7,111,873.13","1,761,240.83"
其中:消耗性生物资产,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
应付关联公司款,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
一年内到期的非流动资产,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
一年内到期的非流动负债,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
其他流动资产,,,"1,929,918.19","802,231.11","3,759,672.50",,"2,386,204.66","32,993.80","34,079.17","34,139.94","34,211.51","3,892,829.54","1,588,009.74","86,369.92","70,212,281.11","5,036,441.44","32,454.54","44,272.32","44,494.54",,"164,320.48","198,368.23","564,786.48","263,013.07","354,515.32","365,451.54","498,278.11","494,747.69","515,797.50"
其他流动负债,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
流动资产合计,"197,844,773.98","236,263,403.92","338,221,927.17","356,864,261.00","369,798,961.12","734,640,283.94","757,296,827.91","746,199,032.23","779,860,026.38","736,914,184.20","796,003,101.14","807,113,976.89","791,859,705.07","791,467,526.23","776,039,182.33","720,012,689.60","754,243,755.87","732,635,977.84","718,468,558.32","646,864,870.42","653,386,602.51","655,886,149.67","640,212,560.07","657,195,355.95","684,815,841.95","690,199,967.29","693,927,718.98","693,938,830.02","682,331,403.27"
流动负债合计,"78,944,963.16","91,923,668.53","100,353,792.13","95,699,466.09","88,844,319.97","87,697,744.50","101,259,366.52","80,046,356.17","98,372,371.62","52,749,088.65","98,771,774.46","96,741,638.44","78,705,536.09","70,628,964.96","75,970,342.17","98,074,956.64","100,057,922.96","96,377,701.25","129,888,917.63","54,188,844.67","55,158,445.71","52,897,609.15","39,487,939.96","54,830,219.80","79,353,125.99","80,347,710.37","79,617,139.08","75,609,998.90","55,889,196.74"
可供出售金融资产,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
长期借款,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
持有至到期投资,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
应付债券,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
长期应收款,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
长期应付款,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
长期股权投资,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
专项应付款,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
投资性房地产,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
预计负债,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
固定资产,"38,405,333.90","90,372,407.48","91,195,124.27","88,469,448.84","87,287,534.69","89,035,714.20","89,943,821.80","87,912,212.51","85,799,927.74","84,579,780.05","82,648,154.87","79,806,203.40","77,396,015.93","74,637,323.36","72,128,653.51","69,538,692.58","67,898,685.32","57,820,242.67","200,664,936.72","198,707,120.57","197,081,762.22","195,580,360.98","193,654,340.48","192,905,811.23","192,690,845.46","190,434,833.40","189,702,786.02","190,493,225.95","189,565,965.38"
递延所得税负债,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
在建工程,,"121,653.84","379,900.62","468,872.13","377,641.49","279,304.73","371,186.72","666,716.42","756,565.85","756,565.85","1,898,850.00","3,205,974.21","8,093,739.14","11,166,208.23","11,281,068.36","15,413,456.27","43,572,861.16","76,863,849.22","1,882,678.40","3,267,737.07","3,117,319.81","1,159,353.15","1,234,420.38","1,796,908.46","2,752,477.61","3,108,153.70","3,340,113.87","1,470,274.06","1,607,631.26"
其他非流动负债,"6,180,000.00","7,320,000.00","12,593,823.28","16,093,823.28","16,093,823.28","17,743,823.28","16,401,248.10","13,694,915.63","19,501,248.10","19,501,248.10","21,693,130.59","22,663,130.59","26,343,130.59","26,643,130.59",,,,,,,,,,,,,,,
工程物资,,,,,,,,,,,,,"495,047.12","2,203,582.26","2,636,904.06","9,024,689.12","12,506,271.59","23,097,527.48","114,790.41","1,723,177.39","1,051,415.83","755,228.41",,,,,,,
非流动负债合计,"6,180,000.00","7,320,000.00","12,593,823.28","16,093,823.28","16,093,823.28","17,743,823.28","16,401,248.10","13,694,915.63","19,501,248.10","19,501,248.10","21,693,130.59","22,663,130.59","26,343,130.59","26,643,130.59","26,045,037.88","27,147,447.82","28,105,037.88","28,405,037.88","27,767,778.50","27,776,449.30","28,117,778.50","28,576,449.30","28,111,066.90","28,061,066.90","31,211,066.90","31,311,066.90","29,323,948.13","30,328,444.61","30,673,948.13"
固定资产清理,,,,,,,,,,,,,,,,,,"-100,000.00",,,,,,,,"1,229.64",,,
负债合计,"85,124,963.16","99,243,668.53","112,947,615.41","111,793,289.37","104,938,143.25","105,441,567.78","117,660,614.62","93,741,271.80","117,873,619.72","72,250,336.75","120,464,905.05","119,404,769.03","105,048,666.68","97,272,095.55","102,015,380.05","125,222,404.46","128,162,960.84","124,782,739.13","157,656,696.13","81,965,293.97","83,276,224.21","81,474,058.45","67,599,006.86","82,891,286.70","110,564,192.89","111,658,777.27","108,941,087.21","105,938,443.51","86,563,144.87"
生产性生物资产,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
实收资本(或股本),"60,000,000.00","111,200,000.00","150,000,000.00","150,000,000.00","150,000,000.00","200,000,000.00","200,000,000.00","200,000,000.00","200,000,000.00","200,000,000.00","200,000,000.00","200,000,000.00","200,000,000.00","200,000,000.00","200,000,000.00","200,000,000.00","200,000,000.00","200,000,000.00","200,000,000.00","200,000,000.00","200,000,000.00","200,000,000.00","200,000,000.00","200,000,000.00","200,000,000.00","200,000,000.00","200,000,000.00","200,000,000.00","340,000,000.00"
油气资产,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
资本公积,"12,111,066.88","69,412,266.88","150,522,848.58","150,522,848.58","150,522,848.58","442,278,628.56","442,278,628.56","442,278,628.56","442,278,628.56","442,278,628.56","442,278,628.56","442,278,628.56","442,278,628.56","442,278,628.56","442,278,628.56","442,278,628.56","442,278,628.56","442,278,628.56","442,278,628.56","442,278,628.56","442,278,628.56","442,278,628.56","442,278,628.56","442,278,628.56","442,278,628.56","442,278,628.56","442,278,628.56","442,278,628.56","302,278,628.56"
无形资产,"187,349.08","24,781,809.01","24,061,719.63","23,873,618.31","23,711,748.23","23,522,754.44","24,664,686.10","24,314,648.38","23,943,508.29","23,576,984.64","23,198,310.90","22,832,937.15","23,958,941.91","23,376,229.35","23,569,010.17","79,452,722.69","78,751,201.79","71,839,959.32","71,192,464.52","70,545,019.61","70,128,120.20","69,694,484.57","69,264,416.77","68,830,307.36","68,394,818.17","67,960,733.77","68,510,985.14","67,950,125.35","67,395,268.34"
盈余公积,"19,209,176.31","25,364,440.49","4,798,020.00","4,798,020.00","4,798,020.00","4,798,020.00","11,538,379.54","11,639,598.21","11,538,379.54","11,538,379.54","14,558,359.20","14,558,359.20","14,558,359.20","14,558,359.20","16,586,835.86","16,586,835.86","16,586,835.86","16,586,835.86","17,616,104.27","18,213,127.95","17,616,104.27","18,213,127.95","21,534,073.14","21,534,073.14","21,534,073.14","21,534,073.14","21,534,073.14","21,534,073.14","21,534,073.14"
开发支出,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
减:库存股,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
商誉,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
未分配利润,"62,539,269.06","48,294,480.42","38,847,787.30","55,087,142.52","73,857,487.50","98,254,503.50","104,245,698.20","114,634,907.58","121,865,258.18","121,051,617.19","132,885,424.92","143,075,706.14","145,142,008.85","153,826,648.27","163,353,885.70","170,284,746.53","174,200,988.59","181,478,140.32","183,362,286.70","186,194,586.71","189,123,452.48","189,443,362.16","186,199,542.71","186,642,350.43","186,634,985.04","188,779,537.40","190,076,959.81","190,812,733.59","194,747,261.02"
长期待摊费用,,,"514,990.74","453,027.66","391,064.58","329,101.50","267,138.42","205,175.34","143,212.26","81,249.18","160,880.51","121,428.41","105,815.74","88,832.59","88,711.76","229,561.97","205,112.17","178,462.38","130,030.90","138,229.01","106,780.67","118,895.69","63,926.51","463,518.53","483,345.29","408,310.31","370,573.14","300,249.00","220,503.17"
少数股东权益,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
递延所得税资产,"2,547,018.45","1,975,582.07","2,742,608.86","2,072,072.53","2,549,549.22","2,965,561.03","3,406,979.24","3,223,940.54","3,261,413.09","2,897,406.95","4,620,439.96","4,629,277.73","5,615,701.45","5,743,522.21","5,547,274.52","7,417,522.43","6,677,380.98","5,938,902.03","6,939,931.51","6,277,695.18","6,615,362.21","7,307,116.12","13,370,725.81","12,739,487.58","12,870,825.83","13,494,366.91","8,734,801.99","8,821,903.02","8,071,613.67"
外币报表折算价差,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
其他非流动资产,,,,,,,,,,,"2,000,000.00","2,000,000.00",,,"34,609,716.01","55,407,537.07",,,"5,223,889.01","5,168,960.00","5,194,880.00","5,342,240.00","5,549,600.00","5,549,600.00","5,549,600.00","5,549,600.00","5,549,600.00","5,549,600.00","4,439,680.00"
非正常经营项目收益调整,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
非流动资产合计,"41,139,701.43","117,251,452.40","118,894,344.12","115,337,039.47","114,317,538.21","116,132,435.90","118,653,812.28","116,322,693.19","113,904,627.23","111,891,986.67","114,526,636.24","112,595,820.90","115,665,261.29","117,215,698.00","149,861,338.39","236,484,182.13","209,611,513.01","235,638,943.10","286,148,721.47","285,827,938.83","283,295,640.94","279,957,678.92","283,137,429.95","282,285,633.16","282,741,912.36","280,957,227.73","276,208,860.16","274,585,377.38","271,300,661.82"
所有者权益(或股东权益)合计,"153,859,512.25","254,271,187.79","344,168,655.88","360,408,011.10","379,178,356.08","745,331,152.06","758,290,025.57","768,780,453.62","775,891,033.89","776,555,834.12","790,064,832.33","800,305,028.76","802,476,299.68","811,411,128.68","823,885,140.67","831,274,467.27","835,692,308.04","843,492,181.81","846,960,583.66","850,727,515.28","853,406,019.24","854,369,770.14","855,750,983.16","856,589,702.41","856,993,561.42","859,498,417.75","861,195,491.93","862,585,763.89","867,068,920.22"
资产总计,"238,984,475.41","353,514,856.32","457,116,271.29","472,201,300.47","484,116,499.33","850,772,719.84","875,950,640.19","862,521,725.42","893,764,653.61","848,806,170.87","910,529,737.38","919,709,797.79","907,524,966.36","908,683,224.23","925,900,520.72","956,496,871.73","963,855,268.88","968,274,920.94","1,004,617,279.79","932,692,809.25","936,682,243.45","935,843,828.59","923,349,990.02","939,480,989.11","967,557,754.31","971,157,195.02","970,136,579.14","968,524,207.40","953,632,065.09"
负债和所有者(或股东权益)合计,"238,984,475.41","353,514,856.32","457,116,271.29","472,201,300.47","484,116,499.33","850,772,719.84","875,950,640.19","862,521,725.42","893,764,653.61","848,806,170.87","910,529,737.38","919,709,797.79","907,524,966.36","908,683,224.23","925,900,520.72","956,496,871.73","963,855,268.88","968,274,920.94","1,004,617,279.79","932,692,809.25","936,682,243.45","935,843,828.59","923,349,990.02","939,480,989.11","967,557,754.31","971,157,195.02","970,136,579.14","968,524,207.40","953,632,065.09"
