科目,2007-12-31,2008-12-31,2009-12-31,2010-06-30,2010-09-30,2010-12-31,2011-03-31,2011-06-30,2011-09-30,2011-12-31,2012-03-31,2012-06-30,2012-09-30,2012-12-31,2013-03-31,2013-06-30,2013-09-30,2013-12-31,2014-03-31,2014-06-30,2014-09-30,2014-12-31,2015-03-31,2015-06-30,2015-09-30,2015-12-31,2016-03-31,2016-06-30,2016-09-30,2016-12-31,2017-03-31,2017-06-30,2017-09-30,2017-12-31
货币资金,"19,759,407.82","55,024,424.31","79,748,517.93","99,878,610.82","24,825,502.75","1,589,511,657.06","1,325,032,543.76","1,255,124,011.75","1,202,172,309.53","1,287,524,797.52","1,105,151,661.82","1,166,545,014.07","1,161,628,075.87","1,301,737,523.52","1,116,504,152.38","989,828,955.81","1,049,836,006.98","991,269,796.75","832,151,251.93","724,637,650.76","920,581,942.55","794,395,652.29","382,046,446.21","692,924,250.81","798,969,916.19","396,457,691.10","406,658,468.67","550,266,064.47","323,846,788.03","908,128,167.21","928,967,188.98","1,522,158,820.10","1,309,365,325.21","705,816,733.29"
短期借款,,"5,000,000.00","36,000,000.00","56,000,000.00","86,500,000.00","86,500,000.00","35,000,000.00","35,000,000.00","35,000,000.00","35,000,000.00","35,000,000.00","35,000,000.00","35,000,000.00","35,000,000.00","35,000,000.00","35,000,000.00","35,000,000.00","35,000,000.00","15,000,000.00","15,000,000.00","15,000,000.00","25,200,000.00","28,215,895.96","278,215,895.96","278,215,895.96","168,015,895.96","175,000,000.00","135,000,000.00","208,990,000.00","133,830,000.00","257,030,000.00","549,010,000.00","831,420,000.00","1,131,797,800.00"
交易性金融资产,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"885,000,000.00"
交易性金融负债,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
应收票据,,"100,000.00",,,,,,,,,"5,000,000.00",,"1,000,000.00","1,000,000.00",,"2,000,000.00",,"500,000.00","500,000.00",,,"500,000.00","700,000.00","500,000.00",,"500,000.00","300,000.00","7,280,193.68","1,163,309.00","476,635.00","4,622,000.00","6,314,689.00","21,599,978.00","59,150,602.00"
应付票据,,,,"11,951,715.82",,"31,104,191.66","112,890,271.69","134,214,719.21","243,071,749.17","243,375,309.64","102,081,548.67","137,148,508.71","282,391,721.49","341,763,033.30","187,677,772.38","199,015,712.74","309,675,248.42","323,063,066.86","246,278,872.70","244,969,315.85","347,367,439.62","299,063,099.51","263,857,356.58","250,918,995.52","244,911,402.40","276,840,867.83","351,172,880.82","303,889,799.76","253,514,177.68","232,098,260.11","326,024,587.24","371,391,159.68","553,175,289.02","748,624,241.42"
应收账款,"11,550,447.06","25,762,457.56","20,954,733.63","23,852,972.97","94,716,247.04","43,663,173.31","94,514,725.53","93,338,120.49","160,605,026.35","147,374,334.11","168,048,922.73","122,592,092.17","238,331,443.23","252,543,002.78","334,584,176.84","395,417,532.77","435,906,778.76","423,613,364.89","439,173,928.48","432,027,364.67","493,820,226.81","446,435,198.50","471,217,374.87","470,505,072.29","490,094,697.07","533,902,172.21","665,953,025.86","836,220,087.02","1,050,870,831.23","1,263,180,498.59","1,435,676,850.57","1,470,612,365.66","1,658,340,465.21","1,634,509,570.65"
应付账款,"15,140,387.79","42,746,860.77","30,251,787.55","10,379,578.54","45,750,102.51","34,263,569.25","11,306,643.94","34,662,885.79","28,735,792.80","34,411,884.81","41,111,739.35","12,937,885.22","15,252,927.94","54,117,641.07","87,316,031.52","119,864,089.21","110,748,747.18","106,576,566.49","119,369,664.81","54,582,732.57","42,827,142.61","35,534,480.29","32,397,084.21","72,954,795.56","97,587,233.02","82,718,629.36","129,677,978.24","125,081,870.82","250,845,333.34","367,622,886.03","290,635,314.00","370,410,674.17","295,556,067.84","296,172,124.63"
预付款项,"8,669,371.32","2,551,519.51","21,655,666.26","20,405,583.16","55,182,174.42","58,264,487.15","158,848,477.49","259,365,133.70","262,678,591.77","226,022,767.65","203,018,093.62","203,330,294.53","263,476,208.85","104,979,412.05","53,440,093.82","65,009,835.13","134,992,974.79","114,330,315.14","110,821,745.76","153,194,267.70","249,669,204.04","184,908,874.99","141,823,629.65","134,498,281.79","228,169,234.17","261,157,720.67","369,293,384.73","569,169,153.77","599,467,543.79","651,003,746.80","796,870,233.22","1,598,730,715.83","2,676,544,101.75","2,282,692,716.49"
预收款项,"5,816,724.77","1,938,446.63","20,452,908.96","13,682,277.20","19,123,014.63","42,427,072.12","14,665,748.31","5,736,607.50","9,477,825.32","38,585,436.21","9,451,446.95","7,406,938.78","2,330,523.46","1,662,767.24","2,394,145.69","748,847.39","945,588.58","865,551.88","373,555.07","493,892.67","7,781,224.73","6,919,010.42","4,381,700.19","6,122,024.69","6,883,502.45","22,544,671.84","93,989,400.12","302,418,338.80","289,802,568.24","339,357,200.32","348,301,736.11","451,881,956.02","1,133,169,339.85","861,334,999.77"
