科目,2007-03-31,2007-06-30,2007-09-30,2007-12-31,2008-03-31,2008-06-30,2008-09-30,2008-12-31,2009-03-31,2009-06-30,2009-09-30,2009-12-31,2010-03-31,2010-06-30,2010-09-30,2010-12-31,2011-03-31,2011-06-30,2011-09-30,2011-12-31,2012-03-31,2012-06-30,2012-09-30,2012-12-31,2013-03-31,2013-06-30,2013-09-30,2013-12-31,2014-03-31,2014-06-30,2014-09-30,2014-12-31,2015-03-31,2015-06-30,2015-09-30,2015-12-31,2016-03-31,2016-06-30,2016-09-30,2016-12-31,2017-03-31,2017-06-30,2017-09-30,2017-12-31,2018-03-31
货币资金,"71,338,197.44","40,465,435.70","27,436,744.51","16,482,190.33","13,852,424.52","14,825,525.25","15,105,512.20","9,800,957.23","8,861,855.73","3,788,846.77","6,448,872.69","74,475,755.31","33,789,595.31","25,747,269.52","12,832,698.71","73,771,474.95","53,732,241.09","29,341,264.13","6,556,486.17","37,607,973.60","9,002,009.09","11,412,780.37","8,012,795.91","41,456,976.02","7,554,204.18","7,062,785.15","6,443,502.40","6,873,046.15","7,303,639.35","3,418,302.72","37,731,806.67","13,405,494.19","3,686,488.04","4,021,147.17","17,382,609.24","13,737,349.20","32,772,898.00","38,256,634.93","13,946,507.80","150,833,965.58","34,254,956.71","36,762,389.19","84,763,388.63","197,087,821.76","102,319,561.59"
短期借款,"36,159,948.00","23,400,000.00","23,000,000.00","23,000,000.00","23,000,000.00","23,000,000.00","20,700,000.00","40,700,000.00","50,700,000.00","50,700,000.00","38,000,000.00","56,600,000.00","75,600,000.00","47,600,000.00","28,000,000.00","48,000,000.00","33,200,000.00","33,200,000.00","33,200,000.00","28,500,000.00","37,000,000.00","27,400,000.00","27,400,000.00","25,800,000.00","25,800,000.00","25,700,000.00","9,700,000.00",,"30,000,000.00","30,000,000.00","30,000,000.00","30,000,000.00","30,000,000.00","30,000,000.00","88,000,000.00","88,000,000.00","88,000,000.00","88,000,000.00","88,000,000.00","83,000,000.00","30,000,000.00","30,000,000.00","30,000,000.00","30,000,000.00",
交易性金融资产,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
交易性金融负债,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
应收票据,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
应付票据,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
应收账款,"499,356.00","1,539,793.00","1,035,500.00","1,338,663.21","1,298,663.21","2,279,246.82","449,167.77","880,011.96","1,106,899.97","1,610,612.33","3,332,777.34","2,008,670.70","3,200,345.44","1,056,087.05","1,567,203.06","18,653,713.28","8,179,151.81","579,337.13","916,020.69","87,344,119.95","70,948,990.19","109,217,254.96","107,252,172.50","116,532,829.32","109,954,433.69","100,628,003.34","104,621,881.95","98,062,814.27","96,280,457.32","95,931,704.76","94,888,963.56","97,217,935.48","98,022,391.22","76,696,236.72","67,474,594.27","46,052,932.12","44,940,456.83","18,421,609.22","15,288,175.32","14,571,886.30","12,534,716.92","12,070,933.29","30,086,732.25","26,858,659.85","35,926,214.93"
应付账款,"34,809,991.80","35,996,989.40","25,787,364.02","16,173,416.59","14,117,496.62","12,178,196.95","12,562,283.15","10,172,064.73","10,586,663.17","9,919,667.98","11,335,037.31","27,625,118.15","26,086,055.27","10,833,920.85","12,391,058.61","49,300,935.13","48,410,533.76","28,403,018.03","10,872,547.44","52,618,080.77","52,821,368.45","49,175,115.15","44,959,244.43","40,445,346.01","24,593,991.17","25,136,898.77","28,571,983.40","33,860,898.85","18,128,936.60","26,578,229.71","25,047,782.62","20,679,505.91","19,120,035.98","19,496,605.22","18,408,837.61","23,407,359.41","20,727,911.90","19,378,826.89","19,561,152.92","51,827,533.98","49,152,801.70","54,868,649.12","19,879,247.27","46,458,436.60","39,631,519.79"
预付款项,"4,697,143.77","5,260,178.69","5,899,493.82","8,179,057.38","340,668.88","35,353.15","559,517.06","110,890,686.71","120,780,105.43","10,177,609.25","7,253,101.09","7,623,411.99","27,366,838.67","26,742,281.68","29,425,791.47","25,911,650.97","33,228,298.62","24,931,585.01","34,304,916.56","28,988,757.16","18,269,693.72","10,020,645.04","11,500,144.82","7,237,398.96","33,339,599.71","37,548,438.07","34,097,796.49","34,074,092.36","34,133,279.29","34,136,312.43","34,086,870.48","31,152,257.88","31,421,621.02","40,217,152.34","7,112,443.63","7,169,328.23","13,663,447.61","11,963,083.07","21,260,684.47","5,941,610.49","6,923,879.79","6,817,677.32","5,211,184.07","862,774.58","11,882,790.19"
预收款项,"24,551,192.83","3,178,128.00","5,698,585.00","3,612,329.85","2,865,431.80","1,776,837.00","1,776,837.00","1,804,644.74","1,776,837.00","1,776,837.00","1,924,934.00","24,366,402.00","38,430,240.00","50,235,035.01","75,969,553.81","133,556,346.94","161,568,124.52","195,839,184.43","218,964,282.87","242,362,537.15","251,796,504.60","280,300,928.30","305,072,277.00","16,780,609.60","16,968,701.19","10,498,866.71","16,054,244.23","4,129,455.47","6,505,494.37","9,246,022.46","12,250,591.51","1,218,061.04","1,439,911.23","5,872,614.56","5,342,015.99","2,112,676.96","4,527,953.17","7,222,438.81","12,398,383.38","13,999,047.62","12,156,828.23","13,699,600.52","14,383,587.20","11,625,112.12","9,051,390.41"
