科目,2007-03-31,2007-06-30,2007-09-30,2007-12-31,2008-03-31,2008-06-30,2008-09-30,2008-12-31,2009-03-31,2009-06-30,2009-09-30,2009-12-31,2010-03-31,2010-06-30,2010-09-30,2010-12-31,2011-03-31,2011-06-30,2011-09-30,2011-12-31,2012-03-31,2012-06-30,2012-09-30,2012-12-31,2013-03-31,2013-06-30,2013-09-30,2013-12-31,2014-03-31,2014-06-30,2014-09-30,2014-12-31,2015-03-31,2015-06-30,2015-09-30,2015-12-31,2016-03-31,2016-06-30,2016-09-30,2016-12-31,2017-03-31,2017-06-30,2017-09-30,2017-12-31,2018-03-31
货币资金,"143,526,955.02","149,274,080.15","150,259,342.88","450,440,082.07","222,699,368.77","278,809,467.82","186,486,106.56","182,050,919.83","369,536,389.87","381,491,671.87","394,242,337.33","503,844,303.22","497,740,046.25","355,657,504.44","232,983,699.64","474,171,843.70","413,516,556.34","545,492,730.20","867,683,520.40","1,069,145,768.97","1,458,935,252.08","1,164,169,450.87","1,286,463,239.07","1,475,500,805.74","1,047,350,344.80","1,252,387,535.88","1,116,223,904.02","1,215,804,016.39","1,042,689,240.21","904,341,058.82","978,096,409.84","266,707,852.51","197,416,745.34","214,514,203.34","271,021,467.74","389,311,176.47","424,778,132.60","461,087,052.69","437,238,103.56","813,996,162.20","665,039,644.73","840,312,517.22","628,802,134.61","825,073,297.94","807,239,387.72"
短期借款,"138,651,500.00","108,077,500.00","136,320,638.06","263,274,813.99","135,629,411.39","237,451,128.02","201,835,363.87","100,000,000.00","100,000,000.00",,,,"87,003,885.00","92,023,200.00","95,315,808.00","234,576,600.00","378,858,540.00","787,768,050.00","816,609,200.00","693,984,200.00","537,806,000.00","103,542,400.00","97,203,960.00","86,928,310.00","75,794,040.00","271,371,980.00","271,584,020.00","200,000,000.00","200,000,000.00",,"79,982,500.00","79,547,000.00",,,"200,000,000.00","215,000,000.00","215,000,000.00","150,000,000.00",,,"120,000,000.00","520,000,000.00","520,000,000.00","670,000,000.00","800,000,000.00"
交易性金融资产,,,"3,670,047.12",,"1,500,000.00","1,309,500.00","1,215,000.00","1,031,936.07","1,227,006.24","1,496,530.67","39,980,189.28",,"1,504,659.80","20,919,281.22","21,164,152.71","21,270,105.13","22,151,666.94","20,285,338.01","16,490,903.81","16,919,533.09","18,540,020.33","19,813,429.76","19,657,584.96","20,082,002.63","19,765,585.67","18,773,926.64","19,854,058.61","15,658,338.00","14,946,080.00","15,483,193.60","18,384,400.00","29,106,450.00","33,894,380.00","45,294,385.70","40,995,400.00","38,489,722.98","69,570,329.20","65,646,156.04","65,112,990.02","59,804,760.74","162,672,892.01","170,298,913.00","149,870,479.89","147,771,537.96","144,145,079.16"
交易性金融负债,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"841,070.00","841,070.00","413,281.50",,,,,,,
应收票据,"43,300,627.28","73,370,579.44","84,248,868.11","28,549,110.81","4,372,062.92","3,359,016.89","4,562,882.00","4,540,600.00","6,462,030.00","7,517,632.69","14,884,338.88","25,434,887.87","30,701,429.86","19,202,794.18","45,828,366.47","41,989,393.17","19,598,991.06","40,815,834.40","50,968,216.89","33,985,777.40","68,160,556.06","32,973,492.49","45,677,637.38","49,605,714.57","42,894,161.11","28,592,223.29","25,415,741.82","28,548,533.56","30,107,432.00","27,747,031.69","27,579,721.75","24,206,847.00","18,663,316.90","38,033,233.21","42,026,360.28","45,357,643.84","25,236,293.29","36,905,013.74","38,752,162.85","26,231,868.16","33,969,255.58","61,148,463.10","52,572,028.04","56,310,062.04","40,595,718.17"
应付票据,"357,340,771.49","384,087,149.21","420,264,663.92","172,187,507.07","3,360,000.00","25,173,000.00","6,385,000.00","3,980,000.00","26,186,551.30","277,278,660.00","210,519,091.67","7,629,345.00","57,647,409.55","190,906,200.41","200,022,349.47","317,018,020.87","258,601,014.30","208,681,895.00","207,293,977.10","6,509,643.16","5,112,003.40","3,027,723.94","2,792,660.21","2,512,913.94","1,987,244.07","2,491,594.57","2,305,428.67",,,,,,"34,591,970.00","93,391,970.00","108,300,000.00","2,000,000.00","2,000,000.00","4,664,322.69","10,075,885.00","7,453,168.36","2,041,606.05","8,352,603.75","17,376,627.18","13,452,142.28","12,055,051.67"
应收账款,"273,236,184.11","316,808,040.11","281,551,291.27","310,504,737.29","194,437,980.81","234,611,059.78","248,195,489.44","201,787,129.59","154,908,815.13","197,348,541.23","225,133,476.02","232,927,598.33","259,953,519.26","338,030,051.52","320,492,474.83","363,901,657.73","331,790,203.69","523,761,962.88","692,245,692.96","475,299,198.44","452,154,147.38","528,436,500.12","466,786,820.20","321,219,424.76","349,888,606.88","433,077,405.38","412,545,891.71","253,863,694.28","224,518,124.58","240,191,106.48","263,665,735.08","267,004,101.09","257,741,806.73","300,216,541.97","325,318,189.70","329,597,844.51","297,449,795.06","387,657,299.13","361,856,570.68","384,430,213.92","397,688,731.58","467,199,266.98","442,409,435.42","535,396,207.23","485,786,027.56"
应付账款,"377,381,163.25","436,349,370.54","444,129,907.23","543,667,079.10","161,943,385.49","121,469,262.53","129,665,057.80","74,569,959.86","75,010,883.51","83,035,271.93","96,565,285.39","104,470,531.43","147,178,611.09","150,664,107.50","156,705,169.72","168,422,017.81","169,797,129.63","241,658,561.11","249,510,423.53","170,029,382.50","197,203,997.78","235,212,656.49","202,452,985.62","162,622,268.12","185,862,992.12","182,178,714.46","216,434,532.30","117,921,434.46","167,049,989.77","127,180,222.87","122,388,319.21","162,008,333.11","126,812,343.79","90,462,692.30","67,419,936.61","172,457,311.48","103,685,787.62","135,224,641.78","164,043,838.63","170,225,020.33","83,926,358.73","195,953,677.70","166,882,678.31","208,590,279.67","245,973,228.26"
预付款项,"623,970,400.46","399,080,749.15","761,092,764.49","460,453,731.72","54,695,425.43","32,239,249.63","34,686,395.61","12,641,625.58","11,950,706.87","11,163,424.38","10,994,822.04","40,288,081.77","79,533,590.90","119,937,470.61","125,129,877.48","160,949,401.30","184,648,959.51","281,663,662.98","146,273,802.66","92,548,620.37","136,303,689.53","86,469,089.37","78,048,277.74","81,533,995.91","99,651,577.55","79,098,695.33","93,094,416.29","63,397,554.01","139,777,186.79","64,442,728.91","22,491,424.51","7,676,223.17","61,864,865.18","62,783,039.85","60,258,379.26","65,931,623.41","193,202,175.41","145,429,748.40","179,192,334.25","68,777,696.45","85,361,045.90","90,896,149.78","187,561,671.26","98,715,542.60","168,374,219.09"
预收款项,"424,222,195.44","401,463,244.67","571,684,415.58","285,370,870.93","4,721,545.35","6,495,259.95","2,265,536.07","5,140,575.91","5,235,580.72","8,409,633.57","6,219,105.25","25,539,545.44","4,098,168.67","4,476,727.17","3,256,561.95","9,912,787.18","11,669,837.59","48,620,204.31","3,345,487.59","122,931,163.70","43,185,202.61","52,219,602.76","24,102,506.61","37,842,206.30","41,099,800.14","39,459,164.54","49,214,279.01","32,859,767.69","13,260,824.16","8,041,301.91","18,649,792.88","24,236,389.74","12,468,971.73","11,941,773.99","12,843,225.11","14,251,531.33","16,121,491.98","19,810,484.11","27,109,896.24","24,901,546.11","26,905,824.13","21,120,916.07","38,009,780.45","19,316,925.18","34,524,524.44"
