科目,2008年度,2009年度,2010年度,2011年1-3月,2011年1-6月,2011年1-9月,2011年度,2012年1-3月,2012年1-6月,2012年1-9月,2012年度,2013年1-3月,2013年1-6月,2013年1-9月,2013年度,2014年1-3月,2014年1-6月,2014年1-9月,2014年度,2015年1-3月,2015年1-6月,2015年1-9月,2015年度,2016年1-3月,2016年1-6月,2016年1-9月,2016年度,2017年1-3月,2017年1-6月,2017年1-9月,2017年度,2018年1-3月,2018年1-6月,2018年1-9月,2018年度,2019年1-3月
一、营业收入,"534,311,449.21","608,405,970.11","867,622,633.54","221,059,884.24","490,228,389.65","740,559,329.08","1,001,742,663.66","243,461,904.24","500,556,772.27","741,436,118.24","1,020,684,449.94","249,378,535.83","598,804,246.16","914,262,232.79","1,283,188,645.34","293,867,141.06","638,046,776.51","964,543,428.58","1,322,290,056.21","401,130,475.97","813,019,667.16","1,189,696,299.47","1,690,402,790.41","487,474,745.06","1,018,281,049.64","1,463,300,866.89","2,231,814,605.17","551,960,407.80","1,125,596,884.57","1,653,660,159.93","2,274,927,575.85","549,176,232.44","1,185,660,191.99","1,716,476,586.54","2,255,223,360.52","491,628,464.22"
二、营业利润,"50,848,996.59","67,771,982.87","96,291,674.01","25,821,029.31","51,585,958.88","56,051,481.88","48,742,804.09","7,343,880.16","10,583,661.91","12,564,896.32","17,624,116.17","8,187,000.18","13,874,898.61","18,055,040.75","38,117,500.54","13,819,220.49","42,192,173.59","58,656,273.16","88,423,685.73","18,263,430.60","60,656,046.32","68,111,751.56","106,141,585.56","26,592,306.90","68,682,584.90","94,279,806.01","154,424,388.51","39,414,206.88","90,331,551.53","115,819,981.45","170,182,676.23","39,998,942.97","87,569,906.53","106,826,903.52","-10,733,597.10","8,760,827.40"
减:营业成本,"365,612,807.52","409,428,416.82","596,834,277.70","155,922,556.41","348,802,292.70","539,324,679.13","733,019,647.23","184,045,469.55","385,201,075.35","569,185,199.70","773,284,084.87","193,261,754.73","465,879,097.05","716,146,809.48","979,284,763.13","227,188,776.49","482,627,972.05","732,428,107.06","987,469,986.71","317,646,731.06","620,539,025.48","921,390,355.48","1,308,711,622.93","381,088,422.77","775,780,115.03","1,109,239,677.74","1,695,848,738.71","405,167,868.30","817,076,591.35","1,195,634,238.20","1,660,598,233.80","401,881,582.96","877,196,269.22","1,283,103,343.09","1,719,782,665.47","385,041,697.80"
加:补贴收入,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
营业税金及附加,"2,109,128.97","3,103,601.73","3,826,394.54","227,849.62","1,126,977.92","2,327,588.18","3,336,321.46","1,294,419.33","2,241,967.13","3,316,599.76","4,845,511.97","513,525.11","1,353,210.84","2,557,303.73","4,903,822.36","289,087.65","1,373,256.90","2,946,547.70","5,009,542.48","473,377.55","1,771,956.64","3,984,118.63","6,386,225.24","1,295,339.69","4,133,319.14","5,501,413.46","15,298,906.26","4,789,692.89","8,714,001.54","13,411,754.18","16,930,139.16","4,257,914.98","8,866,931.39","13,194,354.29","15,877,936.58","3,419,885.83"
营业外收入,"866,382.93","2,299,023.20","5,308,157.74","1,874,928.76","2,195,333.26","5,486,988.13","7,391,330.58","1,263,427.69","2,589,760.42","4,754,702.17","7,775,192.48","259,234.44","1,766,882.34","4,599,392.49","7,641,458.53","944,704.72","3,472,657.97","4,448,477.49","7,361,280.88","1,406,150.11","4,458,509.96","7,198,988.59","9,353,176.02","1,952,100.55","5,181,554.33","7,602,344.12","11,873,293.68","4,488,942.20","1,903,263.75","10,272,838.64","1,875,803.79","882,618.52","529,451.67","1,337,344.95","1,405,167.77","746,685.43"
销售费用,"44,600,903.57","52,310,798.67","68,247,190.84","10,639,955.33","26,156,880.76","43,113,815.37","78,693,186.24","15,865,932.71","34,310,854.96","56,078,373.54","76,495,091.68","14,633,566.34","50,134,910.32","73,565,530.81","101,998,601.18","16,243,465.02","38,676,806.86","59,340,447.34","88,136,931.79","23,784,939.47","46,401,906.46","70,154,469.82","99,976,291.91","32,307,598.56","71,586,988.77","105,566,245.79","146,904,918.45","42,103,989.45","84,840,745.59","128,338,380.14","148,308,893.85","35,775,872.55","72,963,350.48","113,498,986.39","154,942,962.87","30,709,648.54"
减:营业外支出,"2,612,472.91","2,064,797.10","2,631,182.77","240,555.78","691,514.80","1,449,429.09","3,835,984.88","553,894.86","1,148,009.50","1,505,727.94","2,762,887.81","399,598.93","1,405,082.41","2,764,015.55","3,990,303.65","833,060.56","1,470,748.00","2,298,058.05","4,082,348.48","415,570.28","962,634.20","1,794,792.81","3,039,730.08","601,116.67","1,600,902.84","2,197,597.33","4,557,666.53","522,919.39","1,860,544.95","2,584,401.10","1,261,875.44","210,130.27","376,336.45","948,895.24","2,665,400.95","197,948.08"
管理费用,"49,668,333.36","60,717,320.67","83,225,485.59","19,643,901.61","44,256,880.97","72,555,235.61","100,816,455.84","24,135,549.36","53,331,308.52","80,723,059.67","115,600,749.41","22,723,193.44","49,326,474.23","79,274,065.59","117,253,901.63","27,734,431.56","58,948,881.63","91,424,146.87","126,849,312.85","29,623,696.61","69,734,043.88","107,967,299.34","142,397,859.01","36,998,000.33","83,991,251.15","133,297,179.76","176,021,982.25","46,921,961.90","101,898,489.53","153,036,799.68","199,974,544.98","50,535,105.04","110,150,011.31","97,954,457.07","127,246,728.29","28,571,690.31"
其中:非流动资产处置净损失,"135,396.71","179,333.93","878,216.26","29,838.63","136,533.75","540,007.79","579,666.93","-32,624.52","34,102.76","27,088.39","787,599.52","47,537.17","345,498.55","759,115.01","2,029,782.43","-7,129.65","33,216.71","439,215.05","1,715,975.77","1,759.37","114,142.47","270,860.68","1,186,571.90","18,781.18","567,234.27","740,900.59","2,599,423.53","225,349.33","1,541,776.03","1,837,485.96",,,,,,
